time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss
320,17808,131,135,-202979.46978052,25.95,-45.49580383300781,4.9925456047058105,0.001,65862896.0,4426,7660.1767578125
324,17880,131,136,-202542.56026378996,25.93,-44.326316833496094,5.0176100730896,0.001,47679428.0,4444,11146.140625
328,17992,131,136,-204627.59758837998,26.77,-44.47976303100586,5.054521083831787,0.001,60136160.0,4472,9058.3896484375
332,18104,131,137,-205387.78217063003,27.12,-43.384544372558594,5.090812683105469,0.001,170352352.0,4500,7535.068359375
336,18232,131,138,-198164.36212575,27.28,-43.834808349609375,5.1350274085998535,0.001,56127460.0,4532,8025.91015625
340,18480,131,140,-185217.87170058,27.25,-44.20868682861328,5.218808650970459,0.001,27011360.0,4594,9918.140625
344,18584,131,141,-168515.93834700005,25.82,-43.15409851074219,5.250662326812744,0.001,89489960.0,4620,9344.966796875
348,18668,131,142,-163187.97556911,27.97,-42.05742645263672,5.278520584106445,0.001,35349048.0,4641,6121.57177734375
352,18880,131,143,-167351.68259376,29.09,-43.058082580566406,5.349559783935547,0.001,28045484.0,4694,9345.7431640625
356,19060,131,145,-169599.65966851,29.72,-40.52045440673828,5.408557891845703,0.001,53589664.0,4739,8995.103515625
360,19148,130,146,-153363.66199308002,29.31,-40.470741271972656,5.435720920562744,0.001,113616520.0,4761,10597.833984375
364,19204,130,146,-147643.73273066,28.94,-41.91321563720703,5.455183506011963,0.001,110252800.0,4775,9877.3779296875
368,19312,130,147,-138513.70264194,28.02,-41.1072998046875,5.490489959716797,0.001,48909660.0,4802,8900.783203125
372,19524,130,149,-136450.34047572,28.95,-41.58906555175781,5.56257963180542,0.001,55703404.0,4855,6822.9169921875
376,19660,130,150,-134673.17292084,29.55,-40.67304992675781,5.606578350067139,0.001,67011464.0,4889,8807.73828125
380,19760,130,150,-112966.97746105,28.47,-41.9984130859375,5.638573169708252,0.001,91020152.0,4914,11174.32421875
384,19944,130,153,-106173.70359698002,27.64,-39.27016830444336,5.702375411987305,0.001,75445592.0,4960,10549.2470703125
388,20180,129,155,-112117.79915404,30.79,-41.64965057373047,5.777860164642334,0.001,64729856.0,5019,10822.841796875
392,20320,129,156,-108887.60112938998,31.28,-40.82783508300781,5.8258795738220215,0.001,65125616.0,5054,11707.3359375
396,20436,129,157,-103613.22818791,30.89,-38.71010971069336,5.866011619567871,0.001,63858060.0,5083,11644.5
400,20784,129,159,-81841.66597039001,30.79,-36.54529571533203,5.980362415313721,0.001,128508992.0,5170,9071.6748046875
404,21116,129,162,-82807.23929776,35.07,-38.562538146972656,6.086978912353516,0.001,112408168.0,5253,9564.177734375
408,21212,129,163,-75211.33895423,35.18,-39.6128044128418,6.119030952453613,0.001,56696360.0,5277,9269.8232421875
412,21296,129,163,-67629.63993685,35.67,-36.847412109375,6.147308349609375,0.001,61702048.0,5298,10807.107421875
416,21372,129,164,-68981.24110937999,35.77,-36.86366271972656,6.175450325012207,0.001,83867232.0,5317,8570.4501953125
420,21572,129,166,-68977.89160541,36.6,-36.51799774169922,6.239004135131836,0.001,116604352.0,5367,9403.638671875
424,21764,129,167,-74252.82783036999,38.57,-37.023433685302734,6.302603244781494,0.001,73592176.0,5415,9472.12890625
428,21832,129,168,-69833.52359452,38.43,-38.0726318359375,6.326789855957031,0.001,80493840.0,5432,9871.857421875
432,21960,129,169,-63698.55344099,38.56,-38.44526672363281,6.371424674987793,0.001,77280168.0,5464,11782.4130859375
436,22040,129,169,-53807.78451445,38.24,-37.21552276611328,6.395901203155518,0.001,54891472.0,5484,13759.2587890625
440,22136,129,170,-49920.57734889001,37.88,-36.641265869140625,6.428682804107666,0.001,57767088.0,5508,11695.72265625
444,22252,129,171,-47737.52601674,38.03,-36.403221130371094,6.469672203063965,0.001,36429040.0,5537,9401.173828125
448,22336,129,171,-45774.996443250006,36.37,-36.767677307128906,6.498621940612793,0.001,112112000.0,5558,10045.0625
452,22400,129,172,-37172.7325696,35.89,-36.54237365722656,6.519296646118164,0.001,66964040.0,5574,12040.68359375
456,22528,130,173,-26759.61592969,35.36,-35.99346160888672,6.564498424530029,0.001,43130596.0,5606,11429.115234375
460,22628,130,173,-23537.989774839996,34.77,-36.414634704589844,6.597383975982666,0.001,91468176.0,5631,11450.255859375
464,22676,130,174,-23695.319586710004,34.76,-36.1553955078125,6.6138081550598145,0.001,85885712.0,5643,12752.203125
468,22892,130,176,-22496.047304660002,35.73,-37.1934814453125,6.687852382659912,0.001,51255712.0,5697,11668.0390625
472,23012,130,177,-19340.35328828,35.43,-34.370887756347656,6.729494571685791,0.001,54122400.0,5727,15440.3193359375
476,23120,130,177,-20482.666457540003,34.88,-35.30915832519531,6.7669172286987305,0.001,42096100.0,5754,12785.1826171875
480,23196,130,178,-19513.320398480002,35.19,-35.072757720947266,6.796067714691162,0.001,57784528.0,5773,10440.103515625
484,23260,130,178,-22161.689187080006,34.89,-36.847206115722656,6.816958427429199,0.001,52664652.0,5789,13060.568359375
488,23332,130,179,-14776.417100319999,31.84,-36.6082878112793,6.842164039611816,0.001,82202864.0,5807,12814.0390625
492,23452,130,180,-17668.398317590003,30.98,-36.676395416259766,6.8848443031311035,0.001,74636200.0,5837,11672.6015625
496,23500,130,180,-17455.534265280003,31.21,-36.64179992675781,6.902129173278809,0.001,53809936.0,5849,11479.5908203125
500,23608,130,181,-14973.863836700002,29.61,-37.94269561767578,6.941427707672119,0.001,56517976.0,5876,11875.583984375
504,23844,130,183,-15561.68160776,26.36,-36.485626220703125,7.029847145080566,0.001,58274112.0,5935,14114.255859375
508,23932,130,183,-20715.43029312,27.14,-36.67609405517578,7.061000347137451,0.001,56908088.0,5957,15518.45703125
512,24040,130,184,-27160.136608009998,26.94,-36.448150634765625,7.101274013519287,0.001,67148944.0,5984,14583.7109375
516,24200,129,186,-26695.235903210003,27.92,-35.9085693359375,7.159953594207764,0.001,73349696.0,6024,11812.36328125
520,24312,130,186,-23488.38481365,27.86,-35.3857421875,7.204991340637207,0.001,62077944.0,6052,15867.61328125
524,24572,129,189,-14729.848735419999,27.04,-36.46405029296875,7.300219535827637,0.001,103360544.0,6117,17474.72265625
528,24644,129,190,-12053.88779694,28.28,-35.442466735839844,7.327871322631836,0.001,58405268.0,6135,13279.587890625
532,24736,129,190,-9359.35178522,28.44,-36.061744689941406,7.36467170715332,0.001,84719000.0,6158,14652.3515625
536,24892,129,192,-9044.45791022,28.13,-35.56023406982422,7.425156116485596,0.001,67892672.0,6197,14463.056640625
540,25032,129,193,-16814.11771824,28.12,-37.01171112060547,7.481194972991943,0.001,48778864.0,6232,12608.84375
544,25120,129,194,-19079.37350372,28.15,-35.00687026977539,7.514183044433594,0.001,80390808.0,6254,14486.984375
548,25308,129,195,-41473.887574919994,29.33,-36.271602630615234,7.590114593505859,0.001,62945940.0,6301,15010.8681640625
552,25400,129,196,-48968.26297886,29.91,-37.624820709228516,7.624226093292236,0.001,111393176.0,6324,14198.833984375
556,25612,129,197,-51122.03949723,30.53,-37.168190002441406,7.715222358703613,0.001,49512944.0,6377,14456.0029296875
560,25688,129,198,-50917.45612765999,30.96,-36.9054069519043,7.745928764343262,0.001,63216320.0,6396,13853.93359375
564,25812,129,199,-43083.91248224,31.44,-35.52603530883789,7.801920413970947,0.001,77527888.0,6427,13535.591796875
568,26020,129,201,-42258.189366490005,31.34,-34.323726654052734,7.886379241943359,0.001,68499456.0,6479,15963.55078125
572,26064,129,201,-44141.10105687999,31.05,-36.15445327758789,7.906157970428467,0.001,95005728.0,6490,13924.4609375
576,26168,129,202,-44516.13519798,30.56,-34.85554504394531,7.945756435394287,0.001,85840048.0,6516,17931.73046875
580,26292,129,203,-46534.12731284002,31.16,-33.21942901611328,7.999838352203369,0.001,82075520.0,6547,17965.16015625
584,26412,129,204,-46108.39987401,31.04,-34.4117431640625,8.048784255981445,0.001,94347832.0,6577,17362.2109375
588,26516,129,205,-42350.12971372001,31.27,-34.611427307128906,8.0875825881958,0.001,56032872.0,6603,14889.099609375
592,26572,129,205,-42106.9867334,31.72,-34.31005096435547,8.111883163452148,0.001,46324144.0,6617,13293.779296875
596,26752,129,206,-41424.131583769995,31.81,-33.750694274902344,8.185412406921387,0.001,132147240.0,6662,14804.6796875
600,26832,129,207,-42786.42756919,32.09,-34.03882598876953,8.220186233520508,0.001,117902880.0,6682,13418.146484375
604,27020,129,208,-36508.925504989995,32.22,-34.58884811401367,8.295034408569336,0.001,55295264.0,6729,11516.40234375
608,27128,129,209,-39672.87666857,31.64,-34.93158721923828,8.340191841125488,0.001,53174868.0,6756,17188.529296875
612,27288,129,211,-37707.99603214001,32.22,-34.23301696777344,8.410967826843262,0.001,42399248.0,6796,14633.61328125
616,27420,129,212,-35350.06997608,31.98,-35.27688980102539,8.467059135437012,0.001,57405908.0,6829,14277.27734375
620,27532,129,212,-33404.14806853,32.15,-35.814334869384766,8.51372241973877,0.001,128235904.0,6857,16987.984375
624,27612,129,213,-36664.70169463,31.65,-35.69917678833008,8.550572395324707,0.001,136622816.0,6877,17901.779296875
628,27780,129,214,-42327.44635562,31.13,-35.46703338623047,8.62537670135498,0.001,102223472.0,6919,11977.099609375
632,27896,129,215,-48915.96266978999,31.23,-37.06293487548828,8.67369270324707,0.001,106893128.0,6948,16989.462890625
636,28016,129,216,-52841.221919790005,31.25,-36.71833801269531,8.728294372558594,0.001,121584336.0,6978,15728.427734375
640,28104,129,217,-50182.21903099,31.27,-34.59796142578125,8.772562026977539,0.001,105485472.0,7000,17079.0625
644,28228,129,218,-49039.17063771,31.91,-35.95014190673828,8.828113555908203,0.001,86137008.0,7031,13721.6796875
648,28324,129,218,-31747.166861579997,30.63,-35.0996208190918,8.872979164123535,0.001,98365888.0,7055,14323.2333984375
652,28408,129,219,-27937.29520823,30.21,-34.833045959472656,8.912293434143066,0.001,50994828.0,7076,13954.984375
656,28672,129,222,-29261.121984470003,30.4,-37.34584045410156,9.037104606628418,0.001,83124256.0,7142,19052.25390625
660,28832,129,223,-24096.452913389996,30.19,-33.64458084106445,9.111968994140625,0.001,57885036.0,7182,14940.3125
664,28956,129,224,-25794.482804240004,30.76,-34.51342010498047,9.174053192138672,0.001,125022752.0,7213,15568.0546875
668,29056,129,225,-26187.33591844,30.19,-34.966224670410156,9.219100952148438,0.001,46684196.0,7238,14456.814453125
672,29324,128,227,-24432.93842934,31.86,-35.89213562011719,9.345849990844727,0.001,42217528.0,7305,16536.533203125
676,29396,128,227,-18325.253318289997,32.71,-37.67035675048828,9.380766868591309,0.001,77901392.0,7323,14690.2724609375
680,29468,128,228,-15629.68941359,31.85,-35.172508239746094,9.416299819946289,0.001,66247748.0,7341,15671.904296875
684,29608,128,229,-13336.079986579998,32.09,-36.616058349609375,9.487661361694336,0.001,103442520.0,7376,18142.06640625
688,29736,128,230,-12888.213189009995,32.47,-35.89474868774414,9.553933143615723,0.001,58886144.0,7408,17154.07421875
692,29768,128,230,-13584.028967370003,31.57,-35.00704574584961,9.565927505493164,0.001,99696984.0,7416,20022.62890625
696,29936,128,232,-19021.54608595,32.06,-37.138240814208984,9.650334358215332,0.001,119936416.0,7458,16494.341796875
700,30080,128,233,-16580.519308459996,32.05,-35.71794128417969,9.724587440490723,0.001,84460648.0,7494,19315.375
704,30136,128,234,-16425.673146600002,31.36,-35.38370132446289,9.755549430847168,0.001,117160000.0,7508,17646.67578125
708,30224,128,234,-11925.792650309999,31.01,-37.0860595703125,9.798974990844727,0.001,128348720.0,7530,17594.736328125
712,30320,128,235,-7951.966971849999,30.65,-37.33824920654297,9.849218368530273,0.001,77755680.0,7554,13110.939453125
716,30416,128,236,-3116.0228186699983,30.58,-36.19097900390625,9.89996337890625,0.001,183744048.0,7578,16634.13671875
720,30496,128,237,610.5329269300017,30.04,-34.254478454589844,9.944232940673828,0.001,75388352.0,7598,16606.341796875
724,30596,128,238,5714.68895158,29.98,-35.112396240234375,9.994463920593262,0.001,138617344.0,7623,20140.583984375
728,30716,128,238,14089.16963811,29.35,-34.503387451171875,10.05677318572998,0.001,80938240.0,7653,14172.29296875
732,30916,128,240,22802.95975082,29.48,-36.18487548828125,10.16372013092041,0.001,114770496.0,7703,21442.580078125
736,31052,128,241,26047.45062787,30.46,-36.966094970703125,10.235067367553711,0.001,105304312.0,7737,15234.837890625
740,31108,128,242,29194.248185009998,29.8,-34.393585205078125,10.267762184143066,0.001,91117408.0,7751,18238.32421875
744,31172,128,242,36742.01743274,29.22,-34.9272575378418,10.300353050231934,0.001,77362672.0,7767,13147.203125
748,31232,128,243,40049.70352658,28.93,-35.303260803222656,10.332985877990723,0.001,49728200.0,7782,16013.7216796875
752,31300,128,243,45762.53746975,28.73,-35.412139892578125,10.372185707092285,0.001,67259952.0,7799,16151.37109375
756,31368,128,244,51274.34076436,27.47,-35.9278564453125,10.411383628845215,0.001,79716576.0,7816,23557.025390625
760,31440,128,244,50473.74076436,27.37,-35.22111511230469,10.450737953186035,0.001,96067464.0,7834,13715.8671875
764,31504,128,245,54038.19565393999,26.14,-34.811622619628906,10.48376178741455,0.001,74583312.0,7850,21737.19140625
768,31572,128,246,59312.96709763,25.87,-35.26707458496094,10.5233793258667,0.001,84784304.0,7867,15787.6611328125
772,31656,128,246,62620.66709763,23.81,-35.533935546875,10.569517135620117,0.001,142088464.0,7888,21024.91015625
776,31732,128,247,64055.16709763,23.17,-36.53224182128906,10.609101295471191,0.001,165568864.0,7907,18582.013671875
780,31812,128,248,69563.43241590001,23.34,-35.12872314453125,10.655529022216797,0.001,55318464.0,7927,15366.453125
784,31932,128,248,71910.34526943,23.27,-35.34905242919922,10.722512245178223,0.001,106693712.0,7957,13161.5234375
788,32076,128,250,71751.52783687999,23.23,-35.349143981933594,10.803666114807129,0.001,66728940.0,7993,17172.763671875
792,32140,128,250,78647.68913078001,23.86,-35.544368743896484,10.83796215057373,0.001,90665440.0,8009,17288.59375
796,32200,128,251,84622.54438834,23.01,-35.410919189453125,10.872507095336914,0.001,71616488.0,8024,18823.1171875
800,32288,128,252,81579.49588421,22.21,-35.09657287597656,10.920689582824707,0.001,114567672.0,8046,17175.142578125
804,32364,128,252,81768.7320273,22.24,-35.88825988769531,10.968945503234863,0.001,100625680.0,8065,16326.982421875
808,32424,128,253,87592.50541076,22.31,-35.831661224365234,11.003634452819824,0.001,79407600.0,8080,18454.634765625
812,32564,128,254,82460.22204024,22.64,-37.26298141479492,11.080545425415039,0.001,75285168.0,8115,16787.94140625
816,32624,128,254,84194.72204024,22.09,-37.902854919433594,11.116251945495605,0.001,115015248.0,8130,15236.005859375
820,32760,127,256,80775.1077515,22.08,-35.749996185302734,11.202895164489746,0.001,89778032.0,8164,12318.435546875
824,32840,127,256,74254.72882436,22.25,-36.259490966796875,11.246133804321289,0.001,47718900.0,8184,10700.966796875
828,32912,127,257,59205.04464436,21.9,-35.778114318847656,11.289706230163574,0.001,80300768.0,8202,18573.3203125
832,32988,127,257,58313.744644360006,21.46,-35.83038330078125,11.340827941894531,0.001,70185168.0,8221,14817.4150390625
836,33044,127,258,56851.86342980999,20.45,-37.26829147338867,11.370208740234375,0.001,81749936.0,8235,18824.728515625
840,33104,127,258,60095.96342980999,20.03,-36.381134033203125,11.407291412353516,0.001,113488792.0,8250,15484.1796875
844,33192,127,259,60094.163429809996,20.12,-36.442481994628906,11.466586112976074,0.001,105857824.0,8272,19617.77734375
848,33256,127,260,60086.96342980999,20.27,-35.302982330322266,11.503488540649414,0.001,76603776.0,8288,13206.01953125
852,33332,127,260,59981.56342981,20.36,-34.87467956542969,11.5477933883667,0.001,74970688.0,8307,17955.642578125
856,33440,127,261,58664.763429809995,20.5,-34.967227935791016,11.61405086517334,0.001,104566296.0,8334,14731.1142578125
860,33504,127,262,58054.263429809995,20.58,-35.03449249267578,11.65828800201416,0.001,50881460.0,8350,20547.328125
864,33584,127,263,57648.14810168,20.64,-35.06623840332031,11.702489852905273,0.001,72504176.0,8370,17240.01171875
868,33732,127,264,55826.24810168,20.86,-35.020652770996094,11.799357414245605,0.001,96402656.0,8407,7851.3359375
872,33784,127,264,52391.19103855,21.46,-35.73524856567383,11.829402923583984,0.001,188215824.0,8420,17003.392578125
876,33896,127,265,52498.091038549996,21.41,-36.61595916748047,11.89736270904541,0.001,70527304.0,8448,17654.18359375
880,33932,127,266,48704.91915453,21.36,-34.86606979370117,11.920303344726562,0.001,145487360.0,8457,14486.1025390625
884,34000,127,266,45938.326520919996,20.9,-35.327789306640625,11.966139793395996,0.001,132958664.0,8474,20408.443359375
888,34064,127,267,49774.23490885,20.25,-35.756134033203125,12.004064559936523,0.001,110280968.0,8490,17628.21875
892,34128,127,268,51903.33491034999,19.88,-34.0091552734375,12.049500465393066,0.001,96020384.0,8506,17444.9921875
896,34188,127,268,54359.13816339,19.87,-35.68552780151367,12.087381362915039,0.001,102731216.0,8521,17592.39453125
900,34252,127,269,61285.55977548,19.93,-35.63555908203125,12.125590324401855,0.001,71153200.0,8537,16325.9658203125
904,34308,127,269,62799.13643849,19.58,-36.86989212036133,12.16401481628418,0.001,85995408.0,8551,21753.6953125
908,34380,127,270,62599.436438490004,19.57,-33.725486755371094,12.210467338562012,0.001,113476688.0,8569,10878.9609375
912,34468,127,270,67840.71980901,19.12,-37.23486328125,12.265092849731445,0.001,65008728.0,8591,15891.314453125
916,34616,127,272,61680.98691491999,19.57,-36.43492889404297,12.35891056060791,0.001,66668808.0,8628,13479.603515625
920,34684,127,272,66017.40120366,19.35,-36.33953094482422,12.406221389770508,0.001,168107968.0,8645,10948.970703125
924,34760,127,273,73049.46802589,18.94,-37.19179916381836,12.454246520996094,0.001,58720576.0,8664,16489.203125
928,34860,127,274,83293.37817371,18.75,-35.408409118652344,12.527535438537598,0.001,84624632.0,8689,16367.65625
932,34936,127,274,89030.05220589001,18.59,-35.331092834472656,12.576788902282715,0.001,67239744.0,8708,15814.5205078125
