time/total_timesteps,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/critic_loss,time/fps,train/n_updates,time/time_elapsed,train/actor_loss,rollout/ep_len_mean
1252,0.11456543207168579,0.9941147565841675,-1605306.6679637502,4,0.001,230346736.0,159,287,7,-718.4829711914062,148.5
1900,-0.6716122627258301,1.0607572793960571,-1763376.311739125,8,0.001,233004800.0,154,449,12,-841.7164306640625,153.0
2412,-0.9574826955795288,1.106895089149475,-2034034.7546640832,12,0.001,169196048.0,150,577,16,-1290.004150390625,178.16666666666666
3012,-1.504540205001831,1.158474326133728,-1725282.4628023126,16,0.001,155948512.0,148,727,20,-1041.1397705078125,165.125
4108,-4.994534969329834,1.297218918800354,-1985801.50138635,20,0.001,104468712.0,148,1001,27,-586.212646484375,177.1
4904,-6.261772632598877,1.42501699924469,-1943514.994428292,24,0.001,69915792.0,147,1200,33,-80.44022369384766,176.75
5496,-8.27989673614502,1.5205942392349243,-1856324.8632599288,28,0.001,47866004.0,146,1348,37,90.17132568359375,179.71428571428572
6396,-9.9961576461792,1.6790217161178589,-1678428.8814659999,32,0.001,48527544.0,146,1573,43,438.6846923828125,171.53125
6724,-10.380107879638672,1.7368333339691162,-1827292.5853011108,36,0.001,61258204.0,146,1655,46,386.6976013183594,181.80555555555554
6920,-10.543455123901367,1.770578384399414,-1656293.432726475,40,0.001,68681600.0,145,1704,47,422.63031005859375,167.825
7060,-10.511560440063477,1.7954835891723633,-1519030.3651509092,44,0.001,111452448.0,145,1739,48,917.611328125,158.5909090909091
7360,-11.53848648071289,1.8484711647033691,-1404700.8894548751,48,0.001,60964800.0,145,1814,50,1241.495849609375,150.29166666666666
7644,-12.001335144042969,1.9002857208251953,-1309570.8815644232,52,0.001,60109568.0,145,1885,52,708.8330078125,142.78846153846155
7980,-11.535907745361328,1.9613076448440552,-1234454.4629380892,56,0.001,35805568.0,144,1969,55,1141.389404296875,139.91071428571428
8588,-12.173401832580566,2.066129684448242,-1167059.4665333831,60,0.001,77905168.0,143,2121,59,1803.482666015625,134.88333333333333
9160,-13.478179931640625,2.1712911128997803,-1134552.5874844843,64,0.001,45540052.0,143,2264,63,1976.38818359375,138.484375
9848,-15.613286018371582,2.3124518394470215,-1102031.0032012057,68,0.001,44831892.0,143,2436,68,2453.388671875,137.05882352941177
10772,-16.190216064453125,2.514270067214966,-1071772.8148454584,72,0.001,51569132.0,143,2667,75,3413.70556640625,138.68055555555554
11100,-16.21164321899414,2.5881636142730713,-1038358.1606246975,76,0.001,49817980.0,142,2749,77,3438.1591796875,141.3815789473684
11328,-17.208751678466797,2.6394574642181396,-999677.7954677499,80,0.001,36403464.0,142,2806,79,3400.6240234375,139.4875
12080,-17.656322479248047,2.8109166622161865,-957230.3209389411,84,0.001,42176960.0,142,2994,84,4840.08203125,138.6
12540,-17.96059226989746,2.9219329357147217,-937761.6644648864,88,0.001,50181544.0,139,3109,89,5589.1201171875,140.85227272727272
12896,-17.89447021484375,3.0055150985717773,-902416.8035329999,92,0.001,86460328.0,139,3198,92,4502.9072265625,137.08695652173913
13144,-18.717018127441406,3.0675175189971924,-871256.2414035313,96,0.001,42204480.0,139,3260,93,4108.37646484375,135.57291666666666
13752,-19.142345428466797,3.2231459617614746,-843054.1742283601,100,0.001,24653096.0,139,3412,98,6589.19287109375,134.63
14172,-19.775026321411133,3.3345234394073486,-784688.19845465,104,0.001,54893608.0,139,3517,101,5176.4833984375,130.96
14788,-19.23846435546875,3.4984776973724365,-723409.31788232,108,0.001,24493904.0,139,3671,106,5595.08349609375,132.11
15336,-20.370250701904297,3.650965929031372,-635081.33959883,112,0.001,27023020.0,139,3808,110,5553.5029296875,129.87
15704,-20.464019775390625,3.7533934116363525,-611268.19092996,116,0.001,47250520.0,139,3900,112,6113.28515625,128.81
16044,-20.47472381591797,3.853930711746216,-496473.49967095,120,0.001,24996000.0,139,3985,115,5928.92724609375,122.89
16312,-20.208101272583008,3.9311482906341553,-433285.99981668004,124,0.001,23404108.0,139,4052,117,7364.90625,117.91
