train/entropy_loss,rollout/ep_len_mean,train/policy_loss,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/std,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/explained_variance,train/n_updates
-12.74712085723877,54.8,-160090.296875,100,601,2000,3,0.9971769452095032,232222768.0,0.0007,-313326.3486297999,0.0,99
-12.73264217376709,54.35820895522388,-196602.109375,200,653,4000,6,0.9960058331489563,554493568.0,0.0007,-282777.547774985,-9.5367431640625e-07,199
-12.725221633911133,56.14,-306489.40625,300,660,6000,9,0.9952829480171204,2253913600.0,0.0007,-280570.47312459,5.960464477539063e-08,299
-12.73139476776123,43.58,-207538.53125,400,645,8000,12,0.9955865144729614,1478418432.0,0.0007,-215452.93044218997,0.0,399
-12.702327728271484,38.34,-37874.6015625,,638,10000,15,0.9927178621292114,46517864.0,0.0007,-170490.51170789998,1.1920928955078125e-07,499
,38.34,,500,638,10000,15,,,,-170490.51170789998,,
-12.71252727508545,43.68,-280483.625,600,617,12000,19,0.9940431714057922,2013887744.0,0.0007,-180873.97005174,-1.1920928955078125e-07,599
-12.704889297485352,38.26,-208286.328125,700,608,14000,23,0.9931222200393677,1491804672.0,0.0007,-170690.05359943,1.1920928955078125e-07,699
-12.694720268249512,34.44,-77019.375,800,602,16000,26,0.9920237064361572,93497512.0,0.0007,-150726.29291733,-1.1920928955078125e-07,799
-12.705154418945312,34.78,-77043.9921875,900,599,18000,30,0.9932776689529419,246951296.0,0.0007,-146640.53671181,0.0,899
-12.673124313354492,38.92,-177650.625,,604,20000,33,0.9898717999458313,1075092480.0,0.0007,-161358.87710854996,0.0,999
,38.92,,1000,604,20000,33,,,,-161358.87710854996,,
-12.704397201538086,34.07,-423229.5,1100,608,22000,36,0.9929737448692322,3320017664.0,0.0007,-164959.72385383002,0.0,1099
-12.70319652557373,36.48,-122526.515625,1200,606,24000,39,0.9932873845100403,1012666688.0,0.0007,-168362.67260196005,-1.1920928955078125e-07,1199
-12.715235710144043,37.84,-181235.171875,1300,598,26000,43,0.9940419793128967,1018508096.0,0.0007,-155048.50541998,1.7881393432617188e-07,1299
-12.739131927490234,35.52,-63926.2890625,1400,590,28000,47,0.9966535568237305,149905040.0,0.0007,-143827.76312301998,0.0,1399
-12.7510404586792,35.24,-56164.48828125,,586,30000,51,0.9981264472007751,42749804.0,0.0007,-146496.29535961,0.0,1499
,35.24,,1500,586,30000,51,,,,-146496.29535961,,
-12.75843620300293,30.24,-172655.546875,1600,583,32000,54,0.998753011226654,264112176.0,0.0007,-132208.21344834,1.7881393432617188e-07,1599
-12.743975639343262,35.25,-473613.8125,1700,580,34000,58,0.9974483847618103,3407323136.0,0.0007,-152176.3025943,1.7881393432617188e-07,1699
-12.769062995910645,32.28,-288833.09375,1800,574,36000,62,1.000326156616211,1937328000.0,0.0007,-137400.45387119998,0.0,1799
-12.791155815124512,35.88,-64938.40234375,1900,569,38000,66,1.0030333995819092,108989648.0,0.0007,-136741.36450609998,0.0,1899
-12.8172025680542,41.89,-282508.6875,,567,40000,70,1.005624771118164,1930952064.0,0.0007,-140838.08911444002,0.0,1999
,41.89,,2000,567,40000,70,,,,-140838.08911444002,,
-12.79896354675293,36.96,-56963.66796875,2100,564,42000,74,1.003557562828064,94338936.0,0.0007,-129346.74559053,0.0,2099
-12.807394981384277,40.08,-97703.78125,2200,561,44000,78,1.004395604133606,191046960.0,0.0007,-135263.77620068003,0.0,2199
-12.771730422973633,40.97,-200894.125,2300,557,46000,82,1.000425100326538,1475923328.0,0.0007,-146858.77930001996,0.0,2299
-12.770445823669434,41.27,-55612.17578125,2400,555,48000,86,1.0004454851150513,64366620.0,0.0007,-143759.02191632,0.0,2399
-12.746014595031738,39.82,-73992.1328125,,550,50000,90,0.9978235363960266,87658944.0,0.0007,-141803.81143447,1.1920928955078125e-07,2499
,39.82,,2500,550,50000,90,,,,-141803.81143447,,
-12.764287948608398,35.12,-304671.53125,2600,548,52000,94,0.9998868107795715,2177478912.0,0.0007,-137778.68530525,-1.1920928955078125e-07,2599
-12.774065971374512,35.93,-51256.0859375,2700,544,54000,99,1.0010097026824951,509678560.0,0.0007,-127118.81714426998,-1.1920928955078125e-07,2699
-12.783773422241211,25.81,-49920.70703125,2800,542,56000,103,1.0024592876434326,102113072.0,0.0007,-115874.21926206,1.7881393432617188e-07,2799
-12.795574188232422,29.47,-76286.2421875,2900,539,58000,107,1.003089189529419,92083648.0,0.0007,-129724.92975289999,0.0,2899
-12.784130096435547,31.78,11296.2958984375,,537,60000,111,1.0023128986358643,10670881.0,0.0007,-131831.87875745,0.0,2999
,31.78,,3000,537,60000,111,,,,-131831.87875745,,
-12.80845832824707,27.28,-60769.52734375,3100,534,62000,115,1.0055283308029175,99038416.0,0.0007,-116170.03200163002,0.0,3099
-12.8196382522583,31.47,-224722.90625,3200,532,64000,120,1.0066038370132446,1138636800.0,0.0007,-107914.39516247003,0.0,3199
-12.836194038391113,27.86,-369528.71875,3300,530,66000,124,1.008316159248352,2433140992.0,0.0007,-120533.69509511,0.0,3299
-12.84677791595459,22.35,7677.75927734375,3400,529,68000,128,1.0097637176513672,757101.8125,0.0007,-115702.23654330002,0.0,3399
-12.870556831359863,31.52,-278232.90625,,529,70000,132,1.0126843452453613,1984714112.0,0.0007,-129363.83108012998,1.7881393432617188e-07,3499
,31.52,,3500,529,70000,132,,,,-129363.83108012998,,
-12.887948989868164,34.74,-102124.7421875,3600,527,72000,136,1.014517903327942,181983600.0,0.0007,-134525.70562489002,-1.1920928955078125e-07,3599
-12.884228706359863,36.32,-46556.21484375,3700,526,74000,140,1.013879418373108,34276668.0,0.0007,-138868.68129503,5.960464477539063e-08,3699
-12.914484024047852,28.11,-80779.1796875,3800,524,76000,144,1.01738703250885,523589696.0,0.0007,-118736.08083259,1.7881393432617188e-07,3799
