train/entropy_loss,rollout/ep_len_mean,train/policy_loss,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/std,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/explained_variance,train/n_updates
-12.866881370544434,38.208333333333336,-235836.609375,100,379,2000,5,1.0112828016281128,555907072.0,0.0007,-257299.70077879165,0.0,99
-12.934173583984375,31.56,-161397.859375,200,377,4000,10,1.0188840627670288,512755872.0,0.0007,-225995.76847258,2.980232238769531e-07,199
-12.920905113220215,28.05,-181818.359375,300,372,6000,16,1.0171514749526978,298219936.0,0.0007,-191953.8810905,1.7881393432617188e-07,299
-12.926836013793945,31.51,-535599.6875,400,377,8000,21,1.0173982381820679,3161123840.0,0.0007,-205685.57512339,-1.1920928955078125e-07,399
-12.943353652954102,21.28,-402379.21875,500,380,10000,26,1.0195564031600952,3048039680.0,0.0007,-157627.90934646002,-1.1920928955078125e-07,499
-12.917442321777344,26.96,-551209.4375,600,379,12000,31,1.0164936780929565,3186576128.0,0.0007,-182138.49856799,-1.1920928955078125e-07,599
-12.91507625579834,30.98,-265453.90625,700,383,14000,36,1.0167871713638306,2223377152.0,0.0007,-200819.94636731996,0.0,699
-12.931830406188965,30.43,-475699.09375,800,387,16000,41,1.0183079242706299,3097224448.0,0.0007,-186611.39185100998,2.384185791015625e-07,799
-12.916705131530762,26.28,-496443.46875,900,385,18000,46,1.0165042877197266,3722563584.0,0.0007,-167099.47501896002,0.0,899
-12.928421020507812,26.16,-458195.3125,1000,384,20000,51,1.0176218748092651,2480874240.0,0.0007,-148972.23818194002,0.0,999
-12.904704093933105,32.62,-523740.34375,1100,386,22000,56,1.015241265296936,3374918400.0,0.0007,-170932.67089331997,0.0,1099
-12.921109199523926,27.67,-262989.8125,1200,387,24000,61,1.0172271728515625,1254143360.0,0.0007,-163074.16997267003,2.384185791015625e-07,1199
-12.906878471374512,23.95,-500358.5,1300,385,26000,67,1.0158822536468506,3306058240.0,0.0007,-144723.73416163,0.0,1299
-12.897610664367676,22.9,-380725.59375,1400,384,28000,72,1.0151479244232178,2365251584.0,0.0007,-144109.50305292,-1.1920928955078125e-07,1399
-12.910452842712402,25.52,-146533.203125,1500,385,30000,77,1.0164635181427002,360906240.0,0.0007,-158315.32067898,0.0,1499
-12.93200397491455,28.47,-414566.25,1600,384,32000,83,1.0187534093856812,2340171520.0,0.0007,-155011.03049453,0.0,1599
-12.938386917114258,28.91,-126275.4765625,1700,383,34000,88,1.0196691751480103,896872256.0,0.0007,-172014.05465029003,0.0,1699
-12.918512344360352,27.57,-178504.515625,1800,385,36000,93,1.0170035362243652,357229280.0,0.0007,-168617.83584336002,5.960464477539063e-08,1799
-12.939486503601074,33.47,-101243.8984375,1900,386,38000,98,1.0201318264007568,274000736.0,0.0007,-197733.29048837,0.0,1899
-12.95529842376709,36.38,-18026.8203125,2000,386,40000,103,1.0212740898132324,97065504.0,0.0007,-215736.09258939003,0.0,1999
-12.973685264587402,24.87,-152091.40625,2100,386,42000,108,1.023613452911377,295407168.0,0.0007,-163162.40898144996,-3.5762786865234375e-07,2099
-12.951960563659668,31.51,-154550.703125,2200,385,44000,114,1.021167516708374,289768096.0,0.0007,-177565.74870964995,1.1920928955078125e-07,2199
-12.94458293914795,33.81,-105847.0234375,2300,386,46000,119,1.0207087993621826,123171152.0,0.0007,-163663.63225452,-1.1920928955078125e-07,2299
-12.94821834564209,30.78,-71429.7109375,2400,387,48000,124,1.020739197731018,75688648.0,0.0007,-158151.62351278,-1.1920928955078125e-07,2399
-12.950030326843262,29.74,249955.171875,2500,387,50000,129,1.021161437034607,1846511616.0,0.0007,-146129.22331089,0.0,2499
-12.955795288085938,34.96,-125969.6484375,2600,387,52000,134,1.0220082998275757,247987072.0,0.0007,-162967.58094212002,0.0,2599
-12.9752779006958,23.05,23678.32421875,2700,388,54000,139,1.024278163909912,1015941824.0,0.0007,-123894.77402057,0.0,2699
-12.970004081726074,22.51,-129441.078125,2800,389,56000,143,1.0240756273269653,230473776.0,0.0007,-119957.90509418001,5.960464477539063e-08,2799
-12.995932579040527,25.57,14083.3720703125,2900,390,58000,148,1.0268925428390503,21274960.0,0.0007,-126865.88969545001,1.1920928955078125e-07,2899
-12.974417686462402,29.6,-23820.09375,3000,391,60000,153,1.0243812799453735,112403520.0,0.0007,-120368.77726035,0.0,2999
-12.986213684082031,28.64,-217881.078125,3100,391,62000,158,1.0258764028549194,1633612032.0,0.0007,-104673.32401937,0.0,3099
-13.003005027770996,30.03,-38507.65234375,3200,392,64000,163,1.0277187824249268,60083116.0,0.0007,-118742.11250587001,0.0,3199
-13.012572288513184,22.35,-114876.1015625,3300,392,66000,168,1.0281925201416016,299061056.0,0.0007,-112490.4479554,0.0,3299
-13.008834838867188,22.84,-273829.5,3400,392,68000,173,1.0284943580627441,1999379712.0,0.0007,-137133.43369325,0.0,3399
-12.9959716796875,25.87,-248395.328125,3500,392,70000,178,1.0268893241882324,579726208.0,0.0007,-140455.11397573998,0.0,3499
-12.982073783874512,27.95,-416753.90625,3600,393,72000,183,1.0255376100540161,2568481280.0,0.0007,-145852.86511813998,0.0,3599
-13.031928062438965,23.99,-130107.25,3700,393,74000,187,1.030851125717163,216309248.0,0.0007,-129449.00095208999,0.0,3699
-12.997261047363281,18.07,-242471.53125,3800,392,76000,193,1.0272789001464844,1057879744.0,0.0007,-153897.47328652,0.0,3799
-13.036953926086426,22.92,-232204.609375,3900,391,78000,199,1.0316076278686523,844286912.0,0.0007,-181526.60640954998,0.0,3899
-13.042035102844238,24.16,-407587.8125,4000,392,80000,203,1.032266616821289,2887346688.0,0.0007,-148246.86731826,0.0,3999
-13.032366752624512,32.45,-204910.546875,4100,393,82000,208,1.0315709114074707,415007584.0,0.0007,-183230.58936978996,0.0,4099
-13.077929496765137,43.27,-206405.640625,4200,393,84000,213,1.036316156387329,314576928.0,0.0007,-260374.10571966998,0.0,4199
