train/n_updates,time/fps,train/explained_variance,rollout/ep_rew_mean,train/entropy_loss,train/std,train/policy_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,time/iterations,train/value_loss
1299,403,-1.1920928955078125e-07,-99156.61805555999,-8.549651145935059,1.0063433647155762,-236.24864196777344,70.0,64,26000,0.0007,1300,928.9303588867188
1399,404,0.0,-99990.9625,-8.558493614196777,1.0070666074752808,-64494.08203125,51.22,69,28000,0.0007,1400,499289664.0
1499,403,0.0,-99977.0,-8.571138381958008,1.0099241733551025,-128066.5,48.73,74,30000,0.0007,1500,1468403712.0
1599,402,-2.384185791015625e-07,-99596.1125,-8.599448204040527,1.014769196510315,-178.8403778076172,51.57,79,32000,0.0007,1600,678.8810424804688
1699,403,-4.76837158203125e-07,-98502.50416667,-8.603647232055664,1.0156259536743164,-173.05287170410156,56.29,84,34000,0.0007,1700,673.3859252929688
1799,404,1.7523765563964844e-05,-97831.07638889,-8.604710578918457,1.0160754919052124,-117.7381820678711,64.88,88,36000,0.0007,1800,451.99273681640625
1899,405,0.0,-97307.70138889,-8.594362258911133,1.014204502105713,18077.44921875,75.22,93,38000,0.0007,1900,19321918.0
1999,406,0.0,-97035.25555556,-8.618961334228516,1.0186079740524292,-77198.375,92.49,98,40000,0.0007,2000,988254400.0
2099,404,5.960464477539063e-08,-96845.91805555999,-8.649017333984375,1.0238174200057983,-76734.3203125,105.24,103,42000,0.0007,2100,988169024.0
2199,405,0.0,-97001.96805555999,-8.62177562713623,1.0184632539749146,-20968.396484375,111.16,108,44000,0.0007,2200,532930528.0
2299,405,9.059906005859375e-06,-96821.74722222,-8.662300109863281,1.0260779857635498,-160.10513305664062,113.32,113,46000,0.0007,2300,637.1305541992188
2399,405,-1.0728836059570312e-06,-97558.95833333001,-8.691873550415039,1.0306663513183594,-228.4185028076172,112.97,118,48000,0.0007,2400,841.111328125
2499,405,0.0,-97691.125,-8.678939819335938,1.0287967920303345,-157.28257751464844,111.26,123,50000,0.0007,2500,625.123291015625
2599,406,-1.1920928955078125e-07,-97075.3825,-8.720516204833984,1.0355229377746582,-233.82766723632812,110.34,128,52000,0.0007,2600,825.9830322265625
2699,405,0.0,-96682.93666666001,-8.699037551879883,1.0321986675262451,-200366.65625,99.21,133,54000,0.0007,2700,2397366272.0
2799,405,0.0,-97746.76583333,-8.710026741027832,1.0334789752960205,-233.34292602539062,80.75,138,56000,0.0007,2800,810.96826171875
2899,405,1.1920928955078125e-07,-98822.50972222,-8.763603210449219,1.0426931381225586,-233.8386993408203,67.24,142,58000,0.0007,2900,803.1876831054688
2999,405,0.0,-99148.89305556,-8.768904685974121,1.0439748764038086,-219.03564453125,58.21,147,60000,0.0007,3000,796.0323486328125
3099,405,0.0,-98406.33472223,-8.770915985107422,1.044232726097107,-224.3568572998047,63.21,152,62000,0.0007,3100,789.135498046875
3199,405,2.384185791015625e-07,-98289.92916667,-8.796428680419922,1.049046277999878,-204.72647094726562,74.43,157,64000,0.0007,3200,781.0341186523438
3299,405,0.0,-98237.67916667,-8.812446594238281,1.0520689487457275,-201.8720245361328,79.13,162,66000,0.0007,3300,773.2770385742188
3399,405,1.1920928955078125e-07,-98618.95416667,-8.794954299926758,1.0485507249832153,-213.78005981445312,87.39,167,68000,0.0007,3400,765.0648803710938
3499,406,0.0,-98838.25416667,-8.80272388458252,1.0499050617218018,-209.01089477539062,99.29,172,70000,0.0007,3500,757.1349487304688
3599,406,1.1920928955078125e-07,-98948.04166666999,-8.813765525817871,1.051027536392212,-234.4822235107422,110.58,177,72000,0.0007,3600,749.4568481445312
3699,406,0.0,-99089.89166667,-8.812148094177246,1.050989031791687,-227.8985595703125,114.72,182,74000,0.0007,3700,740.8269653320312
3799,406,0.0,-98948.875,-8.822239875793457,1.0535072088241577,-116963.9296875,150.08,187,76000,0.0007,3800,1465572352.0
3899,405,-1.1920928955078125e-07,-99086.95,-8.819968223571777,1.0525925159454346,-213.54434204101562,153.85,192,78000,0.0007,3900,725.8771362304688
3999,405,-9.5367431640625e-07,-99133.65,-8.821036338806152,1.0524535179138184,-231.56626892089844,158.52,197,80000,0.0007,4000,717.9044189453125
4099,405,1.1920928955078125e-07,-97308.2,-8.83286190032959,1.0554556846618652,-193.75965881347656,187.31,202,82000,0.0007,4100,711.0565795898438
4199,405,4.559755325317383e-05,-97454.2,-8.848182678222656,1.057481288909912,-120.44695281982422,191.01,207,84000,0.0007,4200,353.81988525390625
4299,405,-1.1920928955078125e-07,-96645.575,-8.863992691040039,1.0601427555084229,-224.603759765625,212.98,212,86000,0.0007,4300,695.865234375
4399,404,-2.384185791015625e-07,-96708.275,-8.849641799926758,1.058214545249939,-202.8207244873047,229.25,217,88000,0.0007,4400,688.7531127929688
4499,405,0.0,-96828.35,-8.85460090637207,1.0583404302597046,-183.6247100830078,241.37,222,90000,0.0007,4500,511.5464782714844
4599,405,7.748603820800781e-07,-96615.35,-8.866042137145996,1.060935378074646,-162.622802734375,263.64,226,92000,0.0007,4600,506.2028503417969
4699,405,0.0,-96259.9,-8.864222526550293,1.0615496635437012,6124.26025390625,258.14,232,94000,0.0007,4700,4961904.0
4799,405,1.1920928955078125e-07,-95748.95,-8.877737998962402,1.0632808208465576,-201.4807586669922,257.12,236,96000,0.0007,4800,660.3230590820312
4899,405,-1.0728836059570312e-06,-95815.25,-8.886375427246094,1.0643680095672607,-213.2906494140625,263.75,241,98000,0.0007,4900,652.5888061523438
4999,405,8.344650268554688e-07,-94870.55,-8.901595115661621,1.067550539970398,-196.87945556640625,279.27,246,100000,0.0007,5000,645.3539428710938
5099,405,-1.1920928955078125e-07,-93954.05,-8.890975952148438,1.0652339458465576,-208.7920379638672,287.22,251,102000,0.0007,5100,637.9378051757812
5199,405,5.960464477539063e-08,-94068.95,-8.885696411132812,1.064595103263855,-199.99740600585938,288.71,256,104000,0.0007,5200,631.31201171875
5299,405,-2.384185791015625e-07,-94068.95,-8.862292289733887,1.060288429260254,-213.897216796875,288.71,261,106000,0.0007,5300,624.00341796875
5399,405,0.0,-90339.85,-8.851622581481934,1.0586233139038086,-205.6027374267578,315.76,266,108000,0.0007,5400,616.5494995117188
5499,405,-1.1920928955078125e-07,-90371.85,-8.850725173950195,1.0589722394943237,-190.78257751464844,318.96,271,110000,0.0007,5500,608.9068603515625
5599,405,0.0,-88620.85,-8.864006042480469,1.0612921714782715,-183.402587890625,343.84,276,112000,0.0007,5600,601.4407348632812
5699,405,0.0,-87721.15,-8.894731521606445,1.066959023475647,-182.50039672851562,353.86,281,114000,0.0007,5700,594.0623168945312
5799,405,-1.1920928955078125e-07,-86991.25,-8.89340877532959,1.065774917602539,-208.07913208007812,370.86,285,116000,0.0007,5800,586.9179077148438
5899,405,0.0,-86991.25,-8.883902549743652,1.0639030933380127,-208.73171997070312,370.86,291,118000,0.0007,5900,579.5001831054688
5999,405,0.0,-85123.75,-8.890555381774902,1.0659587383270264,-188.63217163085938,384.09,296,120000,0.0007,6000,572.4916381835938
6099,405,1.1920928955078125e-07,-84584.975,-8.865922927856445,1.0613707304000854,-127414.3515625,398.47,300,122000,0.0007,6100,1462577792.0
6199,405,0.0,-84615.275,-8.835516929626465,1.0555477142333984,-46890.09375,401.5,306,124000,0.0007,6200,497241920.0
6299,405,5.960464477539063e-08,-83945.225,-8.877287864685059,1.0632998943328857,-168.15948486328125,409.97,311,126000,0.0007,6300,462.3211975097656
6399,404,0.0,-83962.125,-8.887042999267578,1.0646923780441284,-193.7135467529297,411.66,316,128000,0.0007,6400,545.0431518554688
6499,404,0.0,-83132.625,-8.895499229431152,1.0661271810531616,-192.34996032714844,408.7,321,130000,0.0007,6500,538.1864624023438
6599,404,0.0,-83305.05,-8.881606101989746,1.0634629726409912,-196.6991729736328,415.56,326,132000,0.0007,6600,531.5663452148438
6699,404,0.0,-83963.25,-8.895332336425781,1.0663702487945557,-183.58499145507812,417.72,331,134000,0.0007,6700,524.9874877929688
6799,404,-1.1920928955078125e-07,-84112.75,-8.890260696411133,1.065026044845581,-196.526123046875,422.25,336,136000,0.0007,6800,518.2771606445312
6899,404,0.0,-84385.15,-8.880337715148926,1.063567876815796,-186.8744354248047,439.49,341,138000,0.0007,6900,511.64111328125
6999,404,3.159046173095703e-06,-84596.05,-8.865996360778809,1.0609374046325684,-181.58982849121094,450.49,346,140000,0.0007,7000,505.29449462890625
7099,404,5.960464477539062e-07,-83693.55,-8.874141693115234,1.0628554821014404,-170.49595642089844,460.23,351,142000,0.0007,7100,498.6943359375
7199,404,0.0,-81103.75,-8.892905235290527,1.0658290386199951,-176.55862426757812,491.22,356,144000,0.0007,7200,491.92041015625
7299,404,-7.152557373046875e-07,-81110.45,-8.889400482177734,1.065497875213623,-169.1521453857422,491.89,361,146000,0.0007,7300,485.3202209472656
7399,404,0.0,-78388.85,-8.896249771118164,1.0663251876831055,-180.30967712402344,519.7,366,148000,0.0007,7400,478.81591796875
7499,404,-1.1920928955078125e-07,-77620.35,-8.890048027038574,1.0654184818267822,-168.72962951660156,532.84,370,150000,0.0007,7500,472.60382080078125
7599,404,0.0,-75985.9,-8.892242431640625,1.0660141706466675,-164.3477020263672,549.3,375,152000,0.0007,7600,466.56524658203125
7699,405,0.0,-74354.4,-8.919107437133789,1.0699355602264404,-190.71829223632812,566.13,380,154000,0.0007,7700,460.5404968261719
7799,405,0.0,-73562.8,-8.933157920837402,1.0725992918014526,-179.57859802246094,576.96,384,156000,0.0007,7800,454.2730407714844
7899,405,0.0,-73562.8,-8.955130577087402,1.0768775939941406,-173.8694305419922,576.96,389,158000,0.0007,7900,447.75396728515625
7999,405,0.0,-71928.0,-8.970394134521484,1.0799238681793213,-169.27842712402344,593.46,394,160000,0.0007,8000,441.4996643066406
8099,405,1.1920928955078125e-07,-71918.3,-8.972755432128906,1.0803598165512085,-167.17941284179688,592.49,399,162000,0.0007,8100,435.4644470214844
8199,405,-1.1920928955078125e-07,-71822.3,-9.009439468383789,1.0862528085708618,-185.83335876464844,582.89,404,164000,0.0007,8200,429.577392578125
8299,405,0.0,-75415.3,-9.00680160522461,1.0867934226989746,-156.57261657714844,542.23,409,166000,0.0007,8300,423.5548400878906
8399,405,-8.344650268554688e-07,-77167.7,-9.031452178955078,1.0906189680099487,-170.3258514404297,517.49,414,168000,0.0007,8400,417.5500183105469
8499,405,-2.384185791015625e-07,-77167.7,-9.01501750946045,1.0879666805267334,-159.8972625732422,517.49,419,170000,0.0007,8500,411.5882873535156
8599,405,1.1920928955078125e-07,-77167.7,-9.015616416931152,1.0873948335647583,-175.68528747558594,517.49,424,172000,0.0007,8600,405.9378356933594
8699,405,-2.384185791015625e-07,-77100.9,-9.007158279418945,1.086208462715149,-163.32359313964844,510.81,429,174000,0.0007,8700,400.0236511230469
8799,404,-1.1920928955078125e-07,-76163.1,-9.003608703613281,1.0852105617523193,-169.1617889404297,517.02,434,176000,0.0007,8800,394.362548828125
8899,404,0.0,-76140.8,-8.993049621582031,1.0836284160614014,-157.3180389404297,514.79,439,178000,0.0007,8900,388.65191650390625
8999,404,-1.1920928955078125e-07,-75194.3,-9.000060081481934,1.0854284763336182,-146.49197387695312,520.13,444,180000,0.0007,9000,382.58868408203125
9099,404,0.0,-75216.4,-8.991057395935059,1.0829484462738037,-166.93531799316406,522.34,449,182000,0.0007,9100,377.1690979003906
9199,404,1.1920928955078125e-07,-74249.4,-8.99515438079834,1.0838967561721802,-163.2062530517578,525.63,454,184000,0.0007,9200,371.73040771484375
9299,404,0.0,-74225.3,-8.992816925048828,1.0837401151657104,-151.50967407226562,523.22,459,186000,0.0007,9300,366.3958740234375
9399,404,1.1920928955078125e-07,-74097.7,-9.007394790649414,1.086427092552185,-158.8983154296875,510.46,464,188000,0.0007,9400,361.1195983886719
9499,404,5.960464477539063e-08,-75835.8,-9.01190185546875,1.0874712467193604,-149.19522094726562,484.29,469,190000,0.0007,9500,355.8849792480469
9599,404,1.1920928955078125e-07,-86776.4,-9.028416633605957,1.0905095338821411,-148.59738159179688,378.47,474,192000,0.0007,9600,350.1921081542969
9699,404,0.0,-89381.3,-9.04719066619873,1.0941524505615234,-142.6062774658203,338.99,479,194000,0.0007,9700,344.9633483886719
9799,404,-2.384185791015625e-07,-92169.9,-9.046998977661133,1.0937113761901855,-152.49986267089844,317.88,484,196000,0.0007,9800,339.9503479003906
9899,404,0.0,-91246.4,-9.048500061035156,1.0939429998397827,-145.2226104736328,325.52,489,198000,0.0007,9900,334.6095275878906
9999,404,0.0,-91249.1,-9.079757690429688,1.0991511344909668,-156.97410583496094,325.79,494,200000,0.0007,10000,329.0431823730469
10099,404,0.0,-96584.9,-9.066899299621582,1.0975860357284546,-138.91177368164062,279.43,499,202000,0.0007,10100,323.7996826171875
10199,404,0.0,-100565.525,-9.058452606201172,1.0951447486877441,-167.2873077392578,209.8,504,204000,0.0007,10200,318.925537109375
10299,404,0.0,-100336.625,-9.06906509399414,1.0971773862838745,-153.24465942382812,206.91,509,206000,0.0007,10300,314.1097106933594
10399,404,1.1920928955078125e-07,-99092.15,-9.043501853942871,1.092252254486084,-156.67544555664062,222.91,514,208000,0.0007,10400,309.0433044433594
10499,404,-1.1920928955078125e-07,-98460.6,-9.014604568481445,1.0874587297439575,-146.6839141845703,210.25,519,210000,0.0007,10500,304.5361328125
10599,404,0.0,-98252.2,-9.03899097442627,1.0923999547958374,-137.21702575683594,199.41,524,212000,0.0007,10600,299.4544982910156
10699,404,-1.1920928955078125e-07,-98663.6,-9.026958465576172,1.0895838737487793,-150.5736846923828,140.56,529,214000,0.0007,10700,294.6310119628906
10799,404,-2.384185791015625e-07,-99195.85,-9.019908905029297,1.088820457458496,-126783.875,91.07,534,216000,0.0007,10800,1456447872.0
10899,404,0.0,-100344.225,-9.007104873657227,1.0864574909210205,-137.00991821289062,66.75,539,218000,0.0007,10900,284.69488525390625
10999,404,1.1920928955078125e-07,-99986.325,-9.002751350402832,1.0864918231964111,-74974.1015625,70.96,544,220000,0.0007,11000,980467648.0
11099,404,1.1920928955078125e-07,-99940.325,-9.014105796813965,1.088407039642334,-37329.12890625,66.36,549,222000,0.0007,11100,495091616.0
11199,404,0.0,-100245.8,-9.020061492919922,1.0890355110168457,-130.0759735107422,65.58,553,224000,0.0007,11200,270.2983093261719
11299,404,0.0,-100370.2,-9.05113410949707,1.0945193767547607,-139.62486267089844,78.02,558,226000,0.0007,11300,265.86279296875
11399,404,1.7881393432617188e-07,-100761.6,-9.04909896850586,1.0939422845840454,-151.79527282714844,87.16,563,228000,0.0007,11400,261.3131408691406
11499,404,5.960464477539063e-08,-100853.7,-9.038093566894531,1.0919700860977173,-137.5642852783203,96.37,568,230000,0.0007,11500,256.9555358886719
11599,404,0.0,-100377.075,-9.031142234802246,1.0907316207885742,-131.8035430908203,110.14,573,232000,0.0007,11600,252.916748046875
11699,404,0.0,-100456.875,-9.063788414001465,1.096916913986206,-125.7137680053711,118.12,577,234000,0.0007,11700,248.26626586914062
11799,405,1.7881393432617188e-07,-100461.875,-9.075039863586426,1.0988304615020752,-127.43281555175781,118.62,582,236000,0.0007,11800,243.83238220214844
11899,405,0.0,-100333.775,-9.071846008300781,1.0984015464782715,-122.1334228515625,115.81,587,238000,0.0007,11900,239.35855102539062
11999,405,0.0,-100269.475,-9.053857803344727,1.095557451248169,-117.446044921875,119.38,592,240000,0.0007,12000,235.1888885498047
12099,405,1.7881393432617188e-07,-100242.375,-9.025423049926758,1.0899149179458618,-123.58585357666016,126.67,597,242000,0.0007,12100,230.4441375732422
12199,405,0.0,-100329.275,-9.028311729431152,1.0903942584991455,-114.3009033203125,125.36,602,244000,0.0007,12200,226.3472137451172
12299,405,1.1920928955078125e-07,-99423.675,-9.053842544555664,1.0939860343933105,-141.2278594970703,134.79,607,246000,0.0007,12300,221.6162109375
12399,405,0.0,-96883.5,-9.046645164489746,1.0933787822723389,-125.91888427734375,160.69,612,248000,0.0007,12400,217.4520263671875
12499,404,0.0,-96116.6,-9.052156448364258,1.0949735641479492,-113.9384765625,173.99,617,250000,0.0007,12500,213.0997772216797
12599,404,0.0,-95379.6,-9.050516128540039,1.0952467918395996,-111.4972915649414,188.9,622,252000,0.0007,12600,209.02261352539062
12699,405,0.0,-94836.9,-9.056727409362793,1.0958397388458252,-136688.875,214.62,627,254000,0.0007,12700,1454004480.0
12799,404,0.0,-94890.8,-9.052309036254883,1.0944958925247192,-127.83125305175781,220.01,632,256000,0.0007,12800,200.93028259277344
12899,404,1.1920928955078125e-07,-94976.8,-9.051095962524414,1.0949018001556396,-113.4207992553711,228.61,637,258000,0.0007,12900,197.066650390625
12999,404,0.0,-95019.8,-9.0938720703125,1.1031835079193115,-123497.9765625,232.91,642,260000,0.0007,13000,1453628032.0
13099,404,0.0,-97647.9,-9.101579666137695,1.1042861938476562,-113.95536041259766,165.75,647,262000,0.0007,13100,189.67654418945312
13199,404,0.0,-100938.4,-9.088174819946289,1.102042555809021,-109.7394027709961,94.84,651,264000,0.0007,13200,185.46189880371094
13299,404,1.1920928955078125e-07,-100997.6,-9.086822509765625,1.1019548177719116,-106.6844253540039,100.76,656,266000,0.0007,13300,181.1922149658203
13399,404,-1.1920928955078125e-07,-101027.4,-9.07609748840332,1.099751591682434,-113.00471496582031,103.74,661,268000,0.0007,13400,177.29116821289062
13499,404,0.0,-100131.8,-9.128015518188477,1.1092480421066284,-111.85479736328125,114.17,666,270000,0.0007,13500,173.06968688964844
13599,404,0.0,-98360.7,-9.123321533203125,1.108573317527771,-107.56502532958984,137.04,671,272000,0.0007,13600,169.1067657470703
13699,404,0.0,-97468.5,-9.084929466247559,1.1010711193084717,-111.020263671875,147.81,676,274000,0.0007,13700,165.28179931640625
13799,405,-1.1920928955078125e-07,-97504.0,-9.060310363769531,1.0961472988128662,-113.4139404296875,151.36,681,276000,0.0007,13800,161.56654357910156
13899,404,0.0,-95669.2,-9.0648832321167,1.0976444482803345,-98.10576629638672,167.86,686,278000,0.0007,13900,157.76321411132812
13999,404,0.0,-93922.9,-9.077467918395996,1.0993640422821045,-104.90227508544922,193.21,691,280000,0.0007,14000,154.07005310058594
14099,404,0.0,-93971.2,-9.093596458435059,1.1027476787567139,-97.05873107910156,198.04,696,282000,0.0007,14100,150.3619384765625
14199,404,0.0,-93260.8,-9.06998348236084,1.0979598760604858,-104.875244140625,226.99,701,284000,0.0007,14200,146.81396484375
14299,405,0.0,-93463.2,-9.054340362548828,1.0951226949691772,-105.00921630859375,247.23,706,286000,0.0007,14300,143.3994903564453
14399,405,0.0,-93542.7,-9.055068016052246,1.096098780632019,-156145.828125,255.18,710,288000,0.0007,14400,1916616704.0
14499,404,0.0,-93745.9,-9.082018852233887,1.10064697265625,-95.8132095336914,275.5,716,290000,0.0007,14500,136.4302215576172
14599,404,0.0,-93857.4,-9.09399700164795,1.1031419038772583,-89.9223861694336,286.65,721,292000,0.0007,14600,132.9786834716797
14699,404,0.0,-93970.1,-9.101795196533203,1.1044106483459473,-91.10186004638672,297.92,725,294000,0.0007,14700,129.5491485595703
14799,405,0.0,-94085.4,-9.09504222869873,1.103240966796875,-89.5132827758789,309.45,730,296000,0.0007,14800,126.2310791015625
14899,405,0.0,-94160.7,-9.097882270812988,1.1037836074829102,-88.74703216552734,316.98,735,298000,0.0007,14900,122.88929748535156
14999,405,0.0,-94224.0,-9.119185447692871,1.1075665950775146,-91.60673522949219,323.31,740,300000,0.0007,15000,119.60578918457031
15099,405,0.0,-93376.4,-9.122262954711914,1.1081913709640503,-93.5714340209961,338.54,745,302000,0.0007,15100,116.37992095947266
15199,405,0.0,-95235.5,-9.131747245788574,1.1100778579711914,-93.34329986572266,324.47,750,304000,0.0007,15200,113.21891021728516
15299,405,1.1920928955078125e-07,-96190.0,-9.149789810180664,1.1140637397766113,-83.1328125,319.93,755,306000,0.0007,15300,110.0933837890625
15399,405,0.0,-98868.4,-9.15366268157959,1.1150085926055908,-82.86209869384766,287.8,759,308000,0.0007,15400,107.0282974243164
15499,405,-1.1920928955078125e-07,-99650.4,-9.173903465270996,1.1186684370040894,-83.11207580566406,266.01,764,310000,0.0007,15500,103.98543548583984
15599,405,0.0,-98729.9,-9.189796447753906,1.1218266487121582,-78.9745864868164,273.95,769,312000,0.0007,15600,100.9512710571289
15699,405,0.0,-97841.6,-9.181131362915039,1.1202962398529053,-81.4632568359375,285.11,774,314000,0.0007,15700,98.02840423583984
15799,405,1.1920928955078125e-07,-95979.7,-9.179743766784668,1.11965012550354,-82.0190658569336,298.9,779,316000,0.0007,15800,95.1487045288086
15899,405,-1.1920928955078125e-07,-94155.5,-9.194884300231934,1.1227359771728516,-77.73539733886719,316.46,784,318000,0.0007,15900,92.31595611572266
15999,405,0.0,-92345.4,-9.201784133911133,1.1238270998001099,-82.70952606201172,335.43,789,320000,0.0007,16000,89.46919250488281
16099,405,-2.384185791015625e-07,-90531.1,-9.20479965209961,1.1246708631515503,-78.3450927734375,353.98,794,322000,0.0007,16100,86.67440795898438
16199,405,0.0,-88675.4,-9.202095031738281,1.1245592832565308,-71.49673461914062,368.39,799,324000,0.0007,16200,83.93172454833984
16299,405,0.0,-86867.7,-9.195631980895996,1.122572660446167,-73.34854888916016,387.6,804,326000,0.0007,16300,81.25072479248047
16399,405,0.0,-85051.2,-9.206981658935547,1.1248645782470703,-72.63070678710938,405.93,809,328000,0.0007,16400,78.57061767578125
16499,405,0.0,-83236.9,-9.19871997833252,1.1227911710739136,-77.41222381591797,424.48,813,330000,0.0007,16500,75.9778823852539
16599,405,0.0,-81410.3,-9.20169448852539,1.1235852241516113,-73.0076675415039,441.8,818,332000,0.0007,16600,73.3869400024414
16699,405,0.0,-79580.7,-9.23072338104248,1.1291468143463135,-69.5685043334961,458.82,824,334000,0.0007,16700,70.8749008178711
16799,405,0.0,-77769.7,-9.245759963989258,1.1318364143371582,-67.68509674072266,477.7,828,336000,0.0007,16800,68.40284729003906
16899,405,0.0,-75940.9,-9.272252082824707,1.1372064352035522,-67.06095123291016,494.8,833,338000,0.0007,16900,65.96868133544922
16999,405,0.0,-74090.7,-9.266632080078125,1.1356301307678223,-70.4847412109375,509.76,838,340000,0.0007,17000,63.568878173828125
17099,405,0.0,-72247.1,-9.312198638916016,1.144899606704712,-64.86788177490234,525.38,843,342000,0.0007,17100,61.22280502319336
17199,405,0.0,-70360.4,-9.349641799926758,1.151078462600708,-71.9727554321289,536.69,848,344000,0.0007,17200,58.9027099609375
17299,405,-1.1920928955078125e-07,-68544.3,-9.327377319335938,1.1479252576828003,-62.13386154174805,555.06,853,346000,0.0007,17300,56.68732833862305
17399,405,1.1920928955078125e-07,-66650.3,-9.355104446411133,1.153544545173645,-59.84572219848633,565.64,858,348000,0.0007,17400,54.45854568481445
17499,405,0.0,-64801.0,-9.35356330871582,1.152355670928955,-64.49657440185547,580.69,863,350000,0.0007,17500,52.2857551574707
17599,405,1.1920928955078125e-07,-62956.8,-9.346641540527344,1.1517236232757568,-59.44739532470703,596.25,868,352000,0.0007,17600,50.15749740600586
17699,405,0.0,-61109.5,-9.32993221282959,1.147580862045288,-63.219764709472656,611.5,873,354000,0.0007,17700,48.07621765136719
17799,405,1.1920928955078125e-07,-59222.0,-9.316256523132324,1.1449319124221802,-64.2695083618164,622.73,878,356000,0.0007,17800,46.049678802490234
17899,405,0.0,-57315.0,-9.319978713989258,1.145789623260498,-61.212989807128906,632.01,883,358000,0.0007,17900,44.05348587036133
17999,405,0.0,-55459.6,-9.313549995422363,1.1456589698791504,-54.135169982910156,646.45,888,360000,0.0007,18000,42.11991500854492
18099,405,0.0,-53590.1,-9.297595977783203,1.1421267986297607,-56.408546447753906,659.48,893,362000,0.0007,18100,40.211952209472656
18199,405,1.1920928955078125e-07,-51746.3,-9.281132698059082,1.1393074989318848,-52.16841506958008,675.08,898,364000,0.0007,18200,38.36056137084961
18299,405,1.1920928955078125e-07,-49915.3,-9.255409240722656,1.1346677541732788,-52.542755126953125,691.96,903,366000,0.0007,18300,36.567134857177734
18399,405,5.960464477539063e-08,-48089.3,-9.272992134094238,1.1380658149719238,-50.169673919677734,709.34,908,368000,0.0007,18400,34.809814453125
18499,404,-1.1920928955078125e-07,-46243.0,-9.249384880065918,1.133812427520752,-48.38307189941406,724.69,913,370000,0.0007,18500,33.0703239440918
18599,404,0.0,-44383.4,-9.240152359008789,1.1320371627807617,-46.4652214050293,738.71,918,372000,0.0007,18600,31.377729415893555
18699,404,0.0,-42525.6,-9.248404502868652,1.1334770917892456,-45.7362174987793,752.91,923,374000,0.0007,18700,29.73396873474121
18799,404,0.0,-40595.6,-9.285391807556152,1.1405818462371826,-41.976375579833984,759.89,928,376000,0.0007,18800,28.125762939453125
18899,404,0.0,-39612.4,-9.26755428314209,1.136574149131775,-43.1767463684082,761.56,933,378000,0.0007,18900,26.593305587768555
18999,404,0.0,-37706.0,-9.264910697937012,1.1359236240386963,-43.6747932434082,770.9,938,380000,0.0007,19000,25.07792854309082
19099,404,1.1920928955078125e-07,-36799.4,-9.286664009094238,1.1402614116668701,-41.37211227416992,780.23,943,382000,0.0007,19100,23.608646392822266
19199,404,1.1920928955078125e-07,-34979.2,-9.265787124633789,1.136963129043579,-37.96848678588867,798.19,948,384000,0.0007,19200,22.18947410583496
19299,404,0.0,-33154.7,-9.294264793395996,1.1419320106506348,-38.10120391845703,815.72,953,386000,0.0007,19300,20.810659408569336
19399,404,0.0,-31234.7,-9.296307563781738,1.1421594619750977,-38.9879264831543,823.7,958,388000,0.0007,19400,19.495466232299805
19499,404,0.0,-29399.0,-9.296292304992676,1.14285409450531,-34.673091888427734,840.11,963,390000,0.0007,19500,18.206144332885742
19599,404,5.960464477539063e-08,-27521.5,-9.288322448730469,1.1414124965667725,-32.474369049072266,852.34,968,392000,0.0007,19600,16.957651138305664
