time/total_timesteps,train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/critic_loss,time/fps,train/n_updates,time/time_elapsed,train/actor_loss,rollout/ep_len_mean
476,-0.2826359272003174,0.9703933596611023,-376979.60524249997,4,0.001,187961952.0,138,93,3,37.760986328125,51.75
572,-0.07586196810007095,0.9642524123191833,-403053.207186625,8,0.001,372283968.0,136,117,4,-61.92841720581055,51.5
740,0.23665109276771545,0.9598309397697449,-494105.3459503332,12,0.001,268229216.0,133,159,5,-333.37384033203125,53.0
952,0.2980620265007019,0.9673953652381897,-504558.3162426875,16,0.001,208129008.0,132,212,7,-737.8663940429688,49.4375
3364,-8.788202285766602,1.2948377132415771,-2012995.2548544998,20,0.001,403446176.0,120,815,27,-1135.276123046875,103.3
4760,-14.677790641784668,1.490125060081482,-3748260.6358597917,24,0.001,254094880.0,119,1164,39,-1514.723388671875,168.29166666666666
5180,-16.53842544555664,1.552222728729248,-3914927.6297092857,28,0.001,187297360.0,119,1269,43,-1028.1768798828125,175.32142857142858
5688,-17.01776123046875,1.6276609897613525,-3773753.3219960006,32,0.001,206924576.0,118,1396,47,-1151.340576171875,171.5
5784,-16.83209228515625,1.6417930126190186,-3410040.3582591116,36,0.001,181566848.0,118,1420,48,-1353.7386474609375,155.83333333333334
6020,-17.188655853271484,1.675366759300232,-3162738.3864527,40,0.001,186584960.0,118,1479,50,-1781.008056640625,146.175
6108,-18.2044677734375,1.6895382404327393,-2897573.1767562954,44,0.001,149762336.0,118,1501,51,-1246.64013671875,135.8409090909091
6504,-17.633834838867188,1.748518943786621,-2677103.042697271,48,0.001,116484496.0,118,1600,55,-837.148681640625,128.6875
6784,-18.40549087524414,1.7871922254562378,-2591808.646126327,52,0.001,123175240.0,118,1670,57,-865.3660888671875,128.71153846153845
7088,-18.27884292602539,1.8288074731826782,-2418680.573234482,56,0.001,112697224.0,117,1746,60,-325.74517822265625,121.46428571428571
7776,-20.787986755371094,1.9312776327133179,-2384698.4907103167,60,0.001,116895680.0,117,1918,65,0.9635543823242188,126.05
8528,-21.325889587402344,2.050967216491699,-2310882.7245877655,64,0.001,65308736.0,118,2106,72,994.7000122070312,127.046875
