train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/critic_loss,train/actor_loss,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
0.001,217540,0.09099027514457703,1.8637776374816895,6904,69.11,6093,285,1740424,59399.28515625,-4568.9296875,10333.4968853,,
0.001,217571,0.13354504108428955,1.8667893409729004,6908,71.67,6094,285,1740672,250512.84375,-4791.443359375,10325.593242519999,,
0.001,217583,0.13306200504302979,1.867932915687561,6912,72.6,6094,285,1740768,74337.4765625,-4433.83984375,10323.837294010002,,
0.001,217618,0.04191559553146362,1.8680909872055054,6916,72.53,6095,285,1741048,41698.609375,-4284.42333984375,10325.484737019999,,
0.001,217665,0.006561949849128723,1.8640074729919434,6920,72.95,6096,285,1741424,62458.2734375,-3969.31494140625,10319.38767068,,
0.001,217695,-0.12447964400053024,1.857558012008667,6924,75.39,6096,285,1741664,77871.234375,-4299.89794921875,10343.300952990001,,
0.001,217728,0.325081467628479,1.8524291515350342,6928,71.77,6097,285,1741928,65526.59765625,-4273.779296875,10651.51233231,,
0.001,217780,-0.18757164478302002,1.8329274654388428,6932,70.99,6098,285,1742344,85825.953125,-4084.2666015625,10650.276265120001,,
0.001,217813,0.0012112893164157867,1.8389191627502441,6936,72.15,6099,285,1742608,71014.9296875,-4300.77294921875,10662.607651100001,,
0.001,217848,-0.07817838340997696,1.8501149415969849,6940,71.61,6099,285,1742888,90906.8671875,-4338.5341796875,10661.679221409999,,
0.001,217895,-0.21506237983703613,1.8566328287124634,6944,71.38,6101,285,1743264,46013.28125,-4535.556640625,10661.27546413,,
0.001,217935,0.16762062907218933,1.867148518562317,6948,73.53,6102,285,1743584,40218.84375,-4397.201171875,10658.356189280003,,
0.001,217973,0.1383884996175766,1.855828046798706,6952,72.74,6102,285,1743888,82648.5390625,-4360.81005859375,10658.03947341,,
0.001,218034,0.21826788783073425,1.8020579814910889,6956,72.69,6104,285,1744376,42762.203125,-4192.0615234375,10659.014557479999,,
0.001,218071,0.17770619690418243,1.7627230882644653,6960,75.37,6105,285,1744672,67497.65625,-4003.473388671875,10660.51781222,,
0.001,218103,0.1894795298576355,1.7418979406356812,6964,77.11,6105,285,1744928,51376.6171875,-4105.6572265625,10661.01686614,,
0.001,218135,-0.1845681071281433,1.730619192123413,6968,72.61,6106,285,1745184,42351.921875,-4291.2490234375,10660.859941499999,,
0.001,218179,-0.05229770392179489,1.736546516418457,6972,70.94,6107,285,1745536,42299.484375,-4520.1708984375,10668.13127609,,
0.001,218213,-0.033024176955223083,1.745660662651062,6976,67.96,6108,285,1745808,69976.046875,-4383.03076171875,10867.042993740002,,
0.001,218249,-0.13912668824195862,1.7544645071029663,6980,70.66,6109,285,1746096,50186.0078125,-4423.76416015625,10871.73676339,,
0.001,218291,0.1551092565059662,1.7666603326797485,6984,71.91,6110,285,1746432,42073.1875,-4218.4453125,10875.22862341,,
0.001,218315,0.15105098485946655,1.7718747854232788,6988,72.37,6110,285,1746624,45467.171875,-4180.810546875,10877.19193915,,
0.001,218323,-0.1190614104270935,1.7736328840255737,6992,70.53,6110,285,1746688,57111.1484375,-4031.598876953125,10885.93560383,,
0.001,218366,-0.11506971716880798,1.7805157899856567,6996,70.3,6111,285,1747032,138664.53125,-4233.1943359375,10884.993705289999,,
0.001,218408,-0.12678228318691254,1.7896995544433594,7000,78.3,6112,285,1747368,53734.78515625,-4336.923828125,9647.496111470002,,
0.001,218449,-0.00044758617877960205,1.7949026823043823,7004,78.61,6113,285,1747696,90744.5,-4060.971435546875,9649.234595720001,,
0.001,218475,-0.20174455642700195,1.800683856010437,7008,76.76,6113,285,1747904,45432.8671875,-4435.01171875,9661.75107186,,
0.001,218499,-0.1716761589050293,1.809521198272705,7012,77.31,6114,285,1748096,49003.40625,-4371.076171875,9537.814366640001,,
0.001,218540,-0.19579839706420898,1.8181644678115845,7016,77.73,6115,285,1748424,129805.296875,-4263.17138671875,9539.383960349998,,
0.001,218563,-0.07626796513795853,1.8166935443878174,7020,78.18,6115,285,1748608,64103.796875,-4472.03369140625,9548.84567582,,
0.001,218585,0.007301848381757736,1.8148823976516724,7024,73.02,6116,285,1748784,67712.8984375,-4477.8037109375,9708.351697339998,,
0.001,218607,-0.019094467163085938,1.813662052154541,7028,72.62,6116,285,1748960,46013.046875,-4462.5712890625,9710.05506465,,
0.001,218624,0.3524074852466583,1.8108811378479004,7032,72.16,6117,285,1749096,56901.48828125,-4287.73828125,9713.78647502,,
0.001,218646,0.05153548717498779,1.8055975437164307,7036,69.57,6118,285,1749272,51676.6640625,-4136.0888671875,9710.434599609998,,
0.001,218674,0.0986863225698471,1.7978886365890503,7040,70.05,6119,285,1749496,44552.42578125,-4503.83056640625,9712.58356626,,
0.001,218691,-0.10051032155752182,1.7929670810699463,7044,69.22,6119,285,1749632,71653.3828125,-4503.5703125,9712.61304968,,
0.001,218705,0.039065711200237274,1.7909923791885376,7048,66.6,6119,285,1749744,115032.5390625,-4338.6611328125,9719.48209709,,
0.001,218737,-0.05559253320097923,1.789385199546814,7049,66.39,6120,285,1750000,47325.015625,-4300.2841796875,9719.906360289999,,
,,,,,,,,1750000,,,,11063.0178736,39.8
0.001,218751,0.051834553480148315,1.7909964323043823,7052,66.6,6121,285,1750112,56551.359375,-4195.42236328125,9719.83995634,,
0.001,218805,-0.1787465363740921,1.815500259399414,7056,67.19,6122,285,1750544,31567.3125,-4387.7900390625,9726.521538239998,,
0.001,218825,-0.2895338833332062,1.8268195390701294,7060,66.28,6123,285,1750704,67779.9140625,-4193.31640625,9722.187454689998,,
0.001,218858,0.13613635301589966,1.8335400819778442,7064,65.46,6124,285,1750968,60444.046875,-4301.34130859375,9720.977208659999,,
0.001,218880,0.29310882091522217,1.8317192792892456,7068,65.9,6124,285,1751144,61210.23828125,-4143.76953125,9720.478710149999,,
0.001,218898,-0.07571417093276978,1.8293538093566895,7072,67.11,6124,285,1751288,361257.59375,-4214.4833984375,9716.829388389999,,
0.001,218938,-0.017575114965438843,1.8277217149734497,7076,65.99,6125,285,1751608,48717.3203125,-4171.43359375,9714.639695910002,,
0.001,218949,-0.2397368848323822,1.8288193941116333,7080,63.78,6125,285,1751696,56938.3828125,-4248.2470703125,9711.19923255,,
0.001,218982,-0.06334726512432098,1.8357733488082886,7084,62.33,6126,285,1751960,66334.4375,-3848.953125,9699.513980070002,,
0.001,219016,0.18389403820037842,1.8437221050262451,7088,62.68,6127,285,1752232,41786.31640625,-4225.072265625,9699.27128508,,
0.001,219042,0.21367840468883514,1.8473910093307495,7092,63.48,6128,285,1752440,65852.46875,-4304.29248046875,9700.36876105,,
0.001,219073,0.003156408667564392,1.845837116241455,7096,64.13,6128,285,1752688,52428.73828125,-4233.0078125,9701.08490481,,
0.001,219113,0.025636062026023865,1.8403617143630981,7100,56.09,6129,285,1753008,36742.203125,-4161.9853515625,10936.405080660003,,
0.001,219139,0.1714693307876587,1.8364194631576538,7104,55.17,6130,286,1753216,26568.46484375,-4139.2119140625,10934.254473450002,,
0.001,219170,0.11491678655147552,1.8216983079910278,7108,55.62,6130,286,1753464,51508.109375,-4381.27978515625,10820.47077037,,
0.001,219194,-0.02113880217075348,1.810622215270996,7112,55.54,6131,286,1753656,53666.875,-4588.212890625,10945.94459254,,
0.001,219234,0.25059887766838074,1.8076096773147583,7116,55.16,6131,286,1753976,46817.171875,-4101.66748046875,10944.418387740003,,
0.001,219255,0.05866790562868118,1.8055702447891235,7120,56.37,6132,286,1754144,38510.984375,-4349.8359375,10941.37455135,,
0.001,219306,0.2886572778224945,1.798778772354126,7124,54.63,6133,286,1754552,62596.1171875,-4138.93896484375,10939.75595482,,
0.001,219348,0.039725158363580704,1.7837326526641846,7128,54.82,6133,286,1754888,45100.171875,-4437.25732421875,10937.964174019999,,
0.001,219372,0.051411159336566925,1.775038719177246,7132,55.62,6134,286,1755080,30577.396484375,-4294.3564453125,10937.406258379999,,
0.001,219396,0.1877616047859192,1.7661681175231934,7136,57.04,6135,286,1755272,55833.125,-4462.9013671875,10937.554304010002,,
0.001,219423,0.06380107998847961,1.7582792043685913,7140,57.71,6135,286,1755488,33235.5703125,-4390.48681640625,10936.84366216,,
0.001,219438,0.0866226851940155,1.7546848058700562,7144,57.45,6136,286,1755608,103106.3046875,-4331.4541015625,10933.622905040002,,
0.001,219466,-0.06083574518561363,1.7508882284164429,7148,58.13,6136,286,1755832,80095.03125,-4148.705078125,10935.25656593,,
0.001,219490,-0.06790127605199814,1.7519969940185547,7152,57.99,6137,286,1756024,61903.0,-4038.628662109375,10934.73834613,,
0.001,219503,0.2166403830051422,1.7546130418777466,7156,56.2,6137,286,1756128,60769.875,-4207.7998046875,10930.21414907,,
0.001,219542,0.15892738103866577,1.7595683336257935,7160,54.86,6138,286,1756440,37989.859375,-4066.412841796875,10929.45498362,,
0.001,219552,-0.15772457420825958,1.7584991455078125,7164,57.36,6138,286,1756520,84735.6484375,-4356.35302734375,10918.69316045,,
0.001,219582,0.11739162355661392,1.7569622993469238,7168,56.91,6139,286,1756760,49632.25,-4317.625,10918.24733947,,
0.001,219599,0.09197132289409637,1.7578952312469482,7172,56.1,6139,286,1756896,64016.7265625,-4391.4736328125,10923.288308640002,,
0.001,219639,0.26942265033721924,1.7569242715835571,7176,56.62,6141,286,1757216,30321.1953125,-4285.59765625,10925.923252409999,,
0.001,219665,0.008037855848670006,1.7506520748138428,7180,56.65,6141,286,1757424,42080.8671875,-4623.5009765625,10927.032214190001,,
0.001,219691,-0.029987692832946777,1.7433050870895386,7184,56.73,6142,286,1757632,54205.234375,-4493.10791015625,10931.95524103,,
0.001,219726,0.12237749993801117,1.7375327348709106,7188,56.41,6142,286,1757912,53475.390625,-4248.35400390625,10934.282588820004,,
0.001,219743,-0.03240811452269554,1.7345857620239258,7192,55.36,6143,286,1758048,69886.953125,-4329.6982421875,10933.9012136,,
0.001,219780,0.1593819558620453,1.7321553230285645,7196,55.91,6143,286,1758344,24563.501953125,-4425.9658203125,10936.488295739999,,
0.001,219812,0.13279172778129578,1.7237248420715332,7200,56.0,6144,286,1758600,32389.15625,-4050.42822265625,10764.627316299999,,
0.001,219835,-0.024100491777062416,1.71574866771698,7204,55.82,6145,286,1758784,44945.3984375,-4482.5498046875,10765.406392879999,,
0.001,219870,0.1770962029695511,1.7020601034164429,7208,55.87,6145,286,1759064,84999.0546875,-4465.26953125,10720.83705938,,
0.001,219883,-0.1046915352344513,1.6944245100021362,7212,55.98,6145,286,1759168,61350.6875,-4291.3818359375,10721.908670300001,,
0.001,219922,-0.02433931827545166,1.6784757375717163,7216,55.02,6146,286,1759480,34753.6953125,-4398.3203125,10721.574620859998,,
0.001,219954,-0.06340011954307556,1.6697853803634644,7220,53.17,6147,286,1759736,27914.5625,-3963.69873046875,10715.201111339999,,
0.001,219987,0.20668447017669678,1.664350152015686,7223,53.38,6148,286,1760000,63092.578125,-4055.21630859375,10716.951474790001,,
,,,,,,,,1760000,,,,11068.071723000001,53.0
0.001,219999,0.09212731570005417,1.6608694791793823,7224,53.54,6149,286,1760096,69726.421875,-3850.25830078125,10717.021423440001,,
0.001,220030,0.10917699337005615,1.6507289409637451,7228,54.13,6150,286,1760344,107703.5,-4324.8544921875,10720.978763669998,,
0.001,220071,-0.06988480687141418,1.643548607826233,7232,53.75,6150,286,1760672,77955.25,-4226.9677734375,10723.37795097,,
0.001,220122,-0.12419149279594421,1.6575525999069214,7236,52.48,6151,286,1761080,58986.8125,-4320.2265625,10723.94392095,,
0.001,220174,-0.40116918087005615,1.7004674673080444,7240,53.56,6152,286,1761496,46163.4765625,-4219.3056640625,10720.802259749998,,
0.001,220222,-0.2920698821544647,1.7485389709472656,7244,54.25,6154,286,1761880,56214.6640625,-4252.71875,10724.14335941,,
0.001,220300,0.22961780428886414,1.7915174961090088,7248,55.43,6155,286,1762504,66547.4375,-4361.8525390625,10466.261773209999,,
0.001,220361,-0.08962065726518631,1.7947975397109985,7252,56.49,6157,286,1762992,96499.9453125,-4137.740234375,10468.670911109999,,
0.001,220411,-0.13743473589420319,1.8031013011932373,7256,62.1,6158,286,1763392,201214.875,-4287.791015625,10345.05241672,,
0.001,220469,-0.18755203485488892,1.8203890323638916,7260,65.67,6159,286,1763856,23121.177734375,-4140.4970703125,10332.96153827,,
0.001,220512,-0.03439910709857941,1.8323471546173096,7264,62.77,6160,286,1764200,135898.046875,-4449.171875,10343.95642524,,
0.001,220534,0.1307956874370575,1.8358968496322632,7268,68.49,6160,286,1764376,77836.359375,-4442.0869140625,10344.904207869999,,
0.001,220564,-0.15202321112155914,1.8367080688476562,7272,67.9,6161,286,1764616,46851.9609375,-4196.37890625,10343.076607710002,,
0.001,220591,-0.06117080897092819,1.834105134010315,7276,67.44,6161,286,1764832,49402.59375,-4139.24462890625,10341.48316964,,
0.001,220630,0.26448526978492737,1.8350253105163574,7280,66.89,6162,286,1765144,60737.8046875,-4103.06298828125,10339.93272449,,
0.001,220656,0.11277620494365692,1.8367153406143188,7284,76.55,6162,286,1765352,72067.859375,-4234.9619140625,10126.34398093,,
0.001,220677,-0.09223206341266632,1.837723731994629,7288,77.96,6163,286,1765520,48929.3046875,-4001.51220703125,10103.530581050001,,
0.001,220713,-0.020175248384475708,1.843469500541687,7292,77.96,6163,286,1765808,89371.015625,-4121.5849609375,10103.34183772,,
0.001,220750,-0.09042488783597946,1.853163480758667,7296,77.47,6164,286,1766104,88948.3671875,-4444.7509765625,10102.393505599997,,
0.001,220858,-0.27963554859161377,1.8889446258544922,7300,79.28,6166,286,1766968,44531.109375,-4340.451171875,10161.15137188,,
0.001,220896,-0.10712172091007233,1.8865035772323608,7304,81.41,6167,286,1767272,88488.484375,-3896.404296875,10112.45101057,,
0.001,220910,0.02474850043654442,1.8862884044647217,7308,81.25,6167,286,1767384,58833.578125,-4275.771484375,10247.782080460001,,
0.001,220971,0.214668869972229,1.8906601667404175,7312,84.24,6169,286,1767872,83792.828125,-4161.94677734375,10115.1926843,,
0.001,221014,-0.2739630937576294,1.8776592016220093,7316,86.21,6170,286,1768216,60224.0390625,-3818.85791015625,10116.73627089,,
0.001,221090,0.05223376303911209,1.8623552322387695,7320,86.75,6172,286,1768824,51941.296875,-4055.424560546875,10118.93662249,,
0.001,221152,0.07188179343938828,1.8690853118896484,7324,86.77,6173,286,1769320,87171.875,-4083.1728515625,10113.391538650001,,
0.001,221191,0.15736901760101318,1.8604449033737183,7328,85.59,6174,286,1769632,120360.828125,-3999.947509765625,10111.154068709999,,
0.001,221229,0.043975695967674255,1.8439635038375854,7332,88.08,6175,286,1769936,59429.82421875,-4250.25341796875,10063.140944710001,,
0.001,221237,0.20710548758506775,1.8387560844421387,7333,87.77,6175,286,1770000,31254.2109375,-3808.37451171875,10062.203022840002,,
,,,,,,,,1770000,,,,11056.325242800001,43.6
0.001,221258,0.09479206055402756,1.8249720335006714,7336,89.26,6176,286,1770168,35544.171875,-3740.6474609375,10055.939754369998,,
0.001,221294,-0.05649029463529587,1.8049042224884033,7340,89.94,6177,286,1770456,48422.96484375,-4252.4345703125,10057.05053221,,
0.001,221323,0.010045941919088364,1.793423056602478,7344,89.52,6177,286,1770688,65510.890625,-4358.9130859375,10053.71071623,,
0.001,221371,-0.013804484158754349,1.782662034034729,7348,88.13,6179,286,1771072,106259.796875,-4135.54248046875,10310.72438558,,
0.001,221426,-0.20869798958301544,1.783782720565796,7352,87.81,6180,286,1771512,88521.953125,-4104.69140625,10308.083820110001,,
0.001,221468,0.16768710315227509,1.7864463329315186,7356,89.56,6181,286,1771848,31303.6640625,-4110.830078125,10226.618375369999,,
0.001,221506,0.08450571447610855,1.7713215351104736,7360,87.97,6181,286,1772152,75186.1953125,-4232.62744140625,10236.117817330001,,
0.001,221543,-0.0649978369474411,1.7572020292282104,7364,87.68,6182,286,1772448,50797.6640625,-4157.8505859375,10236.87303196,,
0.001,221578,0.059172987937927246,1.756654977798462,7368,85.2,6183,286,1772728,50319.59375,-3885.6240234375,10231.27929662,,
0.001,221618,0.0024109594523906708,1.7665340900421143,7372,90.56,6184,286,1773048,60506.1015625,-4158.80224609375,10215.57724562,,
0.001,221658,0.011576589196920395,1.7844054698944092,7376,93.36,6185,286,1773368,89125.640625,-4201.92529296875,10213.42555974,,
0.001,221675,0.06691368669271469,1.7974543571472168,7380,93.56,6185,286,1773504,36159.55859375,-4549.400390625,10206.957246240001,,
0.001,221701,-0.010479353368282318,1.8150514364242554,7384,84.02,6186,286,1773712,79565.625,-4232.1748046875,10378.07870703,,
0.001,221734,-0.0010573575273156166,1.8271937370300293,7388,83.47,6187,286,1773976,98830.921875,-4054.042724609375,10391.611444,,
0.001,221742,-0.0840359553694725,1.828165888786316,7392,83.81,6187,286,1774040,58127.2421875,-4100.97900390625,10391.70403578,,
0.001,221775,-0.15512573719024658,1.829429268836975,7396,83.1,6188,286,1774304,61966.3203125,-4160.2412109375,10389.086890940001,,
0.001,221780,-0.15775933861732483,1.8301056623458862,7400,81.06,6188,286,1774344,56239.0546875,-4201.7177734375,10503.042531250001,,
0.001,221819,-0.06457297503948212,1.833267092704773,7404,79.16,6188,286,1774656,60270.5625,-4084.04345703125,10548.12415683,,
0.001,221853,0.0834028497338295,1.8353954553604126,7408,78.35,6189,286,1774928,53787.671875,-4445.806640625,10569.251292909998,,
0.001,221935,-0.2314344048500061,1.8301336765289307,7412,76.25,6191,286,1775584,81468.5703125,-4623.3408203125,10673.48747349,,
0.001,221952,-0.2850867509841919,1.8347488641738892,7416,76.53,6191,286,1775720,83043.421875,-4302.390625,10676.331074179998,,
0.001,221977,-0.11082407832145691,1.8475786447525024,7420,77.47,6192,286,1775920,59110.19921875,-4528.501953125,10669.900973379998,,
0.001,222010,-0.2499331533908844,1.8729479312896729,7424,76.64,6192,286,1776184,68401.90625,-4659.0263671875,10672.02984403,,
0.001,222043,-0.09491358697414398,1.896293044090271,7428,77.13,6193,286,1776448,85193.6484375,-4231.84375,10669.58005453,,
0.001,222080,-0.09657521545886993,1.9097788333892822,7432,74.33,6194,286,1776744,60806.890625,-4563.7158203125,10715.47121131,,
0.001,222132,0.36255794763565063,1.9082002639770508,7436,77.26,6195,286,1777160,65519.4296875,-4516.3056640625,10694.9681394,,
0.001,222163,0.6761727333068848,1.8965662717819214,7440,76.11,6195,286,1777408,118801.9375,-4056.120849609375,10699.877252709999,,
0.001,222196,0.3797074854373932,1.8740110397338867,7444,76.1,6196,286,1777672,45953.3515625,-4034.191162109375,10701.645087989997,,
0.001,222215,0.5087355971336365,1.8578506708145142,7448,76.54,6196,286,1777824,102880.59375,-4343.1748046875,10703.45743518,,
0.001,222244,0.3345227837562561,1.8242945671081543,7452,76.19,6197,286,1778056,48187.76953125,-4090.481689453125,10704.308633749999,,
0.001,222271,0.1526126116514206,1.7936334609985352,7456,69.04,6198,286,1778272,97578.171875,-4163.0400390625,10910.47210086,,
0.001,222292,0.26185286045074463,1.770909070968628,7460,66.88,6198,286,1778440,57046.5,-4028.05078125,10912.661541559999,,
0.001,222314,0.2696160078048706,1.7488887310028076,7464,67.07,6199,286,1778616,81983.75,-4116.89306640625,10913.281041929999,,
0.001,222365,0.09749580919742584,1.7012310028076172,7468,64.27,6200,286,1779024,71846.875,-4327.0810546875,10917.977293910002,,
0.001,222415,-0.2698281705379486,1.6895703077316284,7472,59.7,6200,286,1779424,60622.3046875,-3847.00048828125,10934.375398850001,,
0.001,222459,-0.14745473861694336,1.71683669090271,7476,57.88,6201,286,1779776,62093.671875,-4151.0341796875,10919.954376500002,,
0.001,222481,-0.13761185109615326,1.7292598485946655,7480,64.53,6202,286,1779952,41554.078125,-3928.791015625,10787.43868266,,
0.001,222487,-0.24215814471244812,1.7315365076065063,7480,64.53,6202,286,1780000,145866.09375,-4042.26220703125,10787.43868266,,
,,,,,,,,1780000,,,,11097.0705618,54.2
0.001,222508,-0.13438013195991516,1.738277554512024,7484,64.08,6203,286,1780168,101689.5078125,-4275.20703125,10829.63012082,,
0.001,222543,0.0974419116973877,1.7474958896636963,7488,64.27,6203,286,1780448,44808.28125,-4378.9521484375,10837.88243201,,
0.001,222564,-0.17704054713249207,1.7503795623779297,7492,64.33,6204,286,1780616,76580.40625,-4172.31005859375,10698.807728759997,,
0.001,222585,0.10191749036312103,1.7501503229141235,7496,64.82,6204,286,1780784,59420.0703125,-4324.71337890625,10698.395058040001,,
0.001,222640,0.009278282523155212,1.7440937757492065,7500,66.96,6205,287,1781224,91367.65625,-3676.298828125,10392.22306779,,
0.001,222676,-0.22777576744556427,1.7440237998962402,7504,67.18,6206,287,1781512,138008.59375,-4152.169921875,10392.98836124,,
0.001,222709,-0.18972334265708923,1.7473784685134888,7508,68.61,6207,287,1781776,86005.4375,-4301.84033203125,10396.305304810001,,
0.001,222738,0.0760699063539505,1.7493982315063477,7512,68.77,6207,287,1782008,63678.2734375,-4199.384765625,10424.81588773,,
0.001,222748,-0.11104390025138855,1.7485857009887695,7516,66.93,6208,287,1782088,61443.2578125,-4161.0986328125,10421.18031369,,
0.001,222777,-0.049869898706674576,1.7492111921310425,7520,64.93,6208,287,1782320,46193.4296875,-4107.4599609375,10430.84859511,,
0.001,222784,-0.1546805202960968,1.7504291534423828,7524,65.03,6208,287,1782376,48991.8125,-3947.263671875,10428.76688003,,
0.001,222815,-0.29575011134147644,1.7598344087600708,7528,64.61,6209,287,1782624,35744.2578125,-4309.2314453125,10430.084271919999,,
0.001,222831,-0.2508542537689209,1.767591953277588,7532,64.78,6209,287,1782752,60722.140625,-4033.20654296875,10430.12520294,,
0.001,222858,-0.1174166351556778,1.7810205221176147,7536,60.32,6210,287,1782968,78603.390625,-3983.010009765625,10455.105968299998,,
0.001,222891,0.1509401500225067,1.7913354635238647,7540,59.35,6211,287,1783232,91120.796875,-4019.27587890625,10453.563077809999,,
0.001,222917,0.07280176877975464,1.7909739017486572,7544,59.24,6211,287,1783440,60432.76953125,-4122.0625,10453.73197768,,
0.001,222959,0.145769402384758,1.7911714315414429,7548,59.36,6212,287,1783776,38169.21875,-4289.8095703125,10176.40662463,,
0.001,222992,0.0023535676300525665,1.7910414934158325,7552,59.36,6213,287,1784040,34357.8515625,-4381.01513671875,10175.206602669998,,
0.001,223010,-0.0839451253414154,1.7919743061065674,7556,60.03,6214,287,1784184,53627.03515625,-4204.00439453125,10172.90494586,,
0.001,223079,-0.06782884895801544,1.8139678239822388,7560,60.45,6216,287,1784736,51577.265625,-4076.869140625,10165.35406135,,
0.001,223098,-0.12432520091533661,1.822361707687378,7564,63.38,6216,287,1784888,134705.0625,-4084.738525390625,10165.08878729,,
0.001,223144,0.04369831830263138,1.8429045677185059,7568,63.81,6217,287,1785256,28282.7265625,-4231.53173828125,10164.03021249,,
0.001,223186,-0.23170123994350433,1.8519468307495117,7572,63.34,6218,287,1785592,84496.765625,-4303.9453125,10166.593483929999,,
0.001,223205,-0.1559356153011322,1.8571122884750366,7576,63.66,6218,287,1785744,81180.8515625,-4322.1259765625,10172.01489078,,
0.001,223248,0.1392311155796051,1.870988130569458,7580,56.52,6219,287,1786088,63019.5703125,-4297.2275390625,10311.22680673,,
0.001,223269,-0.42593106627464294,1.8756145238876343,7584,56.9,6220,287,1786256,37158.28125,-4225.80078125,10311.66518504,,
0.001,223362,-0.2363681048154831,1.9308358430862427,7588,56.38,6222,287,1787000,27626.892578125,-4432.8623046875,10308.47137219,,
0.001,223476,-0.10894173383712769,1.9445549249649048,7592,58.96,6225,287,1787912,99618.96875,-4492.85009765625,10453.64778668,,
0.001,223516,-0.10947239398956299,1.9455242156982422,7596,66.43,6225,287,1788232,71639.328125,-4357.5380859375,10281.285471080002,,
0.001,223559,-0.17571291327476501,1.9526927471160889,7600,66.95,6226,287,1788576,56854.14453125,-4471.01171875,10575.071586660002,,
0.001,223599,0.33128780126571655,1.948007345199585,7604,69.5,6227,287,1788896,58223.0,-4175.49755859375,10383.52435957,,
0.001,223652,0.2437991350889206,1.9188276529312134,7608,67.67,6228,287,1789320,95486.7109375,-3734.6689453125,10379.4841522,,
0.001,223679,0.34953773021698,1.8969944715499878,7612,68.52,6229,287,1789536,59176.109375,-3797.3759765625,10378.19944902,,
0.001,223713,0.21876707673072815,1.8717015981674194,7616,68.11,6229,287,1789808,78925.9453125,-4176.0166015625,10379.591692909999,,
0.001,223737,0.00013259053230285645,1.858278751373291,7618,68.07,6230,287,1790000,76229.6484375,-4039.7177734375,10378.68165232,,
,,,,,,,,1790000,,,,11041.8431086,39.2
0.001,223751,0.3604177236557007,1.8525075912475586,7620,69.89,6231,287,1790112,79427.8046875,-3860.22216796875,10371.908156349999,,
0.001,223790,-0.06818036735057831,1.8361256122589111,7624,70.09,6232,287,1790424,46549.8125,-3822.4853515625,10374.228677919999,,
0.001,223825,-0.11265331506729126,1.8392553329467773,7628,76.79,6232,287,1790704,74645.703125,-4020.25390625,9947.36974556,,
0.001,223852,0.0068860724568367004,1.8488659858703613,7632,77.13,6233,287,1790920,42801.23046875,-4160.4306640625,9942.855296290001,,
0.001,223884,-0.04552024230360985,1.861535668373108,7636,77.39,6234,287,1791176,219420.15625,-4171.8818359375,9944.913671699998,,
0.001,223909,0.04784952104091644,1.8630300760269165,7640,80.31,6234,287,1791376,69091.3984375,-4017.08203125,9904.92283648,,
0.001,223947,0.3870489001274109,1.8521077632904053,7644,80.06,6235,287,1791680,81604.640625,-4296.02880859375,9904.13647687,,
0.001,223954,0.1721537709236145,1.8476183414459229,7648,82.07,6236,287,1791736,81772.359375,-4452.93701171875,10177.788683810002,,
0.001,223989,0.047863129526376724,1.8297725915908813,7652,82.81,6236,287,1792016,82722.59375,-3972.094482421875,10169.590213910002,,
0.001,224008,-0.08188630640506744,1.8253859281539917,7656,82.36,6237,287,1792168,41432.3125,-4382.06884765625,10171.2483707,,
0.001,224027,-0.3098101019859314,1.826337456703186,7660,81.75,6238,287,1792320,66695.3125,-4378.57958984375,10177.374527650001,,
0.001,224052,-0.09314177930355072,1.8346712589263916,7664,78.3,6238,287,1792520,69559.6875,-4611.5009765625,10176.57091122,,
0.001,224091,0.16483326256275177,1.8555750846862793,7668,77.59,6239,287,1792832,72050.125,-4323.84375,10178.36490731,,
0.001,224122,0.02181202918291092,1.8667479753494263,7672,77.4,6240,287,1793080,49011.734375,-4245.5771484375,10179.84578461,,
0.001,224159,-0.13504013419151306,1.8694719076156616,7676,77.64,6241,287,1793376,47602.59765625,-4327.6201171875,10191.512747159999,,
0.001,224202,-0.25978681445121765,1.8756756782531738,7680,78.06,6242,287,1793720,85380.515625,-4224.7509765625,10190.35982514,,
0.001,224238,-0.2585054039955139,1.8826050758361816,7684,78.29,6243,287,1794008,154123.15625,-4282.40576171875,10189.25812135,,
0.001,224260,0.07143939286470413,1.8829246759414673,7688,78.96,6243,287,1794184,367529.4375,-4255.5478515625,10188.91367125,,
0.001,224318,0.13168415427207947,1.8680280447006226,7692,74.95,6244,287,1794648,88034.2265625,-4462.36572265625,10186.115280979999,,
0.001,224340,-0.01630684733390808,1.8603171110153198,7696,68.05,6245,287,1794824,141316.75,-4128.68310546875,10235.92887028,,
0.001,224369,-0.18289519846439362,1.853468656539917,7700,64.99,6245,287,1795056,50257.484375,-4184.43115234375,10247.47899447,,
0.001,224396,0.21092787384986877,1.852464199066162,7704,65.46,6246,287,1795272,113223.8984375,-3965.80419921875,9681.904506549998,,
0.001,224422,-0.1048574149608612,1.851414442062378,7708,65.65,6246,287,1795480,76852.171875,-4214.9287109375,9682.02209977,,
0.001,224451,0.2196715772151947,1.8455251455307007,7712,63.5,6247,287,1795712,57969.65234375,-4261.2353515625,9681.97704762,,
