train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/n_updates,time/episodes,train/actor_loss,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean
38426072.0,0.30158907175064087,156.0,0.9174076318740845,0.001,293,4,-125.02355194091797,9,1276,140,-99050.0
71886064.0,0.7628227472305298,136.875,0.9306557774543762,0.001,376,8,-748.1722412109375,11,1608,139,-100108.75
462896.6875,0.6156849265098572,149.66666666666666,0.954043447971344,0.001,438,12,-1030.91357421875,13,1856,137,-99816.25
27990608.0,0.2613123655319214,123.5625,0.9816867113113403,0.001,496,16,-1606.01318359375,15,2088,136,-99972.8125
52350896.0,-0.9016191959381104,114.1,1.062630295753479,0.001,663,20,-1174.4842529296875,20,2756,134,-100128.75
47613488.0,-1.693034052848816,117.04166666666667,1.11558997631073,0.001,771,24,-695.0086669921875,23,3188,134,-99907.5
18749400.0,-1.9413635730743408,112.75,1.1286534070968628,0.001,796,28,-191.84375,24,3288,134,-100043.57142857143
85419040.0,-2.5111429691314697,108.625,1.1689577102661133,0.001,879,32,-641.2998657226562,26,3620,134,-99823.4375
60105372.0,-2.907595634460449,106.41666666666667,1.2172268629074097,0.001,971,36,191.2574462890625,29,3988,134,-99662.77777777778
159729792.0,-3.5050806999206543,102.975,1.2728596925735474,0.001,1087,40,729.6514892578125,33,4452,133,-99516.1875
43082008.0,-4.918483734130859,109.27272727272727,1.3684459924697876,0.001,1280,44,1568.3072509765625,39,5224,133,-98972.32954545454
34877336.0,-6.007172107696533,114.47916666666667,1.534008264541626,0.001,1595,48,2835.900390625,48,6484,133,-98976.30208333333
81099936.0,-8.309446334838867,121.67307692307692,1.6620994806289673,0.001,1812,52,2610.77001953125,55,7352,133,-99021.39423076923
10716316.0,-9.779098510742188,122.35714285714286,1.874119758605957,0.001,2137,56,2986.4228515625,64,8652,133,-99001.33928571429
18532466.0,-11.795539855957031,144.08333333333334,2.039766788482666,0.001,2359,60,2856.478515625,71,9540,132,-97492.58333333333
9392299.0,-13.671594619750977,155.21875,2.230187177658081,0.001,2595,64,3894.196044921875,78,10484,132,-96287.734375
23034612.0,-13.857063293457031,149.27941176470588,2.3035218715667725,0.001,2682,68,3958.834716796875,81,10832,132,-96388.93382352941
3873548.25,-13.426300048828125,156.01388888888889,2.4585673809051514,0.001,2862,72,3200.66796875,87,11552,132,-96405.94907406945
11566384.0,-17.107440948486328,163.23684210526315,2.84086275100708,0.001,3280,76,4021.17431640625,99,13224,132,-96483.39912280264
14600878.0,-17.043577194213867,174.0125,3.256343126296997,0.001,3687,80,4086.1513671875,112,14852,132,-96468.96354166251
2656114.25,-17.396198272705078,174.35714285714286,3.4933643341064453,0.001,3911,84,4850.28125,119,15748,132,-96462.4123677262
29307984.0,-17.483516693115234,179.38636363636363,3.827052593231201,0.001,4218,88,3921.715576171875,127,16976,132,-96510.98169192045
21599220.0,-18.373340606689453,187.43478260869566,4.183870792388916,0.001,4522,92,5237.3017578125,136,18192,132,-96471.45531401086
30224348.0,-18.133113861083984,185.1875,4.331544876098633,0.001,4642,96,4229.8095703125,140,18672,133,-96567.85300926042
4227244.0,-17.516284942626953,184.2,4.622278690338135,0.001,4876,100,4161.3212890625,146,19608,133,-96768.93888889
3732255.0,-16.651927947998047,193.49,4.988411903381348,0.001,5165,104,4311.92138671875,155,20764,133,-95711.38888889
2808773.75,-17.476852416992188,198.0,5.197421073913574,0.001,5328,108,4346.8896484375,159,21416,133,-95756.48888889
5062392.0,-19.389280319213867,205.24,5.946181774139404,0.001,5842,112,4553.46630859375,174,23472,134,-95929.33888889
3712349.5,-18.82164764404297,227.38,6.719749927520752,0.001,6316,116,5852.2861328125,188,25368,134,-93982.16388889
32300680.0,-17.163908004760742,236.14,7.479429721832275,0.001,6733,120,4124.27099609375,199,27036,135,-93753.28888889
32725216.0,-17.219539642333984,243.4,7.64051628112793,0.001,6825,124,3657.37744140625,202,27404,135,-93801.58888889
52571772.0,-17.18225860595703,246.78,7.999164581298828,0.001,7018,128,3780.361572265625,208,28176,135,-93629.88888889
5425200.0,-16.133174896240234,250.0,8.517505645751953,0.001,7294,132,4084.39404296875,216,29280,135,-93762.28888889
3515882.5,-16.00973892211914,251.03,8.782599449157715,0.001,7433,136,3689.1728515625,219,29836,135,-93872.58888889
3684994.25,-17.286943435668945,259.71,9.191914558410645,0.001,7622,140,4170.5224609375,225,30592,135,-93714.96388889
31499272.0,-19.941307067871094,256.02,9.685359001159668,0.001,7841,144,3211.3251953125,231,31468,135,-93903.36388889
28526192.0,-19.417884826660156,256.39,9.928630828857422,0.001,7942,148,4380.6435546875,234,31872,135,-93909.86388889
6016649.0,-18.24254035949707,249.79,10.008759498596191,0.001,7975,152,5983.5029296875,235,32004,135,-93944.16388889
39545336.0,-18.99782371520996,245.85,10.104994773864746,0.001,8015,156,6436.25927734375,236,32164,135,-94007.23888889
9951208.0,-20.60639190673828,231.46,10.558555603027344,0.001,8198,160,5096.93212890625,241,32896,136,-94987.43888889
26588520.0,-18.467092514038086,234.85,11.240697860717773,0.001,8456,164,3446.8095703125,249,33928,136,-94890.38888889
26359718.0,-18.945215225219727,242.13,11.963357925415039,0.001,8728,168,5365.2548828125,257,35016,136,-94963.81388889
12060271.0,-15.941967010498047,237.02,12.81126594543457,0.001,9032,172,4024.64599609375,265,36232,136,-95152.70555556
20106694.0,-14.949736595153809,237.73,13.567206382751465,0.001,9300,176,5508.21142578125,273,37304,136,-94106.85555555999
44145456.0,-12.851624488830566,226.92,14.536434173583984,0.001,9628,180,6179.0087890625,282,38616,136,-94302.06805556
36636208.0,-15.529947280883789,241.68,15.129096031188965,0.001,9829,184,4757.076171875,288,39420,136,-92506.2375
7714505.0,-13.884283065795898,234.01,15.44005298614502,0.001,9933,188,5975.294921875,291,39836,136,-92536.8
7246833.0,-15.895095825195312,230.48,16.27996253967285,0.001,10198,192,5583.45166015625,298,40896,136,-92620.4375
9253120.0,-14.341008186340332,237.85,17.403072357177734,0.001,10535,196,6181.826171875,308,42244,136,-92590.3875
5028951.0,-13.737932205200195,240.75,17.877323150634766,0.001,10675,200,8101.15087890625,312,42804,136,-92408.1875
5674893.0,-12.687192916870117,232.52,18.73554801940918,0.001,10928,204,6624.47265625,320,43816,136,-93576.3375
22428510.0,-12.839574813842773,231.45,19.62952995300293,0.001,11184,208,6939.986328125,327,44840,136,-93565.6375
59547156.0,-12.809694290161133,226.88,20.474580764770508,0.001,11415,212,8412.416015625,334,45764,136,-93407.3375
2996603.0,-14.767112731933594,206.98,21.024187088012695,0.001,11559,216,6360.61962890625,338,46340,137,-95276.5625
9265800.0,-14.771484375,204.82,22.069168090820312,0.001,11784,220,6284.3349609375,344,47240,137,-95328.1875
