train/actor_loss,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/critic_loss,train/ent_coef,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/n_updates,time/episodes,train/learning_rate,eval/mean_reward,eval/mean_ep_length
-10.472190856933594,87.5,1072,-0.363308846950531,21882.298828125,0.9622145295143127,-11657.747243500002,257,4,121,4,0.001,,
27.439786911010742,118.0,1888,-0.6564958095550537,136937.4375,0.9277577996253967,-10528.7321415,270,6,223,8,0.001,,
50.711212158203125,132.0,2536,-0.4117066264152527,20040.47265625,0.9055991768836975,-11373.649356833334,279,9,304,12,0.001,,
112.23294830322266,196.875,5632,0.11683717370033264,15294.4970703125,0.9013645052909851,-13979.488011875,298,18,691,16,0.001,,
174.09786987304688,217.8,7832,0.08853983879089355,9016.2666015625,0.9326943159103394,-12715.4381497,304,25,966,20,0.001,,
165.50209045410156,240.91666666666666,8480,0.07990722358226776,8445.9150390625,0.9397390484809875,-12338.235235499998,304,27,1047,24,0.001,,
224.21397399902344,293.037037037037,10000,0.018364716321229935,11560.279296875,0.945555567741394,-13287.354339481482,305,32,1237,27,0.001,,
,,10000,,,,,,,,,,-24480.922696,609.4
,318.2857142857143,10008,,102365.6953125,0.945555567741394,-13470.888647178572,255,39,1238,28,0.001,,
116.67242431640625,315.3125,11400,-0.020507611334323883,76685.6640625,0.9442854523658752,-12205.28870534375,260,43,1412,32,0.001,,
87.69855499267578,307.8333333333333,12872,0.02449352666735649,83446.5,0.952176034450531,-11419.647279499999,266,48,1596,36,0.001,,
146.59353637695312,305.3,14528,0.05886058136820793,94065.6484375,0.9687581062316895,-11087.7330273,272,53,1803,40,0.001,,
162.60824584960938,291.59090909090907,15688,0.01363535225391388,77459.28125,0.9897065758705139,-10528.941631750002,276,56,1948,44,0.001,,
151.4234619140625,315.75,17472,-0.007485208101570606,11241.4189453125,1.0123167037963867,-10463.6991698125,280,62,2171,48,0.001,,
115.59991455078125,330.3269230769231,19712,-0.02471139281988144,74753.9296875,1.0369657278060913,-10864.678695269231,285,68,2451,52,0.001,,
43.18785858154297,330.3269230769231,20000,-0.03174268454313278,16140.525390625,1.0395047664642334,-10864.678695269231,286,69,2487,52,0.001,,
,,20000,,,,,,,,,,-56494.30704880001,666.2
39.686912536621094,337.2142857142857,21416,-0.05355516076087952,109773.078125,1.0531067848205566,-10254.875968946426,264,81,2664,56,0.001,,
36.78449630737305,370.45,25472,-0.06944350898265839,31177.81640625,1.1063472032546997,-10237.342406599995,271,93,3171,60,0.001,,
-53.13304138183594,371.453125,25992,-0.07595286518335342,90613.21875,1.115040898323059,-10242.0951405625,271,95,3236,64,0.001,,
25.57558250427246,367.55882352941177,27088,-0.26828134059906006,105434.875,1.1435273885726929,-10248.210847382354,273,99,3373,68,0.001,,
-19.45623207092285,352.7638888888889,28408,-0.16239583492279053,87216.4765625,1.1736950874328613,-9890.68136698611,274,103,3538,72,0.001,,
-56.793434143066406,356.2236842105263,29928,-0.13635151088237762,12079.92578125,1.2079417705535889,-9960.342423473683,276,108,3728,76,0.001,,
-64.22950744628906,359.8831168831169,30000,-0.11661272495985031,132509.109375,1.2094202041625977,-9750.841530363636,276,108,3737,77,0.001,,
,,30000,,,,,,,,,,-17675.6606684,525.2
-85.60103607177734,364.45,30520,-0.16136959195137024,13044.533203125,1.2202858924865723,-9647.944757525,264,115,3802,80,0.001,,
