time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/approx_kl
18,292.32,294912,1595,-99682.98416667,184,-10.345654891431332,0.051519775390625,0.2,0.0011,277117216.0,170,397798511.446875,1.3692264556884766,-0.0016179009504412533,0.0,0.0067226905
19,270.88,311296,1683,-99275.78166667,184,-10.472986133396626,0.054449462890625,0.2,0.0011,164118272.0,180,413931048.778125,1.3969930410385132,-0.00263280100425618,0.0,0.0056227595
20,287.38,327680,1770,-98507.64166667,185,-10.599800731986761,0.050653076171875,0.2,0.0011,350899072.0,190,403318157.15,1.4285424947738647,-0.0018248972586661695,0.0,0.00757847
21,322.09,344064,1859,-99141.00666667,185,-10.734681225940585,0.059027099609375,0.2,0.0011,243034464.0,200,384702616.15,1.4574782848358154,-0.0018838615744243726,0.0,0.007351472
22,350.92,360448,1946,-98679.50138889,185,-10.882823971658945,0.098974609375,0.2,0.0011,153924112.0,210,322983860.66679686,1.4981069564819336,-0.0016326467542967294,-1.1920928955078125e-07,0.011397516
23,340.39,376832,2034,-99021.70441920002,185,-11.060308247804642,0.0763427734375,0.2,0.0011,201975984.0,220,334987583.32851565,1.5424003601074219,-0.0005196141712076497,0.0,0.009073108
24,338.32,393216,2122,-99544.83386364,185,-11.198036630824209,0.07318115234375,0.2,0.0011,162373856.0,230,324564857.1796875,1.5785506963729858,-0.0005585586630331818,0.0,0.0076777814
25,336.0,409600,2210,-99419.01777777002,185,-11.331020125746727,0.069512939453125,0.2,0.0011,293504032.0,240,337871936.52617186,1.6146296262741089,-0.001422860327147646,1.1920928955078125e-07,0.0068243826
26,331.02,425984,2298,-98769.56111111,185,-11.50772894769907,0.081842041015625,0.2,0.0011,211665360.0,250,341037154.0582031,1.662773847579956,-0.0010339380656660068,2.384185791015625e-07,0.010907584
27,290.28,442368,2386,-99698.73333333999,185,-11.683613407239317,0.106988525390625,0.2,0.0011,135792000.0,260,329757283.9207031,1.7105493545532227,0.00014333764502225677,0.0,0.011884324
28,295.52,458752,2474,-100342.15416666999,185,-11.827800243347884,0.05986328125,0.2,0.0011,424098176.0,270,418022072.884375,1.7562172412872314,-0.0017905207598232665,-1.1920928955078125e-07,0.006986241
29,301.31,475136,2562,-99608.20224359,185,-12.005456320941448,0.079437255859375,0.2,0.0011,271700960.0,280,352112093.4375,1.807416319847107,-0.0015533971856712015,-1.1920928955078125e-07,0.008969065
30,311.9,491520,2651,-98314.26474359,185,-12.131787552684546,0.05078125,0.2,0.0011,414570080.0,290,395449086.3578125,1.8419125080108643,-0.0021205657869359127,0.0,0.0059288023
31,322.59,507904,2739,-98077.36476190001,185,-12.310478707775474,0.202777099609375,0.2,0.0011,115796968.0,300,312244627.83984375,1.8961477279663086,0.005709037806809647,0.0,0.015159005
32,105.34,524288,2827,-97310.53888889,185,-12.421195843443275,0.3511474609375,0.2,0.0011,137964816.0,310,346401789.359375,1.9263328313827515,0.02357851355591265,0.0,0.06981461
33,144.87,540672,2914,-97971.8625,185,-12.467292783781886,0.021221923828125,0.2,0.0011,418426784.0,320,951370747.59375,1.941336989402771,-0.0024094439129839886,0.0,0.004223479
34,177.43,557056,3001,-97246.60555555999,185,-12.535534841939807,0.035107421875,0.2,0.0011,639112256.0,330,723980441.159375,1.9666907787322998,-0.0021370504664446344,0.0,0.0051384596
35,203.6,573440,3089,-97301.36891414,185,-12.639711888879537,0.03963623046875,0.2,0.0011,363966816.0,340,564270312.696875,2.0049381256103516,-0.0020439125759367017,0.0,0.0052791685
36,199.97,589824,3176,-97581.22530302,185,-12.75072426982224,0.03779296875,0.2,0.0011,207353552.0,350,517987000.75625,2.040494441986084,-0.0020069711177711723,0.0,0.005037917
37,228.29,606208,3264,-99430.36,185,-12.858203607797623,0.040863037109375,0.2,0.0011,451440800.0,360,500577627.0375,2.0791373252868652,-0.00223439230267104,0.0,0.00522881
38,240.87,622592,3352,-99512.73,185,-12.980173352733255,0.04466552734375,0.2,0.0011,358891360.0,370,431572122.8460938,2.1213018894195557,-0.0012692611020611367,0.0,0.0052264663
39,227.08,638976,3440,-97802.41878205999,185,-13.118902330845595,0.046368408203125,0.2,0.0011,421597184.0,380,437394964.5734375,2.177765369415283,-0.002003102427443082,0.0,0.0068876515
40,223.32,655360,3527,-98679.42927044998,185,-13.25693532191217,0.02991943359375,0.2,0.0011,290621632.0,390,485881376.25625,2.2220981121063232,-0.0009541482697386528,0.0,0.0042995177
41,235.76,671744,3617,-98653.46638890001,185,-13.38557308614254,0.05621337890625,0.2,0.0011,437936352.0,400,451034108.89375,2.269576072692871,-0.0008133354347592103,0.0,0.0066982205
42,270.6,688128,3705,-98898.44416667,185,-13.523121068626642,0.068560791015625,0.2,0.0011,262796688.0,410,434124856.42890626,2.322723150253296,-0.0001310549891059054,0.0,0.00905954
43,258.64,704512,3793,-98560.11116162,185,-13.659679331257939,0.15462646484375,0.2,0.0011,110358288.0,420,352271187.36796874,2.3736886978149414,0.0025601757915865164,0.0,0.0123052765
44,264.15,720896,3881,-97720.74116162,185,-13.765314514189958,0.041448974609375,0.2,0.0011,294655904.0,430,402387360.7,2.420883893966675,-0.0013097168779495406,0.0,0.0067822477
45,271.77,737280,3969,-98315.88083333001,185,-13.920141104981303,0.097454833984375,0.2,0.0011,348666720.0,440,375605243.6640625,2.4832911491394043,0.001072948771980009,0.0,0.0076815463
46,266.6,753664,4057,-97799.06581195998,185,-14.055713799595832,0.049658203125,0.2,0.0011,208679600.0,450,386707606.5515625,2.546208381652832,-0.000388052464586508,0.0,0.006533149
47,263.63,770048,4145,-97411.97235958,185,-14.233740416914225,0.125885009765625,0.2,0.0011,236472176.0,460,358261050.8953125,2.614358425140381,0.002118564125703415,0.0,0.01013395
48,255.42,786432,4232,-99321.75357143,185,-14.346267727017402,0.0487548828125,0.2,0.0011,62385700.0,470,397587209.346875,2.6621851921081543,-0.0014688428052977542,0.0,0.00659169
49,249.38,802816,4321,-98598.29993895002,185,-14.488545798137784,0.08546142578125,0.2,0.0011,210550960.0,480,393903667.24921876,2.720592975616455,0.002332188730179041,-1.1920928955078125e-07,0.008380897
50,240.53,819200,4409,-98992.51,185,-14.612599471956491,0.05091552734375,0.2,0.0011,219163520.0,490,394674260.86015624,2.789642095565796,-9.902876736305189e-05,0.0,0.006562928
51,261.98,835584,4496,-98017.84669415,185,-14.755229583382606,0.049609375,0.2,0.0011,396251872.0,500,421454943.278125,2.8567347526550293,0.0002690995843295241,0.0,0.0059515648
52,242.33,851968,4583,-98344.36242064,185,-14.921058262884618,0.14932861328125,0.2,0.0011,350332608.0,510,344827311.2453125,2.929372549057007,0.004016128840885358,0.0,0.014029596
53,219.27,868352,4671,-98164.82589744,185,-15.046645049378276,0.032781982421875,0.2,0.0011,141805760.0,520,417125782.7671875,3.003067970275879,-0.0009287732513257651,0.0,0.0059397286
54,212.45,884736,4758,-97195.98230158,185,-15.207093795388937,0.031207275390625,0.2,0.0011,247465808.0,530,450626826.709375,3.082353115081787,-0.0011239608524192591,0.0,0.0057116505
55,224.54,901120,4846,-97322.85311355001,185,-15.35443472713232,0.031585693359375,0.2,0.0011,258235776.0,540,464694308.453125,3.156723976135254,-0.0012084046467862209,0.0,0.0055364706
56,209.92,917504,4934,-99212.17348485,185,-15.489051731675863,0.037548828125,0.2,0.0011,297265568.0,550,454764852.0484375,3.22370982170105,-0.0016911134100155323,0.0,0.0056079496
57,225.92,933888,5022,-99077.90181624,185,-15.624781026318669,0.032623291015625,0.2,0.0011,265817584.0,560,425679268.1671875,3.3023993968963623,-0.0008711003478310886,0.0,0.0052284542
58,216.84,950272,5110,-98005.20876263,185,-15.759376514330507,0.036407470703125,0.2,0.0011,163037520.0,570,421931987.0953125,3.365077495574951,-0.0004461043523406261,0.0,0.004946885
59,215.37,966656,5197,-97610.22944444,185,-15.873563102260231,0.089813232421875,0.2,0.0011,411993568.0,580,444975692.04375,3.4352359771728516,0.0014763812880119076,0.0,0.006420873
60,218.47,983040,5285,-99401.91833333,185,-16.00075053162873,0.030389404296875,0.2,0.0011,474859712.0,590,461033389.134375,3.5187158584594727,-0.0007564648434708942,0.0,0.005772178
61,246.74,999424,5373,-100263.10027778,185,-16.130025793612003,0.0271728515625,0.2,0.0011,232249552.0,600,449886063.5296875,3.5871424674987793,-0.001066022501072439,0.0,0.004752741
62,200.43,1015808,5460,-99219.32853536001,186,-16.314266534894706,0.136279296875,0.2,0.0011,374313536.0,610,379941282.603125,3.683311939239502,0.00412425851354783,0.0,0.009306636
63,210.11,1032192,5548,-98158.23681624,186,-16.41604171693325,0.029840087890625,0.2,0.0011,463273568.0,620,482400358.44375,3.76810359954834,-0.0008776089216553373,5.960464477539063e-08,0.0048656166
64,234.99,1048576,5635,-98396.76,186,-16.534629150480033,0.05308837890625,0.2,0.0011,365772256.0,630,403443605.3859375,3.8105762004852295,0.00046711379782209405,-1.1920928955078125e-07,0.007353278
65,217.03,1064960,5723,-98448.47841879999,186,-16.614154311269523,0.0296142578125,0.2,0.0011,221352960.0,640,417111501.0484375,3.893827199935913,-0.001010583501556539,-1.1920928955078125e-07,0.0050632125
66,230.39,1081344,5811,-99723.45119658,186,-16.747887764126062,0.0427490234375,0.2,0.0011,129760896.0,650,424516790.628125,3.9698309898376465,-0.00039477872342104093,-1.1920928955078125e-07,0.0062431656
67,206.26,1097728,5900,-100215.46583333,186,-16.875084487348794,0.03271484375,0.2,0.0011,125660512.0,660,428268723.953125,4.063908576965332,-0.0010841626453839126,0.0,0.0052906154
68,218.81,1114112,5987,-97250.52164530002,186,-17.005845237523317,0.0259765625,0.2,0.0011,243030208.0,670,455685620.121875,4.15115213394165,-0.0008326292625497444,0.0,0.004385806
69,222.74,1130496,6075,-100028.90295455,186,-17.16654516607523,0.213861083984375,0.2,0.0011,261342992.0,680,405868297.6890625,4.251155376434326,0.007855643949005753,0.0,0.013675702
70,213.82,1146880,6163,-98392.55997475,186,-17.270072180777788,0.04239501953125,0.2,0.0011,222662128.0,690,423984284.58125,4.342136859893799,0.00025407183602510486,-0.0017455816268920898,0.006362463
71,199.35,1163264,6251,-98737.80888889,186,-17.377429826557638,0.017547607421875,0.2,0.0011,225291648.0,700,433592661.2921875,4.410060882568359,-0.0017703788002108923,0.0,0.0038578808
72,193.33,1179648,6338,-97799.93695886999,186,-17.45029008835554,0.010577392578125,0.2,0.0011,220039120.0,710,466105961.071875,4.458992958068848,-0.0010624005108184065,4.83393669128418e-05,0.002264746
73,183.28,1196032,6427,-98131.07641414001,186,-17.57072149887681,0.027508544921875,0.2,0.0011,401064576.0,720,440945414.471875,4.5560832023620605,-0.0011188994720214395,-0.0006611347198486328,0.0046320953
74,194.35,1212416,6515,-98243.7138889,186,-17.697039110958578,0.025311279296875,0.2,0.0011,316019328.0,730,493200135.428125,4.666074275970459,-0.0015041082131574512,0.0,0.004648649
75,194.42,1228800,6603,-98334.56269841999,186,-17.845032262802125,0.022979736328125,0.2,0.0011,358490560.0,740,460557320.290625,4.791376113891602,-0.0006804800814279588,-1.1920928955078125e-07,0.0049678637
76,201.39,1245184,6691,-98111.65613248998,186,-18.026411148160697,0.037060546875,0.2,0.0011,318185504.0,750,450732919.3046875,4.92780876159668,-0.001221931526924891,-1.1920928955078125e-07,0.007498418
77,202.06,1261568,6779,-98212.10446581,186,-18.189326322823764,0.03751220703125,0.2,0.0011,354907136.0,760,422061673.62421876,5.072264671325684,-0.0005490444431416108,-1.1920928955078125e-07,0.0072856247
78,183.45,1277952,6868,-98854.65777777001,186,-18.34797913953662,0.03624267578125,0.2,0.0011,79764880.0,770,432304490.903125,5.203549861907959,-0.0012895419638880412,0.0,0.005866771
79,198.69,1294336,6956,-99493.12628205,186,-18.493460337072612,0.02930908203125,0.2,0.0011,166121792.0,780,481950394.371875,5.329462051391602,-0.00127959666751849,0.0,0.005444983
80,176.65,1310720,7044,-97425.49166667,186,-18.660979444533588,0.04658203125,0.2,0.0011,195211520.0,790,426249377.4046875,5.484375953674316,-0.00038714909405825895,-1.1920928955078125e-07,0.009242453
81,183.59,1327104,7131,-97182.96044870999,186,-18.8092314183712,0.019189453125,0.2,0.0011,438252224.0,800,497960233.978125,5.612117290496826,-0.0008479185111355036,0.0,0.0043187723
82,177.8,1343488,7219,-98523.61397741002,186,-18.9085087813437,0.004925537109375,0.2,0.0011,269583488.0,810,456526205.5875,5.690784454345703,-0.0008827811616356485,-1.1920928955078125e-07,0.0018013888
83,186.56,1359872,7306,-97497.73750001,186,-19.01866570189595,0.01531982421875,0.2,0.0011,284305312.0,820,483908069.34375,5.820012092590332,-0.0005703082882973831,-0.009792327880859375,0.0038600424
84,197.42,1376256,7394,-96986.33222222999,186,-19.16270367577672,0.017999267578125,0.2,0.0011,387821920.0,830,451197729.984375,5.957962989807129,-0.0002688687631234643,0.0006496906280517578,0.004340982
85,171.34,1392640,7480,-97965.52878788,186,-19.35284913778305,0.17515869140625,0.2,0.0011,386604416.0,840,421802055.48125,6.130026817321777,0.0064745644896902375,-0.006562232971191406,0.012301307
86,172.8,1409024,7569,-99162.79305555999,186,-19.406615106016396,0.0003173828125,0.2,0.0011,203171600.0,850,499671365.534375,6.164213180541992,-0.0006711730691677075,5.960464477539063e-08,0.00042458327
87,160.4,1425408,7657,-97599.62262515,186,-19.495810425281526,0.012835693359375,0.2,0.0011,386208160.0,860,481624946.6484375,6.297101020812988,-0.00046993426858534806,-0.005231738090515137,0.003327254
88,174.27,1441792,7744,-98634.96333333,186,-19.628836318850517,0.0128662109375,0.2,0.0011,319240672.0,870,522061244.359375,6.442805767059326,-0.0005267845650450909,-0.0001329183578491211,0.003530411
89,187.44,1458176,7832,-98411.78910256,186,-19.751156332343818,0.00694580078125,0.2,0.0011,236952192.0,880,472284140.503125,6.5567755699157715,-0.001188542831732775,-0.000247955322265625,0.0022308368
90,177.55,1474560,7920,-97977.49078283,186,-19.837692814320327,0.00313720703125,0.2,0.0011,457408160.0,890,443338597.425,6.655875205993652,-0.0008901147342839977,-0.004415035247802734,0.0016392025
91,175.89,1490944,8007,-97924.00726496,186,-19.90508735179901,0.001336669921875,0.2,0.0011,397135552.0,900,456092816.484375,6.694015026092529,-0.0007396618944767397,-0.0013222694396972656,0.000627668
92,156.13,1507328,8096,-97988.07916667,186,-19.913251236081123,0.0,0.2,0.0011,157524576.0,910,461766071.60625,6.697101593017578,-6.343507211568067e-05,0.011175751686096191,4.2136235e-06
93,180.29,1523712,8184,-97701.99181623998,186,-19.914523646980523,0.0,0.2,0.0011,598352832.0,920,528430227.9125,6.697859764099121,-5.698438326362521e-06,0.024748027324676514,1.5434125e-07
94,191.53,1540096,8272,-98202.00638889,186,-19.9153727337718,0.0,0.2,0.0011,353041792.0,930,438897575.1640625,6.69901180267334,-1.4392880802915898e-05,0.032591164112091064,3.1618038e-07
95,184.49,1556480,8359,-97009.08833333,186,-19.916451596468686,0.0,0.2,0.0011,296165760.0,940,437832761.403125,6.700276851654053,-8.360493484360632e-06,0.047708332538604736,2.982233e-07
96,169.69,1572864,8448,-97195.87138888001,186,-19.91747662127018,0.0,0.2,0.0011,381938976.0,950,458528162.075,6.70118522644043,-6.651344847341534e-06,0.042380690574645996,1.691842e-07
97,185.24,1589248,8536,-97540.19305556,186,-19.91814256608486,0.0,0.2,0.0011,320949856.0,960,468797636.346875,6.701881408691406,-7.650042607565411e-06,0.04492110013961792,2.2109089e-07
98,185.62,1605632,8623,-98131.15423077,186,-19.919327918440104,0.0,0.2,0.0011,356589856.0,970,433301960.65625,6.703807353973389,-1.593365905137034e-05,0.04165726900100708,8.1668986e-07
99,160.63,1622016,8712,-98935.21916667,186,-19.92070358172059,0.0,0.2,0.0011,262442528.0,980,457017545.946875,6.7048492431640625,-3.174385892634746e-06,0.048381686210632324,2.7363785e-07
100,188.7,1638400,8799,-98577.67305556,186,-19.92162755653262,0.0,0.2,0.0011,417285536.0,990,501702389.715625,6.705977439880371,-1.2919811706524342e-05,0.051998257637023926,3.8037615e-07
101,173.08,1654784,8887,-98405.09288463001,186,-19.923052010685204,0.0,0.2,0.0011,180348784.0,1000,434160827.31875,6.708104610443115,-1.0808002843987197e-05,0.0531771183013916,9.662872e-07
102,172.14,1671168,8975,-98105.56235043,186,-19.924677660316227,0.0,0.2,0.0011,271168192.0,1010,469765772.228125,6.709481716156006,-1.0541449228185229e-05,0.044408559799194336,4.698377e-07
103,173.12,1687552,9063,-97944.54861111,186,-19.92628738284111,0.0,0.2,0.0011,259681248.0,1020,472591774.128125,6.711499214172363,-2.081806378555484e-05,0.060269832611083984,2.622237e-06
104,190.36,1703936,9151,-98077.12758545998,186,-19.928106734901668,0.0,0.2,0.0011,243764864.0,1030,464823292.4390625,6.713994026184082,-2.6106041150342208e-05,0.05187791585922241,2.311841e-06
105,183.93,1720320,9239,-97424.00805556,186,-19.93042816221714,0.0,0.2,0.0011,352971840.0,1040,418136416.7625,6.716548919677734,-2.8638685398618692e-05,0.034950077533721924,3.3430006e-06
106,164.57,1736704,9327,-97854.80117520998,186,-19.932743937522172,0.0,0.2,0.0011,417736800.0,1050,447958104.6609375,6.719198226928711,-3.797232548095053e-05,0.06155937910079956,2.2007807e-06
107,177.54,1753088,9415,-99023.17972222,186,-19.935388201475142,0.0,0.2,0.0011,484411104.0,1060,483709157.540625,6.722287178039551,-5.317307895893464e-05,0.06525284051895142,2.336761e-06
108,152.94,1769472,9503,-98217.60348485,186,-19.937894604355098,0.0,0.2,0.0011,227199360.0,1070,438232103.178125,6.724812984466553,-3.072547515330371e-05,0.06227695941925049,2.197925e-06
109,164.02,1785856,9591,-98353.57166666999,186,-19.93982916250825,0.0,0.2,0.0011,312902816.0,1080,521239794.665625,6.726801872253418,-1.167303998954594e-05,0.06689977645874023,8.862917e-07
110,174.16,1802240,9678,-98655.05527777999,186,-19.94209602177143,0.0,0.2,0.0011,435393568.0,1090,478046293.578125,6.729819297790527,-1.985481731026084e-05,0.06034666299819946,1.8535902e-06
111,185.69,1818624,9766,-97715.00808079999,186,-19.94437118396163,0.0,0.2,0.0011,309382144.0,1100,467545521.4625,6.731922149658203,-1.3668252177012618e-05,0.06414574384689331,2.1607957e-06
112,180.86,1835008,9853,-97796.47801282,186,-19.946435468643905,0.0,0.2,0.0011,178291776.0,1110,428609284.26875,6.734563827514648,-1.6383974434575065e-05,0.048703134059906006,2.2241438e-06
113,171.56,1851392,9941,-97169.65375762999,186,-19.948614812642337,0.0,0.2,0.0011,303562528.0,1120,445531471.771875,6.736400604248047,-1.3750683501712047e-05,0.05725783109664917,9.3441486e-07
114,195.88,1867776,10030,-98276.12153846,186,-19.95016266256571,0.0,0.2,0.0011,244321776.0,1130,447493885.746875,6.738034725189209,-3.248592056479538e-05,0.056427180767059326,2.3203465e-06
115,169.02,1884160,10118,-98604.87444444999,186,-19.95193529576063,0.0,0.2,0.0011,190285856.0,1140,411146926.953125,6.7403998374938965,-2.6198486193607095e-05,0.056201279163360596,2.4510045e-06
116,176.68,1900544,10206,-97671.44472223,186,-19.95392249748111,0.0,0.2,0.0011,200962992.0,1150,467916409.6375,6.7424163818359375,-8.346563117811456e-06,0.067288339138031,1.1753327e-06
117,172.25,1916928,10294,-98053.90805555001,186,-19.95658213198185,0.0,0.2,0.0011,341252864.0,1160,437734477.33125,6.747195243835449,-2.1292114797688556e-05,0.04366791248321533,4.4756343e-06
118,174.24,1933312,10382,-97885.48222222,186,-19.96028062775731,0.0,0.2,0.0011,419421632.0,1170,450227382.8375,6.74989128112793,-7.448793803632725e-06,0.05152100324630737,1.399123e-06
119,171.1,1949696,10470,-98385.29873737,186,-19.962515108287334,0.0,0.2,0.0011,339963232.0,1180,444165222.80625,6.752414703369141,-2.668777451617643e-05,0.04727083444595337,1.885961e-06
120,180.48,1966080,10558,-97520.18861111,186,-19.96495347470045,0.0,0.2,0.0011,159023504.0,1190,477861546.228125,6.755303859710693,-2.0069156926183494e-05,0.05485033988952637,2.434659e-06
121,177.83,1982464,10646,-97261.12056333,186,-19.967579095810652,0.0,0.2,0.0011,218220656.0,1200,425591626.6734375,6.7584228515625,-3.4045720894937404e-06,0.05713766813278198,2.7388196e-06
122,180.56,1998848,10733,-97150.92478049001,186,-19.970063447207213,0.0,0.2,0.0011,385468128.0,1210,441270064.23125,6.760682582855225,-1.4675681086373515e-06,0.06182044744491577,2.0774132e-06
123,192.87,2015232,10822,-98233.07333333,186,-19.97270122393966,0.0,0.2,0.0011,351093600.0,1220,449610889.725,6.76447057723999,-3.940055867133196e-05,0.05128198862075806,4.423404e-06
