time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/n_updates,train/policy_objective,train/learning_rate,train/std,train/explained_variance,train/kl_divergence_loss,train/is_line_search_success,train/value_loss
10000,-92074.37713675926,272,36,173.1851851851852,,,,,,,,,
16384,-93398.73322078124,274,59,165.55208333333334,1,,,,,,,,
20000,-92657.46436813999,262,76,183.04,,1,0.020760593935847282,0.0001,1.010122299194336,-2.7418136596679688e-06,0.005590292625129223,1.0,283414876.303125
30000,-91348.44038351,271,110,204.69,,,,,,,,,
32768,-90452.54145493999,272,120,218.82,2,,,,,,,,
40000,-86271.89048423,268,148,245.32,,2,0.017014196142554283,0.0001,1.0009466409683228,-8.225440979003906e-06,0.0025912756100296974,1.0,190161675.88515624
49152,-85397.60842794999,271,181,267.51,3,,,,,,,,
50000,-85498.48303113,265,188,263.82,,3,0.01842411607503891,0.0001,0.9882223010063171,-7.152557373046875e-07,0.002412212546914816,1.0,183858011.48945314
60000,-86203.79153316001,269,222,253.59,,,,,,,,,
65536,-86434.86003634,270,242,246.21,4,,,,,,,,
70000,-85968.6669411,267,261,232.6,,4,0.014748250134289265,0.0001,0.9906156063079834,-3.5762786865234375e-07,0.0021104332990944386,1.0,202534220.2046875
80000,-86844.82753247001,269,296,205.87,,,,,,,,,
81920,-89162.81574676,270,303,205.74,5,,,,,,,,
90000,-89356.7386039,268,334,205.06,,5,0.014837026596069336,0.0001,0.9948055744171143,-9.5367431640625e-07,0.002643223386257887,1.0,243805746.06875
98304,-86613.22604978,270,362,236.59,6,,,,,,,,
100000,-81175.40265844,268,372,244.8,,6,0.01615068130195141,0.0001,0.9923290014266968,-1.430511474609375e-06,0.0026121437549591064,1.0,193297963.7796875
110000,-77608.64015343,270,406,253.65,,,,,,,,,
114688,-77479.66289153001,271,422,255.67,7,,,,,,,,
120000,-76729.86433757999,270,444,252.41,,7,0.021400805562734604,0.0001,0.9881832599639893,0.0,0.003058202099055052,1.0,203713953.7625
130000,-77751.63855639001,272,477,255.29,,,,,,,,,
131072,-77355.66442218,272,480,262.38,8,,,,,,,,
140000,-70356.93407588001,272,513,271.45,,8,0.018821388483047485,0.0001,0.9906171560287476,0.0,0.002492107218131423,1.0,181098704.875
147456,-71608.45646488,273,538,257.76,9,,,,,,,,
150000,-69799.76331887,272,550,258.49,,9,0.020435824990272522,0.0001,0.9972245693206787,5.960464477539063e-08,0.0028751902282238007,1.0,185091672.1703125
160000,-77668.44193945,273,584,247.03,,,,,,,,,
163840,-77399.10775945999,274,596,256.36,10,,,,,,,,
170000,-81401.51316045,273,620,234.81,,10,0.018019575625658035,0.0001,0.9945074319839478,0.0,0.0034344845917075872,1.0,190772488.93125
180000,-80607.3037804,275,654,234.26,,,,,,,,,
180224,-80601.8787804,275,655,233.91,11,,,,,,,,
190000,-80154.99803861999,275,690,231.16,,11,0.01795368641614914,0.0001,0.9943521022796631,0.0,0.003355854656547308,1.0,222290634.45625
196608,-78685.34086525001,276,711,247.15,12,,,,,,,,
200000,-81020.5028663,275,727,247.74,,12,0.019455384463071823,0.0001,0.9904186129570007,0.0,0.002732912078499794,1.0,186552769.26015624
210000,-80927.18980159,276,760,237.45,,,,,,,,,
212992,-80834.15586693,276,770,240.74,13,,,,,,,,
220000,-79618.20891026,276,796,240.57,,13,0.019117100164294243,0.0001,0.9923059344291687,0.0,0.0036271726712584496,1.0,215284942.90625
229376,-78681.73998166001,277,826,261.35,14,,,,,,,,
230000,-78964.81081499,276,832,259.21,,14,0.0195442046970129,0.0001,0.9926354289054871,0.0,0.0036750021390616894,1.0,169867314.20703125
240000,-77566.14668802,277,864,285.52,,,,,,,,,
245760,-75210.08640552999,278,883,280.64,15,,,,,,,,
250000,-75459.86292568,277,900,258.15,,15,0.01917102187871933,0.0001,0.9810007810592651,0.0,0.003369591198861599,1.0,188946088.21015626
