time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
8192,707,48.59,11,-303450.86502135993,1,,,,,,,,,,,
16384,410,44.69,39,-271951.66435074,2,7432506950.4,9.765625e-05,0.9999650120735168,0.2,10,0.0012870119,3350796800.0,4.291534423828125e-06,-12.770289766043424,0.0003,-0.0018722252252700855
24576,361,46.13,68,-284959.82780105004,3,6735551292.4,0.0,0.9997153878211975,0.2,20,0.0011301225,3074689280.0,-1.1920928955078125e-07,-12.769028933346272,0.0003,-0.0016502612201293233
32768,340,41.73,96,-253527.15086181,4,6974598569.2,0.0,0.9996647238731384,0.2,30,0.0014561925,3246252544.0,0.0,-12.767650010436773,0.0003,-0.0021940593680483287
40960,328,45.01,124,-270476.36859872,5,7283282727.2,0.0,0.9995600581169128,0.2,40,0.0005720632,4177143808.0,0.0,-12.7669717207551,0.0003,-0.0009660567840910517
49152,319,39.96,153,-248292.12092754003,6,7101856245.2,0.0,0.9991350173950195,0.2,50,0.0007819545,4235194880.0,5.960464477539063e-08,-12.764580388367175,0.0003,-0.001191835394638474
57344,311,38.28,183,-240393.63393644,7,6869335794.0,0.0,0.9990039467811584,0.2,60,0.0005209608,3319222784.0,0.0,-12.762046381086112,0.0003,-0.0008481130756990751
65536,306,39.38,214,-232525.43355816003,8,6885729072.8,0.0,0.9987559914588928,0.2,70,0.0007139058,3596685824.0,0.0,-12.760335425287485,0.0003,-0.0011434530602855374
73728,302,39.53,243,-232929.15961467,9,6847521014.0,0.0,0.9988093972206116,0.2,80,0.0006477535,3202864640.0,-1.1920928955078125e-07,-12.759422262758017,0.0003,-0.0010866894826904172
81920,298,33.99,274,-206370.61615073,10,6149334905.2,0.0,0.9986792802810669,0.2,90,0.00036168436,3224255488.0,0.0,-12.759154502302408,0.0003,-0.0006780008818168426
90112,296,36.43,304,-219159.21032432996,11,6480247403.2,0.0,0.9986374974250793,0.2,100,0.0002469094,3346523904.0,1.1920928955078125e-07,-12.758317063748837,0.0003,-0.0005654845248500351
98304,294,37.49,334,-237444.84762517991,12,6391509518.8,0.0,0.9986396431922913,0.2,110,0.0011294642,3281335296.0,-1.1920928955078125e-07,-12.75815174728632,0.0003,-0.0015341025835368782
106496,292,38.36,364,-222758.93402105998,13,6582601080.0,0.0,0.9985501170158386,0.2,120,0.0003179012,3532049408.0,0.0,-12.757801466435193,0.0003,-0.0006014779184624786
114688,290,37.65,394,-222055.57171574005,14,6458255599.6,0.0,0.9984747767448425,0.2,130,0.00042253264,3281600000.0,0.0,-12.757079190015792,0.0003,-0.0007973493186000269
122880,289,40.56,424,-240906.11663535997,15,6569042898.4,0.0,0.99837327003479,0.2,140,0.00034796848,2770464256.0,0.0,-12.756194059550761,0.0003,-0.0006901185603055638
131072,287,38.59,455,-235254.2288639,16,6137239605.6,0.0,0.998515784740448,0.2,150,0.0004475537,3452367872.0,-1.1920928955078125e-07,-12.75640353038907,0.0003,-0.0007980833397596143
139264,286,43.38,485,-243953.68753497,17,6606107832.0,0.0,0.9984703063964844,0.2,160,0.00028522406,3086488832.0,0.0,-12.756838442385197,0.0003,-0.0005925346245930996
147456,285,38.3,516,-221797.65615466,18,6290900224.8,0.0,0.998215913772583,0.2,170,0.00038544793,3105902592.0,5.960464477539063e-08,-12.7555249966681,0.0003,-0.0006737769781466341
155648,284,38.33,546,-229370.69897215,19,6129724407.6,0.0,0.9977506995201111,0.2,180,0.00034678273,3138880000.0,5.960464477539063e-08,-12.752319398522378,0.0003,-0.0006788474976929138
163840,284,40.87,576,-236202.01160895996,20,6107487485.6,0.0,0.9975823163986206,0.2,190,0.0003967563,2697518080.0,0.0,-12.749379266053438,0.0003,-0.0007091112121997867
172032,283,35.42,605,-223372.44563799995,21,6298576980.0,0.0,0.9975200295448303,0.2,200,0.0005283315,3044141056.0,0.0,-12.748342517018319,0.0003,-0.0008402762265177444
180224,283,40.95,635,-231824.40130095,22,6298135350.4,0.0,0.9970855712890625,0.2,210,0.0004755764,3212196864.0,-1.1920928955078125e-07,-12.746112383902073,0.0003,-0.0008610493947344367
188416,283,33.05,665,-217350.39744757995,23,6378260496.4,0.0,0.9969660639762878,0.2,220,8.22576e-05,3240871936.0,1.7881393432617188e-07,-12.743622330576182,0.0003,-0.00024667176912771536
196608,282,42.54,695,-235289.29329078,24,6610013403.2,0.0,0.9970381259918213,0.2,230,0.0007487191,3371295232.0,-1.1920928955078125e-07,-12.743393654376268,0.0003,-0.001233034296456026
204800,282,36.21,725,-222636.94757986997,25,6011193696.8,0.0,0.996860921382904,0.2,240,0.00077634666,2858982656.0,-1.1920928955078125e-07,-12.742905674874782,0.0003,-0.001101010221100296
212992,281,41.02,755,-235078.43392907,26,6367265769.6,0.0,0.9963757395744324,0.2,250,0.0011719551,3078556160.0,-1.1920928955078125e-07,-12.739912878721952,0.0003,-0.0016807636391604319
