time/episodes,train/n_updates,train/critic_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/learning_rate,train/ent_coef_loss,time/fps,train/ent_coef
176,5792,15.781993865966797,23272,140,-94252.48673992998,136.46,372.3974304199219,0.0003,-1.605161428451538,165,0.4263487160205841
180,6032,636.4586791992188,24232,146,-94177.65173992999,137.68,378.0601806640625,0.0003,-1.348222017288208,165,0.41070666909217834
184,6285,1237.087158203125,25244,152,-93795.93173992999,142.94,389.85382080078125,0.0003,-0.2173914909362793,165,0.3978087306022644
188,6401,35.993961334228516,25708,155,-93086.26443224,146.15,399.37188720703125,0.0003,-0.6377274990081787,165,0.3931247889995575
192,6688,208.1392364501953,26856,162,-92790.84943224,151.41,405.808837890625,0.0003,-1.1173553466796875,165,0.3820286989212036
196,6952,250.34628295898438,27912,169,-92613.38443224,157.77,413.2708740234375,0.0003,-0.33411383628845215,164,0.3749764859676361
200,7113,419.3066101074219,28556,172,-92665.84276556998,163.28,399.956787109375,0.0003,0.7363806366920471,165,0.3719227910041809
204,7232,676.1444702148438,29032,175,-92255.74133699998,165.29,422.43414306640625,0.0003,0.7449245452880859,165,0.3697190582752228
208,7562,405.84393310546875,30352,183,-92067.416337,169.81,442.5839538574219,0.0003,-0.24687495827674866,165,0.36777010560035706
212,7760,41.61802291870117,31144,188,-91782.65919414001,177.72,466.0942687988281,0.0003,-0.12379276752471924,165,0.36771586537361145
216,7993,630.9148559570312,32076,194,-91585.32586080999,181.03,446.0260925292969,0.0003,0.47200319170951843,165,0.36662429571151733
220,8155,213.7916717529297,32724,197,-91387.13586080998,183.06,453.739013671875,0.0003,0.2808234989643097,165,0.3662882447242737
224,8482,405.7427673339844,34032,205,-91400.94586080998,187.87,469.67730712890625,0.0003,0.159172922372818,165,0.3685460388660431
228,8606,636.6056518554688,34528,209,-91434.02201466,193.86,460.955078125,0.0003,0.4992753565311432,165,0.36825206875801086
232,8835,628.2532348632812,35444,214,-91570.88749085,198.65,457.55517578125,0.0003,-0.741187572479248,165,0.37105098366737366
236,9153,214.94688415527344,36716,221,-91479.42979853999,203.84,500.0023193359375,0.0003,0.2870701551437378,165,0.37715786695480347
240,9359,589.146240234375,37540,226,-91305.32979853998,214.71,469.5373229980469,0.0003,-0.3336014747619629,165,0.37931448221206665
244,9805,252.56332397460938,39324,237,-91104.27979854,219.6,483.1140441894531,0.0003,-0.07481813430786133,165,0.3878941833972931
248,10071,428.09271240234375,40388,244,-91075.64479853999,218.38,488.3318176269531,0.0003,-0.20052719116210938,165,0.3957669138908386
252,10376,440.99664306640625,41608,250,-90664.00979853999,231.8,494.6592712402344,0.0003,-0.27051499485969543,165,0.3963637948036194
256,10777,220.4972686767578,43212,260,-90250.67979853999,237.52,551.2767333984375,0.0003,0.04831802845001221,165,0.40168192982673645
260,11624,990.1126098632812,46600,280,-87681.93336997,255.96,516.8416137695312,0.0003,-1.0223407745361328,166,0.42716097831726074
264,12122,432.5877380371094,48592,292,-88200.34554945998,271.42,579.5692749023438,0.0003,0.43486037850379944,166,0.43476518988609314
268,12504,279.8088073730469,50120,301,-88031.69554946,281.62,559.8299560546875,0.0003,-0.4195788502693176,165,0.44398877024650574
272,13171,414.71142578125,52788,317,-87543.26554946,297.36,573.018798828125,0.0003,0.23964765667915344,166,0.4679688513278961
276,14160,446.2433776855469,56744,341,-84848.05435897998,321.5,680.9660034179688,0.0003,-0.09592104703187943,166,0.4958515763282776
280,14436,601.568603515625,57848,348,-84780.80435897998,336.23,723.61083984375,0.0003,0.7344386577606201,166,0.5122345089912415
284,14830,59.44890213012695,59424,357,-84797.86935897998,340.16,671.708740234375,0.0003,-0.015395864844322205,166,0.5285267233848572
288,15244,38.27229690551758,61080,367,-85175.29128204999,351.13,666.4892578125,0.0003,0.16649717092514038,166,0.5429198145866394
292,15407,48.74938201904297,61732,371,-85448.38128204999,354.05,622.4056396484375,0.0003,0.38409891724586487,166,0.5492501854896545
296,16220,42.399906158447266,64984,390,-85458.71628205,359.99,701.8439331054688,0.0003,-3.9040660858154297,166,0.41255950927734375
300,16479,469.8937072753906,66020,397,-83553.04128204999,375.05,738.234130859375,0.0003,-3.8130924701690674,166,0.3684539794921875
304,16928,39.53383255004883,67816,408,-84122.93771062,380.66,671.675537109375,0.0003,-3.4457616806030273,166,0.31599488854408264
308,17554,242.4230499267578,70320,423,-80959.59424908,392.38,714.8150634765625,0.0003,-3.3482086658477783,166,0.2654091417789459
312,17842,27.38908576965332,71472,430,-80196.67639194,396.46,603.088623046875,0.0003,-5.1299214363098145,166,0.24695216119289398
316,18105,591.4537353515625,72524,436,-80531.17639194,395.98,702.512939453125,0.0003,-2.823672294616699,166,0.23212948441505432
320,18767,231.02157592773438,75172,452,-79592.75639194,409.55,731.334228515625,0.0003,-1.5558069944381714,166,0.2019580453634262
324,19156,36.125572204589844,76728,461,-78578.93869963,426.5,627.46044921875,0.0003,-3.2891435623168945,166,0.1860930621623993
328,19583,66.19343566894531,78436,471,-77706.62869962999,433.06,709.3068237304688,0.0003,-1.0367763042449951,166,0.17158903181552887
332,20196,262.2486267089844,80888,486,-77536.38869963,442.91,988.018310546875,0.0003,-0.3694375455379486,166,0.15878063440322876
336,20451,86.83683013916016,81908,492,-76702.93869963,455.66,880.5824584960938,0.0003,-0.6186345815658569,166,0.15398715436458588
340,20716,63.4766731262207,82968,499,-76787.33084248999,449.34,836.8800048828125,0.0003,-0.11689651012420654,166,0.14982761442661285
344,21025,114.35472869873047,84204,506,-76760.27584249,452.01,788.5672607421875,0.0003,0.8494294881820679,166,0.14646326005458832
348,21508,257.4212951660156,86136,518,-76396.43199633999,462.56,855.3809204101562,0.0003,-1.4572898149490356,166,0.14473333954811096
352,21644,237.34068298339844,86680,521,-76609.17199634001,451.04,701.5543212890625,0.0003,-1.013434648513794,166,0.14488205313682556
356,22087,422.2632751464844,88452,531,-76850.29199634,449.46,706.9285278320312,0.0003,-0.9759836792945862,166,0.14558075368404388
360,22604,91.92471313476562,90520,544,-79126.7457326,439.34,1078.3624267578125,0.0003,1.306477665901184,166,0.14378710091114044
364,22966,679.9008178710938,91968,552,-77403.84406593001,429.45,967.4873046875,0.0003,1.258122444152832,166,0.14540043473243713
368,23145,73.57107543945312,92684,556,-77279.12906593,420.15,656.14404296875,0.0003,-3.187396764755249,166,0.14685268700122833
372,23350,402.212890625,93504,561,-76776.51406593001,408.81,1005.845947265625,0.0003,4.489067554473877,166,0.14808104932308197
376,23508,554.9884643554688,94136,565,-79247.81406593001,380.79,1181.8583984375,0.0003,3.560145854949951,166,0.14951466023921967
380,23557,257.77166748046875,94332,566,-79070.01906593,360.68,892.6049194335938,0.0003,-2.5998623371124268,166,0.15024937689304352
384,23651,117.75236511230469,94708,568,-77934.57906593001,358.44,940.9107666015625,0.0003,3.70896315574646,166,0.1514958143234253
388,23720,343.9877624511719,94984,570,-77845.54445055,342.74,1091.972900390625,0.0003,1.3386765718460083,166,0.1558079868555069
392,23775,344.4835510253906,95204,571,-77454.86945055,334.17,1131.904541015625,0.0003,3.857851982116699,166,0.15728799998760223
396,23840,454.2740173339844,95464,572,-77597.18445055,319.75,850.149169921875,0.0003,-0.02466687560081482,166,0.15785177052021027
400,23869,88.94275665283203,95580,573,-79432.21252747001,297.05,839.124267578125,0.0003,-0.3984658718109131,166,0.157995343208313
404,23943,78.09352111816406,95876,575,-79253.91252746999,287.14,764.6224365234375,0.0003,-0.07563918828964233,166,0.15843769907951355
408,23998,433.9737243652344,96096,576,-82391.38598901,269.84,841.4315795898438,0.0003,-1.3503239154815674,166,0.1587844341993332
412,24046,88.19461059570312,96288,577,-83713.71098901,254.8,746.1047973632812,0.0003,-1.5213334560394287,166,0.15814881026744843
416,24095,761.8157348632812,96484,578,-83760.21098901,249.45,1153.5655517578125,0.0003,0.684090793132782,166,0.1586509495973587
420,24140,453.8443298339844,96664,579,-85149.90598901,229.0,840.6870727539062,0.0003,0.07109984755516052,166,0.15881550312042236
424,24174,103.902099609375,96800,580,-86234.85368131999,206.47,1121.791748046875,0.0003,1.9934368133544922,166,0.1589885652065277
428,24203,289.4962158203125,96916,581,-87455.30368131999,190.68,934.3836059570312,0.0003,-0.20570066571235657,166,0.15903018414974213
432,24231,457.233154296875,97028,582,-87776.94368131999,173.9,926.2001953125,0.0003,0.5811670422554016,166,0.1593221127986908
436,24263,242.2669677734375,97156,582,-88986.36868131999,153.43,754.9284057617188,0.0003,0.20094755291938782,166,0.15981215238571167
440,24289,697.88037109375,97260,583,-89451.35153845999,144.87,1037.420166015625,0.0003,1.3545795679092407,166,0.16010218858718872
444,24316,879.7757568359375,97368,584,-89851.08153846,132.71,1245.1763916015625,0.0003,2.283874988555908,166,0.1604922115802765
448,24351,260.48748779296875,97508,585,-90592.43538461,116.58,899.4252319335938,0.0003,-0.036091387271881104,166,0.1609676629304886
452,24372,617.2211303710938,97592,585,-90954.18038461,108.46,642.4395751953125,0.0003,-1.7844566106796265,166,0.16151244938373566
456,24398,215.93560791015625,97696,586,-91186.09038461,100.29,974.6544189453125,0.0003,-2.221466302871704,166,0.1618443876504898
460,24437,832.9177856445312,97852,587,-91628.28307692,83.99,899.3701171875,0.0003,1.0523309707641602,166,0.16241954267024994
464,24482,507.883056640625,98032,588,-93280.21807691999,66.23,1111.1444091796875,0.0003,0.484496146440506,166,0.16367267072200775
468,24526,269.91937255859375,98208,589,-93660.53307692,63.59,778.3773803710938,0.0003,-0.34902751445770264,166,0.16511106491088867
472,24569,329.130615234375,98380,590,-95112.54807692,49.88,1086.25146484375,0.0003,1.0714374780654907,166,0.1661808043718338
476,24613,101.1451416015625,98556,591,-95703.38307691998,47.29,930.634765625,0.0003,0.9015862941741943,166,0.1670048087835312
480,24659,90.81256866455078,98740,592,-96290.90307691999,45.69,941.7520751953125,0.0003,-0.22740629315376282,166,0.16836223006248474
484,24688,116.01932525634766,98856,593,-97668.10307691999,36.23,1118.427734375,0.0003,-0.2600981593132019,166,0.168769970536232
488,24732,173.65354919433594,99032,594,-98062.38307691998,35.05,844.276611328125,0.0003,2.23717999458313,166,0.16933389008045197
492,24781,65.49658203125,99228,595,-98553.88307691998,33.2,731.6168212890625,0.0003,-2.99318790435791,166,0.1707725077867508
496,24888,130.201171875,99656,598,-97964.12307691999,34.92,1007.0108642578125,0.0003,0.6464430093765259,166,0.17328445613384247
500,24990,641.2258911132812,100064,600,-96502.14714285999,44.13,1002.8031616210938,0.0003,1.520078420639038,166,0.17667029798030853
504,25136,116.41244506835938,100648,604,-96112.04714286,47.18,1243.0726318359375,0.0003,1.2626841068267822,166,0.18250729143619537
508,25218,678.4652709960938,100976,606,-95821.45714285999,49.38,1034.3673095703125,0.0003,1.288367748260498,166,0.18554729223251343
512,25315,125.4491195678711,101364,608,-95434.63214285999,52.04,1128.80029296875,0.0003,2.149702787399292,166,0.18994571268558502
516,25424,313.4868469238281,101800,611,-95049.50714285999,55.68,1098.0189208984375,0.0003,1.274275779724121,166,0.19345669448375702
520,25522,521.8543701171875,102192,613,-94562.69214285999,59.24,983.0594482421875,0.0003,-1.245314598083496,166,0.19667841494083405
524,25654,412.54962158203125,102720,616,-94372.78714285999,61.3,1006.3338623046875,0.0003,0.6906402111053467,166,0.1989668756723404
528,25782,127.62609100341797,103232,619,-93988.58714286,65.19,1170.8203125,0.0003,0.40578824281692505,166,0.20017316937446594
532,26059,290.47216796875,104340,626,-93826.38714286,70.02,1047.9501953125,0.0003,1.0510053634643555,166,0.2029978632926941
536,26397,81.46672821044922,105692,634,-93769.68714286,74.92,842.72021484375,0.0003,-1.6934250593185425,166,0.20324711501598358
540,26604,454.1926574707031,106520,640,-93614.33714286,86.45,885.2227172851562,0.0003,-0.9773724675178528,166,0.20299164950847626
544,27040,105.7406234741211,108264,650,-92384.86214286,103.97,1039.1015625,0.0003,-0.17431479692459106,166,0.19914162158966064
548,27691,390.4977111816406,110868,667,-92568.36214286,122.32,1267.87158203125,0.0003,1.1761159896850586,166,0.19874797761440277
552,28405,406.183837890625,113724,685,-90785.91214285999,157.19,1007.5076293945312,0.0003,-0.6398593783378601,166,0.21305060386657715
556,28872,686.35888671875,115592,696,-89965.21214286,175.11,1601.3184814453125,0.0003,-0.138716459274292,165,0.21343593299388885
560,29676,860.4928588867188,118808,716,-89182.41214285999,196.82,1676.6099853515625,0.0003,1.4689058065414429,165,0.21343423426151276
564,30676,88.25297546386719,122808,741,-85573.71214286,235.91,1072.3045654296875,0.0003,1.3215689659118652,165,0.223176971077919
568,31270,277.63897705078125,125184,755,-82792.41214285999,267.75,1154.1807861328125,0.0003,-0.847099781036377,165,0.23000894486904144
572,32023,868.333984375,128196,774,-81426.91714286,289.17,915.3908081054688,0.0003,-0.3398669958114624,165,0.22743281722068787
576,32572,146.9865264892578,130392,787,-80416.16714286,313.86,1644.699951171875,0.0003,0.06337893009185791,165,0.23048630356788635
580,32959,518.8285522460938,131940,796,-80180.86714285999,323.96,1593.9720458984375,0.0003,1.3705514669418335,165,0.2325432151556015
584,33381,457.4814147949219,133628,806,-77897.39214286,348.96,929.5741577148438,0.0003,-0.7371937036514282,165,0.23108217120170593
588,33822,277.35546875,135392,817,-77464.73714286,360.3,1280.590087890625,0.0003,0.6533069610595703,165,0.2283952683210373
592,34034,309.21075439453125,136240,822,-76016.97406594,376.37,1538.947509765625,0.0003,-0.738676905632019,165,0.22854848206043243
596,34382,144.28065490722656,137632,830,-76446.71406594,385.09,1422.781494140625,0.0003,0.8197598457336426,165,0.22931191325187683
600,34539,297.62847900390625,138260,834,-77742.47858975001,380.03,1117.402587890625,0.0003,-0.9157428741455078,165,0.23109634220600128
604,35214,684.7674560546875,140960,850,-77870.65358975,391.1,1553.872314453125,0.0003,0.3617393970489502,165,0.24733756482601166
608,35697,476.9161071777344,142892,862,-77151.78858975,409.39,1038.3275146484375,0.0003,0.18264323472976685,165,0.24846459925174713
612,36317,157.34100341796875,145372,877,-76019.75192308,428.55,1554.086669921875,0.0003,0.5251729488372803,165,0.2479335069656372
616,36889,112.5088882446289,147660,890,-73890.25692308,451.55,1197.447265625,0.0003,-0.9182045459747314,165,0.24652062356472015
620,37577,248.52108764648438,150412,907,-73049.02192308,467.74,1049.8048095703125,0.0003,-0.9397357702255249,165,0.25796380639076233
624,37889,319.056640625,151660,914,-72222.53442308,479.64,1465.803466796875,0.0003,0.03826427459716797,165,0.2676554024219513
628,38295,516.429443359375,153284,925,-71499.95942308,491.87,1838.3035888671875,0.0003,1.3613862991333008,165,0.28296929597854614
632,38598,271.19464111328125,154496,932,-71533.47192308,496.42,972.0487060546875,0.0003,0.41850706934928894,165,0.3019815981388092
636,38889,312.1507568359375,155660,940,-70557.83442308,508.81,1404.242431640625,0.0003,1.3571888208389282,165,0.31844574213027954
640,39165,327.1883850097656,156764,946,-70644.38442307999,500.68,1414.315673828125,0.0003,0.9908769130706787,165,0.3306617736816406
644,39548,163.95359802246094,158296,956,-70770.63442307999,504.78,1833.3236083984375,0.0003,-0.1420128345489502,165,0.35908451676368713
648,39941,275.0835876464844,159868,966,-70537.37192307999,492.04,3602.25634765625,0.0003,1.2851996421813965,165,0.38375961780548096
652,40065,767.5620727539062,160364,969,-72163.65942308,466.48,2400.513427734375,0.0003,1.2879533767700195,165,0.39191722869873047
656,40149,286.8694152832031,160700,971,-72997.45942308,449.87,2129.05615234375,0.0003,0.38252273201942444,165,0.3968791961669922
660,40205,341.4203796386719,160924,972,-73793.45942308,429.48,1422.9683837890625,0.0003,-1.1500085592269897,165,0.3992445468902588
664,40256,339.756103515625,161128,973,-76506.55942307999,400.82,2107.11474609375,0.0003,0.2673149108886719,165,0.4010922908782959
668,40299,339.4391174316406,161300,974,-79299.25942307999,370.12,1750.17724609375,0.0003,-0.22856086492538452,165,0.4037843346595764
672,40364,193.31222534179688,161560,975,-80676.15442307999,349.84,2176.94384765625,0.0003,0.311209499835968,165,0.40549948811531067
676,40421,633.2237548828125,161788,977,-81897.84442308,325.3,2588.09326171875,0.0003,0.7761923670768738,165,0.40945154428482056
680,40502,311.2322998046875,162112,979,-82160.04442307999,317.89,1659.2955322265625,0.0003,-0.2923549711704254,165,0.4135092496871948
684,40565,407.898193359375,162364,980,-84652.23942308,293.33,2829.46240234375,0.0003,0.47325435280799866,165,0.4156527519226074
688,40618,550.1211547851562,162576,982,-85093.79442307999,282.88,2183.247314453125,0.0003,0.6986896395683289,165,0.41822269558906555
692,40696,330.3197937011719,162888,984,-86551.6575,267.82,1385.2955322265625,0.0003,-0.8907749652862549,165,0.42050594091415405
696,40774,245.4264678955078,163200,986,-86928.8175,258.47,2934.073974609375,0.0003,1.2254287004470825,165,0.42130106687545776
700,40918,206.90895080566406,163776,989,-87404.92583333001,253.53,2806.060546875,0.0003,-0.19156396389007568,165,0.42260387539863586
704,41107,229.4972381591797,164532,994,-87903.16833333,243.31,2870.708740234375,0.0003,1.0998715162277222,165,0.4238349199295044
708,41259,288.0152282714844,165140,997,-89228.04333333,223.65,1284.032958984375,0.0003,-0.43314552307128906,165,0.4279712438583374
712,41778,164.37557983398438,167216,1010,-89711.08,213.26,1470.836669921875,0.0003,-0.7629836201667786,165,0.4466722011566162
716,42341,213.57315063476562,169468,1024,-89450.425,220.18,3198.53662109375,0.0003,1.1442266702651978,165,0.45339158177375793
720,42836,199.03652954101562,171448,1036,-89965.775,219.15,2469.99267578125,0.0003,0.08138212561607361,165,0.4673709571361542
724,43515,215.9902801513672,174164,1053,-91395.5875,224.74,2978.2109375,0.0003,0.24889996647834778,165,0.46465232968330383
728,43807,251.19622802734375,175332,1060,-91697.5625,228.13,3390.288818359375,0.0003,0.6623517274856567,165,0.4653182625770569
732,43955,225.87445068359375,175924,1064,-91866.55,222.78,2430.77685546875,0.0003,-0.03023451566696167,165,0.4645944833755493
736,44140,409.97625732421875,176664,1068,-92964.6875,212.07,5660.375,0.0003,0.7942334413528442,165,0.46378475427627563
740,44479,587.2905883789062,178020,1077,-93140.8875,219.41,3203.466796875,0.0003,-0.2260977029800415,165,0.46622970700263977
744,44908,390.78704833984375,179736,1088,-94283.6,212.22,2498.661376953125,0.0003,-0.4709167182445526,165,0.47396746277809143
748,45351,526.9722900390625,181508,1099,-94521.8625,225.46,2504.513671875,0.0003,0.03799249231815338,165,0.4660769999027252
752,46067,500.43316650390625,184372,1117,-94663.65,235.41,2690.65283203125,0.0003,0.14750608801841736,165,0.4664378762245178
756,46722,542.8281860351562,186992,1133,-93850.425,265.12,1370.489013671875,0.0003,-0.6006977558135986,165,0.4709884524345398
760,47256,412.4779968261719,189128,1146,-93778.2,279.53,3118.931396484375,0.0003,-0.021891504526138306,164,0.48772498965263367
764,48142,515.648193359375,192672,1167,-92616.325,300.42,1944.593994140625,0.0003,-0.5875983834266663,165,0.5005492568016052
768,49106,451.541259765625,196528,1191,-91742.975,335.79,4211.20703125,0.0003,0.5478973388671875,164,0.49273666739463806
772,49886,118.98731231689453,199648,1210,-91308.595,360.55,1448.024658203125,0.0003,-0.42754510045051575,164,0.5034149289131165
776,50506,549.1463012695312,202128,1225,-88002.6,391.9,2169.53173828125,0.0003,-0.15526849031448364,164,0.5138276815414429
780,51121,444.60626220703125,204588,1240,-87732.75,416.18,3397.95361328125,0.0003,0.4301813542842865,164,0.5221812129020691
784,51929,631.7076416015625,207820,1260,-85384.785,443.43,3109.380859375,0.0003,0.38369837403297424,164,0.5217055678367615
788,52732,420.7490234375,211032,1279,-84116.235,469.54,2949.410400390625,0.0003,0.35090142488479614,164,0.5238918662071228
792,53194,638.5729370117188,212880,1290,-82823.685,493.58,3020.90869140625,0.0003,0.4717234671115875,164,0.5297225713729858
796,53673,337.2527160644531,214796,1302,-82488.735,507.06,1868.5894775390625,0.0003,0.13479265570640564,164,0.5461636781692505
800,54041,448.2900695800781,216268,1311,-82060.475,524.82,1946.489501953125,0.0003,0.08546553552150726,164,0.5521306395530701
804,54635,268.8869323730469,218644,1325,-81688.7175,531.02,1570.6871337890625,0.0003,-0.35109737515449524,164,0.5722914338111877
808,55165,240.7069549560547,220764,1338,-80265.0125,551.45,3273.982421875,0.0003,0.2330951988697052,164,0.5794036388397217
812,55440,185.86126708984375,221864,1345,-81000.9625,559.85,2612.49853515625,0.0003,0.16608241200447083,164,0.580441415309906
816,56024,355.01934814453125,224200,1359,-83358.6925,541.9,1981.43798828125,0.0003,0.23108384013175964,164,0.5954339504241943
820,56634,371.6749267578125,226640,1374,-82579.55178570999,550.26,2742.16943359375,0.0003,0.07926709204912186,164,0.6140369176864624
824,56943,154.1139373779297,227876,1382,-82161.44178570999,542.53,1529.351318359375,0.0003,0.0972106009721756,164,0.6151629686355591
828,57330,489.39288330078125,229424,1392,-83055.34178571,531.93,994.0881958007812,0.0003,-0.46500730514526367,164,0.6299577951431274
832,57862,503.8390197753906,231552,1405,-82086.64178571,547.96,1489.75927734375,0.0003,-0.4129469394683838,164,0.6495715975761414
836,58267,96.6519546508789,233172,1415,-82151.54178571,554.45,789.4033813476562,0.0003,-0.1936461627483368,164,0.6643876433372498
840,58956,354.81402587890625,235928,1432,-81250.34178571,564.32,1203.09033203125,0.0003,0.19409553706645966,164,0.7118086814880371
844,59213,306.5937805175781,236956,1438,-80282.00428570999,567.67,1009.9962158203125,0.0003,-0.4105411767959595,164,0.7266417741775513
848,59427,147.53150939941406,237812,1443,-79232.40428571,562.7,988.1220703125,0.0003,0.30999162793159485,164,0.7458570003509521
852,59773,520.6504516601562,239196,1452,-79261.67928571,555.0,1141.6751708984375,0.0003,-0.030720286071300507,164,0.7887124419212341
856,60101,184.42726135253906,240508,1460,-79979.34178571,536.32,1743.6175537109375,0.0003,0.14029796421527863,164,0.8439248204231262
860,60191,359.7030944824219,240868,1462,-80012.16678571,527.97,1271.7061767578125,0.0003,0.0397985614836216,164,0.857100248336792
864,60286,541.2656860351562,241248,1465,-82097.94178570999,499.48,765.23974609375,0.0003,0.05987896770238876,164,0.877307653427124
