rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/is_line_search_success,train/policy_objective,train/kl_divergence_loss,train/n_updates,train/explained_variance,train/std,train/value_loss,train/learning_rate
-96636.53916211476,1,8192,537,15,128.327868852459,,,,,,,,
-96007.27083334,2,16384,508,32,135.8,1.0,0.029421743005514145,0.005357061978429556,1,-4.0531158447265625e-06,0.99725741147995,638723497.85,0.001
-95809.69166668,3,24576,500,49,151.34,1.0,0.019499292597174644,0.0034109726548194885,2,-1.1920928955078125e-07,0.9964184761047363,589998089.45,0.001
-97257.2375,4,32768,494,66,160.56,1.0,0.02204541489481926,0.003247875487431884,3,-1.1920928955078125e-07,0.9918121099472046,554784928.525,0.001
-97352.08178571,5,40960,493,83,183.7,1.0,0.02001463621854782,0.0032664090394973755,4,-3.5762786865234375e-07,1.001064658164978,523407412.4375,0.001
-96708.51345238001,6,49152,492,99,203.34,1.0,0.022706523537635803,0.0026339355390518904,5,-2.384185791015625e-07,0.9881290793418884,370648833.175,0.001
-95912.07333333,7,57344,491,116,223.51,1.0,0.02587641216814518,0.0040167104452848434,6,0.0,0.9939903020858765,425486480.7625,0.001
-96396.81249999002,8,65536,491,133,223.38,1.0,0.024302611127495766,0.004164473153650761,7,0.0,1.0104625225067139,386089114.725,0.001
-95551.37083332,9,73728,491,149,230.1,1.0,0.023919954895973206,0.004165679216384888,8,0.0,1.0046135187149048,343828230.38125,0.001
-95284.31666664999,10,81920,492,166,241.26,1.0,0.02239365503191948,0.004852233454585075,9,0.0,0.9974473714828491,369340260.9,0.001
-94035.84166666001,11,90112,492,183,241.36,1.0,0.02672695741057396,0.003797423094511032,10,0.0,0.9940909147262573,332138124.5,0.001
-93913.4375,12,98304,492,199,251.63,1.0,0.023654356598854065,0.003809817833825946,11,1.1920928955078125e-07,0.9997908473014832,352036852.8625,0.001
-93204.81510102,13,106496,493,216,251.26,1.0,0.023116126656532288,0.0033667839597910643,12,0.0,0.9968306422233582,335257713.175,0.001
-94307.52760100999,14,114688,493,232,247.55,1.0,0.025348253548145294,0.004769055172801018,13,0.0,0.9957277178764343,344635460.025,0.001
-94618.13982322998,15,122880,494,248,259.05,1.0,0.02298029325902462,0.0043756961822509766,14,-1.1920928955078125e-07,0.9858475923538208,334942715.6375,0.001
-94562.29305555,16,131072,494,265,278.63,1.0,0.02432321384549141,0.0038791324477642775,15,-1.1920928955078125e-07,0.9890598058700562,290537603.675,0.001
-94087.24519841,17,139264,494,281,265.75,1.0,0.021543189883232117,0.004652027972042561,16,5.960464477539063e-08,0.9787811040878296,283410931.11875,0.001
-93204.20880952,18,147456,494,298,268.19,1.0,0.022498875856399536,0.004434855654835701,17,0.0,0.9832295775413513,385325904.575,0.001
-93579.33630952,19,155648,495,314,275.74,1.0,0.02461778186261654,0.0029488527216017246,18,0.0,0.994849681854248,271006114.26875,0.001
-91420.25804029,20,163840,495,330,301.29,1.0,0.022461045533418655,0.004756370093673468,19,5.960464477539063e-08,0.9857387542724609,250170001.703125,0.001
-90760.17061965998,21,172032,496,346,323.87,1.0,0.02716815657913685,0.004723679274320602,20,0.0,0.9737281203269958,269753920.4625,0.001
-90515.21609586,22,180224,496,362,331.04,1.0,0.02720152959227562,0.003968982025980949,21,0.0,0.9675488471984863,227790033.53125,0.001
-89212.36447247,23,188416,497,378,362.55,1.0,0.026693258434534073,0.005023768171668053,22,1.7583370208740234e-05,0.9517108798027039,215823505.7875,0.001
-91340.99940837,24,196608,497,395,364.8,1.0,0.023404546082019806,0.003982385620474815,23,-1.1920928955078125e-07,0.9465455412864685,207196178.625,0.001
-92289.3541306,25,204800,496,412,390.22,1.0,0.01857157237827778,0.005120015703141689,24,1.7881393432617188e-07,0.948369026184082,207330490.43125,0.001
-92200.61940837,26,212992,496,429,403.59,1.0,0.01853560470044613,0.0035949344746768475,25,-1.1920928955078125e-07,0.9510515928268433,210498630.0984375,0.001
-92613.02809883001,27,221184,496,445,423.4,1.0,0.022000284865498543,0.0043638525530695915,26,1.7881393432617188e-07,0.940151572227478,165483543.2515625,0.001
-93139.11067459,28,229376,496,462,426.66,1.0,0.027306513860821724,0.004506229422986507,27,-1.1920928955078125e-07,0.9450709819793701,184400038.903125,0.001
-91800.22400793001,29,237568,496,478,446.03,1.0,0.02303888276219368,0.004517658613622189,28,0.0,0.9541952013969421,158747781.28671876,0.001
-87050.16949937001,30,245760,496,494,450.95,1.0,0.022438859567046165,0.004557279869914055,29,0.0,0.9569875001907349,156268942.14609376,0.001
-85098.07549144,31,253952,496,511,479.63,1.0,0.02646651677787304,0.004096360877156258,30,0.0,0.9582569599151611,157078354.67578125,0.001
-85881.45465810999,32,262144,496,527,477.38,1.0,0.014190707355737686,0.0047063073143363,31,1.1920928955078125e-07,0.9515923261642456,166131627.04375,0.001
-85287.01299146,33,270336,497,543,476.12,1.0,0.023113027215003967,0.004748235456645489,32,0.0,0.9531351923942566,154913146.27578124,0.001
-85523.03203906999,34,278528,497,560,461.85,1.0,0.022390713915228844,0.004378029610961676,33,-1.1920928955078125e-07,0.9448248744010925,192298069.0609375,0.001
-87759.5828083,35,286720,497,576,477.11,1.0,0.025303257629275322,0.004637011326849461,34,5.960464477539063e-08,0.9325745105743408,194670948.146875,0.001
-84972.07757326,36,294912,497,592,502.23,1.0,0.025033095851540565,0.004354046192020178,35,5.960464477539063e-08,0.9454061388969421,114336598.8046875,0.001
-82749.74136362999,37,303104,498,608,488.49,1.0,0.02109462022781372,0.00414078077301383,36,0.0031138062477111816,0.9436063170433044,81736886.03808594,0.001
-81509.31719696999,38,311296,498,624,488.92,1.0,0.029751194640994072,0.004608435090631247,37,0.008425712585449219,0.9412602186203003,182807381.6296875,0.001
-77625.12969697,39,319488,498,640,514.97,1.0,0.027605727314949036,0.004953927360475063,38,0.0015237927436828613,0.9267683029174805,155306687.76171875,0.001
-74308.42191919,40,327680,499,656,545.81,1.0,0.024060774594545364,0.004041825421154499,39,0.0004038810729980469,0.9404508471488953,62364254.068408206,0.001
-71673.15230382,41,335872,499,672,564.32,1.0,0.032973431050777435,0.004769577644765377,40,0.00011420249938964844,0.9346875548362732,124307054.4265625,0.001
-71810.37082946001,42,344064,499,688,554.02,1.0,0.024281419813632965,0.004280379973351955,41,9.298324584960938e-06,0.9324442744255066,147610555.9046875,0.001
-75951.72538462999,43,352256,499,705,534.34,1.0,0.018948905169963837,0.0055482289753854275,42,0.00021755695343017578,0.9353545904159546,111288248.625,0.001
-74345.24594019,44,360448,499,721,550.39,1.0,0.02536780759692192,0.005457322113215923,43,0.0006232857704162598,0.9305383563041687,184180223.6375,0.001
-73327.81010686,45,368640,499,738,566.77,1.0,0.02161087468266487,0.00484835309907794,44,-0.001298069953918457,0.9240164160728455,112015712.79570313,0.001
-74230.78927352,46,376832,499,754,561.99,1.0,0.021881073713302612,0.004302928224205971,45,4.2319297790527344e-05,0.9208636283874512,81673839.27412109,0.001
-72472.75333335,47,385024,499,770,560.67,1.0,0.019610054790973663,0.004379268269985914,46,0.0,0.9080520868301392,81460286.83398438,0.001
-72208.55659092,48,393216,499,786,575.98,1.0,0.024612898007035255,0.006372728850692511,47,3.93986701965332e-05,0.900377631187439,102562460.63955078,0.001
-70192.09953965001,49,401408,499,803,598.39,1.0,0.019003072753548622,0.0048559242859482765,48,-0.008328795433044434,0.9004108309745789,71339083.77109376,0.001
-67542.43287297999,50,409600,499,819,611.93,1.0,0.0213920958340168,0.004243435338139534,49,-1.1920928955078125e-07,0.9015240669250488,82414823.13476562,0.001
-63893.98787298,51,417792,499,836,633.02,1.0,0.01538805104792118,0.003160200547426939,50,0.0,0.8999161720275879,40910313.90150146,0.001
-63126.97889862,52,425984,499,852,666.29,1.0,0.02971121296286583,0.005224722903221846,51,-2.384185791015625e-07,0.9018028974533081,91471341.13164063,0.001
-60143.95449385,53,434176,499,869,676.82,1.0,0.02522798627614975,0.004235710948705673,52,-1.1205673217773438e-05,0.896929144859314,91013296.74296875,0.001
-62220.0225494,54,442368,499,885,665.29,1.0,0.0200637299567461,0.004663996398448944,53,0.0,0.8963520526885986,71796229.46035156,0.001
-59805.60441753,55,450560,499,901,676.94,1.0,0.018922820687294006,0.0049294838681817055,54,0.0,0.8946640491485596,90980613.81855468,0.001
-54574.556993289996,56,458752,499,917,701.16,1.0,0.022557169198989868,0.00434521958231926,55,-3.5762786865234375e-07,0.8921159505844116,42461458.44345703,0.001
-55912.10282662001,57,466944,500,933,685.24,1.0,0.02469659224152565,0.0056506069377064705,56,-1.1920928955078125e-07,0.889276385307312,70211212.5756836,0.001
-57523.933659940005,58,475136,500,950,689.27,1.0,0.018893707543611526,0.004522460978478193,57,0.0,0.8829764723777771,62179103.396679685,0.001
-55742.22532661,59,483328,500,966,695.05,1.0,0.025207605212926865,0.005109079647809267,58,0.0,0.8839902877807617,70917889.45253906,0.001
-50735.073531730006,60,491520,500,982,703.18,1.0,0.01462964341044426,0.0029783863574266434,59,1.7881393432617188e-07,0.8831601142883301,51489610.202783205,0.001
-52225.34917275,61,499712,500,999,690.64,1.0,0.02424742467701435,0.004894719924777746,60,-0.00014293193817138672,0.8781468868255615,40438808.62010498,0.001
-51005.76802196,62,507904,499,1016,713.89,1.0,0.023064453154802322,0.004381752572953701,61,0.0007379651069641113,0.8749585151672363,70451428.21625976,0.001
-49163.18968863,63,516096,499,1032,740.39,1.0,0.023031219840049744,0.0068498700857162476,62,0.00013017654418945312,0.8806180953979492,71075906.78413086,0.001
-50099.62615383,64,524288,499,1049,751.91,1.0,0.02355019375681877,0.005885927006602287,63,-3.5762786865234375e-07,0.8836636543273926,41285913.261376955,0.001
-49688.266987159994,65,532480,499,1065,760.97,1.0,0.022821791470050812,0.005160853732377291,64,-2.2649765014648438e-06,0.8866828680038452,40627829.7064331,0.001
-54337.66067403,66,540672,499,1082,745.11,1.0,0.01657506264746189,0.0044112917967140675,65,1.8477439880371094e-06,0.8868030309677124,40746110.108227536,0.001
-54890.91605865,67,548864,499,1099,747.15,1.0,0.024114448577165604,0.0045573534443974495,66,1.621246337890625e-05,0.8860659599304199,121342930.65585938,0.001
-56897.07855865,68,557056,499,1116,748.61,1.0,0.021116282790899277,0.004724736791104078,67,-0.0013544559478759766,0.8855354189872742,70562827.06853028,0.001
-58502.92855866001,69,565248,499,1132,760.85,1.0,0.017814187332987785,0.004934567958116531,68,0.0012524127960205078,0.8828343152999878,50530622.94963379,0.001
-61153.07189199,70,573440,499,1148,742.27,1.0,0.020575396716594696,0.005844536703079939,69,-0.001778244972229004,0.8776806592941284,60568798.915332034,0.001
-62133.6309829,71,581632,499,1165,736.66,1.0,0.025919035077095032,0.004746857564896345,70,-0.0012379884719848633,0.8791760802268982,111235846.5953125,0.001
-61650.030427339996,72,589824,499,1181,731.45,1.0,0.022007552906870842,0.00703011266887188,71,1.4901161193847656e-06,0.8763658404350281,80639991.25712891,0.001
-66488.37427348999,73,598016,499,1196,691.28,1.0,0.02570483088493347,0.005253916140645742,72,0.0002974271774291992,0.8789035081863403,50486125.44946289,0.001
-63399.949273490005,74,606208,499,1212,700.63,1.0,0.02639506384730339,0.005563422571867704,73,0.0017963051795959473,0.8746069669723511,110965915.11054687,0.001
-57939.01391996,75,614400,500,1228,712.38,1.0,0.02397575043141842,0.005838058423250914,74,-0.0021959543228149414,0.8758377432823181,51276263.22236328,0.001
-55867.555586630006,76,622592,500,1243,713.89,1.0,0.0196677315980196,0.005208565853536129,75,-0.000784754753112793,0.8790678977966309,50892908.45639648,0.001
-54869.62058662999,77,630784,500,1259,695.83,1.0,0.027293585240840912,0.006239878013730049,76,0.0003463625907897949,0.8864902257919312,51237466.270996094,0.001
-52208.34904817,78,638976,500,1275,704.57,1.0,0.03100491315126419,0.005619602277874947,77,0.0005131363868713379,0.8885014057159424,78999501.4642578,0.001
-47148.35404816999,79,647168,501,1291,731.55,1.0,0.015218257904052734,0.005234831012785435,78,0.0004901885986328125,0.8910195827484131,10628908.51142273,0.001
-43370.09079060001,80,655360,501,1307,758.51,1.0,0.03349554166197777,0.0065098898485302925,79,-0.0021680593490600586,0.8821236491203308,51607740.26035156,0.001
-45386.20019231,81,663552,501,1322,747.38,1.0,0.021463431417942047,0.005124624818563461,80,0.002521991729736328,0.884004533290863,31527172.166894533,0.001
-42540.57211539,82,671744,501,1338,749.84,1.0,0.02416873723268509,0.00529592065140605,81,-0.0002262592315673828,0.8826180696487427,81192272.09414062,0.001
-42697.051282060005,83,679936,502,1354,756.34,1.0,0.021325010806322098,0.0052015408873558044,82,-0.01080322265625,0.8860949277877808,60788905.820214845,0.001
-44178.93961539,84,688128,502,1369,748.37,1.0,0.014250991865992546,0.006778758019208908,83,6.198883056640625e-06,0.8863292932510376,53821363.972998045,0.001
-43977.10211538999,85,696320,502,1386,748.83,1.0,0.022769954055547714,0.0063148317858576775,84,6.657838821411133e-05,0.8871409296989441,70394754.4640625,0.001
-43575.53544872001,86,704512,502,1402,743.83,1.0,0.0248776413500309,0.0063844360411167145,85,-0.0008412599563598633,0.8873087763786316,50824149.95390625,0.001
-51297.47878204999,87,712704,502,1418,698.24,1.0,0.02750936709344387,0.006877513602375984,86,-0.000965118408203125,0.8897751569747925,70532300.53105469,0.001
-52374.27794872,88,720896,502,1435,680.76,1.0,0.03128615766763687,0.006825380027294159,87,-0.001643061637878418,0.8919040560722351,126665303.60625,0.001
-56475.251730769996,89,729088,502,1451,650.04,1.0,0.020016705617308617,0.004544437397271395,88,7.569789886474609e-06,0.8909093737602234,49318061.86286621,0.001
-56432.296346150004,90,737280,502,1467,652.69,1.0,0.025970885530114174,0.006382917519658804,89,0.00018602609634399414,0.9014915227890015,120038748.87421875,0.001
-59035.26467948,91,745472,502,1483,653.37,1.0,0.02585473656654358,0.006364624947309494,90,0.00037294626235961914,0.8980635404586792,60139254.28203125,0.001
-61065.72467948,92,753664,502,1500,666.6,1.0,0.019852381199598312,0.005959711503237486,91,-0.0012624263763427734,0.8909263014793396,69838001.40556641,0.001
-61468.11384615,93,761856,502,1516,674.87,1.0,0.020178813487291336,0.006556647829711437,92,-0.0020444393157958984,0.8934571146965027,79778775.99248047,0.001
-60439.28329059,94,770048,502,1533,695.43,1.0,0.03388948366045952,0.005541692953556776,93,0.0008441805839538574,0.890117883682251,49902795.25878906,0.001
-60875.29162392,95,778240,502,1549,707.74,1.0,0.009808911941945553,0.005206336732953787,94,0.01274251937866211,0.8889226913452148,38722649.22697754,0.001
-58146.82114773,96,786432,502,1565,717.24,1.0,0.019052326679229736,0.0050355601124465466,95,0.003233194351196289,0.8899706602096558,59802192.80146484,0.001
-61043.28364772999,97,794624,502,1581,711.29,1.0,0.027229906991124153,0.005407224874943495,96,0.007468521595001221,0.8911871314048767,99961281.62851563,0.001
-56258.241981060004,98,802816,502,1598,736.78,1.0,0.02843989059329033,0.006841485388576984,97,0.0012056827545166016,0.8899009227752686,59821555.54042969,0.001
-54953.18813492,99,811008,502,1614,756.45,1.0,0.028483686968684196,0.00555389653891325,98,0.003752291202545166,0.8888702392578125,30306383.247930907,0.001
-54846.41146826,100,819200,502,1631,745.6,1.0,0.02039162628352642,0.006193533074110746,99,0.002390146255493164,0.8829889297485352,40099958.86411133,0.001
-57586.44480159,101,827392,502,1647,726.99,1.0,0.029955733567476273,0.006521397735923529,100,0.010544419288635254,0.880208432674408,89709370.215625,0.001
-58930.386468259996,102,835584,502,1663,713.21,1.0,0.025757864117622375,0.006652952637523413,101,0.005299925804138184,0.8807791471481323,128510044.9296875,0.001
