train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/n_updates,time/episodes,train/actor_loss,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean
1479270.75,0.14283263683319092,165.0,0.9823770523071289,0.001,264,4,237.0579833984375,8,1160,140,27060.7378245
34365760.0,-0.34265124797821045,144.0,1.030145525932312,0.001,370,8,223.3120880126953,11,1584,138,-30466.526921124998
38792376.0,-0.6251440644264221,105.08333333333333,1.0455615520477295,0.001,400,12,190.8355712890625,12,1704,137,-52047.68461408333
1926253.0,-3.615732192993164,109.0625,1.1921863555908203,0.001,663,16,871.1533813476562,19,2756,138,-62278.10721056249
1638579.5,-4.775698661804199,108.55,1.2732527256011963,0.001,810,20,505.8980712890625,24,3344,139,-66883.71076845
58813392.0,-5.484405994415283,151.70833333333334,1.4143409729003906,0.001,1069,24,1033.075439453125,31,4380,139,-68328.37584174999
69398384.0,-5.61759090423584,148.46428571428572,1.4464263916015625,0.001,1135,28,339.10833740234375,33,4644,139,-69666.72474746428
84133696.0,-6.532252311706543,149.5151515151515,1.4999287128448486,0.001,1249,32,435.6963195800781,36,5100,139,-71314.78665442424
30580556.0,-7.141716003417969,141.52777777777777,1.5354394912719727,0.001,1322,36,255.83621215820312,38,5392,138,-72608.63776655556
14441959.0,-9.69071102142334,156.625,1.8211188316345215,0.001,1815,40,1423.253662109375,52,7364,139,-73150.632025625
4567688.0,-11.17959213256836,152.77272727272728,1.93752920627594,0.001,1991,44,1760.804443359375,57,8068,139,-74480.87002329546
28457152.0,-11.771088600158691,145.6875,2.0340664386749268,0.001,2129,48,2731.0263671875,61,8620,139,-75165.12564635416
48918824.0,-14.960428237915039,176.8235294117647,2.30234432220459,0.001,2474,51,1485.558349609375,72,10000,138,-73342.0692357843
14970978.0,-16.998746871948242,182.6346153846154,2.5209686756134033,0.001,2728,52,3188.0283203125,79,11016,138,-73710.39482740384
59183032.0,-19.20553207397461,200.28571428571428,2.808954954147339,0.001,3013,56,2403.785888671875,87,12156,138,-74027.53586246427
20264996.0,-20.667884826660156,194.86666666666667,2.9734129905700684,0.001,3166,60,2423.625732421875,92,12768,138,-74772.67097163333
35318396.0,-20.326812744140625,201.125,3.1684377193450928,0.001,3346,64,2827.033203125,97,13488,138,-73404.03351034374
5013785.5,-21.210704803466797,199.23529411764707,3.3955178260803223,0.001,3553,68,3435.6591796875,103,14316,138,-73663.84504182352
31730136.0,-21.007356643676758,194.88888888888889,3.504155397415161,0.001,3649,72,3214.7607421875,106,14700,138,-74027.10712283332
