train/entropy_loss,rollout/ep_len_mean,train/policy_loss,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/std,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/explained_variance,train/n_updates
-12.783706665039062,70.22222222222223,-216306.75,100,458,2000,4,1.0013890266418457,1112489088.0,0.0007,-381590.037366037,0.0,99
-12.771549224853516,66.0,-104797.5390625,200,427,4000,9,1.0001670122146606,174629872.0,0.0007,-345865.4011710728,-2.384185791015625e-07,199
-12.758691787719727,68.17283950617283,-117049.7109375,300,430,6000,13,0.998597264289856,220446128.0,0.0007,-333530.6233763087,0.0,299
-12.774534225463867,71.25,-142098.796875,400,439,8000,18,1.0002682209014893,227085936.0,0.0007,-327360.19451415,1.7881393432617188e-07,399
-12.787188529968262,64.46,-424084.34375,500,437,10000,22,1.002188801765442,2515920128.0,0.0007,-261833.63803970005,1.1920928955078125e-07,499
-12.797969818115234,65.34,-145456.859375,600,435,12000,27,1.0032016038894653,186233840.0,0.0007,-237844.23132444,0.0,599
-12.817850112915039,58.55,-69556.4765625,700,433,14000,32,1.0054715871810913,105178952.0,0.0007,-212075.10376044,-1.1920928955078125e-07,699
-12.812777519226074,56.07,-275425.875,800,431,16000,37,1.004719614982605,1992607744.0,0.0007,-193634.66722598003,0.0,799
-12.823762893676758,48.13,-241732.609375,900,428,18000,42,1.006040334701538,1947025024.0,0.0007,-179062.57791375997,0.0,899
-12.8519926071167,43.43,-31579.201171875,1000,428,20000,46,1.009107232093811,56630388.0,0.0007,-156333.43859615,0.0,999
-12.891064643859863,43.38,-372408.0625,1100,429,22000,51,1.0135434865951538,2679921152.0,0.0007,-140336.22983777,0.0,1099
-12.888200759887695,43.21,-372691.625,1200,427,24000,56,1.0133198499679565,1993647744.0,0.0007,-144145.79371055,0.0,1199
-12.9186429977417,44.94,-75556.2109375,1300,427,26000,60,1.0167310237884521,191933360.0,0.0007,-152012.14495022,0.0,1299
-12.942975044250488,37.75,-222325.296875,1400,426,28000,65,1.0195006132125854,1501276928.0,0.0007,-135207.15674657,0.0,1399
-12.981833457946777,27.03,-380913.96875,1500,425,30000,70,1.0236775875091553,1814638208.0,0.0007,-120220.92256757,0.0,1499
-13.012028694152832,31.54,-49300.46484375,1600,427,32000,74,1.0269948244094849,4876630016.0,0.0007,-133948.23455976,0.0,1599
-13.047775268554688,39.3,-161541.375,1700,427,34000,79,1.0315313339233398,1081281536.0,0.0007,-146658.54814305998,-2.384185791015625e-07,1699
-12.999061584472656,41.2,-138885.4375,1800,428,36000,84,1.025993824005127,1014806528.0,0.0007,-141923.27844012,0.0,1799
-13.009994506835938,42.84,8742.5693359375,1900,428,38000,88,1.0273165702819824,1349439.75,0.0007,-132518.936043,-1.1920928955078125e-07,1899
-13.034573554992676,39.63,-153685.171875,2000,428,40000,93,1.0295982360839844,981260992.0,0.0007,-117866.64914402,0.0,1999
-13.046429634094238,34.7,-39762.07421875,2100,427,42000,98,1.0317130088806152,32737530.0,0.0007,-115521.69314226,0.0,2099
-13.048556327819824,37.76,-179420.609375,2200,427,44000,102,1.0321251153945923,1468625920.0,0.0007,-121956.0028035,1.1920928955078125e-07,2199
-13.0885648727417,40.92,-43603.79296875,2300,427,46000,107,1.035813331604004,60556700.0,0.0007,-126889.89306257,0.0,2299
-13.095146179199219,40.07,-293153.125,2400,426,48000,112,1.0374755859375,2406889472.0,0.0007,-115625.08480897,0.0,2399
-13.125781059265137,35.33,17425.5703125,2500,424,50000,117,1.0405653715133667,34797448.0,0.0007,-113719.46711022002,0.0,2499
-13.11157512664795,33.14,-399720.3125,2600,423,52000,122,1.0390362739562988,3261711616.0,0.0007,-125884.34646932001,0.0,2599
-13.130480766296387,32.38,-63477.38671875,2700,422,54000,127,1.041110634803772,72346728.0,0.0007,-113124.56376712,5.960464477539063e-08,2699
-13.141436576843262,27.34,-4880.87841796875,2800,419,56000,133,1.0426033735275269,72928688.0,0.0007,-114897.4519278,-1.1920928955078125e-07,2799
-13.170953750610352,30.88,-486763.8125,2900,419,58000,138,1.045949101448059,2808143616.0,0.0007,-128625.41086348999,0.0,2899
-13.174700736999512,35.99,-72070.2265625,3000,419,60000,143,1.0462640523910522,67422248.0,0.0007,-133250.05151033,-1.1920928955078125e-07,2999
-13.16833209991455,35.54,-179893.0625,3100,418,62000,148,1.0455408096313477,1577238656.0,0.0007,-118811.35936465999,0.0,3099
-13.169998168945312,31.82,-28358.619140625,3200,417,64000,153,1.0457810163497925,27866426.0,0.0007,-113407.5997973,0.0,3199
-13.17716121673584,35.55,-1939.8203125,3300,416,66000,158,1.0467722415924072,36481352.0,0.0007,-115216.46668864001,0.0,3299
-13.147046089172363,43.9,-33894.17578125,3400,416,68000,163,1.0434880256652832,38452992.0,0.0007,-117269.57082965001,0.0,3399
-13.115870475769043,44.88,4740.1171875,3500,415,70000,168,1.0394402742385864,35841568.0,0.0007,-118233.64351021,0.0,3499
-13.125784873962402,42.03,-108235.6796875,3600,415,72000,173,1.0407572984695435,162346592.0,0.0007,-101993.43983266997,5.960464477539063e-08,3599
-13.15636920928955,43.54,-114808.703125,3700,414,74000,178,1.0442601442337036,127859392.0,0.0007,-99528.98544743998,0.0,3699
-13.155200004577637,44.86,-218221.609375,3800,415,76000,183,1.044270634651184,1480870272.0,0.0007,-124292.67374879999,1.1920928955078125e-07,3799
