time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss
352,5000,86,57,-90644.73020563,16.82,-9.101333618164062,1.480843424797058,0.001,579175296.0,1224,925.9734497070312
356,5036,86,58,-93260.728202,16.92,-9.019645690917969,1.4856550693511963,0.001,584286976.0,1233,1153.93408203125
360,5076,86,58,-92192.5737,16.96,-9.616466522216797,1.4921327829360962,0.001,538580224.0,1243,1205.603271484375
364,5128,86,59,-84371.81490787,16.79,-9.773957252502441,1.4987354278564453,0.001,778020096.0,1256,1181.38623046875
368,5160,86,59,-83260.11490787,16.73,-9.454849243164062,1.503745198249817,0.001,625199488.0,1264,1045.9998779296875
372,5228,86,60,-85362.89902909,16.59,-9.876385688781738,1.5120561122894287,0.001,677355904.0,1281,903.0401611328125
376,5268,85,61,-84660.00187141002,16.79,-10.05772590637207,1.5187575817108154,0.001,382537792.0,1291,1407.585693359375
380,5320,86,61,-59021.76054873001,15.73,-9.861806869506836,1.5255355834960938,0.001,582247424.0,1304,1545.510009765625
384,5352,85,62,-41839.05974638,15.01,-10.08007526397705,1.530641794204712,0.001,501346912.0,1312,1564.28857421875
388,5392,85,62,-36555.271260509995,14.15,-10.343833923339844,1.535781741142273,0.001,470337472.0,1322,1872.3521728515625
392,5428,85,63,-28060.976863559998,13.73,-10.350608825683594,1.5409295558929443,0.001,461666464.0,1331,1427.480224609375
396,5468,85,63,5472.164911009999,12.21,-10.595527648925781,1.5461262464523315,0.001,808536192.0,1341,1414.61572265625
400,5512,85,64,4968.4596532999985,12.18,-10.574625015258789,1.5531002283096313,0.001,509901952.0,1352,1691.838134765625
404,5544,85,64,2862.0607365799992,12.17,-10.642496109008789,1.5583683252334595,0.001,650333056.0,1360,1504.1707763671875
408,5584,85,65,5075.2787817399985,12.17,-10.503459930419922,1.5636659860610962,0.001,534891904.0,1370,1617.735595703125
412,5632,85,65,4260.003840909998,12.07,-10.686681747436523,1.5707799196243286,0.001,474956352.0,1382,1580.594970703125
416,5664,85,66,4360.003840969999,12.1,-10.569232940673828,1.5761393308639526,0.001,410800672.0,1390,1614.06689453125
420,5700,85,66,6808.2553551599985,11.72,-11.297240257263184,1.5815304517745972,0.001,525358400.0,1399,1801.337890625
424,5736,85,66,186.8701400699964,11.69,-11.426928520202637,1.5869449377059937,0.001,434062752.0,1408,1595.134765625
428,5764,85,67,-4697.862641340005,11.48,-11.341171264648438,1.5905629396438599,0.001,635171904.0,1415,1378.16943359375
432,5808,85,67,63.33377765999714,10.8,-11.546659469604492,1.5978606939315796,0.001,449399200.0,1426,1557.347412109375
436,5848,85,68,1240.2251879299988,9.81,-11.218473434448242,1.6033474206924438,0.001,666919744.0,1436,2022.250732421875
440,5904,85,68,4939.60563144,9.68,-11.500754356384277,1.6124954223632812,0.001,495388352.0,1450,2210.740234375
444,5956,85,69,11720.08508304,10.04,-11.934286117553711,1.6198567152023315,0.001,466984448.0,1463,1986.0556640625
448,5988,85,69,9993.311906429999,10.34,-12.595329284667969,1.6254521608352661,0.001,701571648.0,1471,1983.878662109375
452,6036,85,70,7723.29059372,10.44,-12.7783784866333,1.6330193281173706,0.001,713399168.0,1483,2128.21142578125
456,6060,85,70,5626.223975749999,10.27,-12.251598358154297,1.6368074417114258,0.001,425976544.0,1489,2101.59716796875
460,6120,85,71,2038.910403739998,10.3,-13.289714813232422,1.6463241577148438,0.001,731719104.0,1504,2081.35986328125
464,6160,85,71,-1200.588952610001,10.3,-12.900859832763672,1.652113437652588,0.001,538845312.0,1514,1641.265869140625
468,6192,85,72,-3895.414269169999,10.32,-12.690102577209473,1.6578983068466187,0.001,406975232.0,1522,2072.0205078125
472,6236,85,72,-4378.462393960001,10.29,-11.873945236206055,1.6636561155319214,0.001,626834560.0,1533,2210.3818359375
476,6268,85,72,808.8051072199997,10.16,-13.3566312789917,1.6693778038024902,0.001,470479936.0,1541,2766.32666015625
480,6304,85,73,6481.22305189,10.04,-12.04505729675293,1.6751171350479126,0.001,574572928.0,1550,2621.8701171875
484,6348,85,73,8695.244618849998,10.01,-12.526013374328613,1.6827094554901123,0.001,367524544.0,1561,2536.68994140625
488,6380,85,74,15351.856132930001,9.91,-12.40479850769043,1.6864967346191406,0.001,499552064.0,1569,2204.95703125
492,6464,85,75,12431.12220827,10.18,-12.876439094543457,1.6997263431549072,0.001,598205824.0,1590,2560.57421875
496,6524,85,76,8268.812462049998,10.4,-13.13163948059082,1.7092370986938477,0.001,626459584.0,1605,2736.693603515625
500,6564,85,76,8252.128142259999,10.64,-12.252883911132812,1.7168395519256592,0.001,489302400.0,1615,2374.224609375
504,6628,85,77,10359.72705898,10.58,-12.804405212402344,1.7263197898864746,0.001,693998592.0,1631,2796.058349609375
508,6772,85,79,12783.496490019998,10.55,-12.024971008300781,1.7488411664962769,0.001,655617600.0,1667,2847.5751953125
512,6852,85,80,3565.2893400899998,11.03,-12.354406356811523,1.7619162797927856,0.001,637691712.0,1687,3090.020263671875
516,6900,85,80,-12715.46264178,11.57,-13.116189956665039,1.769362449645996,0.001,496577280.0,1699,2473.685546875
520,6940,85,81,-28300.787727309995,12.41,-12.342984199523926,1.774991750717163,0.001,578734336.0,1709,2003.1949462890625
524,6992,85,81,-22711.695851170003,12.46,-14.038393020629883,1.7825416326522827,0.001,485740768.0,1722,2494.426025390625
528,7024,85,82,-19219.716475440004,12.62,-13.191701889038086,1.7882322072982788,0.001,573994496.0,1730,2388.667236328125
532,7052,85,82,-13476.468546469998,12.43,-12.735624313354492,1.792021632194519,0.001,693037568.0,1737,2473.544921875
536,7100,85,82,-9075.61555505,12.46,-13.566041946411133,1.7996093034744263,0.001,441876736.0,1749,2423.20751953125
540,7140,85,83,-7056.893158320004,12.46,-13.605993270874023,1.8072232007980347,0.001,572700800.0,1759,2780.025634765625
544,7172,85,83,-9994.302211860002,12.34,-13.772891998291016,1.8110291957855225,0.001,351194240.0,1767,3123.802978515625
548,7208,85,84,-6912.816090590003,12.17,-13.717763900756836,1.8167163133621216,0.001,495071936.0,1776,3209.3310546875
552,7256,85,84,-5309.673784660004,12.26,-13.656816482543945,1.8243178129196167,0.001,585389824.0,1788,3574.332275390625
556,7316,85,85,-4027.406263530001,12.44,-13.844528198242188,1.8338676691055298,0.001,648516096.0,1803,3027.73291015625
560,7352,85,85,-2802.9334059799985,12.47,-13.299161911010742,1.8396270275115967,0.001,706257600.0,1812,3038.77001953125
564,7384,85,86,-2388.51926161,12.31,-13.261710166931152,1.8453502655029297,0.001,486324224.0,1820,3033.89697265625
568,7448,85,87,-7082.07990033,12.43,-13.543664932250977,1.854905605316162,0.001,520825344.0,1836,3209.8359375
572,7512,85,87,-4091.1538614999968,12.55,-13.147579193115234,1.8662399053573608,0.001,450100416.0,1852,3425.478515625
576,7548,85,88,-9230.42864934,12.8,-13.804994583129883,1.8718913793563843,0.001,584574080.0,1861,3543.814453125
580,7620,85,89,-14143.866179729997,12.9,-13.987382888793945,1.8831889629364014,0.001,306749824.0,1879,3407.976318359375
584,7680,85,89,-20509.119934,13.11,-14.931052207946777,1.8928070068359375,0.001,446011456.0,1894,3149.1494140625
588,7768,85,91,-28378.111826689998,13.46,-13.97273063659668,1.9064583778381348,0.001,443753344.0,1916,4655.259765625
592,7808,85,91,-31471.8186182,13.57,-14.814162254333496,1.9123835563659668,0.001,729877504.0,1926,4202.4931640625
596,7856,85,92,-27340.010334040002,13.39,-14.565412521362305,1.9203740358352661,0.001,660856832.0,1938,3643.123046875
600,7912,85,93,-29104.08325791,13.25,-15.499963760375977,1.9303940534591675,0.001,265019232.0,1952,3446.1455078125
604,7956,85,93,-34847.91907583,13.45,-14.969135284423828,1.938459873199463,0.001,712718272.0,1963,3724.35498046875
608,8008,85,94,-40155.73348392,13.55,-15.923006057739258,1.9465292692184448,0.001,516825472.0,1976,3555.8642578125
612,8036,84,94,-29923.215101079997,13.14,-15.474413871765137,1.9505853652954102,0.001,604790656.0,1983,3077.1904296875
616,8088,84,95,-15164.26381528,12.58,-15.593198776245117,1.9607981443405151,0.001,428944960.0,1996,3533.89599609375
620,8128,84,95,4526.7237016399995,11.76,-14.641468048095703,1.9669475555419922,0.001,330361856.0,2006,3358.281005859375
624,8160,84,96,7074.6170405799985,11.67,-15.726441383361816,1.9730640649795532,0.001,560028544.0,2014,4421.126953125
628,8224,84,97,6854.63939183,11.67,-15.12656021118164,1.9833122491836548,0.001,731206464.0,2030,3603.34521484375
632,8292,84,97,6110.436685660001,12.11,-15.711434364318848,1.9957419633865356,0.001,465103360.0,2047,5014.109375
636,8332,84,98,3779.83668522,12.41,-14.852270126342773,2.002012252807617,0.001,357591424.0,2057,4372.00341796875
640,8392,84,98,2658.5815754200016,12.43,-18.371248245239258,2.012493848800659,0.001,359856704.0,2072,3872.4794921875
644,8436,84,99,5698.39062896,12.5,-16.088279724121094,2.0209853649139404,0.001,458200448.0,2083,4352.06005859375
648,8460,84,99,5816.2676948299995,12.5,-16.809635162353516,2.02524995803833,0.001,670549888.0,2089,3898.65966796875
652,8500,84,100,5986.384566600001,12.38,-17.92348861694336,2.031693935394287,0.001,466794592.0,2099,4172.83251953125
656,8560,84,100,9209.98165981,12.45,-16.458341598510742,2.0425240993499756,0.001,398391200.0,2114,4881.00390625
660,8624,84,101,11150.69015851,12.57,-16.735748291015625,2.053440809249878,0.001,737847808.0,2130,4070.530517578125
664,8664,84,102,11625.039953029998,12.73,-17.320293426513672,2.062258005142212,0.001,553017728.0,2140,3908.52978515625
668,8716,84,102,16186.708088660003,12.69,-17.70326805114746,2.071077585220337,0.001,410030016.0,2153,3938.5888671875
672,8760,84,103,17702.908088660002,12.6,-16.418867111206055,2.079925060272217,0.001,719096384.0,2164,3625.0966796875
676,8800,84,103,20692.088176330002,12.43,-16.88491439819336,2.0865259170532227,0.001,449068160.0,2174,4712.46533203125
680,8836,84,104,25500.869568759997,12.28,-16.835554122924805,2.0931029319763184,0.001,350373344.0,2183,4126.12890625
684,8876,84,104,30350.90559682,12.09,-17.009201049804688,2.0997109413146973,0.001,430919328.0,2193,4347.24072265625
688,8916,84,105,36213.52625862,11.82,-17.069791793823242,2.1086180210113525,0.001,503988352.0,2203,4570.4345703125
692,8956,84,105,42887.73334873,11.45,-18.76633071899414,2.1153740882873535,0.001,492415232.0,2213,4444.7294921875
696,9000,84,106,44517.610023659996,11.49,-17.821693420410156,2.124418020248413,0.001,322273600.0,2224,3788.39501953125
700,9032,84,106,48914.86469017,11.37,-19.054964065551758,2.12892746925354,0.001,395691584.0,2232,4688.6201171875
704,9076,84,107,55164.70050809,11.15,-17.421634674072266,2.138033151626587,0.001,456717184.0,2243,4926.2001953125
708,9108,84,107,60573.11491618,11.06,-17.762447357177734,2.1448419094085693,0.001,815172480.0,2251,5382.7666015625
712,9144,84,108,61891.86154575,10.96,-17.487552642822266,2.1516494750976562,0.001,600108288.0,2260,4565.5791015625
716,9180,84,108,59650.23216459001,10.95,-18.04403305053711,2.1584620475769043,0.001,339393984.0,2269,5387.6748046875
720,9248,84,109,57524.432164590005,11.18,-18.419654846191406,2.169767141342163,0.001,496184992.0,2286,5147.4970703125
724,9284,84,109,55213.073966120006,11.23,-19.44308853149414,2.176621437072754,0.001,429455072.0,2295,5300.72119140625
728,9332,84,110,54589.50203153,11.37,-16.56264877319336,2.1858792304992676,0.001,455353504.0,2307,6365.30322265625
732,9392,84,111,55520.93614924999,10.99,-18.070472717285156,2.1973841190338135,0.001,484843072.0,2322,5340.4404296875
736,9424,84,111,56953.371780869995,10.85,-17.33025360107422,2.2042553424835205,0.001,378285408.0,2330,4678.619140625
740,9460,84,112,58860.104861809996,10.91,-20.218364715576172,2.211179733276367,0.001,549035904.0,2339,5675.908203125
744,9496,84,112,60780.504861810005,10.74,-19.42229461669922,2.218156099319458,0.001,422365376.0,2348,4568.619140625
748,9528,84,112,65297.75802786,10.7,-18.550573348999023,2.2252345085144043,0.001,521444384.0,2356,5608.740234375
752,9556,84,113,68053.16647525999,10.58,-18.894332885742188,2.2299742698669434,0.001,629845632.0,2363,6038.3818359375
756,9584,84,113,69473.56647526,10.32,-19.80386734008789,2.2347209453582764,0.001,478464128.0,2370,6415.5205078125
760,9628,84,114,72811.42450036999,10.1,-17.34639549255371,2.244250774383545,0.001,484244352.0,2381,5058.578125
764,9680,84,114,74463.13208056,10.0,-20.29913330078125,2.2538702487945557,0.001,537806592.0,2394,5468.59375
768,9740,84,115,77488.35610739,9.98,-20.64554786682129,2.266115188598633,0.001,365073472.0,2409,5358.544921875
772,9784,84,116,77186.55610739,9.95,-18.974170684814453,2.2759904861450195,0.001,553745344.0,2420,5018.01806640625
776,9844,84,116,75942.57238953,9.88,-19.821130752563477,2.2883336544036865,0.001,371923776.0,2435,4517.2666015625
780,9884,84,117,72841.43090016,10.61,-20.907854080200195,2.29573130607605,0.001,387714048.0,2445,5581.48486328125
784,9920,84,117,72942.93090016,10.59,-18.45379638671875,2.303154468536377,0.001,400622976.0,2454,5025.82568359375
788,9956,84,118,75755.30213104999,10.55,-19.50261878967285,2.3105359077453613,0.001,371988448.0,2463,5381.42578125
792,10004,84,118,77423.88644752999,10.55,-20.443626403808594,2.32023549079895,0.001,318867520.0,2475,5240.1630859375
796,10048,84,119,79644.86119485,10.52,-19.388948440551758,2.329890489578247,0.001,616375680.0,2486,4214.64990234375
800,10096,84,119,79441.56119485,10.57,-20.934406280517578,2.339625358581543,0.001,411786656.0,2498,4787.9443359375
804,10136,84,120,79339.46119485,10.58,-19.082460403442383,2.3470237255096436,0.001,284576256.0,2508,5998.9208984375
808,10168,84,120,75492.1382539,10.56,-20.337467193603516,2.354423761367798,0.001,321590464.0,2516,4803.14501953125
812,10200,84,121,77898.97625687001,10.52,-20.592079162597656,2.361870765686035,0.001,334906208.0,2524,5419.50537109375
816,10236,84,121,79695.68325458,10.56,-19.434078216552734,2.3693087100982666,0.001,549140864.0,2533,4972.73828125
820,10268,84,121,81620.88325458001,10.29,-20.640060424804688,2.3742759227752686,0.001,370887232.0,2541,5208.4619140625
824,10320,84,122,83527.14145305,10.29,-19.651744842529297,2.3867383003234863,0.001,516702976.0,2554,5991.3193359375
828,10356,84,122,85763.44444207,10.23,-21.065128326416016,2.394268035888672,0.001,331246528.0,2563,5344.8984375
832,10392,84,123,86875.14444207,10.14,-20.345989227294922,2.401754379272461,0.001,451661568.0,2572,3896.26904296875
836,10440,84,123,88177.61032481,10.14,-21.22254180908203,2.4117159843444824,0.001,517171456.0,2584,5764.79833984375
840,10476,84,124,91128.54137933001,10.09,-20.045940399169922,2.419248580932617,0.001,383886752.0,2593,5538.06982421875
844,10508,84,124,91230.34137933001,10.09,-22.73019790649414,2.4243099689483643,0.001,702790784.0,2601,5368.9443359375
848,10540,84,124,91229.74137933001,10.11,-22.05314064025879,2.4320082664489746,0.001,443604096.0,2609,6446.4111328125
852,10572,84,125,89278.94781263999,10.14,-19.906944274902344,2.439706325531006,0.001,444456128.0,2617,7023.814453125
856,10616,84,126,88769.2654453,10.28,-21.704914093017578,2.4473979473114014,0.001,412707840.0,2628,5772.7880859375
860,10648,84,126,88869.8654453,10.29,-21.446046829223633,2.4551665782928467,0.001,523393088.0,2636,5861.6435546875
864,10684,84,126,90278.04035697,10.3,-21.067771911621094,2.463024377822876,0.001,410206528.0,2645,7427.71484375
868,10740,84,127,88221.55550506,10.24,-21.209247589111328,2.4761414527893066,0.001,376818112.0,2659,6822.6162109375
872,10772,84,127,86617.23422672,10.32,-22.346725463867188,2.4813637733459473,0.001,565605504.0,2667,5083.44189453125
876,10820,84,128,88876.21794458,10.22,-20.452529907226562,2.4918229579925537,0.001,336769984.0,2679,5265.77197265625
880,10860,84,129,95942.82799829001,9.59,-21.693208694458008,2.502307176589966,0.001,487662272.0,2689,5569.890625
884,10896,84,129,96550.02799829001,9.59,-20.536701202392578,2.51025652885437,0.001,376776384.0,2698,5822.10888671875
888,10932,84,129,96145.82799829001,9.61,-21.629016876220703,2.518184185028076,0.001,477411872.0,2707,7219.12890625
892,10980,84,130,95741.02799829001,9.65,-23.534984588623047,2.528895378112793,0.001,363249792.0,2719,5323.61962890625
896,11008,84,130,96346.42799829,9.68,-22.852752685546875,2.5342869758605957,0.001,433627840.0,2726,6933.5654296875
900,11048,84,131,96750.32799829001,9.64,-23.008020401000977,2.5423977375030518,0.001,405293728.0,2736,7019.78125
904,11080,84,131,97356.92799829,9.6,-23.437015533447266,2.550612211227417,0.001,358305024.0,2744,6403.869140625
908,11120,84,132,98973.92446691002,9.65,-22.777149200439453,2.5589091777801514,0.001,316085440.0,2754,6956.7958984375
912,11156,84,132,100596.15093896,9.71,-23.90095329284668,2.567211151123047,0.001,594821504.0,2763,6191.126953125
916,11200,84,133,103067.97401847999,9.68,-23.344148635864258,2.5784053802490234,0.001,553911616.0,2774,7106.796875
920,11240,83,133,99221.14652167998,9.75,-22.69628143310547,2.58689022064209,0.001,727255936.0,2784,8696.2431640625
