time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss
4,52,875,0,-70191.782484,12.75,,,,,,
8,132,325,0,-91747.62922824999,11.625,-0.012645278126001358,0.9980008602142334,0.001,590633600.0,7,24.148279190063477
12,172,200,0,-63254.518932750005,13.166666666666666,-0.05568057671189308,0.9949950575828552,0.001,400132800.0,17,64.93766021728516
16,276,122,2,-45199.328155625,13.0625,-0.18218669295310974,0.9859737753868103,0.001,894356352.0,43,51.364402770996094
20,336,111,3,-83292.15345920001,15.65,-0.2275998443365097,0.9810314774513245,0.001,800157952.0,58,79.74288940429688
24,400,106,3,-77446.59654058334,15.583333333333334,-0.25743046402931213,0.9762728810310364,0.001,699478656.0,74,47.15332794189453
28,532,101,5,-98376.54213175,16.035714285714285,-0.020055951550602913,0.967252790927887,0.001,637839040.0,107,137.83946228027344
32,576,101,5,-113832.26410193749,16.15625,0.1167382150888443,0.9654528498649597,0.001,548365312.0,118,-5.870067119598389
36,644,99,6,-114724.31402058332,15.527777777777779,0.19455048441886902,0.96473228931427,0.001,553068160.0,135,-126.736328125
40,680,98,6,-129150.67381899999,16.25,0.2653745114803314,0.9649569392204285,0.001,667794688.0,144,-239.77232360839844
44,700,98,7,-132736.84050559092,15.772727272727273,0.29839301109313965,0.9653815031051636,0.001,519419968.0,149,-273.5796203613281
48,792,97,8,-147954.0196540208,16.145833333333332,0.30567067861557007,0.9689008593559265,0.001,461542528.0,172,-413.56146240234375
52,844,95,8,-147602.49312440385,15.653846153846153,0.29392555356025696,0.9714559316635132,0.001,618137984.0,185,-430.81451416015625
56,884,95,9,-150377.09895070174,15.421052631578947,0.2966427803039551,0.9736562967300415,0.001,761429952.0,195,-450.213623046875
60,916,94,9,-149508.91335811664,15.05,0.2415255308151245,0.9761205911636353,0.001,776871872.0,203,-485.7318115234375
64,964,94,10,-149211.37935307814,14.65625,0.22235243022441864,0.9796047806739807,0.001,597807360.0,215,-505.302001953125
68,1000,93,10,-151521.83778000003,14.485294117647058,0.17730066180229187,0.9823710918426514,0.001,747959424.0,224,-523.8292236328125
72,1024,93,10,-149443.47228802775,14.097222222222221,0.21633200347423553,0.984309196472168,0.001,686162176.0,230,-502.0588684082031
76,1048,92,11,-146767.5447608421,13.657894736842104,0.17658589780330658,0.9863247275352478,0.001,641420800.0,236,-526.5047607421875
80,1092,92,11,-144389.016974525,13.275,0.12811072170734406,0.9903984069824219,0.001,673001856.0,247,-549.809326171875
84,1116,91,12,-145095.2166429643,13.166666666666666,0.07818199694156647,0.992433488368988,0.001,730020096.0,253,-548.930908203125
88,1152,91,12,-143043.56314625844,12.865168539325843,0.0598582848906517,0.9954578876495361,0.001,897651712.0,262,-443.94268798828125
92,1192,91,12,-143281.48861858697,12.76086956521739,0.03201504424214363,0.9985647201538086,0.001,797507776.0,272,-470.2710266113281
96,1212,91,13,-142290.53560946876,12.53125,0.004809005185961723,1.000713586807251,0.001,684472960.0,277,-456.0251770019531
100,1236,90,13,-140217.83483461002,12.24,-0.02468535117805004,1.0029232501983643,0.001,981267840.0,283,-494.6592712402344
104,1260,89,14,-141910.16526429003,12.02,-0.05287956818938255,1.0051974058151245,0.001,1005108992.0,289,-478.3468933105469
108,1292,89,14,-141551.96981138,11.87,-0.10295168310403824,1.0075327157974243,0.001,806461568.0,297,-457.7318115234375
112,1316,88,14,-145500.64330406,11.49,-0.12735891342163086,1.009917140007019,0.001,1031350784.0,303,-473.91131591796875
116,1344,88,15,-149814.09376491,11.2,-0.21982717514038086,1.0136231184005737,0.001,1119490560.0,310,-570.3238525390625
120,1368,88,15,-144981.47550456,10.4,-0.2583106458187103,1.0162444114685059,0.001,840088576.0,316,-561.9443359375
124,1400,88,15,-146822.19768426998,10.06,-0.3184922933578491,1.0189602375030518,0.001,777777664.0,324,-593.2923583984375
128,1420,88,16,-142472.10867910003,9.62,-0.35250324010849,1.0217375755310059,0.001,972317632.0,329,-676.3936767578125
132,1456,88,16,-137989.62496139004,9.22,-0.4636063277721405,1.026000738143921,0.001,1298873088.0,338,-708.2335205078125
136,1500,87,17,-138204.23328553,9.12,-0.5567001104354858,1.0318875312805176,0.001,909234816.0,349,-617.165771484375
140,1660,87,18,-132306.86144767998,8.61,-1.1304341554641724,1.0523145198822021,0.001,876993536.0,389,-617.5517578125
144,1816,87,20,-126251.79407159999,8.56,-1.6489057540893555,1.0740448236465454,0.001,969430976.0,428,-605.0989990234375
148,1968,87,22,-112628.17446013,8.13,-2.2327065467834473,1.0957794189453125,0.001,1088562176.0,466,-660.7777099609375
152,2076,87,23,-192102.74905483998,10.92,-2.472149610519409,1.1105437278747559,0.001,836654272.0,493,-312.18865966796875
156,2132,87,24,-188890.05832437004,10.9,-2.59466814994812,1.1169739961624146,0.001,657110912.0,507,-309.31475830078125
160,2472,87,28,-233098.8567114,13.12,-3.4603517055511475,1.1623646020889282,0.001,695612224.0,592,-354.796142578125
164,2524,88,28,-227254.70043482995,13.19,-3.926975727081299,1.1686232089996338,0.001,855954944.0,605,-271.7450866699219
168,2556,88,29,-288347.65608817997,15.58,-4.24074125289917,1.1733629703521729,0.001,1007944192.0,613,-405.66119384765625
172,2600,88,29,-280353.2057312,15.65,-3.8051421642303467,1.178115963935852,0.001,928112192.0,624,-491.6827392578125
176,2632,87,29,-278953.10397076997,15.71,-4.031281471252441,1.1828423738479614,0.001,826609216.0,632,-51.38985061645508
180,2680,87,30,-275643.11170587,15.93,-4.2595744132995605,1.1891043186187744,0.001,1009604608.0,644,-188.977294921875
184,2712,87,30,-267359.3433054,15.97,-4.218889236450195,1.1937839984893799,0.001,805860608.0,652,-247.49197387695312
188,2784,87,31,-260742.76803436002,16.12,-4.417527198791504,1.2030712366104126,0.001,630723840.0,670,-155.61407470703125
192,2804,87,32,-255247.35480468,16.23,-4.229454517364502,1.204603910446167,0.001,738082944.0,675,107.00538635253906
196,2848,87,32,-249269.99751882,16.25,-4.3759002685546875,1.2106853723526,0.001,737033600.0,686,-342.95086669921875
200,2872,87,32,-245446.24380295994,16.4,-4.263160705566406,1.2136921882629395,0.001,777565312.0,692,-256.11688232421875
204,2912,87,33,-237478.79155937998,16.43,-4.412692546844482,1.2181661128997803,0.001,847368768.0,702,-224.49920654296875
208,2944,87,33,-231858.64952599,16.49,-4.577903747558594,1.2226080894470215,0.001,707841344.0,710,24.365169525146484
212,2972,87,34,-226514.86396787,16.57,-5.023836135864258,1.225559115409851,0.001,790333056.0,717,-188.63748168945312
216,2992,87,34,-225808.73043536,16.51,-4.723176956176758,1.2285330295562744,0.001,830726976.0,722,-77.9533920288086
220,3024,87,34,-222848.14560094,16.51,-4.746284484863281,1.2329901456832886,0.001,870884608.0,730,-135.72499084472656
224,3060,87,35,-214320.74921139007,16.6,-4.738077163696289,1.2374340295791626,0.001,524843264.0,739,-69.2138671875
228,3092,86,35,-211209.63794061,16.58,-4.410778522491455,1.2403581142425537,0.001,1026836864.0,747,77.83447265625
232,3128,86,36,-203279.42894259002,16.7,-4.98356294631958,1.2447010278701782,0.001,601624256.0,756,-102.45260620117188
236,3168,86,36,-199686.75878317002,16.75,-4.614714622497559,1.2504537105560303,0.001,984030848.0,766,-20.35306167602539
240,3208,86,37,-192897.78885136003,16.73,-4.818857669830322,1.2547626495361328,0.001,856213376.0,776,126.6166763305664
244,3252,86,37,-192314.99131901003,16.73,-4.889631748199463,1.2604410648345947,0.001,468478656.0,787,7.16508674621582
248,3268,86,37,-197273.76431737002,16.72,-4.965167045593262,1.2618566751480103,0.001,529741984.0,791,131.57351684570312
252,3300,86,38,-109350.15193862001,13.88,-5.150888919830322,1.2661046981811523,0.001,757146944.0,799,-62.955780029296875
256,3340,86,38,-103803.29269188002,13.86,-5.232028961181641,1.2703595161437988,0.001,952865664.0,809,84.55551147460938
260,3404,86,39,-51917.17300322998,11.54,-5.440650939941406,1.277485728263855,0.001,705990656.0,825,-129.4834747314453
264,3452,86,39,-56262.90037522998,11.77,-5.273493766784668,1.2832448482513428,0.001,720336384.0,837,-27.429241180419922
268,3488,86,40,15597.82218255,9.34,-5.357942581176758,1.2875794172286987,0.001,763632576.0,846,-66.79000854492188
272,3568,86,41,14586.422182549999,9.48,-5.514071941375732,1.2976534366607666,0.001,782848896.0,866,231.3402099609375
276,3688,86,42,15175.289734119999,9.53,-5.9194536209106445,1.3118507862091064,0.001,484622752.0,896,216.73770141601562
280,3836,86,44,-11441.182236749997,10.65,-6.544648170471191,1.3289473056793213,0.001,673109120.0,933,463.93316650390625
284,3940,86,45,-29222.30460606,11.33,-6.917661666870117,1.3422907590866089,0.001,778273024.0,959,342.90435791015625
288,4028,86,46,-39544.10460601,12.15,-6.688016414642334,1.352816104888916,0.001,620934784.0,981,692.98193359375
292,4200,86,48,-45981.85064509001,12.46,-7.032988548278809,1.3756111860275269,0.001,685048640.0,1024,897.1468505859375
296,4244,86,49,-80607.38380928,14.02,-7.528825283050537,1.3802021741867065,0.001,651887232.0,1035,505.02685546875
300,4288,86,49,-78475.0802412,14.08,-8.399877548217773,1.3864161968231201,0.001,591573056.0,1046,376.3115539550781
304,4332,86,49,-76022.48331401,14.23,-8.28509521484375,1.3927809000015259,0.001,805178496.0,1057,562.792724609375
308,4384,86,50,-79650.41667933999,14.26,-7.240692615509033,1.3992106914520264,0.001,989223232.0,1070,790.5097045898438
312,4420,86,51,-79975.01773573,14.42,-7.731039047241211,1.4039974212646484,0.001,645691776.0,1079,612.62255859375
316,4468,86,51,-72891.25057447999,14.64,-8.297433853149414,1.4103648662567139,0.001,587248832.0,1091,648.0726318359375
320,4532,86,52,-73901.59951331,15.09,-7.5926513671875,1.418336272239685,0.001,746811584.0,1107,833.5859985351562
324,4584,86,52,-75114.49951329999,15.16,-8.465742111206055,1.4262951612472534,0.001,775495872.0,1120,827.772705078125
328,4656,86,53,-70479.70280862,15.36,-7.825963973999023,1.435879111289978,0.001,595895424.0,1138,913.0401611328125
332,4820,86,55,-79754.83662253,16.1,-8.56231689453125,1.456748366355896,0.001,590210496.0,1179,878.0536499023438
336,4892,86,56,-81616.36992351,17.05,-8.151546478271484,1.4664427042007446,0.001,740286592.0,1197,831.1519165039062
340,4916,86,56,-89471.19493961001,17.18,-8.547501564025879,1.4696553945541382,0.001,741480960.0,1203,749.9051513671875
344,4936,86,57,-92920.99900478002,16.98,-8.151906967163086,1.4728580713272095,0.001,549813376.0,1208,1017.4849853515625
348,4964,86,57,-90520.26918300001,16.86,-8.816638946533203,1.4760494232177734,0.001,499168384.0,1215,904.5966796875
