time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/n_updates,train/policy_objective,train/learning_rate,train/std,train/explained_variance,train/kl_divergence_loss,train/is_line_search_success,train/value_loss
16384,-97282.21694444,261,62,125.05,1,,,,,,,,
32768,-99064.72583333001,252,130,159.62,2,1,0.022220054641366005,0.0001,1.00088632106781,4.172325134277344e-07,0.004578412510454655,1.0,370580014.0125
49152,-98998.13472222,249,197,173.55,3,2,0.018246151506900787,0.0001,1.013017177581787,-1.6689300537109375e-06,0.0033254711888730526,1.0,299923877.36875
65536,-98765.89166667,248,264,197.57,4,3,0.01817752793431282,0.0001,1.008577585220337,-1.1920928955078125e-07,0.0032965540885925293,1.0,274241592.103125
81920,-98757.83583333,247,331,197.82,5,4,0.017482010647654533,0.0001,1.0030457973480225,-7.152557373046875e-07,0.002708819694817066,1.0,239138881.725
98304,-98793.74038460001,247,397,207.38,6,5,0.021480295807123184,0.0001,0.9986886978149414,-1.1920928955078125e-07,0.0031778495758771896,1.0,235850598.3828125
114688,-98869.7278846,246,464,231.05,7,6,0.02135716751217842,0.0001,0.9962126612663269,-1.1920928955078125e-07,0.003372378181666136,1.0,235928413.8640625
131072,-99033.68138888999,246,531,240.81,8,7,0.023160485550761223,0.0001,0.993523120880127,-1.1920928955078125e-07,0.002941626589745283,1.0,211449582.990625
147456,-99048.91485349,246,598,272.64,9,8,0.02201179787516594,0.0001,0.9976917505264282,-5.841255187988281e-06,0.0032830401323735714,1.0,192023194.31015626
163840,-96823.05402015001,246,664,281.59,10,9,0.019909922033548355,0.0001,0.9913743734359741,0.0,0.003106528427451849,1.0,156360098.44003907
180224,-97906.44388889,246,732,279.31,11,10,0.01989208161830902,0.0001,0.9905409812927246,0.0,0.0029435246251523495,1.0,183407329.50498047
196608,-98823.4436111,246,798,304.05,12,11,0.022660687565803528,0.0001,0.992057740688324,-1.1920928955078125e-07,0.0036999648436903954,1.0,166356122.30625
212992,-98581.58861109999,246,865,346.5,13,12,0.01866842247545719,0.0001,0.9884395599365234,0.0,0.003014786634594202,1.0,152634894.1841797
229376,-98170.76745726001,246,932,368.54,14,13,0.01981392502784729,0.0001,0.9866637587547302,0.0,0.00312677095644176,1.0,123614586.64541015
245760,-96164.16051283,245,999,389.88,15,14,0.022397834807634354,0.0001,0.9895333051681519,0.0,0.0032732742838561535,1.0,123368670.921875
262144,-97609.58805557,245,1066,380.94,16,15,0.02279718592762947,0.0001,0.9938914775848389,0.0,0.003331410465762019,1.0,109754058.33989258
278528,-97877.00472223,245,1133,362.73,17,16,0.02376333624124527,0.0001,0.9894072413444519,1.7881393432617188e-07,0.004172878339886665,1.0,135142437.5107422
294912,-98894.52916666999,245,1200,347.12,18,17,0.017394518479704857,0.0001,0.9891924262046814,0.0,0.003360105212777853,1.0,137096817.56484374
311296,-95032.88888889,245,1267,377.84,19,18,0.021698422729969025,0.0001,0.9828909635543823,0.0,0.004313996061682701,1.0,141231727.74726564
327680,-94317.99305555999,245,1334,395.3,20,19,0.018134193494915962,0.0001,0.9799010157585144,0.0,0.003274948103353381,1.0,115143596.40859374
344064,-95417.00972223001,245,1400,419.79,21,20,0.02292317897081375,0.0001,0.9808242321014404,-1.1920928955078125e-07,0.003627106314525008,1.0,105854750.20395508
360448,-97830.84043651998,245,1467,390.17,22,21,0.016534026712179184,0.0001,0.9855754375457764,-1.1920928955078125e-07,0.0034864763729274273,1.0,114998132.20947266
376832,-98066.29904761999,245,1533,380.47,23,22,0.02269560657441616,0.0001,0.9935207366943359,1.1920928955078125e-07,0.0038460721261799335,1.0,129571421.75615235
393216,-94892.31121156,245,1598,391.67,24,23,0.022290032356977463,0.0001,0.9932457804679871,0.0,0.0036624304484575987,1.0,123597911.34482422
409600,-93757.23827506001,245,1665,368.66,25,24,0.02370082587003708,0.0001,0.9919783473014832,0.0,0.0034111253917217255,1.0,118009123.06308594
425984,-96195.0588889,246,1731,347.62,26,25,0.02168460562825203,0.0001,0.9890683889389038,0.0,0.0042930105701088905,1.0,141262007.32578126
442368,-95594.87777778,246,1797,371.55,27,26,0.02171850949525833,0.0001,0.9876047968864441,0.0,0.004219453781843185,1.0,133850531.54316406
458752,-92050.03333333001,246,1862,416.44,28,27,0.021939286962151527,0.0001,0.9860627055168152,0.0,0.004409474786370993,1.0,117496383.93232422
475136,-93869.45694444001,246,1928,448.48,29,28,0.020075200125575066,0.0001,0.9805814623832703,0.0,0.004398386925458908,1.0,85498158.12992553
491520,-92574.4232448,246,1993,463.51,30,29,0.02195585146546364,0.0001,0.9715547561645508,0.0,0.0042758057825267315,1.0,101876703.86640625
507904,-96706.00518925,246,2059,454.32,31,30,0.021221229806542397,0.0001,0.9705309867858887,0.0,0.004599175415933132,1.0,114271493.72158203
524288,-95248.66491147,246,2124,481.67,32,31,0.019044101238250732,0.0001,0.9648234248161316,0.0,0.004454361274838448,1.0,94253323.33759765
540672,-92508.47749999,246,2189,511.9,33,32,0.022114528343081474,0.0001,0.9682835936546326,0.0,0.004634951241314411,1.0,85305179.54536133
557056,-88521.74083333001,247,2254,541.74,34,33,0.01858803816139698,0.0001,0.9642724394798279,-1.1920928955078125e-07,0.004435488022863865,1.0,79662457.13024902
573440,-83810.34638889,247,2320,561.74,35,34,0.01697554439306259,0.0001,0.9679998159408569,0.0,0.004862853791564703,1.0,70587662.70395508
589824,-82296.76166668,247,2387,573.35,36,35,0.01853216253221035,0.0001,0.9696089029312134,0.0,0.004748971667140722,1.0,64840309.261572264
606208,-82945.24250001,247,2452,585.15,37,36,0.022744473069906235,0.0001,0.9595078825950623,0.0,0.004953838884830475,1.0,70560674.71871337
622592,-82227.3875,247,2517,581.1,38,37,0.03005189262330532,0.0001,0.973228931427002,-1.1920928955078125e-07,0.00601836945861578,1.0,67426060.82720947
638976,-77318.25972222,247,2582,596.38,39,38,0.02172027714550495,0.0001,0.968016505241394,0.0,0.00495207030326128,1.0,67728997.19616699
655360,-78249.37083333,247,2648,586.81,40,39,0.014831893146038055,0.0001,0.9634780287742615,0.0,0.004680177196860313,1.0,47288060.60070495
671744,-76470.41425214,247,2713,610.0,41,40,0.022667212411761284,0.0001,0.9645001888275146,-1.1920928955078125e-07,0.005047749727964401,1.0,73448070.87943725
688128,-76870.77675214,247,2779,628.23,42,41,0.017928116023540497,0.0001,0.9588464498519897,5.960464477539063e-08,0.0047398218885064125,1.0,56007415.46897125
704512,-80528.77952993,247,2845,595.81,43,42,0.017994103953242302,0.0001,0.9575828313827515,0.0,0.004418769385665655,1.0,55834672.869866945
720896,-80745.42557693999,247,2911,619.15,44,43,0.01959306001663208,0.0001,0.9535351991653442,0.0,0.00470920791849494,1.0,67520758.2745636
737280,-82257.94113249,247,2978,586.89,45,44,0.018216460943222046,0.0001,0.9556910395622253,0.0,0.004719835706055164,1.0,73044479.4074463
753664,-80907.81335470999,247,3043,604.55,46,45,0.017569003626704216,0.0001,0.9596545100212097,0.0,0.003658414352685213,1.0,67564864.11342773
770048,-78376.36057692,247,3109,597.19,47,46,0.021212764084339142,0.0001,0.9592382311820984,0.0,0.005029832944273949,1.0,52866252.5210083
786432,-77657.06666666,247,3174,602.27,48,47,0.018169192597270012,0.0001,0.95296311378479,0.0,0.005022856406867504,1.0,61660485.21931152
802816,-81119.63916666,247,3240,594.67,49,48,0.02293385937809944,0.0001,0.9504861831665039,0.0,0.005241619423031807,1.0,64374402.78712158
819200,-85444.72944444,247,3306,569.11,50,49,0.019351128488779068,0.0001,0.95451819896698,0.0,0.005058665759861469,1.0,75910392.47510377
835584,-85016.37488096001,247,3373,582.25,51,50,0.01869732141494751,0.0001,0.9474732875823975,0.0,0.005046316888183355,1.0,87750186.77856445
851968,-84694.10376985,247,3439,600.73,52,51,0.012882216833531857,0.0001,0.9478995203971863,0.0,0.004567131400108337,1.0,44166045.38328247
868352,-83066.96976192,247,3506,621.9,53,52,0.017973849549889565,0.0001,0.9551270008087158,0.0,0.005521557759493589,1.0,64436017.190093994
884736,-78849.38642858999,247,3572,660.56,54,53,0.017761599272489548,0.0001,0.9558435678482056,0.0,0.004706385545432568,1.0,60963618.303741455
901120,-82691.98319292,247,3638,636.95,55,54,0.020774077624082565,0.0001,0.9508344531059265,-1.1920928955078125e-07,0.005989882629364729,1.0,55821303.380874634
917504,-78009.02069291999,247,3705,673.97,56,55,0.018417373299598694,0.0001,0.9510776400566101,0.0,0.0052575236186385155,1.0,64349863.211846925
933888,-72627.23803419,247,3773,697.33,57,56,0.020401082932949066,0.0001,0.9535679221153259,0.0,0.004325280897319317,1.0,35216684.53091736
950272,-71593.62970085001,247,3839,693.41,58,57,0.017563462257385254,0.0001,0.9443513751029968,-1.1920928955078125e-07,0.004720224067568779,1.0,43688967.28729858
966656,-67696.87553419,247,3907,708.57,59,58,0.02330797165632248,0.0001,0.9440516233444214,0.0,0.005288081243634224,1.0,43938149.30733337
983040,-67664.18472223,247,3974,709.09,60,59,0.019565917551517487,0.0001,0.9401911497116089,0.0,0.005319796036928892,1.0,38000780.78529358
999424,-71341.28472223,247,4040,712.87,61,60,0.019550539553165436,0.0001,0.9378087520599365,0.0,0.005754813551902771,1.0,52526370.79570923
1015808,-73143.90416666999,247,4108,718.93,62,61,0.017646247521042824,0.0001,0.9356422424316406,0.0,0.005839934106916189,1.0,49856225.53784485
1032192,-69925.48611110999,247,4174,745.73,63,62,0.02187172695994377,0.0001,0.9339029788970947,0.0,0.005123318172991276,1.0,46721924.67824402
1048576,-65459.28611111,247,4241,772.22,64,63,0.015278618782758713,0.0001,0.9347883462905884,-1.1920928955078125e-07,0.003934070933610201,1.0,23609908.233184814
1064960,-63022.95694444,247,4308,781.2,65,64,0.013730885460972786,0.0001,0.9348611831665039,0.0,0.005257792770862579,1.0,32129488.728778075
1081344,-58731.56944444,247,4376,790.24,66,65,0.018741564825177193,0.0001,0.936985433101654,0.0,0.005970180034637451,1.0,35006181.46141358
1097728,-56147.744444439995,246,4444,804.96,67,66,0.016337253153324127,0.0001,0.9315600395202637,0.0,0.005703373812139034,1.0,32138717.87307129
1114112,-59556.45,246,4510,786.14,68,67,0.016018085181713104,0.0001,0.9303398132324219,0.0,0.005518385674804449,1.0,29162585.98812561
1130496,-61313.11111111,246,4578,763.3,69,68,0.01689138077199459,0.0001,0.9318456649780273,-1.1920928955078125e-07,0.005429248791188002,1.0,32171202.788287353
1146880,-57750.945833330006,246,4643,778.45,70,69,0.021513454616069794,0.0001,0.9280986189842224,1.1920928955078125e-07,0.005919314920902252,1.0,38039597.56324158
1163264,-56091.648333330006,246,4710,777.66,71,70,0.022685697302222252,0.0001,0.9204728007316589,0.0,0.006372181233018637,1.0,26592006.76940918
1179648,-60817.11777777001,246,4777,745.38,72,71,0.020463673397898674,0.0001,0.9167172312736511,0.0,0.0059685781598091125,1.0,40945226.637738034
1196032,-55139.2136111,246,4843,773.86,73,72,0.02056216448545456,0.0001,0.9189014434814453,0.0,0.005159146152436733,1.0,44015429.037182614
1212416,-54087.17749999,246,4909,777.92,74,73,0.016922738403081894,0.0001,0.9196166396141052,0.0,0.005365209188312292,1.0,17660454.82019043
1228800,-49676.20527777,246,4976,791.66,75,74,0.022730126976966858,0.0001,0.9216339588165283,0.0,0.005569057073444128,1.0,23556978.80746155
