train/n_updates,time/fps,train/explained_variance,rollout/ep_rew_mean,train/entropy_loss,train/std,train/policy_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,time/iterations,train/value_loss
1799,372,0.0,-98639.52861111,-8.580473899841309,1.011272668838501,-240.10020446777344,187.96,96,36000,0.0007,1800,891.3109741210938
1899,372,0.0,-98335.05361111001,-8.553534507751465,1.006725788116455,-176615.03125,190.22,102,38000,0.0007,1900,1937682048.0
1999,372,-1.1920928955078125e-07,-98288.81361111,-8.579904556274414,1.0117181539535522,-215.8738250732422,172.37,107,40000,0.0007,2000,874.4799194335938
2099,373,0.0,-98095.76361111,-8.585776329040527,1.0132429599761963,-67375.40625,185.29,112,42000,0.0007,2100,988104512.0
2199,374,2.682209014892578e-06,-97310.54361111,-8.597375869750977,1.0145312547683716,-126.19258117675781,192.4,117,44000,0.0007,2200,437.8212890625
2299,376,1.1920928955078125e-07,-95960.24083333001,-8.612344741821289,1.0173139572143555,-26.108444213867188,184.54,122,46000,0.0007,2300,42.77106857299805
2399,377,-8.344650268554688e-07,-94933.75511904001,-8.598003387451172,1.0152437686920166,-122.92650604248047,192.85,127,48000,0.0007,2400,333.1495056152344
2499,377,5.960464477539063e-08,-92984.52761905,-8.632709503173828,1.0207395553588867,-135.3583526611328,170.74,132,50000,0.0007,2500,430.0276794433594
2599,377,-1.1920928955078125e-07,-91393.39337663,-8.61991024017334,1.0186878442764282,-50.841670989990234,146.83,137,52000,0.0007,2600,79.56522369384766
2699,378,-3.2186508178710938e-06,-90091.3811039,-8.654254913330078,1.0241448879241943,-116.70350646972656,145.89,142,54000,0.0007,2700,284.4423828125
2799,379,-1.1920928955078125e-07,-87246.91134199999,-8.632472038269043,1.021337866783142,-115.8507080078125,118.1,147,56000,0.0007,2800,419.2727966308594
2899,379,2.384185791015625e-07,-88718.88455629001,-8.641107559204102,1.022457480430603,9314.955078125,101.11,153,58000,0.0007,2900,9867811.0
2999,378,0.0,-89977.11122295,-8.667357444763184,1.0272374153137207,-74576.0859375,103.95,158,60000,0.0007,3000,987485824.0
3099,378,-1.1920928955078125e-07,-91460.67931152001,-8.700105667114258,1.0328302383422852,-161.6681671142578,96.34,163,62000,0.0007,3100,603.3949584960938
3199,378,0.0,-92193.76224359,-8.72842788696289,1.037418007850647,12744.703125,80.47,169,64000,0.0007,3200,14695544.0
3299,378,1.1920928955078125e-07,-88147.47485903,-8.733985900878906,1.0383636951446533,-102.0804672241211,63.62,174,66000,0.0007,3300,267.0159606933594
3399,378,-1.1920928955078125e-07,-84239.84843713,-8.74228286743164,1.0402096509933472,14087.0234375,66.65,179,68000,0.0007,3400,14647306.0
3499,378,0.0,-83322.67907816,-8.75846004486084,1.042484998703003,-178.9365997314453,68.28,184,70000,0.0007,3500,587.3010864257812
3599,379,1.1920928955078125e-07,-88624.51367855999,-8.74023151397705,1.039684772491455,-219708.984375,65.82,189,72000,0.0007,3600,2395517440.0
3699,379,2.384185791015625e-07,-89548.96590078,-8.743010520935059,1.0405845642089844,-116.0552978515625,67.7,195,74000,0.0007,3700,388.9213562011719
3799,379,5.960464477539063e-08,-89469.98256743999,-8.726546287536621,1.037410020828247,-126.732421875,74.81,200,76000,0.0007,3800,382.9632263183594
3899,379,-1.1920928955078125e-07,-91268.40593684999,-8.725473403930664,1.037138819694519,-145.7272186279297,91.91,205,78000,0.0007,3900,410.525634765625
3999,379,0.0,-88986.31999278998,-8.738113403320312,1.0398142337799072,-174.4565887451172,94.86,210,80000,0.0007,4000,592.4952392578125
4099,380,-1.1920928955078125e-07,-87897.77165945001,-8.758516311645508,1.042701005935669,-165.33595275878906,96.5,215,82000,0.0007,4100,559.5956420898438
4199,380,2.980232238769531e-07,-87611.33332612,-8.7762451171875,1.0462934970855713,-15.195189476013184,102.15,220,84000,0.0007,4200,31.029800415039062
4299,380,5.960464477539063e-08,-87464.98491703,-8.782373428344727,1.0465048551559448,-138.01097106933594,119.65,225,86000,0.0007,4300,372.7496032714844
4399,381,1.1324882507324219e-06,-87638.82325036,-8.7938871383667,1.0496158599853516,-151.1920623779297,134.0,230,88000,0.0007,4400,542.7999877929688
4499,381,-1.1920928955078125e-07,-86359.06610750001,-8.803703308105469,1.0507071018218994,-221.5831756591797,143.71,236,90000,0.0007,4500,714.7581176757812
4599,380,0.0,-84842.3161075,-8.827934265136719,1.0555419921875,-172.18434143066406,170.86,241,92000,0.0007,4600,556.341064453125
4699,380,1.1920928955078125e-07,-83934.0161075,-8.865904808044434,1.0626847743988037,-151.68618774414062,180.02,246,94000,0.0007,4700,529.7041015625
4799,380,-2.384185791015625e-07,-81139.36610749998,-8.839842796325684,1.0578402280807495,-201.5922393798828,202.71,252,96000,0.0007,4800,691.2745971679688
4899,380,5.960464477539063e-08,-80229.86610749998,-8.861726760864258,1.0617539882659912,-82.70086669921875,211.75,257,98000,0.0007,4900,204.8040008544922
4999,380,1.1920928955078125e-07,-80418.41239176999,-8.882684707641602,1.0652693510055542,-28.509077072143555,221.37,262,100000,0.0007,5000,50.25027084350586
5099,381,3.5762786865234375e-07,-80494.16501081,-8.871359825134277,1.062872052192688,-92.56145477294922,230.39,267,102000,0.0007,5100,216.64573669433594
5199,381,0.0,-82017.49939752,-8.870370864868164,1.0628339052200317,16196.0703125,233.43,272,104000,0.0007,5200,19323214.0
5299,381,0.0,-83491.00810964999,-8.89060115814209,1.066580057144165,-183250.875,210.45,278,106000,0.0007,5300,1933316480.0
5399,381,5.960464477539063e-08,-91402.22629148,-8.903841018676758,1.0695191621780396,-53.13181686401367,67.99,283,108000,0.0007,5400,169.12368774414062
5499,381,0.0,-91163.63002164001,-8.913215637207031,1.0707299709320068,-100.15103912353516,69.37,288,110000,0.0007,5500,326.7633056640625
5599,381,0.0,-91792.82411256,-8.951744079589844,1.0772531032562256,-116.4519271850586,74.94,293,112000,0.0007,5600,323.8306579589844
5699,381,0.0,-91614.26156009999,-8.955682754516602,1.0784655809402466,-67.07318878173828,86.04,298,114000,0.0007,5700,180.69369506835938
5799,382,5.960464477539063e-08,-91268.5715601,-8.96690559387207,1.0806312561035156,-154.54588317871094,103.46,303,116000,0.0007,5800,475.8017578125
5899,382,0.0,-90140.5015601,-8.962246894836426,1.0797196626663208,-119.2897720336914,121.36,308,118000,0.0007,5900,316.7747497558594
5999,382,5.960464477539063e-08,-89912.55322677002,-8.96877670288086,1.0811281204223633,-97.60564422607422,135.2,313,120000,0.0007,6000,311.243408203125
6099,382,0.0,-90021.33959040999,-8.970221519470215,1.081599473953247,-142.2128448486328,147.85,318,122000,0.0007,6100,460.470703125
6199,382,5.960464477539063e-08,-90929.76946054,-8.987967491149902,1.0848116874694824,-95.89277648925781,159.81,324,124000,0.0007,6200,303.62359619140625
6299,382,-2.968311309814453e-05,-90948.02582417,-8.995898246765137,1.0858643054962158,-155933.71875,176.74,329,126000,0.0007,6300,1463028608.0
6399,382,2.384185791015625e-07,-89817.99428571001,-8.992959976196289,1.0853374004364014,19133.3828125,196.15,334,128000,0.0007,6400,23916910.0
6499,382,0.0,-89200.3365873,-8.967207908630371,1.0817861557006836,-138.9237518310547,206.8,339,130000,0.0007,6500,444.6210632324219
6599,383,0.0,-89248.20007937001,-8.967044830322266,1.0816096067428589,5.335620880126953,212.7,344,132000,0.0007,6600,0.9205278754234314
6699,382,0.0,-92057.00566213,-8.977373123168945,1.083357334136963,16769.294921875,145.53,349,134000,0.0007,6700,19339794.0
6799,382,-1.1920928955078125e-07,-93995.669899,-9.007806777954102,1.0894490480422974,-86695.796875,59.27,355,136000,0.0007,6800,984917504.0
6899,382,1.1920928955078125e-07,-93999.86166667,-9.025125503540039,1.0930269956588745,-24.52192497253418,41.73,360,138000,0.0007,6900,154.9424285888672
6999,382,0.0,-93741.78428571,-9.046586990356445,1.0965665578842163,-39.368743896484375,47.79,365,140000,0.0007,7000,143.78298950195312
7099,382,0.0,-93570.39095237,-9.078714370727539,1.1022976636886597,-34.40953826904297,54.75,371,142000,0.0007,7100,151.1610870361328
7199,382,1.7881393432617188e-07,-92757.9942857,-9.093619346618652,1.1058107614517212,-35.884605407714844,72.72,376,144000,0.0007,7200,142.42645263671875
7299,382,-1.1920928955078125e-07,-92010.13499998,-9.104606628417969,1.1078990697860718,-86.30912017822266,87.77,381,146000,0.0007,7300,281.59033203125
7399,382,-1.1920928955078125e-07,-92391.00499998,-9.105903625488281,1.1080830097198486,-135.71844482421875,101.97,386,148000,0.0007,7400,418.27197265625
7499,382,0.0,-92625.82761903999,-9.118603706359863,1.1109919548034668,-181.619873046875,118.99,392,150000,0.0007,7500,546.9246826171875
7599,382,1.7881393432617188e-07,-91882.98405844,-9.111351013183594,1.1098029613494873,-129659.6875,128.48,397,152000,0.0007,7600,1462160256.0
7699,382,0.0,-91388.36834415,-9.121939659118652,1.111546277999878,4097.10693359375,131.86,402,154000,0.0007,7700,4984838.0
7799,382,-1.1920928955078125e-07,-90326.72800532999,-9.12857437133789,1.1126233339309692,-225874.15625,146.3,407,156000,0.0007,7800,2388496128.0
7899,382,1.7881393432617188e-07,-90025.46467199002,-9.149174690246582,1.1170380115509033,-158831.859375,145.12,412,158000,0.0007,7900,1929722880.0
7999,382,1.7881393432617188e-07,-90119.04871962,-9.149818420410156,1.1172738075256348,-34717.72265625,151.07,417,160000,0.0007,8000,497092864.0
8099,383,-1.1920928955078125e-07,-89284.04705294002,-9.172748565673828,1.12078857421875,24.330270767211914,130.69,422,162000,0.0007,8100,38.95447540283203
8199,383,-1.1920928955078125e-07,-89203.83709261,-9.144184112548828,1.1161075830459595,-22.395200729370117,126.14,427,164000,0.0007,8200,146.83641052246094
8299,383,-2.384185791015625e-07,-88422.8793437,-9.137086868286133,1.115468978881836,-91.61995697021484,138.22,432,166000,0.0007,8300,165.1396484375
8399,383,0.0,-87934.18448107,-9.136404991149902,1.1156840324401855,-320338.59375,142.46,438,168000,0.0007,8400,3391148544.0
8499,383,0.0,-88159.40315323001,-9.139657974243164,1.116499423980713,14113.0693359375,152.0,443,170000,0.0007,8500,14650879.0
8599,383,5.364418029785156e-07,-88423.76148656002,-9.160621643066406,1.1201252937316895,22.436079025268555,140.86,448,172000,0.0007,8600,37.32228088378906
8699,383,0.0,-87386.36815323001,-9.151076316833496,1.118384599685669,42.06868362426758,157.53,453,174000,0.0007,8700,28.537357330322266
8799,384,1.1920928955078125e-07,-87795.2643437,-9.147518157958984,1.1190005540847778,-19.432846069335938,152.15,458,176000,0.0007,8800,161.70030212402344
8899,384,2.384185791015625e-07,-87908.1263134,-9.17782211303711,1.123344898223877,20906.234375,160.68,462,178000,0.0007,8900,24558890.0
8999,384,0.0,-87583.64176795002,-9.186790466308594,1.125688076019287,9143.30078125,173.14,468,180000,0.0007,9000,9869509.0
9099,384,0.0,-87611.09176795,-9.187209129333496,1.1252691745758057,26.485401153564453,177.53,473,182000,0.0007,9100,39.910804748535156
9199,385,0.0,-87346.79093462,-9.179106712341309,1.1242555379867554,52.418575286865234,199.62,477,184000,0.0007,9200,39.633724212646484
9299,385,5.960464477539063e-08,-84673.99577589,-9.179155349731445,1.1241307258605957,-61.73502731323242,216.83,482,186000,0.0007,9300,155.5045928955078
9399,385,0.0,-85451.95801947,-9.180437088012695,1.1239631175994873,21241.90625,204.89,487,188000,0.0007,9400,23926628.0
9499,386,0.0,-85416.42949133001,-9.187235832214355,1.1245981454849243,25.502777099609375,194.38,491,190000,0.0007,9500,40.45975875854492
9599,386,-1.1920928955078125e-07,-86154.616158,-9.18510627746582,1.1239616870880127,13382.369140625,183.82,496,192000,0.0007,9600,14729842.0
9699,386,0.0,-83943.88512986999,-9.194403648376465,1.1259937286376953,61.35201644897461,178.87,501,194000,0.0007,9700,50.39205551147461
9799,387,0.0,-83793.31285714,-9.203712463378906,1.1281726360321045,-22600.37890625,135.5,506,196000,0.0007,9800,511433120.0
9899,387,0.0,-86647.62654761999,-9.192320823669434,1.125538945198059,8.79462718963623,115.19,511,198000,0.0007,9900,50.34267807006836
9999,387,1.0848045349121094e-05,-85978.91875540999,-9.172883987426758,1.1220701932907104,10.94273567199707,126.6,515,200000,0.0007,10000,46.7601432800293
10099,387,2.384185791015625e-07,-85123.79792208,-9.199663162231445,1.1265215873718262,-85.87938690185547,142.64,520,202000,0.0007,10100,145.6676483154297
10199,388,2.7418136596679688e-06,-85152.84792207999,-9.212793350219727,1.1289620399475098,-98.19237518310547,147.94,525,204000,0.0007,10200,253.8551483154297
10299,388,0.0,-82252.63125541,-9.227923393249512,1.1328330039978027,20560.623046875,178.47,530,206000,0.0007,10300,19340334.0
10399,388,1.1920928955078125e-07,-82471.03883117,-9.255340576171875,1.1373043060302734,-100.63916015625,192.49,536,208000,0.0007,10400,241.7113800048828
10499,388,1.7881393432617188e-07,-83262.82311688,-9.256817817687988,1.137575387954712,-107.96954345703125,203.77,541,210000,0.0007,10500,242.5707550048828
10599,388,0.0,-83412.72311687999,-9.23643684387207,1.1327747106552124,-45.201629638671875,208.74,546,212000,0.0007,10600,24.520917892456055
10699,387,-1.1920928955078125e-07,-80458.08978355,-9.228679656982422,1.1320679187774658,-56.6142463684082,235.02,551,214000,0.0007,10700,126.3121109008789
10799,388,0.0,-79701.21811688,-9.263147354125977,1.1382863521575928,-232343.359375,255.28,556,216000,0.0007,10800,2385514240.0
10899,388,0.0,-80002.32228354999,-9.24186897277832,1.134460210800171,-72.52433013916016,253.94,561,218000,0.0007,10900,244.0886993408203
10999,388,1.2516975402832031e-06,-80045.67046537,-9.2089262008667,1.1281169652938843,62.99092483520508,263.86,566,220000,0.0007,11000,63.74713134765625
11099,388,1.7881393432617188e-07,-78400.20784632,-9.215721130371094,1.1303743124008179,8.273396492004395,283.3,571,222000,0.0007,11100,30.379165649414062
11199,388,0.4394933581352234,-78531.34784632,-9.211241722106934,1.1292155981063843,6.9922990798950195,288.8,576,224000,0.0007,11200,29.338071823120117
11299,388,0.07940542697906494,-79012.29269480001,-9.251245498657227,1.1369539499282837,-49.819149017333984,311.81,581,226000,0.0007,11300,124.0361099243164
11399,388,0.39816123247146606,-79159.65936147,-9.260836601257324,1.1390905380249023,-58.85653305053711,314.43,586,228000,0.0007,11400,233.4440155029297
11499,388,0.0,-77130.81269481001,-9.252872467041016,1.1368436813354492,-103.93863677978516,332.78,592,230000,0.0007,11500,218.83560180664062
11599,388,0.0,-75303.16269481002,-9.307819366455078,1.147454857826233,-98.95905303955078,351.93,597,232000,0.0007,11600,214.8879852294922
11699,388,-6.091594696044922e-05,-73756.36269481,-9.298003196716309,1.1456879377365112,-131.49588012695312,368.97,603,234000,0.0007,11700,309.61480712890625
11799,387,1.6629695892333984e-05,-71951.61269481,-9.335184097290039,1.1531455516815186,-128.24734497070312,391.95,608,236000,0.0007,11800,304.7273254394531
11899,387,-3.600120544433594e-05,-71212.16269481,-9.319743156433105,1.149730920791626,-100.08543395996094,407.92,613,238000,0.0007,11900,204.37429809570312
11999,387,-1.3828277587890625e-05,-70017.42633117,-9.360445976257324,1.158923625946045,-92.41242980957031,431.3,619,240000,0.0007,12000,201.1533966064453
12099,387,-1.1920928955078125e-07,-69198.8596645,-9.34118366241455,1.1566121578216553,-26.50117301940918,438.45,624,242000,0.0007,12100,10.84477710723877
12199,387,0.0,-67364.2596645,-9.349992752075195,1.1576403379440308,-94.60002136230469,462.4,629,244000,0.0007,12200,194.68670654296875
12299,387,0.0,-65693.2096645,-9.365205764770508,1.1595990657806396,-161.014404296875,482.2,634,246000,0.0007,12300,373.59649658203125
12399,387,0.0,-65106.4596645,-9.372034072875977,1.1603243350982666,-131.06298828125,492.71,640,248000,0.0007,12400,277.91986083984375
12499,387,0.0,-63782.86775974,-9.38742446899414,1.1632483005523682,-127.79351806640625,504.75,645,250000,0.0007,12500,273.5561218261719
12599,387,-1.1920928955078125e-07,-63293.78745671,-9.36436939239502,1.1590756177902222,-152.81419372558594,515.97,651,252000,0.0007,12600,356.61474609375
12699,386,0.0,-62754.63745671001,-9.342791557312012,1.1540908813476562,-90.83385467529297,523.07,656,254000,0.0007,12700,178.62063598632812
12799,386,0.0,-60906.17079004001,-9.333673477172852,1.15207040309906,-91.48131561279297,540.36,661,256000,0.0007,12800,175.6416473388672
12899,386,0.0,-59260.46079004,-9.348438262939453,1.1558680534362793,-118.34191131591797,555.85,667,258000,0.0007,12900,256.5409240722656
12999,386,-1.1920928955078125e-07,-57503.11079004001,-9.35827922821045,1.1574912071228027,-157.0433807373047,573.73,672,260000,0.0007,13000,334.9485778808594
13099,386,0.0,-57468.33829004,-9.329803466796875,1.1522417068481445,-153.3997344970703,587.9,678,262000,0.0007,13100,329.61090087890625
13199,386,-1.1920928955078125e-07,-58557.58829004,-9.353303909301758,1.1558581590652466,-170.8519287109375,581.93,683,264000,0.0007,13200,324.1797790527344
13299,386,1.1920928955078125e-07,-55900.43829004,-9.348982810974121,1.1550562381744385,-158.17921447753906,606.15,689,266000,0.0007,13300,318.8043518066406
13399,385,0.0,-57413.15495671,-9.355636596679688,1.1557186841964722,-162.6833038330078,603.65,694,268000,0.0007,13400,313.5835266113281
13499,385,0.0,-57572.854956710005,-9.322699546813965,1.149846076965332,-148.25013732910156,609.14,700,270000,0.0007,13500,308.3568420410156
13599,385,0.0,-55829.30495671,-9.34334945678711,1.1536037921905518,-142.9623260498047,622.78,705,272000,0.0007,13600,303.1736145019531
13699,385,-1.1920928955078125e-07,-60245.27995671,-9.342345237731934,1.1530447006225586,-152.5379180908203,571.94,711,274000,0.0007,13700,298.1280517578125
13799,385,0.0,-60725.329956710004,-9.330249786376953,1.1510956287384033,-154.33651733398438,576.44,716,276000,0.0007,13800,292.9910583496094
13899,385,1.1920928955078125e-07,-61709.18904762,-9.291670799255371,1.1435844898223877,-149.54808044433594,573.96,721,278000,0.0007,13900,287.9700012207031
13999,384,0.0,-65166.21666666999,-9.299028396606445,1.145086646080017,-147494.71875,550.35,727,280000,0.0007,14000,1456273792.0
14099,384,0.0,-67755.46666666999,-9.290992736816406,1.14414644241333,-136.4074249267578,543.17,732,282000,0.0007,14100,278.01788330078125
14199,384,5.960464477539063e-08,-69984.05,-9.292497634887695,1.1438902616500854,-138.79930114746094,528.94,738,284000,0.0007,14200,273.0747985839844
14299,384,0.0,-71055.95,-9.293922424316406,1.1450287103652954,-138.00698852539062,522.5,743,286000,0.0007,14300,268.1985168457031
14399,384,0.0,-70109.55,-9.287959098815918,1.1443748474121094,-132.694091796875,527.85,749,288000,0.0007,14400,263.3629455566406
14499,384,0.0,-70248.45,-9.279814720153809,1.1432719230651855,-130.55360412597656,527.85,754,290000,0.0007,14500,258.5911560058594
14599,383,5.960464477539063e-08,-69402.05,-9.273448944091797,1.1417759656906128,-126.2584228515625,531.26,760,292000,0.0007,14600,253.84361267089844
14699,383,-1.1920928955078125e-07,-68572.45,-9.288385391235352,1.1444449424743652,-137.29966735839844,534.65,765,294000,0.0007,14700,249.1083526611328
14799,383,0.0,-66938.1,-9.300350189208984,1.1471731662750244,-132.1350555419922,550.26,771,296000,0.0007,14800,244.436767578125
14899,383,0.0,-67207.7,-9.325102806091309,1.152127981185913,-129.69281005859375,550.26,776,298000,0.0007,14900,239.839599609375
14999,383,0.0,-66420.85,-9.307682037353516,1.1491197347640991,-133.5271759033203,558.73,782,300000,0.0007,15000,235.2684783935547
15099,383,-2.384185791015625e-07,-65634.35,-9.294208526611328,1.1469041109085083,-124.2006607055664,565.17,787,302000,0.0007,15100,230.74058532714844
15199,383,0.0,-63788.05,-9.29167652130127,1.1454553604125977,-130.3332061767578,580.52,793,304000,0.0007,15200,226.2694854736328
15299,383,0.0,-63006.45,-9.277053833007812,1.1439507007598877,-114.19671630859375,587.91,798,306000,0.0007,15300,221.82986450195312
15399,382,1.1920928955078125e-07,-65118.45,-9.300131797790527,1.1474308967590332,-127.8893051147461,573.83,804,308000,0.0007,15400,217.47537231445312
15499,382,0.0,-71159.1,-9.345142364501953,1.1553990840911865,-126.7456283569336,530.77,809,310000,0.0007,15500,213.11160278320312
15599,382,0.0,-74924.8,-9.33409309387207,1.1537153720855713,-90.12320709228516,503.57,815,312000,0.0007,15600,157.73802185058594
15699,382,0.0,-77353.7,-9.316926956176758,1.1510299444198608,23202.857421875,457.28,820,314000,0.0007,15700,23961582.0
15799,382,0.0,-79019.55909091,-9.316206932067871,1.149996042251587,-88.63064575195312,429.35,825,316000,0.0007,15800,153.83421325683594
15899,382,-1.1920928955078125e-07,-77922.00909091,-9.322830200195312,1.1515438556671143,-24.79150390625,413.28,830,318000,0.0007,15900,153.271484375
15999,382,0.0,-80006.40532106,-9.337457656860352,1.155019998550415,5403.8896484375,327.0,836,320000,0.0007,16000,4998415.5
16099,382,0.0,-93550.63865439002,-9.326449394226074,1.152744174003601,10646.7685546875,187.62,841,322000,0.0007,16100,9892016.0
16199,382,-1.6689300537109375e-06,-95079.38865439,-9.336569786071777,1.1550496816635132,-81.93126678466797,123.51,846,324000,0.0007,16200,145.462890625
16299,382,0.0,-94761.13865439,-9.314386367797852,1.150313377380371,-121.72942352294922,112.42,852,326000,0.0007,16300,188.15362548828125
16399,382,-1.1920928955078125e-07,-94800.80456348001,-9.323036193847656,1.1521703004837036,-50.062618255615234,102.53,857,328000,0.0007,16400,96.10749816894531
16499,382,0.0,-96047.39722222001,-9.318086624145508,1.1509145498275757,-83.46392822265625,103.45,862,330000,0.0007,16500,137.89126586914062
16599,382,1.1920928955078125e-07,-96732.72904040999,-9.3197660446167,1.1514145135879517,-106911.375,95.16,868,332000,0.0007,16600,978398720.0
16699,382,-1.1920928955078125e-07,-97229.62904041,-9.350460052490234,1.1574068069458008,-83.46731567382812,91.98,873,334000,0.0007,16700,132.60610961914062
16799,382,5.960464477539063e-08,-97775.20404041,-9.375864028930664,1.161820411682129,-115.1626968383789,84.26,878,336000,0.0007,16800,169.60519409179688
16899,382,0.0,-99287.06515152,-9.388937950134277,1.1648225784301758,-71.80728149414062,82.45,884,338000,0.0007,16900,127.36870574951172
16999,382,0.0,-99905.05,-9.399487495422363,1.1663331985473633,-67.41366577148438,85.48,889,340000,0.0007,17000,124.97533416748047
17099,382,1.1920928955078125e-07,-99934.25,-9.419198989868164,1.1693768501281738,-82.24494171142578,88.6,894,342000,0.0007,17100,122.45926666259766
17199,382,0.0,-99105.55,-9.470651626586914,1.1807093620300293,-68.5483169555664,110.44,900,344000,0.0007,17200,120.35015106201172
17299,382,0.00023996829986572266,-99084.15,-9.476202964782715,1.181414246559143,-72.60111236572266,119.23,905,346000,0.0007,17300,118.0385513305664
17399,382,-1.1920928955078125e-07,-99189.15,-9.473262786865234,1.181588053703308,-99.5025863647461,132.96,910,348000,0.0007,17400,148.15957641601562
17499,381,0.0,-99007.55,-9.48171615600586,1.1830954551696777,-110.09183502197266,124.8,916,350000,0.0007,17500,144.6342010498047
17599,381,0.0,-99218.15,-9.481081008911133,1.18344247341156,-254109.875,123.2,922,352000,0.0007,17600,2372332032.0
17699,381,5.960464477539063e-08,-100318.85,-9.494303703308105,1.1861978769302368,-104.54219055175781,98.02,927,354000,0.0007,17700,137.5834197998047
17799,381,-1.1920928955078125e-07,-100476.25,-9.522144317626953,1.191808819770813,-96.88458251953125,102.83,933,356000,0.0007,17800,134.0895233154297
17899,381,0.0,-100612.05,-9.49583625793457,1.187693476676941,-91.21123504638672,102.33,938,358000,0.0007,17900,130.6766357421875
17999,381,-1.1920928955078125e-07,-100703.85,-9.505264282226562,1.1893709897994995,-98.13709259033203,111.51,943,360000,0.0007,18000,127.2403564453125
18099,381,0.0,-100882.7,-9.524443626403809,1.1929662227630615,-96.42518615722656,119.27,949,362000,0.0007,18100,123.86299133300781
18199,381,-1.1920928955078125e-07,-98152.1,-9.539377212524414,1.1959617137908936,-93.3579330444336,146.18,954,364000,0.0007,18200,120.5933609008789
18299,381,1.1920928955078125e-07,-97242.7,-9.534950256347656,1.1951231956481934,-87.85822296142578,155.23,960,366000,0.0007,18300,117.39678192138672
18399,381,1.1920928955078125e-07,-94565.9,-9.543977737426758,1.1957581043243408,-96.80585479736328,187.52,965,368000,0.0007,18400,114.16259765625
18499,381,0.0,-94623.6,-9.545966148376465,1.1960296630859375,-96.45272064208984,193.29,970,370000,0.0007,18500,110.99885559082031
18599,381,0.0,-91901.9,-9.5594482421875,1.199009656906128,-88.7459945678711,221.09,976,372000,0.0007,18600,107.8791732788086
18699,381,1.1920928955078125e-07,-90998.1,-9.545149803161621,1.1966912746429443,-85.50537109375,230.7,981,374000,0.0007,18700,104.80413055419922
18799,381,0.0,-88288.4,-9.548895835876465,1.19767427444458,-82.0578842163086,259.7,986,376000,0.0007,18800,101.7940444946289
18899,381,0.0,-87386.3,-9.573554039001465,1.2011401653289795,-91.10250854492188,269.48,992,378000,0.0007,18900,98.83110809326172
18999,380,0.0,-84659.0,-9.583220481872559,1.203423023223877,-81.51681518554688,296.72,997,380000,0.0007,19000,95.90875244140625
19099,380,0.0,-83750.6,-9.59255599975586,1.2046864032745361,-86.66976165771484,305.87,1002,382000,0.0007,19100,93.02947998046875
