train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/n_updates,time/episodes,train/actor_loss,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean
116381792.0,-0.12038660049438477,61.5,0.9859633445739746,0.001,43,4,0.2751968204975128,1,276,193,-100605.0
738931.875,0.09671638160943985,63.5,0.9611272811889648,0.001,136,8,-443.70941162109375,4,648,155,-100625.0
224455568.0,0.10078257322311401,60.0,0.9608754515647888,0.001,165,12,-613.07470703125,5,764,151,-99756.66666666667
76473344.0,0.17989888787269592,52.1875,0.9634488224983215,0.001,190,16,-741.8472290039062,5,864,149,-99886.875
110043296.0,0.27829089760780334,46.4,0.9680847525596619,0.001,216,20,-969.3785400390625,6,968,147,-99954.0
326904224.0,0.01139830518513918,47.208333333333336,1.000301718711853,0.001,299,24,-1045.3404541015625,9,1300,144,-100045.41666666667
170583072.0,-0.5095293521881104,48.392857142857146,1.0352967977523804,0.001,371,28,-859.5887451171875,11,1588,143,-100116.78571428571
126725776.0,-1.2258332967758179,58.34375,1.0953378677368164,0.001,492,32,-712.3936767578125,14,2072,141,-99308.671875
46747256.0,-2.6024012565612793,61.861111111111114,1.1851978302001953,0.001,679,36,130.88636779785156,20,2820,140,-98923.10185186111
66652480.0,-8.968986511230469,72.425,1.560650110244751,0.001,1349,40,1033.154052734375,40,5500,136,-99197.291666675
4567483.0,-11.05482006072998,138.3181818181818,1.696700930595398,0.001,1538,44,921.8421020507812,46,6256,134,-93176.62878788637
25547280.0,-12.415872573852539,133.47916666666666,1.7576568126678467,0.001,1618,48,1978.730712890625,48,6576,134,-93584.72222222916
15247543.0,-12.776759147644043,127.8076923076923,1.7835949659347534,0.001,1653,52,2276.7509765625,50,6716,134,-94123.39743590384
50755312.0,-13.612972259521484,121.35714285714286,1.8099136352539062,0.001,1684,56,601.5953369140625,50,6840,134,-94569.22619048214
16287376.0,-14.57684326171875,115.58333333333333,1.8369165658950806,0.001,1719,60,1668.70654296875,51,6980,134,-94953.77777778333
48964584.0,-14.832809448242188,111.09375,1.9064154624938965,0.001,1799,64,2262.669189453125,54,7300,133,-95295.88541667187
9011674.0,-15.045991897583008,109.02941176470588,2.000209093093872,0.001,1911,68,1694.20751953125,58,7748,132,-95469.65686275
27092124.0,-15.290342330932617,110.20833333333333,2.0683326721191406,0.001,1995,72,2133.850341796875,60,8084,133,-95653.65162037499
14880982.0,-17.559053421020508,113.07894736842105,2.2562551498413086,0.001,2212,76,3206.259033203125,67,8952,133,-95697.63706140789
13074326.0,-17.965206146240234,115.7625,2.4405336380004883,0.001,2420,80,3251.9619140625,73,9784,132,-95995.63020833749
9411478.0,-22.567630767822266,120.0952380952381,2.8313894271850586,0.001,2838,84,3257.6767578125,85,11456,133,-96284.29067460714
24982424.0,-21.647268295288086,119.86363636363636,3.0347797870635986,0.001,3033,88,4130.97314453125,91,12236,133,-96505.00473485226
35694208.0,-21.706844329833984,127.33695652173913,3.1536903381347656,0.001,3148,92,4178.32373046875,94,12696,133,-95696.52626811956
66335120.0,-22.652299880981445,125.55208333333333,3.196946620941162,0.001,3192,96,4482.5888671875,96,12872,133,-95910.62934028124
3471496.75,-23.045467376708984,124.35,3.380622625350952,0.001,3355,100,4869.375,101,13524,132,-96112.00416667
9386748.0,-22.016159057617188,123.09,3.447220802307129,0.001,3416,104,3643.2744140625,103,13768,132,-96099.40416666999
52543952.0,-22.853710174560547,131.75,3.5469982624053955,0.001,3507,108,4534.41015625,106,14132,132,-95186.10416666999
29879234.0,-24.68081283569336,135.16,3.6466588973999023,0.001,3593,112,4147.8720703125,109,14476,131,-95320.20416667
28142356.0,-23.14242935180664,137.54,3.7068326473236084,0.001,3643,116,4435.43603515625,111,14676,131,-95244.00416667
6756212.0,-22.429744720458984,139.6,3.8147575855255127,0.001,3736,120,3980.60009765625,114,15048,131,-95162.41666666999
16374082.0,-21.25994110107422,140.83,3.9185781478881836,0.001,3830,124,5094.77783203125,117,15424,131,-95174.71666666999
11972732.0,-21.314239501953125,142.0,4.065388202667236,0.001,3964,128,4578.33056640625,121,15960,131,-95286.41666666999
17224500.0,-21.806909561157227,140.51,4.105335235595703,0.001,4001,132,5916.58349609375,122,16108,131,-95476.24166667
9987274.0,-23.15779685974121,139.77,4.1603522300720215,0.001,4049,136,3299.2177734375,124,16300,131,-95670.9
26823984.0,-22.558700561523438,135.49,4.236049175262451,0.001,4111,140,4850.47705078125,126,16548,131,-95528.1
5493913.5,-22.96277618408203,105.76,4.349620342254639,0.001,4205,144,4584.908203125,129,16924,131,-98230.5
8879189.0,-22.381460189819336,103.34,4.39762020111084,0.001,4244,148,5264.2275390625,130,17080,131,-98315.05
21855758.0,-23.561002731323242,103.7,4.442410469055176,0.001,4281,152,5075.20361328125,131,17228,130,-98318.65
7526049.0,-23.771991729736328,104.31,4.588074684143066,0.001,4395,156,4305.3583984375,135,17684,130,-98324.75
41156080.0,-22.140562057495117,111.57,4.97039794921875,0.001,4675,160,4938.1787109375,143,18804,130,-98397.35
59913432.0,-22.130523681640625,114.6,5.159234523773193,0.001,4820,164,5223.142578125,148,19384,130,-98427.65
54800228.0,-19.83895492553711,124.88,5.433411598205566,0.001,5029,168,4830.31396484375,154,20220,131,-98496.15
41935664.0,-20.388063430786133,124.49,5.550569534301758,0.001,5121,172,5503.37158203125,156,20588,131,-98489.275
33413642.0,-19.44387435913086,122.65,5.653590679168701,0.001,5199,176,5458.8818359375,159,20900,131,-98571.9
7042119.5,-19.954206466674805,118.95,5.798095703125,0.001,5313,180,5761.25732421875,162,21356,131,-98534.9
36098520.0,-20.316890716552734,112.91,5.876253128051758,0.001,5372,184,6019.888671875,164,21592,131,-98474.5
11249498.0,-19.940706253051758,109.63,5.927952766418457,0.001,5410,188,6528.0361328125,165,21744,131,-98441.7
69095312.0,-20.372453689575195,101.21,5.997546672821045,0.001,5462,192,5508.5537109375,166,21952,131,-99357.4
16361287.0,-20.071439743041992,99.86,6.0680437088012695,0.001,5514,196,5963.158203125,168,22160,131,-99343.9
8673960.0,-20.341636657714844,101.0,6.245710372924805,0.001,5638,200,5885.96923828125,172,22656,131,-99355.3
21557350.0,-21.14334487915039,103.54,6.401906967163086,0.001,5748,204,5265.431640625,175,23096,131,-99278.425
22781500.0,-22.59415054321289,95.81,6.544410705566406,0.001,5840,208,6418.91796875,178,23464,131,-100201.025
68461832.0,-22.45623779296875,94.86,6.742504596710205,0.001,5962,212,5500.236328125,181,23952,131,-99982.6
60907444.0,-22.37118148803711,94.97,6.878365993499756,0.001,6043,216,6883.728515625,184,24276,131,-100083.7
38543204.0,-20.367666244506836,93.4,7.110527992248535,0.001,6185,220,5929.4140625,188,24844,131,-100170.1875
38314848.0,-19.431699752807617,93.24,7.21377420425415,0.001,6252,224,7306.025390625,190,25112,131,-100168.5875
11566114.0,-20.03495979309082,92.76,7.2985920906066895,0.001,6306,228,6866.134765625,192,25328,131,-100163.7875
16466350.0,-20.206539154052734,91.79,7.364960193634033,0.001,6347,232,6809.60546875,193,25492,131,-100154.0875
37900200.0,-21.08081817626953,90.41,7.497962474822998,0.001,6429,236,7701.31005859375,195,25820,131,-100140.2875
13294718.0,-19.268146514892578,96.47,7.7524943351745605,0.001,6574,240,9029.16015625,199,26400,132,-100053.36805555999
13619272.0,-20.260282516479492,98.93,7.876401901245117,0.001,6647,244,8540.6796875,202,26692,132,-99976.99305555999
20111064.0,-19.58335304260254,100.52,8.03510570526123,0.001,6738,248,6796.21728515625,204,27056,132,-99892.89305556
21263988.0,-18.82404327392578,101.67,8.19674301147461,0.001,6830,252,6976.216796875,207,27424,131,-99704.39305556
28895524.0,-20.663663864135742,101.86,8.319544792175293,0.001,6899,256,7702.3037109375,210,27700,131,-99605.99305555999
21596998.0,-21.99212646484375,100.74,8.607102394104004,0.001,7051,260,8284.294921875,215,28308,131,-99394.79305555999
11752667.0,-22.963743209838867,98.11,8.7131986618042,0.001,7102,264,7738.08447265625,217,28512,131,-99368.49305555999
31357836.0,-20.556472778320312,87.86,8.861027717590332,0.001,7175,268,9193.1484375,219,28804,131,-99299.69305556
68049232.0,-20.012500762939453,85.56,8.99017333984375,0.001,7241,272,8336.7783203125,221,29068,131,-99280.10555555999
44152008.0,-19.32671546936035,83.44,9.0888090133667,0.001,7291,276,7663.3486328125,222,29268,131,-99363.80555555999
12105818.0,-20.07766342163086,85.55,9.490350723266602,0.001,7487,280,7846.7158203125,228,30052,131,-99284.90555555999
19005696.0,-18.823890686035156,87.82,9.611297607421875,0.001,7548,284,8441.16796875,230,30296,131,-99101.91805555999
19793114.0,-17.838573455810547,89.73,9.779536247253418,0.001,7631,288,8855.568359375,232,30628,131,-99121.01805556
35265468.0,-19.481163024902344,91.17,10.195395469665527,0.001,7828,292,8074.9130859375,238,31416,131,-99135.41805555999
9248843.0,-17.112274169921875,98.08,10.610878944396973,0.001,8024,296,8654.53125,244,32200,131,-99104.51805556
18598268.0,-16.2479248046875,96.49,10.815703392028809,0.001,8128,300,9750.8017578125,247,32616,131,-99088.61805555999
14834674.0,-17.630565643310547,98.14,11.006884574890137,0.001,8226,304,7686.53125,251,33008,131,-99207.39305556
10682220.0,-18.25118637084961,104.08,11.84427261352539,0.001,8595,308,8978.185546875,263,34484,130,-99166.79305555999
12865426.0,-19.8240966796875,113.97,12.52739143371582,0.001,8865,312,8830.8544921875,272,35564,130,-99474.61805555999
22556896.0,-19.46244239807129,116.56,12.920133590698242,0.001,9005,316,9070.751953125,276,36124,130,-99500.51805556
32459206.0,-17.282901763916016,119.71,13.22017765045166,0.001,9112,320,11885.138671875,280,36552,130,-99532.01805556
14288340.0,-17.40237808227539,122.72,13.619318962097168,0.001,9256,324,9176.1015625,284,37128,130,-99462.11805555999
42906252.0,-17.540176391601562,119.35,13.735912322998047,0.001,9298,328,9573.3623046875,285,37296,130,-99428.41805555999
55869992.0,-16.60416030883789,118.83,13.843789100646973,0.001,9339,332,9296.1181640625,286,37460,130,-99423.21805555999
14961318.0,-16.683788299560547,122.57,13.910224914550781,0.001,9362,336,9457.638671875,287,37552,130,-99360.61805555999
75774648.0,-18.291259765625,115.14,14.019034385681152,0.001,9401,340,9139.0576171875,288,37708,130,-99533.8375
14173634.0,-17.37482452392578,113.51,14.338427543640137,0.001,9515,344,9533.5673828125,292,38164,130,-99518.5125
17269318.0,-18.162216186523438,114.98,14.516661643981934,0.001,9575,348,11780.064453125,293,38404,130,-99633.2125
8829435.0,-16.883277893066406,115.38,14.9273099899292,0.001,9707,352,11072.251953125,298,38932,130,-99837.2125
10880405.0,-16.894630432128906,116.85,15.338960647583008,0.001,9841,356,11127.0400390625,302,39468,130,-99851.25
17639188.0,-17.744064331054688,122.59,16.001453399658203,0.001,10050,360,10216.076171875,308,40304,130,-99455.8125
16228967.0,-18.958145141601562,121.61,16.320602416992188,0.001,10141,364,11524.3525390625,311,40668,130,-99445.3125
41016688.0,-17.639240264892578,123.45,17.22443389892578,0.001,10395,368,13285.53125,319,41684,130,-99460.2875
48260324.0,-17.146953582763672,131.54,17.893312454223633,0.001,10570,372,12531.2958984375,324,42384,130,-99205.61527778
