rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/kl_divergence_loss,train/std,train/is_line_search_success,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/policy_objective
-321648.20668099995,78.16,12,8192,631,1,,,,,,,,
-261843.34208555002,74.43,28,16384,572,2,0.004981011152267456,1.0011062622070312,1.0,2.384185791015625e-06,4131321004.4,1,0.001,0.053594984114170074
-207280.02835004003,61.17,44,24576,546,3,0.0047632381319999695,0.9941569566726685,1.0,-2.384185791015625e-07,3161846842.4,2,0.001,0.042186517268419266
-206534.90469470006,67.01,60,32768,540,4,0.005235536489635706,0.987655520439148,1.0,0.0,2919922186.4,3,0.001,0.04814780503511429
-180718.80874337,58.19,77,40960,529,5,0.004689577501267195,0.9921440482139587,1.0,0.0,2639913665.4,4,0.001,0.03909793496131897
-172850.80853953998,55.93,93,49152,524,6,0.004776871297508478,0.9917097091674805,1.0,-1.1920928955078125e-07,2740465669.4,5,0.001,0.04456271976232529
-167997.28291383001,53.66,109,57344,522,7,0.004923914093524218,0.9946110248565674,1.0,-2.384185791015625e-07,2483038862.0,6,0.001,0.04123032093048096
-166039.96885633,52.54,126,65536,517,8,0.004779189825057983,0.9925468564033508,1.0,1.1920928955078125e-07,2463040154.2,7,0.001,0.04399864003062248
-158058.60379502,56.85,143,73728,514,9,0.005664220545440912,0.9869158267974854,1.0,-1.1920928955078125e-07,2684622144.8,8,0.001,0.0491875559091568
-173446.66481013,63.74,159,81920,512,10,0.005247259978204966,0.9805415272712708,1.0,0.0,2322102857.6,9,0.001,0.04246067628264427
-142658.13774128,43.03,176,90112,511,11,0.004911147058010101,0.989899754524231,1.0,2.384185791015625e-07,2232262983.0,10,0.001,0.04009440913796425
-163881.01761115,64.07,192,98304,509,12,0.005409349221736193,0.981037974357605,1.0,0.0,2499018949.2,11,0.001,0.04669162631034851
-154841.08350435,57.3,209,106496,509,13,0.005040994379669428,0.9768159985542297,1.0,0.0,2104114468.2,12,0.001,0.047315746545791626
-162100.50885155998,61.2,225,114688,509,14,0.005219097714871168,0.979701817035675,1.0,0.0,2084806555.8,13,0.001,0.04844683036208153
-170668.79232877,73.22,241,122880,508,15,0.005407752934843302,0.9671862125396729,1.0,1.1920928955078125e-07,2187436545.2,14,0.001,0.0482015497982502
-160238.41682187,61.66,258,131072,507,16,0.005409835372120142,0.9672182202339172,1.0,0.0,1931065768.8,15,0.001,0.04813450947403908
-160529.67741353,69.38,274,139264,507,17,0.00574476458132267,0.9583027958869934,1.0,0.0,2188832079.6,16,0.001,0.05211164802312851
-158578.9790749,63.65,290,147456,507,18,0.0050774565897881985,0.9647539258003235,1.0,0.0,1815942017.2,17,0.001,0.04832260310649872
-168495.08695571002,77.79,307,155648,506,19,0.005212926305830479,0.9548848271369934,1.0,0.0,1946593366.4,18,0.001,0.052812349051237106
-167741.44152565,79.77,323,163840,506,20,0.006124144420027733,0.9508702158927917,1.0,0.0,1757149259.2,19,0.001,0.05220193788409233
-172048.33238334,82.84,339,172032,506,21,0.005982236936688423,0.942565381526947,1.0,-1.1920928955078125e-07,1684478203.2,20,0.001,0.05269177630543709
-158681.57371507998,78.46,355,180224,506,22,0.005384119693189859,0.936728298664093,1.0,0.0,1637668888.6,21,0.001,0.049885571002960205
-175993.58113884996,87.67,372,188416,506,23,0.005546640604734421,0.9298743009567261,1.0,0.0,1612443750.6,22,0.001,0.05003485828638077
-161333.15150417,76.59,388,196608,506,24,0.0059892479330301285,0.9284961819648743,1.0,0.0,1660303910.3,23,0.001,0.044833019375801086
-157569.04777449,87.84,404,204800,506,25,0.006813784129917622,0.9264122843742371,1.0,0.0,1714555661.0,24,0.001,0.057625092566013336
-158339.68100096998,93.77,420,212992,506,26,0.005784789565950632,0.9189424514770508,1.0,0.0,1364324599.4,25,0.001,0.051661521196365356
-174482.8165067,107.59,436,221184,506,27,0.00640525808557868,0.9188551306724548,1.0,0.0,1363376651.4,26,0.001,0.05758172646164894
-177390.92745010005,108.29,452,229376,506,28,0.006288434844464064,0.910765528678894,1.0,1.1920928955078125e-07,1253087073.7,27,0.001,0.049163818359375
-178052.94086656,109.65,469,237568,506,29,0.006416165269911289,0.9151397347450256,1.0,0.0,1314694501.8,28,0.001,0.05501878261566162
-166367.52779947998,113.04,485,245760,506,30,0.007054272573441267,0.9057299494743347,1.0,1.1920928955078125e-07,1357703992.7,29,0.001,0.05760357901453972
-168269.77177221997,117.6,501,253952,506,31,0.006172402296215296,0.8977829813957214,1.0,1.1920928955078125e-07,1100077610.4,30,0.001,0.051720522344112396
-157899.75030461003,116.38,517,262144,506,32,0.0069029624573886395,0.9022125601768494,1.0,0.0,1204974316.0,31,0.001,0.057248279452323914
-174855.32767213,118.32,533,270336,506,33,0.007085595745593309,0.8987240195274353,1.0,0.0,1215404576.4,32,0.001,0.05643051117658615
-170710.40984018001,115.01,549,278528,506,34,0.0073112910613417625,0.8929328918457031,1.0,0.0,1292730119.4,33,0.001,0.055158182978630066
-158148.03569028998,122.22,565,286720,506,35,0.007699855603277683,0.8888536691665649,1.0,0.0,1218640215.1,34,0.001,0.05875498801469803
-163628.30945807998,145.86,582,294912,506,36,0.007481652777642012,0.8866663575172424,1.0,0.0,1074561492.9,35,0.001,0.0590691901743412
-147014.12617129,138.69,598,303104,506,37,0.007026954088360071,0.8818426132202148,1.0,1.1920928955078125e-07,893159266.9,36,0.001,0.055323146283626556
-145461.92307627,139.69,614,311296,506,38,0.007324380334466696,0.8731334805488586,1.0,0.00011730194091796875,920317449.9,37,0.001,0.06334125250577927
-124724.10242103999,148.46,630,319488,507,39,0.007760534528642893,0.8818774819374084,1.0,0.0002345442771911621,1018250918.6,38,0.001,0.04627753049135208
-116421.89342783,160.62,646,327680,506,40,0.006923239212483168,0.8693689703941345,1.0,-9.5367431640625e-07,736656706.6,39,0.001,0.0562603734433651
-129253.47849508999,161.02,662,335872,507,41,0.008017405867576599,0.8680556416511536,1.0,-0.00013172626495361328,855194287.35,40,0.001,0.05613676831126213
-138990.31517915998,153.77,678,344064,507,42,0.007521294057369232,0.8661012649536133,1.0,-3.5762786865234375e-07,865877833.25,41,0.001,0.05594716966152191
-180626.14670037,176.96,694,352256,507,43,0.008537434972822666,0.8638181090354919,1.0,-1.3113021850585938e-06,867010051.55,42,0.001,0.058385469019412994
-179934.85422626,205.6,710,360448,507,44,0.007657345850020647,0.8564060926437378,1.0,0.0,1048485585.6,43,0.001,0.053289320319890976
-142858.76097383,213.64,727,368640,506,45,0.007472476456314325,0.8454495668411255,1.0,5.960464477539063e-08,601164650.1,44,0.001,0.05040181428194046
-113396.13711454999,217.71,743,376832,506,46,0.00839585904031992,0.8482640385627747,1.0,-1.1920928955078125e-07,623751133.275,45,0.001,0.06147056818008423
-120821.88078243,213.59,759,385024,506,47,0.007756572682410479,0.8411881327629089,1.0,-1.3113021850585938e-06,653502792.0,46,0.001,0.04964759573340416
-141669.92986745,225.46,775,393216,506,48,0.007803990039974451,0.8333618640899658,1.0,0.0,754757901.5,47,0.001,0.05306140333414078
-117335.87554225,205.14,792,401408,506,49,0.0076368278823792934,0.8328237533569336,1.0,0.0,750608815.8,48,0.001,0.05516776815056801
-57161.377420920006,181.91,809,409600,506,50,0.007439305540174246,0.8323772549629211,1.0,0.0,616027672.15,49,0.001,0.05093051865696907
-33779.5384535,167.92,825,417792,505,51,0.008861960843205452,0.8367645144462585,1.0,0.0,622822817.375,50,0.001,0.060799673199653625
-50668.67391148,174.35,842,425984,505,52,0.008300947025418282,0.830998420715332,1.0,0.0,677438344.85,51,0.001,0.05542342737317085
-60115.331042,185.78,860,434176,504,53,0.009065704420208931,0.8296063542366028,1.0,0.0,669275569.75,52,0.001,0.05263325572013855
-10637.305248050001,166.65,877,442368,503,54,0.008231457322835922,0.8273108601570129,1.0,0.0,652188519.8,53,0.001,0.05646223574876785
