time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/approx_kl
38,243.51,622592,3127,-96802.87023809,199,-12.27858104556799,0.057373046875,0.2,0.0011,226955280.0,370,412588459.9734375,1.889850378036499,-0.002072647473869438,0.0,0.008138718
39,242.59,638976,3209,-96657.28,199,-12.39312491454184,0.111962890625,0.2,0.0011,242182000.0,380,424671347.2484375,1.9124969244003296,0.0013972514012493774,0.0,0.010202907
40,216.52,655360,3292,-96192.4852381,199,-12.45208873525262,0.046435546875,0.2,0.0011,377178912.0,390,444274503.74375,1.9430745840072632,0.0004224111697112676,-1.1920928955078125e-07,0.016382355
41,205.97,671744,3374,-97058.28166667,199,-12.539379910007119,0.020904541015625,0.2,0.0011,254720496.0,400,496051370.0984375,1.973710060119629,-0.0013993644635775127,-1.1920928955078125e-07,0.0032459446
42,205.65,688128,3456,-95602.86297618001,199,-12.651914951950312,0.04139404296875,0.2,0.0011,139916064.0,410,503283465.575,2.0123608112335205,-0.003114702542188752,0.0,0.0055946466
43,205.48,704512,3538,-96322.28523811,199,-12.739414089173078,0.030511474609375,0.2,0.0011,252002496.0,420,533515155.1125,2.035975456237793,-0.0025827774481513186,0.0,0.0046895742
44,233.08,720896,3619,-94502.55142858,199,-12.839054673537612,0.0556396484375,0.2,0.0011,152840576.0,430,473786546.8875,2.0790553092956543,-0.002513279295817483,-1.1920928955078125e-07,0.0064314734
45,240.53,737280,3701,-95090.57309523999,199,-12.978099943324924,0.05797119140625,0.2,0.0011,301995744.0,440,421751383.8015625,2.124131917953491,-0.001603607721881417,0.0,0.006826257
46,247.43,753664,3784,-96525.79809524,199,-13.105156506597996,0.0434814453125,0.2,0.0011,521957152.0,450,436449589.828125,2.1692535877227783,-0.0007397561877951376,0.0,0.005751131
47,228.56,770048,3866,-95655.54261904002,199,-13.260337236896158,0.140618896484375,0.2,0.0011,289399744.0,460,406780031.515625,2.233013153076172,0.0014824840907749603,0.0,0.01478768
48,219.48,786432,3949,-96751.82785714,199,-13.399992360547184,0.045135498046875,0.2,0.0011,318634464.0,470,460680740.034375,2.284435749053955,-0.002279312529208255,-1.1920928955078125e-07,0.006215714
49,249.18,802816,4032,-95389.80047618,199,-13.534112483263016,0.038922119140625,0.2,0.0011,310310496.0,480,451885240.7296875,2.3283369541168213,-0.0016962142863121699,0.0,0.005566434
50,188.7,819200,4114,-98122.29166666999,199,-13.681607557088137,0.117572021484375,0.2,0.0011,290813760.0,490,386096528.9734375,2.3684091567993164,0.00145194010619889,0.0,0.0126522705
51,219.72,835584,4196,-95254.56309524,199,-13.736575048044324,0.041143798828125,0.2,0.0011,190226144.0,500,519899656.6421875,2.4140419960021973,-0.0032464025291119468,0.0,0.0056386776
52,214.96,851968,4278,-96928.49142857,199,-13.871572201699019,0.070660400390625,0.2,0.0011,307192608.0,510,428066024.309375,2.465513229370117,-0.0004065458713739645,0.0,0.0067652296
53,229.97,868352,4360,-96853.70714285999,199,-13.986142408847808,0.06824951171875,0.2,0.0011,357852064.0,520,418761836.871875,2.516153335571289,0.00028694483007711823,-1.1920928955078125e-07,0.006957809
54,270.94,884736,4441,-96096.07595238001,199,-14.103996526822447,0.071527099609375,0.2,0.0011,169041056.0,530,448964605.94375,2.564319133758545,0.0004094305444596102,5.960464477539063e-08,0.01619027
55,166.96,901120,4523,-97316.56333333,199,-14.328782142698765,0.437158203125,0.2,0.0011,50093344.0,540,332560925.084375,2.6751842498779297,0.043592250121218964,0.0,0.037193887
56,157.24,917504,4606,-97459.32119046999,199,-14.415482970327139,0.017462158203125,0.2,0.0011,208358864.0,550,581539218.4,2.695483922958374,-0.002541282806487288,0.0,0.0040644603
57,168.33,933888,4688,-96941.19309523002,199,-14.479777505993843,0.014215087890625,0.2,0.0011,253400976.0,560,622717411.5625,2.728132724761963,-0.0020097661812542356,-1.1920928955078125e-07,0.0039972765
58,166.12,950272,4771,-97171.26285713,199,-14.573348623141646,0.0152099609375,0.2,0.0011,338524672.0,570,565809655.7,2.774665355682373,-0.001063449885623413,0.0,0.0034243965
59,168.53,966656,4853,-96487.29452381,199,-14.687109242007136,0.020367431640625,0.2,0.0011,442097632.0,580,557586946.471875,2.832127332687378,-0.0011405209044824006,0.0,0.004166136
60,166.57,983040,4935,-95961.8442857,199,-14.806788732483984,0.02462158203125,0.2,0.0011,400059168.0,590,580180528.521875,2.888364791870117,-0.0017511020827441826,0.0,0.004925783
61,172.1,999424,5018,-96542.21833333999,199,-14.940362640470266,0.02276611328125,0.2,0.0011,459239520.0,600,571485011.365625,2.957986831665039,-0.0017847716764663347,-1.1920928955078125e-07,0.004891324
62,199.84,1015808,5100,-95672.74857143,199,-15.085124160721898,0.048748779296875,0.2,0.0011,415358240.0,610,529163498.35625,3.0293827056884766,-0.0024819564323479426,0.0,0.0073339865
63,165.07,1032192,5182,-97477.34285714,199,-15.22470651715994,0.05572509765625,0.2,0.0011,298364288.0,620,449970004.0125,3.10907244682312,-0.0008318341142512509,0.0,0.007209124
64,196.8,1048576,5264,-96625.22619048,199,-15.356166137382388,0.037347412109375,0.2,0.0011,143286560.0,630,546255874.4078125,3.161062240600586,-0.00214273002675327,0.0,0.0063946377
65,196.53,1064960,5347,-97131.75192308001,199,-15.49366447068751,0.04002685546875,0.2,0.0011,190022896.0,640,467822256.09375,3.2383241653442383,-0.0014487396611002623,5.960464477539063e-08,0.005828426
66,114.06,1081344,5430,-95153.20833333001,199,-15.632302102074027,0.11534423828125,0.2,0.0011,250743584.0,650,458201025.5015625,3.324897289276123,0.007490722474904033,0.0,0.103581935
67,115.34,1097728,5512,-96612.55642857001,199,-15.723664543777705,0.0100341796875,0.2,0.0011,526222848.0,660,760762926.76875,3.3609061241149902,-0.002140167047218711,-1.1920928955078125e-07,0.0036511845
68,156.6,1114112,5595,-94763.33523811,199,-15.804014876112342,0.01175537109375,0.2,0.0011,323188512.0,670,723983330.0,3.409635305404663,-0.0015330964073655196,0.0,0.0031331335
69,154.65,1130496,5678,-96521.475,199,-15.913046051189303,0.019940185546875,0.2,0.0011,216734720.0,680,576734983.528125,3.4766154289245605,-0.0014246740684029646,0.0,0.004163987
70,169.43,1146880,5759,-95327.52095237,199,-16.044328861683606,0.026348876953125,0.2,0.0011,363874240.0,690,583336450.98125,3.5539443492889404,-0.002190811766195111,0.0,0.0053659496
71,181.7,1163264,5842,-95590.26095237,199,-16.17938342690468,0.026153564453125,0.2,0.0011,362300160.0,700,527734663.89375,3.6371216773986816,-0.0012399962033668999,0.0,0.0046679587
72,195.54,1179648,5926,-96296.76738096001,199,-16.31373160406947,0.035247802734375,0.2,0.0011,228998432.0,710,451653356.1859375,3.7165400981903076,-0.0010205974425844034,0.0,0.0050482126
73,184.97,1196032,6008,-95535.66714286,199,-16.432762518525124,0.027880859375,0.2,0.0011,239787536.0,720,483565037.465625,3.7962417602539062,-0.0014279424965934595,-1.1920928955078125e-07,0.0046476615
74,190.65,1212416,6089,-94331.33547619998,199,-16.56446840763092,0.03546142578125,0.2,0.0011,194721808.0,730,481428860.346875,3.878265857696533,-0.001370302178838756,0.0,0.005346733
75,175.39,1228800,6172,-96690.725,199,-16.705289041250943,0.056365966796875,0.2,0.0011,321610176.0,740,449671760.128125,3.96077299118042,-0.0006621015631026239,-1.1920928955078125e-07,0.008884089
76,182.37,1245184,6255,-95473.89952381,199,-16.795612055808306,0.016802978515625,0.2,0.0011,124017064.0,750,495978290.253125,4.032460689544678,-0.0010253455982820014,-1.1920928955078125e-07,0.0035511933
77,175.04,1261568,6337,-96131.57761904999,199,-16.941644104570152,0.034136962890625,0.2,0.0011,153930512.0,760,496823285.16875,4.1347455978393555,-0.001822634561722225,-1.1920928955078125e-07,0.005177107
78,191.96,1277952,6419,-95104.57642856,199,-17.077314744889737,0.03026123046875,0.2,0.0011,280392608.0,770,501259803.196875,4.226532936096191,-0.0012393444894769345,0.0,0.0051116287
79,145.69,1294336,6501,-96426.14095237,199,-17.25309624001384,0.203662109375,0.2,0.0011,288866240.0,780,432177043.7921875,4.3703389167785645,0.01064449386067281,-1.1920928955078125e-07,0.020589866
80,173.5,1310720,6584,-96549.47209957,199,-17.3639711253345,0.008746337890625,0.2,0.0011,214519920.0,790,560812150.178125,4.427430629730225,-0.0012588550027430756,0.0,0.0026905062
81,178.98,1327104,6667,-96210.87809523,199,-17.482883536815642,0.03067626953125,0.2,0.0011,480568384.0,800,492129459.70625,4.522132873535156,-0.0010276140386849875,1.1920928955078125e-07,0.004566662
82,140.67,1343488,6750,-97349.88892857,199,-17.640589518100022,0.064892578125,0.2,0.0011,271979904.0,810,472645898.3765625,4.6469244956970215,0.0017785385034585488,0.0,0.0091107255
83,175.83,1359872,6833,-96900.49916667,199,-17.74925776347518,0.027532958984375,0.2,0.0011,335038560.0,820,602090136.36875,4.719874858856201,-0.0023282287093024934,5.960464477539063e-08,0.004897338
84,145.44,1376256,6916,-96740.64761905,198,-17.917905236035587,0.078070068359375,0.2,0.0011,251288368.0,830,472327620.4109375,4.844437122344971,0.002083895565374405,5.960464477539063e-08,0.006480518
85,163.88,1392640,6999,-96609.10476190998,198,-18.003146582096814,0.0147705078125,0.2,0.0011,235568800.0,840,564579610.84375,4.936491966247559,-0.0012048326178046409,0.0,0.0036042074
86,157.03,1409024,7082,-96780.99833333,198,-18.14168858230114,0.02279052734375,0.2,0.0011,263047360.0,850,519936758.26875,5.053875923156738,-0.0005867393439984881,-1.1920928955078125e-07,0.0047369543
87,179.13,1425408,7166,-96744.11190476999,198,-18.27402654886246,0.0177734375,0.2,0.0011,336511616.0,860,508305809.63125,5.164649963378906,-0.0006889107582537691,0.0,0.0037826956
88,189.83,1441792,7248,-96126.78023808001,198,-18.445101007819176,0.03553466796875,0.2,0.0011,203666960.0,870,459969513.56875,5.316089153289795,-0.0009423831359526957,0.0,0.0072567333
89,171.44,1458176,7330,-95793.30880952001,198,-18.593071676045657,0.033441162109375,0.2,0.0011,275765728.0,880,459527524.7671875,5.429472923278809,0.00011915094783034874,0.0,0.007929395
90,170.71,1474560,7412,-95270.31190475002,198,-18.719304360449314,0.02667236328125,0.2,0.0011,258981024.0,890,473992427.11875,5.57785701751709,-0.0005828929592098575,0.0,0.0047029965
91,156.92,1490944,7495,-97241.675,198,-18.833574556559324,0.101080322265625,0.2,0.0011,394743264.0,900,474080824.9359375,5.67090368270874,0.00197448915168934,0.0,0.0076215803
92,162.01,1507328,7577,-96197.16000001,198,-18.959181407094,0.02047119140625,0.2,0.0011,228483968.0,910,519400701.784375,5.806291103363037,-0.0012648966188862688,0.0,0.004161979
93,166.78,1523712,7660,-96403.18011904,198,-19.096973195672035,0.078814697265625,0.2,0.0011,531575840.0,920,493677445.31875,5.9145026206970215,0.0022187355096320973,0.0,0.008293475
94,178.84,1540096,7742,-95461.82119047001,198,-19.19144120067358,0.02191162109375,0.2,0.0011,482388448.0,930,484427195.353125,6.025428295135498,-0.0010630188124196138,0.0,0.0058911378
95,169.39,1556480,7824,-96778.56999999,198,-19.33243640512228,0.03416748046875,0.2,0.0011,338788544.0,940,454651549.95625,6.178027153015137,-0.0011122576914203818,0.0,0.005680187
96,171.22,1572864,7907,-96573.10666666001,198,-19.505006045103073,0.051025390625,0.2,0.0011,478090592.0,950,469391939.059375,6.348040580749512,-5.7042561093112457e-05,0.0,0.007863548
97,171.96,1589248,7989,-96691.91261905,198,-19.655463861674072,0.047308349609375,0.2,0.0011,326656256.0,960,457072947.2,6.526956081390381,0.001015802719120984,1.7881393432617188e-07,0.00848762
98,194.42,1605632,8072,-96769.92249999,198,-19.806764928996564,0.05535888671875,0.2,0.0011,125244440.0,970,442262541.753125,6.729554653167725,-5.5234327192010824e-05,5.960464477539063e-08,0.011095665
99,196.34,1622016,8154,-96726.73333333999,198,-19.972560512274505,0.0483642578125,0.2,0.0011,276373792.0,980,431240894.45,6.8691816329956055,-0.0001452472448363551,0.0,0.0068604024
100,155.09,1638400,8237,-96587.44,198,-20.112075813114643,0.062408447265625,0.2,0.0011,250986064.0,990,411561869.1,7.058174133300781,-0.00017165005847346037,5.960464477539063e-08,0.008640083
101,171.24,1654784,8320,-97031.575,198,-20.27244575545192,0.028582763671875,0.2,0.0011,403355936.0,1000,491244814.68125,7.233317852020264,-0.0012086538828953053,5.960464477539063e-08,0.004749763
102,174.97,1671168,8404,-95652.91357142999,198,-20.40288525223732,0.056463623046875,0.2,0.0011,389086048.0,1010,450380760.78125,7.366109371185303,0.0010902829395490698,5.960464477539063e-08,0.006051963
103,181.91,1687552,8487,-98000.49333333,198,-20.46400981545448,0.063372802734375,0.2,0.0011,240569264.0,1020,441622296.121875,7.394961357116699,0.00017376281630276935,0.0,0.0102490205
104,162.84,1703936,8570,-97177.05357144,198,-20.55620085597038,0.084344482421875,0.2,0.0011,217111424.0,1030,421167087.109375,7.557610511779785,0.0024704216555619498,5.960464477539063e-08,0.011442449
105,177.67,1720320,8652,-96721.07428571001,198,-20.685590924322604,0.06346435546875,0.2,0.0011,314592384.0,1040,462156077.834375,7.736815929412842,-0.0017329152375168632,5.960464477539063e-08,0.008291656
106,132.09,1736704,8736,-97450.30666666999,198,-20.79224825948477,0.12191162109375,0.2,0.0011,224743648.0,1050,433038722.978125,7.8432464599609375,0.005093562021284015,5.960464477539063e-08,0.010974468
107,139.74,1753088,8819,-99181.575,198,-20.8657249212265,0.034130859375,0.2,0.0011,539327360.0,1060,563410414.071875,7.963152885437012,-0.0026368446360720554,-1.1920928955078125e-07,0.004580769
108,161.04,1769472,8902,-97156.46404761002,198,-20.99197238460183,0.022857666015625,0.2,0.0011,409254016.0,1070,540836459.7375,8.166187286376953,-0.0011181469479197403,0.0,0.0047643553
109,154.28,1785856,8985,-96906.29380952001,198,-21.164193292707203,0.05657958984375,0.2,0.0011,247234128.0,1080,470010424.9125,8.358720779418945,0.0011830527504571365,0.0,0.0066567305
110,147.64,1802240,9068,-96968.79952381,198,-21.299157498031853,0.032281494140625,0.2,0.0011,182540848.0,1090,482059471.2625,8.565231323242188,0.00024216492056439165,0.0,0.004871822
111,162.52,1818624,9151,-97150.82333333998,198,-21.411509884893896,0.035614013671875,0.2,0.0011,259029024.0,1100,500377484.475,8.719761848449707,-0.00014397398372238966,0.0,0.0054592895
112,149.0,1835008,9235,-97928.30833333,198,-21.574801673740147,0.18055419921875,0.2,0.0011,129408096.0,1110,444632464.090625,8.943517684936523,0.010207853033170977,0.0,0.017686618
113,152.0,1851392,9318,-96947.27,198,-21.646942980587482,0.013800048828125,0.2,0.0011,290323360.0,1120,507899520.925,9.071866989135742,-0.0003942435887438478,-1.1920928955078125e-07,0.0034658252
114,144.33,1867776,9400,-97724.00833334001,198,-21.792474999278785,0.056500244140625,0.2,0.0011,268576416.0,1130,470820102.853125,9.370866775512695,0.0022938831983992714,0.0,0.0120741725
115,136.87,1884160,9484,-98217.015,198,-21.907190587371588,0.065118408203125,0.2,0.0011,219234096.0,1140,500533949.1875,9.411469459533691,0.0017633888961427146,5.960464477539063e-08,0.008901205
116,138.41,1900544,9566,-96619.34166668,198,-21.9378938421607,0.006329345703125,0.2,0.0011,404834560.0,1150,512747323.346875,9.552288055419922,-0.0006787073154555401,-1.1920928955078125e-07,0.0021794657
117,146.16,1916928,9649,-97655.85690476,198,-22.09189760684967,0.047503662109375,0.2,0.0011,419483360.0,1160,493627682.7875,9.786909103393555,-0.0005610470281681046,0.0,0.005406551
118,165.5,1933312,9732,-97650.14166667,198,-22.225104440003633,0.040032958984375,0.2,0.0011,204542080.0,1170,485664324.365625,10.054628372192383,-0.0005482124011905398,0.0,0.0060864603
119,112.38,1949696,9816,-98627.44642857001,198,-22.44179671108723,0.19002685546875,0.2,0.0011,286106048.0,1180,422630966.521875,10.359761238098145,0.009256742520665284,-1.1920928955078125e-07,0.0425613
120,118.21,1966080,9899,-97639.55333333001,198,-22.482468955218792,6.103515625e-06,0.2,0.0011,253110928.0,1190,587354999.5625,10.403081893920898,-0.00040004464208323045,0.0,0.00021492975
121,141.37,1982464,9982,-97552.64590909,198,-22.532568181306125,0.002197265625,0.2,0.0011,345884608.0,1200,568544451.39375,10.529024124145508,-0.0004747267659695353,-1.1920928955078125e-07,0.001324763
122,140.11,1998848,10066,-97198.66880952001,198,-22.63892896026373,0.014666748046875,0.2,0.0011,383107584.0,1210,487328986.1375,10.758525848388672,-0.000274911319866078,0.0,0.004275878
123,125.79,2015232,10149,-98019.28928571001,198,-22.798065055906772,0.02235107421875,0.2,0.0011,267811760.0,1220,501438574.35625,11.022138595581055,-0.0003877093267874443,0.0,0.0045701405
