time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
96,32951.0234375,5062.7373046875,-463669.740670268,0.0003,23,668,26.061855670103093,118,2776,0.764022707939148,0.9185618162155151
100,33472.1015625,4938.65380859375,-451305.53377189004,0.0003,23,674,24.95,118,2800,0.7279938459396362,0.9201820492744446
104,33307.171875,4959.63671875,-445650.1005040799,0.0003,23,680,23.16,118,2824,0.6592189073562622,0.9217360615730286
108,34674.15234375,4897.50341796875,-439248.21055912005,0.0003,24,686,21.22,117,2848,0.5645231008529663,0.923193633556366
112,35222.921875,5210.29638671875,-433287.6786528301,0.0003,24,692,19.27,117,2872,0.3643451929092407,0.9245414733886719
116,34785.82421875,5161.796875,-432852.56113454996,0.0003,24,698,18.78,117,2896,0.329629123210907,0.9257264733314514
120,35599.1484375,5392.740234375,-382312.39037959004,0.0003,24,704,15.24,117,2920,0.15816837549209595,0.9266984462738037
124,35757.69140625,5489.03857421875,-352407.2019765999,0.0003,25,710,13.96,117,2944,-0.01516798883676529,0.9273660778999329
128,38677.09375,5211.43408203125,-359376.12699564005,0.0003,25,737,14.33,117,3052,-0.32012996077537537,0.927142322063446
132,43084.2890625,5334.79248046875,-413233.45047725,0.0003,27,795,15.35,117,3284,0.640289306640625,0.9281442165374756
136,57193.3671875,5365.06982421875,-471648.18645918,0.0003,32,937,17.39,117,3852,0.4046805500984192,0.9576357007026672
140,56349.08984375,5399.951171875,-428468.00128999,0.0003,32,940,15.53,117,3864,0.3978179097175598,0.9583010673522949
144,56835.296875,5325.3203125,-428465.76646304,0.0003,33,945,15.53,117,3884,0.4918370842933655,0.9596014618873596
148,57382.203125,5467.68212890625,-416178.26326056995,0.0003,33,949,14.97,117,3900,0.41351786255836487,0.9608436226844788
152,58066.1171875,5350.82958984375,-416178.3453718799,0.0003,33,952,14.97,116,3912,0.4901615381240845,0.9618332982063293
156,58391.296875,5295.921875,-416178.11642435,0.0003,33,957,14.97,116,3932,0.4639296233654022,0.9636294841766357
160,58428.34375,5296.69677734375,-416178.248478,0.0003,33,961,14.97,116,3948,0.45409977436065674,0.96515953540802
164,58393.30859375,5435.59326171875,-416177.90694944,0.0003,33,964,14.97,116,3960,0.4783761501312256,0.9663559794425964
168,58387.1640625,5396.20556640625,-416178.19527821,0.0003,34,969,14.97,116,3980,0.42497000098228455,0.9684618711471558
172,58576.421875,5376.705078125,-416178.19910550996,0.0003,34,973,14.97,116,3996,0.4451090097427368,0.9702040553092957
176,59340.31640625,5457.1064453125,-416178.13022795,0.0003,34,976,14.97,116,4008,0.4016115069389343,0.971560001373291
180,60350.37890625,5566.97021484375,-416177.77536142006,0.0003,34,981,14.97,116,4028,0.3968588709831238,0.9738863706588745
184,60389.234375,5631.97314453125,-416177.7699774599,0.0003,34,985,14.97,116,4044,0.3793487548828125,0.9758018851280212
188,60749.12890625,5477.32568359375,-416177.43985994003,0.0003,34,988,14.97,116,4056,0.35545143485069275,0.9772679805755615
192,60185.2109375,5551.29248046875,-416177.26546431007,0.0003,35,993,14.97,116,4076,0.31321269273757935,0.9797492027282715
196,61905.65625,5688.5224609375,-416176.78061415994,0.0003,35,997,14.97,116,4092,0.2887335419654846,0.9817795157432556
200,62673.16015625,5644.9677734375,-416176.69462019997,0.0003,35,1000,14.97,116,4104,0.26389461755752563,0.9833194613456726
204,63960.03515625,5725.376953125,-416176.1266663799,0.0003,35,1005,14.97,116,4124,0.24727153778076172,0.985892653465271
208,63107.9609375,5647.939453125,-416175.4463984,0.0003,35,1009,14.97,115,4140,0.1813480406999588,0.9879817366600037
212,63442.3828125,5649.724609375,-416175.2454773499,0.0003,35,1012,14.97,115,4152,0.1788199245929718,0.9895229935646057
216,64517.03515625,5606.15673828125,-416174.4809387501,0.0003,35,1017,14.97,115,4172,0.12167468667030334,0.9921287298202515
220,64916.80078125,5713.58251953125,-416173.30262331,0.0003,36,1021,14.97,115,4188,0.09278303384780884,0.9941924810409546
224,64358.984375,5591.2060546875,-416172.22584570997,0.0003,36,1024,14.97,115,4200,0.06883968412876129,0.995739758014679
228,66079.515625,5584.23095703125,-408998.46426121006,0.0003,36,1029,14.57,115,4220,0.026800548657774925,0.9983117580413818
232,66312.2265625,5501.46142578125,-247472.53714916002,0.0003,36,1033,8.33,115,4236,-0.005690315272659063,1.0003567934036255
236,66616.1484375,5637.60107421875,-160061.47269703998,0.0003,36,1036,4.97,115,4248,-0.031193286180496216,1.0018832683563232
240,66408.546875,5575.6123046875,-109888.32712895,0.0003,36,1041,3.0,115,4268,-0.06736338138580322,1.0044305324554443
244,65989.421875,5762.55078125,-109887.39147266999,0.0003,37,1045,3.0,115,4284,-0.10838421434164047,1.0064520835876465
248,65447.015625,5546.77587890625,-109886.37883738,0.0003,37,1048,3.0,115,4296,-0.12224553525447845,1.0079795122146606
252,66139.6015625,5689.19482421875,-109885.9392069,0.0003,37,1053,3.0,115,4316,-0.172325998544693,1.0105061531066895
256,67896.6875,5714.9228515625,-109885.56185678,0.0003,37,1057,3.0,115,4332,-0.1984722912311554,1.012532114982605
260,67847.9921875,5805.98779296875,-109885.34153004,0.0003,37,1060,3.0,115,4344,-0.22500835359096527,1.014042854309082
264,69718.046875,5706.78466796875,-109885.21419519,0.0003,37,1065,3.0,115,4364,-0.263532817363739,1.0165622234344482
268,69271.359375,5709.169921875,-109884.80064921998,0.0003,37,1069,3.0,115,4380,-0.29267847537994385,1.018566370010376
272,69979.0234375,5718.3046875,-109885.01916128998,0.0003,38,1072,3.0,115,4392,-0.33439189195632935,1.0200672149658203
276,70513.8828125,5843.3837890625,-109885.02861391999,0.0003,38,1077,3.0,115,4412,-0.3705492317676544,1.022566556930542
280,70201.359375,5809.4755859375,-109884.80935889999,0.0003,38,1081,3.0,115,4428,-0.39935994148254395,1.0245544910430908
284,70460.328125,5696.63037109375,-109884.73647867996,0.0003,38,1084,3.0,115,4440,-0.4112666845321655,1.0260403156280518
288,70915.6875,5720.84423828125,-109884.78117543997,0.0003,38,1089,3.0,115,4460,-0.4593678116798401,1.0284948348999023
292,71040.7734375,5662.349609375,-109884.74493943,0.0003,38,1093,3.0,115,4476,-0.46322551369667053,1.030460238456726
296,70927.1171875,5785.1728515625,-109884.67627386,0.0003,38,1096,3.0,115,4488,-0.49724891781806946,1.031921148300171
300,71743.1328125,5736.72119140625,-109884.72209302997,0.0003,39,1101,3.0,115,4508,-0.512505292892456,1.0343575477600098
304,71474.921875,5629.19775390625,-109884.80587722,0.0003,39,1105,3.0,115,4524,-0.5823773741722107,1.0362831354141235
308,72435.0703125,5736.8603515625,-109884.6729422,0.0003,39,1108,3.0,115,4536,-0.5874881744384766,1.0377274751663208
312,72933.90625,5684.73046875,-109884.70854353001,0.0003,39,1113,3.0,115,4556,-0.6272627115249634,1.0401350259780884
316,73631.859375,5711.02880859375,-109884.89016329002,0.0003,39,1117,3.0,115,4572,-0.6582150459289551,1.0420523881912231
320,74148.640625,5664.79296875,-109884.77483188,0.0003,39,1120,3.0,114,4584,-0.6825777292251587,1.0434861183166504
324,74718.34375,5776.0361328125,-109885.09351529999,0.0003,40,1125,3.0,114,4604,-0.7027584314346313,1.0458588600158691
328,75319.1640625,5800.302734375,-109885.08680646,0.0003,40,1129,3.0,114,4620,-0.7432411909103394,1.0477449893951416
332,74979.71875,5703.87841796875,-109885.17900508997,0.0003,40,1132,3.0,114,4632,-0.7026538848876953,1.049154281616211
336,75251.5546875,5745.8759765625,-109885.71363461,0.0003,40,1137,3.0,114,4652,-0.7557503581047058,1.0514681339263916
340,75960.921875,5655.88427734375,-109886.15439444,0.0003,40,1141,3.0,114,4668,-0.7742127776145935,1.053292155265808
344,74760.546875,5694.2705078125,-109886.42500248,0.0003,40,1144,3.0,114,4680,-0.7687098383903503,1.0546364784240723
348,75554.921875,5753.02783203125,-109886.80039675,0.0003,40,1149,3.0,114,4700,-0.7482467293739319,1.0568479299545288
352,76045.21875,5660.16357421875,-109887.02311364001,0.0003,41,1153,3.0,114,4716,-0.8311786651611328,1.058585286140442
356,76148.59375,5765.48193359375,-109887.70644097003,0.0003,41,1156,3.0,114,4728,-0.824049711227417,1.0598801374435425
360,76542.5625,5674.30078125,-109888.31132632002,0.0003,41,1161,3.0,114,4748,-0.8445730209350586,1.0620111227035522
364,76285.640625,5687.3759765625,-109888.60804857001,0.0003,41,1165,3.0,114,4764,-0.8782707452774048,1.0637065172195435
368,78414.171875,5745.35791015625,-109888.79464898,0.0003,41,1168,3.0,114,4776,-0.9046695828437805,1.064979910850525
372,77483.3125,5624.70361328125,-109888.69759537997,0.0003,41,1173,3.0,114,4796,-0.9185208082199097,1.0670992136001587
376,78157.25,5647.9765625,-109888.61272381,0.0003,42,1177,3.0,114,4812,-0.9529756307601929,1.0687867403030396
380,79286.890625,5619.7470703125,-109888.56173670001,0.0003,42,1180,3.0,114,4824,-0.9300443530082703,1.0700570344924927
384,78551.3203125,5694.0078125,-109889.03332323,0.0003,42,1185,3.0,114,4844,-1.0384488105773926,1.0721553564071655
388,80509.6875,5683.09814453125,-109889.56529366999,0.0003,42,1189,3.0,114,4860,-0.9469442367553711,1.0738581418991089
392,80634.28125,5661.07470703125,-109889.73461539,0.0003,42,1192,3.0,114,4872,-1.0687248706817627,1.0751187801361084
396,80248.7890625,5647.09814453125,-109890.32263748001,0.0003,42,1197,3.0,114,4892,-1.0049762725830078,1.077246069908142
400,80583.4375,5759.880859375,-109890.36301699,0.0003,42,1203,3.0,114,4916,-1.1899913549423218,1.0797845125198364
404,81166.3046875,5550.4873046875,-109890.66668263002,0.0003,43,1209,3.0,114,4940,-1.0906586647033691,1.0823662281036377
408,82101.796875,5747.4130859375,-109890.75182748999,0.0003,43,1215,3.0,114,4964,-1.256069302558899,1.084934949874878
412,80869.765625,5651.845703125,-109891.77049968,0.0003,43,1221,3.0,114,4988,-1.2664344310760498,1.0875252485275269
416,82268.0234375,5658.06982421875,-109892.03289219998,0.0003,43,1227,3.0,114,5012,-1.2689522504806519,1.0901159048080444
420,82345.9609375,5505.0791015625,-109892.14413077998,0.0003,44,1233,3.0,114,5036,-1.2975115776062012,1.0927259922027588
424,83337.921875,5542.2939453125,-109891.94286560999,0.0003,44,1239,3.0,114,5060,-1.4894654750823975,1.0953843593597412
428,84695.8984375,5492.2373046875,-109892.70476125999,0.0003,44,1245,3.0,114,5084,-1.560032606124878,1.0981241464614868
432,85170.2265625,5620.08056640625,-109892.89130826,0.0003,44,1251,3.0,114,5108,-1.6210107803344727,1.1009318828582764
436,86552.984375,5599.716796875,-109892.41933274001,0.0003,44,1257,3.0,114,5132,-1.7426542043685913,1.1037994623184204
440,85337.109375,5440.16259765625,-109892.63667016002,0.0003,45,1263,3.0,114,5156,-1.7634183168411255,1.1067161560058594
444,86942.0,5609.6103515625,-109892.37481036,0.0003,45,1269,3.0,114,5180,-1.7796396017074585,1.1096817255020142
448,86341.28125,5506.22998046875,-109891.96326831002,0.0003,45,1275,3.0,114,5204,-1.8753072023391724,1.1126618385314941
452,85954.5546875,5518.6220703125,-109892.13429030002,0.0003,45,1281,3.0,114,5228,-1.8858922719955444,1.115659236907959
456,87215.375,5501.43115234375,-109891.60501314,0.0003,46,1287,3.0,114,5252,-1.8767073154449463,1.1186612844467163
460,89150.875,5629.2763671875,-109890.92858953001,0.0003,46,1293,3.0,114,5276,-2.0270161628723145,1.1216654777526855
464,88456.5703125,5492.09228515625,-109890.78864674002,0.0003,46,1299,3.0,114,5300,-2.219698429107666,1.1247031688690186
468,88802.765625,5516.04541015625,-109890.68052737002,0.0003,46,1305,3.0,114,5324,-2.240906238555908,1.127777099609375
472,89589.265625,5510.38623046875,-109890.74415988002,0.0003,46,1311,3.0,114,5348,-2.4919562339782715,1.1308826208114624
476,90103.203125,5497.99072265625,-109890.65096535001,0.0003,47,1317,3.0,113,5372,-2.4604244232177734,1.1340453624725342
480,91047.28125,5531.79833984375,-109890.57926722002,0.0003,47,1323,3.0,113,5396,-2.4842782020568848,1.137245535850525
484,91594.5078125,5432.57421875,-109890.14208431,0.0003,47,1329,3.0,113,5420,-2.624138593673706,1.1404720544815063
488,91732.5,5443.78466796875,-109890.09114188001,0.0003,47,1335,3.0,113,5444,-2.6345880031585693,1.1437441110610962
492,92327.671875,5550.28173828125,-109889.34223929,0.0003,48,1341,3.0,113,5468,-2.8156046867370605,1.147046685218811
496,92163.8828125,5394.10498046875,-109888.60112031997,0.0003,48,1347,3.0,113,5492,-2.9063730239868164,1.1503828763961792
500,93349.5625,5490.2939453125,-109888.43747104998,0.0003,48,1353,3.0,113,5516,-2.8749759197235107,1.1537429094314575
504,95102.765625,5381.181640625,-109888.01788399999,0.0003,48,1359,3.0,113,5540,-2.88046932220459,1.1571109294891357
508,94515.390625,5412.8173828125,-109887.78150839999,0.0003,48,1365,3.0,113,5564,-3.265108108520508,1.160479187965393
512,94037.703125,5548.54345703125,-109886.69674647,0.0003,49,1371,3.0,113,5588,-3.3019421100616455,1.1638680696487427
516,95400.3671875,5481.484375,-109886.5568069,0.0003,49,1377,3.0,113,5612,-3.163752555847168,1.167280912399292
520,96685.71875,5311.00390625,-109886.18643746,0.0003,49,1383,3.0,113,5636,-3.1922943592071533,1.1707082986831665
524,96981.6171875,5421.70947265625,-109885.96741718,0.0003,49,1389,3.0,113,5660,-3.5220987796783447,1.1741368770599365
528,97910.8046875,5474.03662109375,-109885.07542644002,0.0003,49,1395,3.0,113,5684,-3.573875904083252,1.177586317062378
532,98557.515625,5337.580078125,-109884.86494596001,0.0003,50,1401,3.0,113,5708,-3.7405755519866943,1.1810545921325684
536,98842.5625,5409.80517578125,-109884.81596325,0.0003,50,1407,3.0,113,5732,-3.8182828426361084,1.1845513582229614
540,99856.5625,5332.8642578125,-109884.21376295999,0.0003,50,1413,3.0,113,5756,-3.946786403656006,1.1880614757537842
544,98515.3828125,5386.48095703125,-109884.14980457,0.0003,50,1419,3.0,113,5780,-3.891477108001709,1.1915925741195679
548,98836.96875,5380.587890625,-109884.21380377999,0.0003,51,1425,3.0,113,5804,-4.100162506103516,1.1951241493225098
552,99715.5625,5258.31494140625,-109883.72443586003,0.0003,51,1431,3.0,113,5828,-4.061061859130859,1.198677897453308
556,100999.4609375,5170.76513671875,-109883.63072427001,0.0003,51,1437,3.0,113,5852,-4.195914268493652,1.2022422552108765
560,100763.9296875,5291.03125,-109883.59367497,0.0003,51,1443,3.0,113,5876,-4.496729373931885,1.2058100700378418
564,101436.578125,5365.0380859375,-109883.40805916999,0.0003,51,1449,3.0,113,5900,-4.548716068267822,1.209395408630371
568,101962.75,5271.16259765625,-109883.26649142001,0.0003,52,1455,3.0,113,5924,-4.624344348907471,1.212998867034912
572,102966.328125,5240.23388671875,-109882.97133539,0.0003,52,1461,3.0,113,5948,-4.707458019256592,1.216626524925232
576,102455.515625,5304.58203125,-109882.82708872002,0.0003,52,1467,3.0,113,5972,-4.816473007202148,1.2202680110931396
580,102749.3984375,5283.0869140625,-109882.69760233,0.0003,52,1473,3.0,113,5996,-4.972082614898682,1.223927617073059
584,103901.46875,5193.77587890625,-109882.59477900002,0.0003,52,1479,3.0,113,6020,-5.121866703033447,1.227608323097229
588,105547.640625,5388.45263671875,-109882.6576747,0.0003,53,1485,3.0,113,6044,-5.257598876953125,1.2313069105148315
592,103609.484375,5231.93701171875,-109882.3811932,0.0003,53,1491,3.0,113,6068,-5.2876667976379395,1.235021948814392
596,104259.6953125,5304.86376953125,-109882.38636906,0.0003,53,1497,3.0,113,6092,-5.428957939147949,1.2387549877166748
600,105284.71875,5369.0185546875,-109882.38417462,0.0003,53,1503,3.0,113,6116,-5.733834266662598,1.2425117492675781
604,105437.75,5189.80078125,-109882.24169761999,0.0003,54,1509,3.0,113,6140,-5.822318077087402,1.2462940216064453
608,106268.3359375,5373.37744140625,-109882.24024079999,0.0003,54,1515,3.0,113,6164,-5.697287082672119,1.250095009803772
612,107241.3671875,5319.0244140625,-109882.24383672998,0.0003,54,1521,3.0,113,6188,-5.967136383056641,1.2539103031158447
616,105629.625,5209.1513671875,-109881.89213729998,0.0003,54,1527,3.0,113,6212,-5.9905853271484375,1.257737159729004
620,108320.9921875,5353.29248046875,-109881.90297963997,0.0003,54,1533,3.0,113,6236,-6.078982830047607,1.2615708112716675
624,107994.3125,5266.96435546875,-109881.86699577,0.0003,55,1539,3.0,113,6260,-6.377269744873047,1.2654094696044922
628,108118.3984375,5244.11328125,-109881.87786714,0.0003,55,1545,3.0,113,6284,-6.552579879760742,1.2692524194717407
632,109045.984375,5335.5634765625,-109881.71254775001,0.0003,55,1551,3.0,113,6308,-6.384286403656006,1.2731128931045532
636,110039.71875,5365.380859375,-109881.70054446,0.0003,55,1557,3.0,113,6332,-6.414918422698975,1.2769825458526611
640,110067.375,5271.12255859375,-109881.60170201001,0.0003,55,1563,3.0,113,6356,-6.830269813537598,1.2808616161346436
644,110881.3203125,5305.20263671875,-109881.54472527,0.0003,56,1569,3.0,113,6380,-7.045171737670898,1.2847607135772705
648,110813.703125,5267.60107421875,-109881.42143453001,0.0003,56,1575,3.0,113,6404,-7.153902053833008,1.2886641025543213
652,110964.1875,5255.90673828125,-109881.41425977001,0.0003,56,1581,3.0,113,6428,-6.998398780822754,1.2925820350646973
656,112346.9921875,5220.6689453125,-109881.27683407001,0.0003,56,1587,3.0,113,6452,-7.228194236755371,1.2965061664581299
660,111448.15625,5420.3564453125,-109881.25579603002,0.0003,57,1593,3.0,113,6476,-7.6932148933410645,1.3004359006881714
664,111051.84375,5248.1337890625,-109881.20122410997,0.0003,57,1599,3.0,113,6500,-7.718629360198975,1.3043811321258545
668,112994.3671875,5233.740234375,-109881.07085153999,0.0003,57,1605,3.0,113,6524,-8.02139949798584,1.308333158493042
672,113788.7109375,5438.13037109375,-109880.99880684998,0.0003,57,1611,3.0,113,6548,-7.986338138580322,1.3122963905334473
676,115959.015625,5414.92529296875,-109880.97170109999,0.0003,57,1617,3.0,113,6572,-8.379474639892578,1.3162577152252197
680,114086.90625,5365.0419921875,-109880.93597891998,0.0003,58,1623,3.0,113,6596,-8.003055572509766,1.3202365636825562
684,114955.046875,5286.5498046875,-109880.91577140999,0.0003,58,1629,3.0,113,6620,-7.898248195648193,1.3242160081863403
688,113431.59375,5381.580078125,-109880.78087443,0.0003,58,1635,3.0,113,6644,-8.271617889404297,1.3281930685043335
692,115475.953125,5246.4453125,-109880.74522355999,0.0003,58,1641,3.0,113,6668,-8.686676025390625,1.332175850868225
696,116127.9453125,5373.29248046875,-109880.68294384,0.0003,59,1647,3.0,113,6692,-8.4105863571167,1.33616304397583
700,116561.828125,5401.9853515625,-109880.6494703,0.0003,59,1653,3.0,113,6716,-8.601603507995605,1.3401530981063843
704,117822.921875,5357.57080078125,-109880.65569869001,0.0003,59,1659,3.0,113,6740,-8.844615936279297,1.344145655632019
708,117853.78125,5372.8720703125,-109880.59683533001,0.0003,59,1665,3.0,112,6764,-9.082279205322266,1.348139762878418
712,117043.875,5341.1220703125,-109880.56925333,0.0003,60,1671,3.0,112,6788,-9.082983016967773,1.3521403074264526
716,118151.734375,5428.63330078125,-109880.56604492001,0.0003,60,1677,3.0,112,6812,-9.096195220947266,1.3561450242996216
720,117386.21875,5449.7724609375,-109880.54290809999,0.0003,60,1683,3.0,112,6836,-9.437812805175781,1.360154151916504
724,118486.6015625,5342.2451171875,-109880.50810938001,0.0003,61,1689,3.0,112,6860,-9.649767875671387,1.3641624450683594
728,119549.421875,5494.353515625,-109880.43611778,0.0003,61,1695,3.0,112,6884,-9.726602554321289,1.3681766986846924
732,119186.625,5343.2646484375,-109880.43688651998,0.0003,61,1701,3.0,112,6908,-9.333944320678711,1.3722009658813477
736,119775.3359375,5373.89013671875,-109880.43214965,0.0003,61,1707,3.0,111,6932,-9.933155059814453,1.376220464706421
740,120348.390625,5448.21484375,-109880.44301424999,0.0003,62,1713,3.0,111,6956,-9.86931324005127,1.380254864692688
744,120975.140625,5450.93701171875,-109880.41007537,0.0003,62,1719,3.0,111,6980,-10.193611145019531,1.3842886686325073
748,120656.265625,5353.3974609375,-109880.44455400002,0.0003,62,1725,3.0,111,7004,-10.275979042053223,1.3883192539215088
752,120382.421875,5361.6181640625,-109880.31414739,0.0003,63,1731,3.0,111,7028,-10.327445983886719,1.3923512697219849
756,123359.671875,5594.53125,-109880.25999896001,0.0003,63,1737,3.0,111,7052,-10.545022964477539,1.3963898420333862
760,121823.734375,5383.89306640625,-109880.28402811,0.0003,63,1743,3.0,111,7076,-10.732721328735352,1.4004188776016235
764,122056.53125,5522.48046875,-109880.29923416999,0.0003,63,1749,3.0,111,7100,-10.807680130004883,1.4044548273086548
768,124349.671875,5623.96337890625,-109880.28620255,0.0003,64,1755,3.0,111,7124,-10.890142440795898,1.4084992408752441
772,124470.2265625,5502.67626953125,-109880.25380704002,0.0003,64,1761,3.0,111,7148,-11.186046600341797,1.4125468730926514
776,123343.5546875,5470.2841796875,-109880.28952825001,0.0003,64,1767,3.0,111,7172,-11.36483383178711,1.4165949821472168
780,124351.171875,5598.2138671875,-109880.29570453001,0.0003,64,1773,3.0,111,7196,-11.569201469421387,1.4206467866897583
784,123324.6015625,5533.5341796875,-109880.2726792,0.0003,64,1779,3.0,111,7220,-11.478495597839355,1.4247024059295654
788,122937.3125,5450.64599609375,-109880.27587373999,0.0003,65,1785,3.0,111,7244,-11.451383590698242,1.428758978843689
792,125649.9375,5621.720703125,-109880.26239199998,0.0003,65,1791,3.0,110,7268,-11.567129135131836,1.4328176975250244
796,124370.421875,5573.22509765625,-109880.25876848,0.0003,65,1797,3.0,110,7292,-11.618183135986328,1.4368747472763062
800,127865.25,5668.9765625,-109880.2078764,0.0003,65,1803,3.0,110,7316,-11.416491508483887,1.4409396648406982
804,127549.40625,5655.43603515625,-109880.21796886,0.0003,66,1809,3.0,110,7340,-12.255755424499512,1.4449959993362427
808,125534.9140625,5627.70263671875,-109880.23298243005,0.0003,66,1815,3.0,110,7364,-12.678356170654297,1.4490571022033691
812,128769.5,5662.3134765625,-109880.20962555001,0.0003,66,1821,3.0,110,7388,-12.082555770874023,1.4531317949295044
816,127219.75,5610.29541015625,-109880.21685921004,0.0003,66,1827,3.0,110,7412,-12.155197143554688,1.4572066068649292
820,128525.71875,5726.1044921875,-109880.23599838001,0.0003,67,1833,3.0,110,7436,-12.493990898132324,1.461275577545166
824,127655.90625,5623.06640625,-109880.23585075999,0.0003,67,1839,3.0,110,7460,-12.724480628967285,1.4653527736663818
828,126828.4375,5655.74169921875,-109880.22523365002,0.0003,67,1845,3.0,110,7484,-12.827495574951172,1.4694294929504395
832,127161.53125,5678.7373046875,-109880.22782530001,0.0003,67,1851,3.0,110,7508,-13.14865779876709,1.473507046699524
836,128147.71875,5704.44384765625,-109880.17731766996,0.0003,68,1857,3.0,110,7532,-13.155757904052734,1.4775922298431396
840,127958.3515625,5688.26611328125,-109880.17221988998,0.0003,68,1863,3.0,110,7556,-13.068530082702637,1.481681227684021
844,130677.046875,5767.5400390625,-109880.15079497,0.0003,68,1869,3.0,110,7580,-13.509710311889648,1.4857776165008545
848,130259.96875,5728.33935546875,-109880.20252872999,0.0003,68,1875,3.0,110,7604,-13.362163543701172,1.4898806810379028
852,131915.421875,5793.12939453125,-109880.20941664999,0.0003,69,1881,3.0,110,7628,-13.593074798583984,1.4939913749694824
856,131156.171875,5794.68408203125,-109880.20554387002,0.0003,69,1887,3.0,110,7652,-13.572710990905762,1.498103380203247
860,130108.75,5692.89208984375,-109880.20711039998,0.0003,69,1893,3.0,110,7676,-13.648834228515625,1.502223253250122
864,131009.2421875,5748.8173828125,-109880.19223427,0.0003,69,1899,3.0,110,7700,-14.016463279724121,1.506333589553833
868,132413.6875,5775.2060546875,-109880.16584547002,0.0003,69,1905,3.0,110,7724,-13.986007690429688,1.510445237159729
872,131954.75,5794.33251953125,-109880.16090952,0.0003,70,1911,3.0,110,7748,-14.2186279296875,1.514548659324646
876,134188.5,5945.357421875,-109880.14131136998,0.0003,70,1917,3.0,110,7772,-14.634679794311523,1.5186570882797241
880,132954.8125,5876.4453125,-109880.14876185998,0.0003,70,1923,3.0,110,7796,-14.959360122680664,1.5227656364440918
884,133692.0,5852.435546875,-109880.14537388,0.0003,70,1929,3.0,110,7820,-14.647743225097656,1.5268726348876953
888,134416.734375,5969.17578125,-409983.6567746,0.0003,71,1933,12.97,110,7836,-14.28891372680664,1.5296108722686768
