time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
4,28.092182159423828,1873.25048828125,-165115.22553975,0.0003,1,56,24.75,215,328,-0.12136663496494293,0.9917870759963989
8,9705.650390625,3142.474365234375,-1523311.2691975,0.0003,8,319,151.5,158,1380,-0.7336792945861816,0.9223792552947998
12,17084.998046875,3401.232177734375,-1454116.7602506669,0.0003,11,435,120.66666666666667,154,1844,-0.47801896929740906,0.9053382873535156
16,52071.515625,4189.08544921875,-2765302.163444625,0.0003,22,831,160.375,155,3428,0.5872703790664673,0.9267109036445618
20,103704.8125,4580.078125,-4783368.667161549,0.0003,33,1295,221.65,156,5284,-0.02211994305253029,1.0061824321746826
24,223520.9375,4353.48291015625,-8904497.089191042,0.0003,59,2295,351.375,156,9284,-1.6082439422607422,1.3357691764831543
28,314228.75,4208.732421875,-10100577.788971964,0.0003,78,3062,390.07142857142856,157,12352,-9.327269554138184,1.8878499269485474
32,358745.4375,4586.39404296875,-11018514.193294156,0.0003,89,3475,418.0,156,14004,-10.631794929504395,2.1231133937835693
36,411393.0,5220.48388671875,-10342636.842762223,0.0003,97,3792,392.1111111111111,156,15272,-12.869255065917969,2.348466396331787
40,426783.46875,4215.22021484375,-10365497.9868903,0.0003,104,4062,389.925,156,16352,-12.946449279785156,2.5638816356658936
44,490802.0625,4470.7451171875,-11328174.502458181,0.0003,119,4653,424.04545454545456,156,18716,-10.722976684570312,2.958653688430786
48,551603.75,4537.02685546875,-11603546.390419168,0.0003,139,5446,435.3125,157,21888,-16.396047592163086,3.644077777862549
52,583331.4375,4275.212890625,-10816669.221896347,0.0003,139,5482,405.8269230769231,157,22032,-18.150300979614258,3.6915369033813477
56,572249.0,5291.01904296875,-10127319.834633857,0.0003,141,5529,380.10714285714283,157,22220,-18.204259872436523,3.7546563148498535
60,601508.125,5410.3603515625,-10319105.329402266,0.0003,155,6076,387.93333333333334,156,24408,-15.477924346923828,4.391429424285889
64,628333.5,5221.09033203125,-9741517.965064626,0.0003,158,6180,366.875,156,24824,-14.50030517578125,4.513669490814209
68,623217.625,4426.2734375,-9179493.144175824,0.0003,159,6210,345.8529411764706,156,24944,-13.6966552734375,4.5457282066345215
72,706453.4375,5096.55810546875,-9602626.148564722,0.0003,178,6979,360.4583333333333,156,28020,-16.308727264404297,5.564141750335693
76,724172.5625,5609.06201171875,-9940795.524623489,0.0003,180,7033,370.67105263157896,156,28236,-14.928462982177734,5.64777946472168
80,765507.625,4401.28125,-9814750.670655012,0.0003,196,7656,367.25,156,30728,-14.314496994018555,6.519317626953125
84,786900.25,4491.6650390625,-9889207.274983762,0.0003,205,8023,371.45238095238096,156,32196,-7.883481979370117,7.092843055725098
88,853850.375,4736.373046875,-10250565.973697148,0.0003,223,8790,389.14772727272725,157,35264,-14.112892150878906,8.28907585144043
92,882738.4375,4847.48681640625,-10388600.582072316,0.0003,237,9347,397.79347826086956,158,37492,-9.712459564208984,9.29377555847168
96,891954.375,4880.1298828125,-10148230.451921614,0.0003,244,9629,391.4375,157,38620,-20.691360473632812,10.210564613342285
