rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/is_line_search_success,train/policy_objective,train/kl_divergence_loss,train/n_updates,train/explained_variance,train/std,train/value_loss,train/learning_rate
-95927.53472223214,1,8192,597,13,135.03571428571428,,,,,,,,
-94774.13914027941,,10000,536,18,144.76470588235293,1.0,0.03304120525717735,0.005518252961337566,1,-2.7418136596679688e-06,1.0031700134277344,581686091.125,0.001
-93950.42534451021,2,16384,542,30,160.96938775510205,,,,,,,,
-92850.44179793999,,20000,525,38,180.54,1.0,0.026657667011022568,0.0032379492186009884,2,-4.649162292480469e-06,1.0012482404708862,444183277.5375,0.001
-87728.40605312999,3,24576,532,46,203.18,,,,,,,,
-85494.96190784,,30000,522,57,222.87,1.0,0.023151353001594543,0.002411099150776863,3,-2.384185791015625e-07,1.0096476078033447,373116049.3875,0.001
-85194.86257022999,4,32768,530,61,224.4,,,,,,,,
-85319.26367052,,40000,525,76,218.03,1.0,0.023085948079824448,0.0030406960286200047,4,-1.1920928955078125e-07,0.9994974136352539,365214025.625,0.001
-85095.14271813999,5,40960,527,77,217.61,,,,,,,,
-89083.60599957,6,49152,528,93,218.1,1.0,0.02835359051823616,0.0029476711060851812,5,0.0,1.0067486763000488,427568841.6625,0.001
-88783.21016623001,,50000,519,96,222.44,1.0,0.021927282214164734,0.0025015701539814472,6,0.0,1.0034246444702148,355725791.75,0.001
-84974.28851648,7,57344,530,108,234.51,,,,,,,,
-84540.02065933999,,60000,526,114,242.85,1.0,0.02136250212788582,0.0024290739092975855,7,0.0,1.0009284019470215,321584951.96875,0.001
-83065.80375455,8,65536,529,123,247.4,,,,,,,,
-78553.14903761001,,70000,527,132,253.16,1.0,0.02182033844292164,0.0025706556625664234,8,0.0,1.0037586688995361,345544461.9875,0.001
-78012.78220445,9,73728,530,138,253.38,,,,,,,,
-78050.83181069,,80000,529,151,252.82,1.0,0.028257295489311218,0.003645931836217642,9,-1.1920928955078125e-07,0.9852200746536255,336345544.4375,0.001
-80922.29453047,10,81920,530,154,247.04,,,,,,,,
-80861.94953048999,,90000,531,169,254.32,1.0,0.03184770047664642,0.0033796518109738827,10,-1.1920928955078125e-07,0.9792062044143677,351738170.5375,0.001
-80984.99238764,11,90112,531,169,256.29,,,,,,,,
-78823.73790903999,12,98304,530,185,243.25,1.0,0.017878109589219093,0.0026070221792906523,11,0.0,0.9709781408309937,333462029.9,0.001
-78868.81540904,,100000,527,189,237.56,1.0,0.026112230494618416,0.003893759800121188,12,0.0,0.9645107984542847,386732711.7125,0.001
-78168.00101262,13,106496,533,199,248.88,,,,,,,,
-77881.32776586,,110000,532,206,255.93,1.0,0.022529184818267822,0.0028212466277182102,13,0.0,0.966709554195404,312547355.5875,0.001
-77493.27227136,14,114688,535,214,262.14,,,,,,,,
-82798.87131896001,,120000,532,225,258.65,1.0,0.02500201389193535,0.004018180072307587,14,0.0,0.9730586409568787,273136308.15,0.001
-85224.9500888,15,122880,534,230,257.86,,,,,,,,
-82313.49835803999,,130000,534,243,279.34,1.0,0.027035728096961975,0.003411154728382826,15,0.0,0.9720446467399597,391704229.3875,0.001
-83141.53163726,16,131072,535,244,276.04,,,,,,,,
