train/critic_loss,train/ent_coef_loss,time/fps,train/n_updates,train/learning_rate,rollout/ep_len_mean,train/actor_loss,time/total_timesteps,train/ent_coef,rollout/ep_rew_mean,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
174862.15625,-0.21849435567855835,326,188268,0.001,25.46,-4651.56884765625,1506248,2.859586238861084,10622.88846744,21180,4617,,
175153.96875,-0.08089722692966461,326,188288,0.001,25.21,-5161.974609375,1506408,2.86000394821167,10625.931353869999,21184,4617,,
167779.375,0.33412811160087585,326,188305,0.001,25.81,-4710.814453125,1506544,2.8600001335144043,10624.3838925,21188,4618,,
176722.015625,0.189374178647995,326,188316,0.001,26.05,-4889.72265625,1506632,2.8591761589050293,10461.161980269999,21192,4618,,
160091.109375,0.14594221115112305,326,188324,0.001,25.97,-4918.458984375,1506696,2.8567872047424316,10462.589326259998,21196,4618,,
106328.234375,0.5201051831245422,326,188338,0.001,26.05,-4861.89306640625,1506808,2.8483152389526367,10462.325024639998,21200,4618,,
142676.125,0.1675720065832138,326,188349,0.001,25.83,-4437.1669921875,1506896,2.8418242931365967,10462.54645358,21204,4619,,
75552.171875,0.35684633255004883,326,188357,0.001,25.84,-4767.25390625,1506960,2.8357598781585693,10462.225925929999,21208,4619,,
152389.53125,-0.45299214124679565,326,188370,0.001,27.03,-4907.65234375,1507064,2.8291373252868652,10215.22294335,21212,4619,,
152123.984375,0.09064807742834091,326,188377,0.001,27.0,-4653.9580078125,1507120,2.82659912109375,10214.1272137,21216,4619,,
223595.90625,0.37520527839660645,326,188390,0.001,26.78,-4602.7109375,1507224,2.823068141937256,10212.97466106,21220,4619,,
139402.5625,-0.20096206665039062,326,188414,0.001,25.19,-4977.38427734375,1507416,2.816884756088257,10221.653759089999,21224,4620,,
108069.96875,-0.32724419236183167,326,188423,0.001,21.62,-4656.8154296875,1507488,2.817028284072876,10381.2339292,21228,4620,,
102051.75,0.29089999198913574,326,188440,0.001,21.89,-4669.173828125,1507624,2.815037727355957,10379.60564861,21232,4620,,
186636.453125,0.20155927538871765,326,188457,0.001,21.86,-4410.73583984375,1507760,2.809805154800415,10380.256785020001,21236,4621,,
73097.9921875,-0.05569535493850708,326,188472,0.001,22.23,-5065.328125,1507880,2.805769920349121,10529.59425034,21240,4621,,
227657.53125,-0.5329825282096863,326,188481,0.001,22.7,-5099.61572265625,1507952,2.805532455444336,10529.256686519999,21244,4621,,
71077.609375,0.28848695755004883,326,188494,0.001,22.34,-4455.1328125,1508056,2.8064706325531006,10528.57752689,21248,4621,,
99401.78125,0.14120589196681976,326,188511,0.001,22.36,-4874.45068359375,1508192,2.8024632930755615,10524.261861059998,21252,4622,,
151874.703125,0.17362357676029205,326,188531,0.001,22.83,-4834.49560546875,1508352,2.7987890243530273,10516.63056021,21256,4622,,
130016.265625,0.02488292008638382,326,188548,0.001,22.98,-5167.841796875,1508488,2.7930009365081787,10517.918324439997,21260,4623,,
92431.7421875,-0.027350906282663345,326,188557,0.001,23.73,-4807.171875,1508560,2.7894113063812256,10519.63183192,21264,4623,,
166958.90625,-0.1691208779811859,326,188574,0.001,23.95,-4690.25341796875,1508696,2.78183913230896,10520.849653730002,21268,4623,,
175076.0625,-0.07771684229373932,326,188592,0.001,26.09,-4520.11572265625,1508840,2.774244785308838,10498.461190880002,21272,4623,,
171050.84375,-0.09311054646968842,326,188609,0.001,26.38,-4766.65576171875,1508976,2.7695329189300537,10499.59817231,21276,4624,,
82197.4375,-0.021715283393859863,326,188626,0.001,26.55,-4825.5322265625,1509112,2.7722532749176025,10501.30783088,21280,4624,,
239605.5625,0.21120569109916687,326,188637,0.001,26.91,-4912.56640625,1509200,2.776244640350342,10501.43847626,21284,4624,,
111062.34375,-0.01072198897600174,326,188654,0.001,27.32,-4732.005859375,1509336,2.7800915241241455,10503.17157201,21288,4625,,
173023.203125,0.08558043837547302,326,188671,0.001,27.08,-4885.0048828125,1509472,2.7807998657226562,10667.44890679,21292,4625,,
67811.84375,0.4092670679092407,326,188680,0.001,27.21,-4922.1884765625,1509544,2.7796971797943115,10667.48115372,21296,4625,,
124899.734375,-0.21286025643348694,326,188695,0.001,26.92,-4770.560546875,1509664,2.780498743057251,10665.351616470001,21300,4625,,
114644.0234375,0.706685483455658,326,188716,0.001,27.27,-5101.822265625,1509832,2.781691312789917,10649.114565790002,21304,4626,,
357615.375,0.3524067997932434,326,188732,0.001,27.33,-4595.9609375,1509960,2.7796475887298584,10649.05427196,21308,4626,,
201226.609375,-0.03552106022834778,326,188737,0.001,27.31,-4961.8623046875,1510000,2.7785184383392334,10649.772266619999,21309,4626,,
,,,,,,,1510000,,,,,10948.2350946,17.4
494650.375,0.033103086054325104,326,188750,0.001,26.09,-5063.13671875,1510104,2.77598237991333,10898.205018419998,21312,4627,,
173873.3125,0.07427249103784561,326,188768,0.001,26.1,-4372.314453125,1510248,2.7728352546691895,10898.30765898,21316,4627,,
115428.609375,-0.056031934916973114,326,188787,0.001,26.34,-4888.5068359375,1510400,2.7694849967956543,10899.43252074,21320,4628,,
181798.953125,0.2896437644958496,326,188805,0.001,25.87,-4683.830078125,1510544,2.7674639225006104,10900.153446129998,21324,4628,,
78107.625,0.10988655686378479,326,188823,0.001,25.67,-4750.759765625,1510688,2.760422706604004,10899.97208263,21328,4629,,
562293.875,0.20990245044231415,326,188838,0.001,26.78,-4788.38037109375,1510808,2.750821352005005,10877.768672449998,21332,4629,,
138254.140625,0.3152047097682953,326,188854,0.001,26.41,-4994.4609375,1510936,2.735447406768799,10877.162013799998,21336,4630,,
147972.65625,0.18252545595169067,326,188871,0.001,26.25,-4985.06298828125,1511072,2.7239694595336914,10877.668268939999,21340,4631,,
189195.1875,-0.18249160051345825,326,188886,0.001,26.75,-4794.533203125,1511192,2.716088056564331,10872.701608020003,21344,4631,,
133096.5625,-0.185125932097435,326,188904,0.001,26.77,-4862.7822265625,1511336,2.7087364196777344,10873.7770944,21348,4631,,
110618.0546875,0.2394215315580368,326,188921,0.001,26.87,-5064.48779296875,1511472,2.703889846801758,10878.75732054,21352,4632,,
233814.15625,-0.17089633643627167,326,188936,0.001,26.41,-5070.91650390625,1511592,2.699798345565796,10888.15246092,21356,4632,,
97101.6953125,-0.17976632714271545,326,188956,0.001,26.2,-4694.8798828125,1511752,2.693801164627075,10889.533319019998,21360,4633,,
132950.484375,0.3427852988243103,326,188974,0.001,25.51,-4429.0673828125,1511896,2.68735933303833,10889.853215000001,21364,4633,,
117196.03125,0.14936034381389618,326,188982,0.001,31.12,-4929.4775390625,1511960,2.6842174530029297,9632.246379,21368,4633,,
129188.15625,0.18941175937652588,326,188997,0.001,29.71,-4865.79638671875,1512080,2.67386794090271,9468.810790390002,21372,4634,,
114211.640625,0.24603332579135895,326,189002,0.001,29.5,-4951.873046875,1512120,2.6693508625030518,9468.83437924,21376,4634,,
158809.03125,0.13436943292617798,326,189014,0.001,29.34,-4638.22265625,1512216,2.6585941314697266,9467.077507560001,21380,4634,,
184854.6875,0.34657251834869385,326,189019,0.001,28.89,-4836.5615234375,1512256,2.6534371376037598,9468.25802756,21384,4635,,
101441.6171875,0.3170914649963379,326,189034,0.001,27.86,-4685.6689453125,1512376,2.640030860900879,9469.60899752,21388,4635,,
445122.0,0.2902640104293823,326,189045,0.001,27.76,-4512.2939453125,1512464,2.630666971206665,9469.387923819997,21392,4635,,
140600.75,0.6417889595031738,326,189055,0.001,27.68,-4446.822265625,1512544,2.618281841278076,9468.852010859999,21396,4636,,
90261.28125,0.3907296061515808,326,189074,0.001,27.63,-4748.95068359375,1512696,2.5958759784698486,9476.34817882,21400,4636,,
89433.3203125,0.399541974067688,326,189087,0.001,27.71,-4655.49365234375,1512800,2.5804247856140137,9493.31896029,21404,4636,,
131591.75,0.416546493768692,326,189093,0.001,27.69,-4602.2412109375,1512848,2.572877883911133,9496.52182395,21408,4636,,
188873.5,0.5044333934783936,326,189113,0.001,27.78,-5078.54052734375,1513008,2.5515339374542236,9498.14310084,21412,4637,,
514661.0,0.35576140880584717,326,189130,0.001,28.03,-4942.767578125,1513144,2.5355255603790283,9497.82260906,21416,4637,,
131526.578125,-0.005363907665014267,326,189144,0.001,27.92,-4683.7421875,1513256,2.525308132171631,9499.39890777,21420,4638,,
154516.984375,0.07729001343250275,326,189156,0.001,28.91,-5071.275390625,1513352,2.5187857151031494,9496.07636902,21424,4638,,
192633.0,-0.4496150016784668,326,189167,0.001,29.1,-4580.23486328125,1513440,2.51589298248291,9496.38087029,21428,4638,,
149910.640625,0.12745876610279083,326,189182,0.001,27.72,-4864.49755859375,1513560,2.5150160789489746,9517.44349622,21432,4639,,
131523.609375,0.19551405310630798,326,189199,0.001,27.81,-4551.18603515625,1513696,2.5144007205963135,9519.74600568,21436,4639,,
139859.65625,0.03723748028278351,326,189224,0.001,28.19,-4471.171875,1513896,2.513908863067627,9519.37946915,21440,4640,,
190120.53125,-0.14381882548332214,326,189232,0.001,27.9,-4477.4248046875,1513960,2.5124261379241943,9523.941070820001,21444,4640,,
166353.90625,-0.33140891790390015,326,189253,0.001,27.98,-5290.12158203125,1514128,2.513200044631958,9526.575638850001,21448,4640,,
146385.484375,0.11490114033222198,326,189269,0.001,27.93,-4712.54931640625,1514256,2.5161917209625244,9527.060445520001,21452,4641,,
95852.53125,0.06959350407123566,326,189276,0.001,28.09,-5024.0595703125,1514312,2.5166256427764893,9528.53811006,21456,4641,,
121932.3515625,-0.06280648708343506,326,189292,0.001,28.14,-4583.330078125,1514440,2.513742446899414,9527.96484154,21460,4641,,
159617.734375,-0.2672160863876343,326,189307,0.001,29.48,-4456.189453125,1514560,2.5121676921844482,9518.034091219999,21464,4641,,
529378.0,-0.17101621627807617,326,189315,0.001,23.84,-4848.4697265625,1514624,2.5131800174713135,10776.27818865,21468,4641,,
246674.84375,-0.34926408529281616,326,189325,0.001,23.23,-4520.3251953125,1514704,2.5162181854248047,10964.01429492,21472,4642,,
120905.671875,0.21592390537261963,326,189336,0.001,23.25,-4201.927734375,1514792,2.518787145614624,10963.955767590001,21476,4642,,
114143.9609375,-0.03939519822597504,326,189354,0.001,23.4,-4814.291015625,1514936,2.52311635017395,10967.5585599,21480,4642,,
111412.0546875,-0.3859434127807617,326,189365,0.001,23.62,-4850.8681640625,1515024,2.528158187866211,10967.12059712,21484,4643,,
142162.9375,0.14318180084228516,326,189380,0.001,23.75,-4935.4638671875,1515144,2.534888744354248,10969.65747415,21488,4643,,
142711.515625,-0.06858523190021515,326,189394,0.001,23.8,-4828.6123046875,1515256,2.542520523071289,10970.78895892,21492,4643,,
214255.28125,-0.2919961214065552,326,189404,0.001,23.87,-4949.041015625,1515336,2.549182653427124,10971.23837295,21496,4643,,
193564.375,0.44702526926994324,326,189427,0.001,23.94,-4900.7529296875,1515520,2.564662218093872,10968.77546311,21500,4644,,
129845.2890625,-0.07598252594470978,326,189461,0.001,24.01,-4521.17041015625,1515792,2.5844733715057373,10967.663727869996,21504,4645,,
110104.9921875,-0.10011771321296692,326,189480,0.001,24.06,-4719.96875,1515944,2.59656023979187,10964.955816859998,21508,4645,,
122762.125,-0.026660926640033722,326,189496,0.001,33.47,-4687.029296875,1516072,2.610163688659668,10908.17556207,21512,4646,,
181145.21875,0.32332226634025574,326,189517,0.001,33.83,-4781.578125,1516240,2.6213133335113525,10907.363455960001,21516,4647,,
195934.796875,-0.29523032903671265,326,189524,0.001,33.9,-4592.87841796875,1516296,2.623234987258911,10906.329769730004,21520,4647,,
109947.5546875,0.3339384198188782,326,189544,0.001,32.94,-4733.1259765625,1516456,2.629114866256714,10909.971304750003,21524,4647,,
91413.5,0.06346751749515533,326,189558,0.001,33.84,-4799.39892578125,1516568,2.6284127235412598,10904.526712739998,21528,4648,,
92567.5390625,-0.007872842252254486,326,189578,0.001,33.81,-4901.0947265625,1516728,2.6272144317626953,10906.159919780002,21532,4648,,
125261.171875,0.16160668432712555,326,189595,0.001,34.64,-4166.337890625,1516864,2.6283276081085205,10706.17658136,21536,4649,,
167411.171875,-0.06338989734649658,326,189612,0.001,34.61,-4329.6904296875,1517000,2.629476308822632,10704.63574351,21540,4649,,
175710.796875,-0.6650802493095398,326,189621,0.001,34.51,-4569.15380859375,1517072,2.6306049823760986,10704.43520754,21544,4649,,
158858.03125,-0.0019644498825073242,326,189641,0.001,34.55,-4831.7294921875,1517232,2.639815330505371,10703.456880370002,21548,4650,,
236810.640625,-0.12881429493427277,326,189657,0.001,34.7,-4786.771484375,1517360,2.6476962566375732,10702.1758983,21552,4650,,
148271.96875,-0.29564452171325684,326,189672,0.001,34.66,-4980.474609375,1517480,2.653651714324951,10700.89233599,21556,4650,,
141758.0,-0.09048981219530106,326,189687,0.001,34.7,-4499.34130859375,1517600,2.657299280166626,10701.05422178,21560,4651,,
141127.140625,-0.3249024450778961,326,189704,0.001,34.6,-4961.318359375,1517736,2.659359931945801,10699.13131703,21564,4651,,
105138.203125,-0.09592526406049728,326,189722,0.001,33.61,-4922.97998046875,1517880,2.66666316986084,10707.689095780002,21568,4651,,
87232.2421875,-0.40735411643981934,326,189739,0.001,33.69,-4951.724609375,1518016,2.6746339797973633,10708.786301850001,21572,4652,,
80775.6328125,-0.2900654673576355,326,189755,0.001,33.77,-5044.9365234375,1518144,2.6824278831481934,10708.520168019999,21576,4652,,
103397.765625,-0.25195661187171936,326,189768,0.001,34.73,-5129.1826171875,1518248,2.6884918212890625,10482.621111729999,21580,4652,,
89561.109375,-0.25345784425735474,326,189780,0.001,36.42,-5128.451171875,1518344,2.6951799392700195,10456.777122480002,21584,4653,,
272219.9375,-0.0678870677947998,326,189788,0.001,36.39,-4673.53369140625,1518408,2.699488401412964,10456.70982818,21588,4653,,
138999.5,-0.3889196515083313,326,189802,0.001,36.3,-5124.013671875,1518520,2.706914186477661,10452.109464430001,21592,4653,,
163761.203125,-0.21537011861801147,326,189817,0.001,41.11,-4655.509765625,1518640,2.7155771255493164,10411.30899666,21596,4654,,
181714.6875,-0.4221881330013275,326,189825,0.001,41.08,-4691.564453125,1518704,2.7193312644958496,10412.33518434,21600,4654,,
136225.46875,0.1379832625389099,326,189836,0.001,40.8,-4527.75390625,1518792,2.726914167404175,10412.547623710001,21604,4654,,
114471.1953125,-0.3570983409881592,326,189845,0.001,40.78,-4297.9892578125,1518864,2.731930732727051,10411.985129089999,21608,4654,,
596071.4375,-0.6636364459991455,326,189861,0.001,31.3,-4458.60546875,1518992,2.7388217449188232,10467.524093619999,21612,4654,,
159704.09375,-0.489928662776947,326,189864,0.001,30.76,-4369.1171875,1519016,2.7408945560455322,10468.219846999998,21616,4655,,
336411.78125,-0.6033911108970642,326,189883,0.001,30.67,-4893.68017578125,1519168,2.764859437942505,10468.846159510002,21620,4655,,
154438.703125,-0.48652586340904236,326,189895,0.001,30.63,-4456.16455078125,1519264,2.7823872566223145,10468.63481802,21624,4655,,
309978.0,-0.5404401421546936,326,189906,0.001,29.53,-4247.57568359375,1519352,2.7955121994018555,10471.29602397,21628,4656,,
197783.21875,-0.8435702323913574,326,189914,0.001,29.39,-5009.1044921875,1519416,2.8091039657592773,10470.50557044,21632,4656,,
188951.640625,-0.3765885531902313,326,189930,0.001,28.48,-4822.4921875,1519544,2.829925775527954,10667.920745739999,21636,4656,,
151182.28125,-0.5590391755104065,326,189937,0.001,28.46,-4458.9697265625,1519600,2.8420393466949463,10666.602515800001,21640,4656,,
127342.296875,-0.6675156950950623,326,189947,0.001,28.32,-4472.638671875,1519680,2.855778694152832,10661.534036130002,21644,4657,,
103613.8046875,0.009619627147912979,326,189956,0.001,28.17,-4058.7998046875,1519752,2.8700621128082275,10660.151317380001,21648,4657,,
108102.4375,-0.35278311371803284,326,189970,0.001,27.59,-4978.8291015625,1519864,2.8920624256134033,10658.738320609998,21652,4657,,
200716.3125,-0.7215204834938049,326,189984,0.001,27.51,-4971.99169921875,1519976,2.907963752746582,10653.772152800004,21656,4657,,
71727.1875,-0.870941162109375,326,189987,0.001,27.47,-5331.7861328125,1520000,2.9121716022491455,10652.61844459,21657,4657,,
,,,,,,,1520000,,,,,10901.5138026,18.4
407060.125,-0.8734240531921387,326,189990,0.001,27.51,-4774.46728515625,1520024,2.9168403148651123,10649.281712739998,21660,4658,,
261494.125,0.06384211778640747,326,190001,0.001,27.86,-5291.140625,1520112,2.937640905380249,10648.191467880002,21664,4658,,
387049.0625,-0.5815750956535339,326,190015,0.001,27.41,-5153.0234375,1520224,2.966153144836426,10646.21151307,21668,4659,,
212745.578125,-0.3409598469734192,326,190030,0.001,28.89,-5206.4267578125,1520344,2.9894485473632812,10604.7931956,21672,4659,,
201759.90625,-0.2498382329940796,326,190044,0.001,28.89,-5255.8955078125,1520456,3.003678798675537,10601.217582250003,21676,4659,,
93599.734375,-0.5093947649002075,326,190060,0.001,28.02,-4912.5009765625,1520584,3.015763759613037,10821.447995839999,21680,4660,,
126852.921875,-0.6340932846069336,326,190076,0.001,26.5,-4623.7470703125,1520712,3.0262203216552734,10843.153787220002,21684,4660,,
125361.9140625,-0.398694783449173,326,190096,0.001,26.6,-4657.6767578125,1520872,3.044184923171997,10842.00796787,21688,4661,,
123252.640625,0.03048785775899887,326,190108,0.001,26.78,-4565.4775390625,1520968,3.0532431602478027,10843.548876399998,21692,4661,,
96604.8125,-0.15375688672065735,326,190123,0.001,21.81,-4889.3037109375,1521088,3.0649499893188477,10883.28019981,21696,4661,,
320400.75,-0.31630533933639526,326,190142,0.001,23.82,-4576.15087890625,1521240,3.0804190635681152,10864.73170343,21700,4662,,
405380.0,0.18360592424869537,326,190158,0.001,23.66,-4295.4423828125,1521368,3.090433120727539,10864.593417840002,21704,4662,,
89826.21875,0.15424290299415588,326,190180,0.001,23.64,-4673.67529296875,1521544,3.0940520763397217,10865.352330000002,21708,4663,,
174004.015625,-0.12840484082698822,326,190198,0.001,25.4,-4347.01513671875,1521688,3.09588885307312,10868.50522774,21712,4663,,
275530.0,-0.11614750325679779,326,190216,0.001,26.7,-4844.9140625,1521832,3.099242925643921,10857.37034379,21716,4663,,
77706.65625,0.33722540736198425,326,190237,0.001,26.66,-4341.20849609375,1522000,3.0964972972869873,10856.611626270002,21720,4664,,
131434.625,-0.1778535544872284,326,190254,0.001,26.63,-4713.69140625,1522136,3.0937840938568115,10858.047811679999,21724,4664,,
174388.375,0.5023087859153748,326,190282,0.001,26.79,-4827.1181640625,1522360,3.0837361812591553,10859.951896170001,21728,4665,,
96022.7890625,0.6971467733383179,326,190298,0.001,27.77,-4757.6171875,1522488,3.0698940753936768,10680.43436433,21732,4665,,
113551.0859375,0.44214338064193726,326,190316,0.001,28.13,-4874.6806640625,1522632,3.047546863555908,10670.12762846,21736,4665,,
144737.765625,0.6637669801712036,326,190332,0.001,27.34,-4713.7802734375,1522760,3.0318825244903564,10679.38478619,21740,4666,,
139978.25,-0.10775291919708252,326,190346,0.001,27.4,-4898.587890625,1522872,3.0166068077087402,10684.02982353,21744,4666,,
105508.0859375,0.3092838525772095,326,190354,0.001,28.81,-4833.73828125,1522936,3.0074567794799805,10654.50983457,21748,4666,,
160220.109375,0.06807500869035721,326,190368,0.001,28.92,-4518.1787109375,1523048,2.9969544410705566,10657.167090320001,21752,4667,,
120552.59375,0.7664557695388794,326,190387,0.001,28.98,-4761.27734375,1523200,2.9844257831573486,10660.24436666,21756,4667,,
118926.1796875,0.27177977561950684,326,190409,0.001,28.99,-4939.640625,1523376,2.9686052799224854,10494.82897614,21760,4667,,
101042.1640625,-0.3092758059501648,326,190425,0.001,29.03,-5007.1728515625,1523504,2.9580039978027344,10494.9290597,21764,4668,,
91638.9921875,-0.03932692110538483,326,190442,0.001,30.16,-4895.2080078125,1523640,2.9468038082122803,10486.000976289999,21768,4668,,
130238.53125,-0.12201139330863953,326,190464,0.001,28.75,-4738.52734375,1523816,2.931929349899292,10523.312982149999,21772,4669,,
152119.90625,0.2772214710712433,326,190481,0.001,32.19,-4953.63623046875,1523952,2.921804666519165,10060.693533059999,21776,4669,,
114693.015625,0.6339178681373596,326,190500,0.001,32.4,-4542.7236328125,1524104,2.9099717140197754,10065.25223155,21780,4669,,
289610.15625,-0.17867253720760345,326,190521,0.001,32.61,-5044.4130859375,1524272,2.890369415283203,10067.72173538,21784,4670,,
164941.484375,0.005235001444816589,326,190540,0.001,32.82,-4721.9541015625,1524424,2.8703744411468506,10070.27459479,21788,4670,,
137226.375,0.23687198758125305,326,190550,0.001,33.12,-4647.3515625,1524504,2.862635374069214,10071.70752016,21792,4670,,
85240.265625,0.12345603108406067,326,190564,0.001,33.24,-4349.23876953125,1524616,2.8484199047088623,10073.430422309997,21796,4671,,
121950.4140625,-0.040837354958057404,326,190576,0.001,32.51,-5047.49609375,1524712,2.838641881942749,10075.36634694,21800,4671,,
94228.296875,0.06620508432388306,326,190590,0.001,31.4,-4465.4716796875,1524824,2.8302695751190186,10092.150326199999,21804,4671,,
255535.5,-0.023643463850021362,326,190599,0.001,31.33,-5199.7568359375,1524896,2.8243653774261475,10090.945729660001,21808,4672,,
70195.125,-0.1311660259962082,326,190613,0.001,29.46,-4700.79296875,1525008,2.81447434425354,10088.718089139998,21812,4672,,
159239.453125,0.18173888325691223,326,190634,0.001,28.2,-4900.671875,1525176,2.8022263050079346,10099.77258561,21816,4672,,
160334.734375,0.04329557344317436,326,190650,0.001,28.01,-5073.796875,1525304,2.792609214782715,10100.160065319998,21820,4673,,
137526.828125,0.32566696405410767,326,190666,0.001,27.96,-5018.345703125,1525432,2.783128261566162,10097.20280123,21824,4673,,
141825.65625,0.13673610985279083,326,190690,0.001,29.92,-4746.376953125,1525624,2.771202325820923,10003.525499710002,21828,4674,,
477231.84375,0.12434065341949463,326,190702,0.001,34.53,-4979.771484375,1525720,2.7644119262695312,9263.28026571,21832,4674,,
169939.125,0.23914441466331482,326,190715,0.001,35.33,-4468.40771484375,1525824,2.7577013969421387,9266.86572539,21836,4674,,
138997.609375,0.108954057097435,326,190727,0.001,35.15,-5091.5771484375,1525920,2.7523860931396484,9264.578329970002,21840,4675,,
134247.921875,0.26113709807395935,326,190736,0.001,35.12,-4577.3330078125,1525992,2.748055934906006,9262.595255810002,21844,4675,,
83812.28125,0.0008086711168289185,326,190749,0.001,34.13,-4899.2568359375,1526096,2.742968797683716,9294.66751798,21848,4675,,
109594.703125,-0.400790274143219,326,190764,0.001,34.15,-4710.0712890625,1526216,2.73836350440979,9292.887936699999,21852,4675,,
177524.015625,-0.05316893011331558,326,190778,0.001,34.1,-4542.810546875,1526328,2.737981081008911,9292.902772489999,21856,4676,,
257889.75,-0.0787854790687561,326,190797,0.001,34.3,-4546.36328125,1526480,2.7364261150360107,9458.03778592,21860,4676,,
138829.09375,0.015958651900291443,326,190811,0.001,34.25,-4632.4208984375,1526592,2.7376294136047363,9461.850153129999,21864,4676,,
125677.3046875,0.11815614253282547,326,190822,0.001,34.14,-5284.96044921875,1526680,2.7411885261535645,9472.85757375,21868,4676,,
106430.5546875,-0.15909308195114136,326,190839,0.001,33.96,-5344.80908203125,1526816,2.744572162628174,9479.08891961,21872,4677,,
95715.2734375,0.05256057530641556,326,190857,0.001,30.35,-4914.6103515625,1526960,2.7470815181732178,9944.7703498,21876,4678,,
71252.9296875,0.37251365184783936,326,190869,0.001,30.15,-4760.630859375,1527056,2.748239040374756,9944.48574249,21880,4678,,
123441.9453125,-0.18220484256744385,326,190895,0.001,29.61,-4936.654296875,1527264,2.746486186981201,9942.84556455,21884,4679,,
422184.4375,0.14678341150283813,326,190916,0.001,29.89,-5110.80712890625,1527432,2.7458391189575195,9942.90660351,21888,4679,,
115586.4375,0.016768530011177063,326,190919,0.001,29.38,-4722.0859375,1527456,2.745326042175293,9942.102064899998,21892,4679,,
109158.890625,-0.05412423610687256,326,190937,0.001,29.3,-4674.6171875,1527600,2.740898370742798,9939.87677453,21896,4679,,
192622.640625,0.09631654620170593,326,190953,0.001,29.46,-4471.9501953125,1527728,2.737232208251953,9939.6019939,21900,4680,,
103335.90625,0.04858896881341934,326,190976,0.001,29.15,-4804.21728515625,1527912,2.7295262813568115,9936.318947569998,21904,4680,,
335001.125,0.21228578686714172,326,190992,0.001,29.57,-5133.0625,1528040,2.7226548194885254,9935.12453261,21908,4681,,
265597.625,0.31672465801239014,326,191003,0.001,31.27,-4947.64453125,1528128,2.714019775390625,9857.90081614,21912,4681,,
415711.625,0.12143583595752716,326,191016,0.001,31.18,-4751.65673828125,1528232,2.70412278175354,9857.895186659998,21916,4682,,
142116.8125,0.09143322706222534,326,191033,0.001,31.33,-4489.49462890625,1528368,2.691056489944458,9856.365559969998,21920,4682,,
180790.546875,-0.06158559024333954,326,191054,0.001,31.5,-5131.9755859375,1528536,2.6808724403381348,9858.11789487,21924,4682,,
170561.03125,0.03597448766231537,326,191065,0.001,29.76,-4602.8369140625,1528624,2.6761999130249023,9951.70796797,21928,4683,,
198739.84375,0.07752598822116852,326,191081,0.001,23.67,-4782.16162109375,1528752,2.670344829559326,10877.46191688,21932,4683,,
139441.28125,0.4020121097564697,326,191092,0.001,23.5,-4923.40380859375,1528840,2.663400888442993,10878.4044973,21936,4683,,
89094.40625,0.14879286289215088,326,191101,0.001,26.46,-4663.15234375,1528912,2.657848358154297,10612.57175056,21940,4683,,
200897.71875,-0.013350393623113632,326,191112,0.001,26.47,-4783.36279296875,1529000,2.651329755783081,10613.658187529998,21944,4684,,
106434.234375,-0.09520415961742401,326,191129,0.001,26.13,-4823.75830078125,1529136,2.642958164215088,10612.701222299998,21948,4684,,
129584.4453125,0.25896430015563965,326,191134,0.001,31.26,-4905.8046875,1529176,2.641737222671509,10258.382268309999,21952,4684,,
90388.390625,0.2549050450325012,326,191147,0.001,31.29,-4549.513671875,1529280,2.6391494274139404,10258.573186959999,21956,4684,,
414983.9375,0.021269887685775757,326,191155,0.001,31.04,-4925.58544921875,1529344,2.636462926864624,10261.83234177,21960,4685,,
202234.96875,-0.24824097752571106,326,191168,0.001,30.69,-4428.4501953125,1529448,2.6338138580322266,10260.75264151,21964,4685,,
255734.375,0.05607999116182327,326,191175,0.001,30.61,-4614.9296875,1529504,2.6326165199279785,10247.341845539999,21968,4685,,
104313.921875,0.08310027420520782,326,191187,0.001,30.63,-4644.9658203125,1529600,2.6303229331970215,10244.931689519999,21972,4685,,
265763.75,-0.37973207235336304,326,191193,0.001,30.61,-4689.84375,1529648,2.6292126178741455,10240.083549339999,21976,4685,,
351900.25,0.06421738862991333,326,191204,0.001,30.36,-4832.2587890625,1529736,2.628880500793457,10234.693021249997,21980,4686,,
157691.296875,-0.4535996913909912,326,191219,0.001,30.54,-4329.0390625,1529856,2.6321029663085938,10229.847192599998,21984,4686,,
169193.65625,-0.15273472666740417,326,191229,0.001,30.3,-4425.70654296875,1529936,2.635895013809204,10229.46476711,21988,4686,,
110368.1875,-0.022495508193969727,326,191237,0.001,30.3,-4800.94921875,1530000,2.6392898559570312,10229.46476711,21988,4687,,
,,,,,,,1530000,,,,,10947.0901012,22.6
192823.265625,-0.17754551768302917,326,191243,0.001,30.16,-4316.94921875,1530048,2.641087770462036,10228.928717569997,21992,4687,,
202507.53125,0.2853904366493225,326,191255,0.001,30.54,-4630.84765625,1530144,2.6451282501220703,10228.45196445,21996,4687,,
110477.375,0.00722368061542511,326,191267,0.001,30.41,-4398.38330078125,1530240,2.648362159729004,10229.67724673,22000,4687,,
188738.125,0.17150068283081055,326,191279,0.001,30.72,-4784.97412109375,1530336,2.6524999141693115,10227.99106422,22004,4688,,
130907.953125,0.198866069316864,326,191291,0.001,30.57,-4570.1123046875,1530432,2.654674768447876,10230.35970063,22008,4688,,
143365.4375,-0.3731406331062317,326,191299,0.001,28.99,-4557.82373046875,1530496,2.655904769897461,10307.55034426,22012,4688,,
