train/entropy_loss,rollout/ep_len_mean,train/policy_loss,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/std,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/explained_variance,train/n_updates
-12.831985473632812,20.231578947368423,-500988.59375,100,388,2000,5,1.0070993900299072,3392538112.0,0.0007,-212009.7193211158,0.0,99
-12.8473539352417,19.02,-241593.609375,200,387,4000,10,1.0089025497436523,435844416.0,0.0007,-216271.20175624,-1.1920928955078125e-07,199
-12.837695121765137,15.24,-361208.09375,300,385,6000,15,1.0075334310531616,1464830336.0,0.0007,-151465.16185789,-1.1920928955078125e-07,299
-12.86974811553955,14.32,-33183.3515625,400,389,8000,20,1.0113694667816162,553757120.0,0.0007,-147467.06641101002,0.0,399
-12.907843589782715,13.73,-296282.46875,500,393,10000,25,1.0159498453140259,925314240.0,0.0007,-139173.95095036,-2.384185791015625e-07,499
-12.898688316345215,12.19,-296852.03125,600,389,12000,30,1.0143510103225708,1315266432.0,0.0007,-119794.59750224998,0.0,599
-12.9384183883667,14.46,-213720.875,700,388,14000,36,1.0194870233535767,462328800.0,0.0007,-127081.72338174003,1.1920928955078125e-07,699
-12.956860542297363,13.28,-658302.9375,800,387,16000,41,1.021395206451416,3448652544.0,0.0007,-150091.67825578002,5.960464477539063e-08,799
-12.950823783874512,8.57,-15723.337890625,900,386,18000,46,1.0209518671035767,894876480.0,0.0007,-73725.12960679,0.0,899
-12.950052261352539,9.38,-492992.5,1000,385,20000,51,1.0207674503326416,2718269184.0,0.0007,-80455.8282829,0.0,999
-12.924771308898926,9.53,-151127.421875,1100,386,22000,56,1.017540693283081,1106346368.0,0.0007,-68602.52132423999,1.1920928955078125e-07,1099
-12.93216609954834,9.92,-471523.40625,1200,387,24000,62,1.0183016061782837,2492645120.0,0.0007,-59446.82421351,-1.1920928955078125e-07,1199
-12.930987358093262,12.19,-7098.03271484375,1300,389,26000,66,1.0182985067367554,2791249152.0,0.0007,-51358.760854039996,0.0,1299
-12.940518379211426,12.06,-247571.15625,1400,389,28000,71,1.0195579528808594,2140136704.0,0.0007,-60772.916719279994,0.0,1399
-12.914938926696777,11.32,62933.4453125,1500,390,30000,76,1.0172137022018433,1939324544.0,0.0007,-78781.30810376999,0.0,1499
-12.900250434875488,10.3,-332048.9375,1600,392,32000,81,1.014935851097107,2016029696.0,0.0007,-63090.15197628,-1.1920928955078125e-07,1599
-12.905715942382812,11.26,40871.19921875,1700,391,34000,86,1.016003131866455,1274317824.0,0.0007,-104625.67520242,0.0,1699
-12.928816795349121,12.17,-263756.34375,1800,389,36000,92,1.0185550451278687,1092845440.0,0.0007,-54483.06909545999,-1.1920928955078125e-07,1799
-12.92077350616455,10.51,-52027.11328125,1900,389,38000,97,1.017155408859253,1553310848.0,0.0007,-17758.61425952,0.0,1899
-12.919323921203613,11.08,-265317.71875,2000,389,40000,102,1.0174691677093506,611116096.0,0.0007,-45978.125616,2.384185791015625e-07,1999
-12.942357063293457,10.93,10909.2255859375,2100,388,42000,108,1.020222544670105,2733350656.0,0.0007,-43466.29409779,0.0,2099
-12.922106742858887,12.1,376995.5,2200,388,44000,113,1.0178579092025757,3734136576.0,0.0007,-46697.48433424,-1.1920928955078125e-07,2199
-12.912121772766113,12.5,-505592.8125,2300,388,46000,118,1.0164142847061157,4964283392.0,0.0007,-71650.91309603999,-1.1920928955078125e-07,2299
-12.898279190063477,11.38,-792990.4375,2400,387,48000,123,1.0145527124404907,5285419008.0,0.0007,-61659.922061979996,0.0,2399
-12.890973091125488,12.14,-134153.703125,2500,386,50000,129,1.014264464378357,1810749056.0,0.0007,-74655.48765087,0.0,2499
-12.921284675598145,10.68,-252823.15625,2600,387,52000,134,1.017902135848999,808843904.0,0.0007,-56901.09790785001,5.960464477539063e-08,2599
-12.950418472290039,13.49,-75665.0625,2700,387,54000,139,1.0214221477508545,1884684928.0,0.0007,-81084.78035321,0.0,2699
-12.942301750183105,15.25,63549.5078125,2800,379,56000,147,1.0204282999038696,852135552.0,0.0007,-99919.24854602,0.0,2799
-12.952670097351074,15.43,-137026.546875,2900,380,58000,152,1.0216459035873413,2111261056.0,0.0007,-88234.90928099,0.0,2899
-12.950798034667969,12.51,-465106.84375,3000,380,60000,157,1.0218149423599243,3484003584.0,0.0007,-66001.24099002,0.0,2999
-12.944066047668457,12.41,-505577.5,3100,380,62000,162,1.021089792251587,3605016576.0,0.0007,-59031.62381064,5.960464477539063e-08,3099
-12.964248657226562,11.12,-382280.8125,3200,381,64000,167,1.0234206914901733,3028024576.0,0.0007,-117456.70291972999,1.1920928955078125e-07,3199
-13.012316703796387,11.61,12034.5654296875,3300,381,66000,172,1.0285770893096924,1067737408.0,0.0007,-56330.906533359994,-1.1920928955078125e-07,3299
-12.992494583129883,12.52,86810.1484375,3400,381,68000,178,1.026197075843811,3239473152.0,0.0007,-56921.761327429995,0.0,3399
-13.009422302246094,11.02,-422083.40625,3500,381,70000,183,1.028309941291809,2228528128.0,0.0007,-57524.64912935,1.1920928955078125e-07,3499
-13.021796226501465,14.08,-210792.875,3600,382,72000,188,1.0292047262191772,2629694208.0,0.0007,-96333.81360089999,0.0,3599
-13.023857116699219,12.42,-485970.8125,3700,382,74000,193,1.0297597646713257,3999666176.0,0.0007,-54598.16530998,0.0,3699
-12.992352485656738,15.56,-253498.125,3800,382,76000,198,1.0264936685562134,1742602624.0,0.0007,-59739.633681110005,0.0,3799
-12.969161987304688,20.9,-277033.21875,3900,382,78000,203,1.0238473415374756,608444032.0,0.0007,-133451.99277595,-1.1920928955078125e-07,3899
-12.97460651397705,15.2,-476432.0,4000,382,80000,208,1.0248655080795288,2929853696.0,0.0007,-81105.57141764999,1.1920928955078125e-07,3999
-12.975000381469727,12.04,-401965.96875,4100,383,82000,213,1.0246641635894775,2556498432.0,0.0007,-92178.925564,0.0,4099
-12.972516059875488,11.83,470589.0,4200,383,84000,219,1.0244441032409668,3304142848.0,0.0007,-87049.41072233999,0.0,4199
-12.986355781555176,14.28,102033.265625,4300,384,86000,223,1.02615487575531,2289943552.0,0.0007,-75787.72985325,2.384185791015625e-07,4299
-12.99169635772705,13.05,-468542.3125,4400,384,88000,228,1.0264856815338135,3024515072.0,0.0007,-60583.388948600004,0.0,4399
-12.997177124023438,12.38,-124978.953125,4500,384,90000,233,1.0265699625015259,1581764736.0,0.0007,-44858.061786720005,0.0,4499
-12.985623359680176,12.73,51133.54296875,4600,385,92000,238,1.0259772539138794,2336725504.0,0.0007,-24059.41402602,0.0,4599
-12.975814819335938,10.31,-638705.6875,4700,385,94000,244,1.0249168872833252,4490963456.0,0.0007,-36364.16025743,-1.1920928955078125e-07,4699
-12.979631423950195,16.14,-33371.2265625,4800,385,96000,249,1.0244214534759521,3248102400.0,0.0007,-80860.79796711,0.0,4799
-12.937860488891602,11.45,-520135.21875,4900,385,98000,254,1.0203570127487183,4183961344.0,0.0007,-58509.66177821001,2.384185791015625e-07,4899
-12.925251960754395,11.29,-102884.6171875,5000,386,100000,259,1.0194931030273438,814728896.0,0.0007,-17121.941588199996,0.0,4999
-12.91977596282959,9.55,-93631.6484375,5100,386,102000,264,1.0183568000793457,316497920.0,0.0007,-4879.60273765,0.0,5099
-12.929117202758789,15.12,69560.296875,5200,385,104000,269,1.0189710855484009,3209111808.0,0.0007,-75492.27356850999,0.0,5199
-12.933616638183594,10.35,89953.09375,5300,385,106000,274,1.01963210105896,1884213120.0,0.0007,-14178.7094246,0.0,5299
-12.947089195251465,10.34,27597.6875,5400,385,108000,279,1.0209308862686157,3421267712.0,0.0007,-14973.154719270002,0.0,5399
-12.92455768585205,10.93,38018.0625,5500,386,110000,284,1.0189111232757568,3690872832.0,0.0007,-39009.15806427,0.0,5499
-12.908838272094727,9.43,328206.78125,5600,386,112000,289,1.0166895389556885,2813159680.0,0.0007,17800.41075983,1.1920928955078125e-07,5599
-12.890167236328125,8.68,-36263.7734375,5700,386,114000,294,1.0147119760513306,2060919680.0,0.0007,27850.635205990002,0.0,5699
-12.918307304382324,9.33,-14791.4755859375,5800,386,116000,300,1.0178829431533813,3929282560.0,0.0007,24694.72671625,0.0,5799
-12.918950080871582,8.37,388380.8125,5900,386,118000,305,1.0177977085113525,3211500288.0,0.0007,17850.0444925,1.1920928955078125e-07,5899
-12.88443660736084,9.29,-87036.0546875,6000,386,120000,310,1.0139970779418945,4605881856.0,0.0007,25169.3120482,0.0,5999
-12.84777545928955,9.77,-80755.3828125,6100,386,122000,315,1.0100970268249512,2814209792.0,0.0007,25506.86759499,0.0,6099
-12.825472831726074,9.41,390589.59375,6200,386,124000,320,1.0071407556533813,3032263936.0,0.0007,26306.928608050002,-1.1920928955078125e-07,6199
-12.833650588989258,11.77,127526.828125,6300,386,126000,325,1.0084986686706543,2046888960.0,0.0007,-21451.05643127,0.0,6299
-12.856719970703125,12.26,-92446.9765625,6400,386,128000,331,1.0107208490371704,5691288064.0,0.0007,-36459.39135862,0.0,6399
-12.863337516784668,10.81,-262599.84375,6500,386,130000,336,1.0116136074066162,2132816512.0,0.0007,-35712.467381279996,1.7881393432617188e-07,6499
-12.830118179321289,11.84,283549.75,6600,386,132000,341,1.0075589418411255,4168298496.0,0.0007,-3925.7929312300007,5.960464477539063e-08,6599
-12.838922500610352,8.88,527564.75,6700,386,134000,346,1.0090086460113525,4745636864.0,0.0007,55939.84517154001,0.0,6699
-12.845044136047363,9.18,-211971.046875,6800,386,136000,351,1.0099231004714966,3189449216.0,0.0007,49873.94146032,0.0,6799
-12.857927322387695,10.0,482192.15625,6900,386,138000,356,1.010812759399414,6221041152.0,0.0007,13735.065215659999,-1.1920928955078125e-07,6899
-12.875933647155762,12.21,121908.8046875,7000,386,140000,361,1.0126190185546875,3109344000.0,0.0007,-57245.071110970006,0.0,6999
-12.879931449890137,14.44,92892.765625,7100,386,142000,367,1.0131688117980957,1163836032.0,0.0007,-14383.311327559999,1.1920928955078125e-07,7099
-12.862922668457031,8.58,54425.76171875,7200,386,144000,372,1.0108718872070312,877416960.0,0.0007,40335.53493171,0.0,7199
-12.897407531738281,9.72,162264.421875,7300,387,146000,377,1.0146604776382446,1806550272.0,0.0007,49474.95504406001,0.0,7299
-12.909357070922852,14.12,-190356.234375,7400,387,148000,382,1.0163921117782593,2641073152.0,0.0007,-7440.696382460001,0.0,7399
-12.880449295043945,17.82,109094.5234375,7500,387,150000,387,1.0130467414855957,2449098496.0,0.0007,-73603.06314863,0.0,7499
-12.854333877563477,10.93,-339804.90625,7600,387,152000,392,1.0103569030761719,3661187584.0,0.0007,-15553.111204530001,0.0,7599
-12.838203430175781,12.68,44702.85546875,7700,387,154000,397,1.0084797143936157,1041381184.0,0.0007,15256.07360671,0.0,7699
-12.8403902053833,8.76,215614.15625,7800,387,156000,402,1.008360505104065,4081437184.0,0.0007,20987.875828940003,0.0,7799
-12.830713272094727,11.02,130808.640625,7900,387,158000,407,1.007391333580017,2248426240.0,0.0007,42779.83059953,1.1920928955078125e-07,7899
-12.820093154907227,8.8,-169881.609375,8000,387,160000,412,1.0067325830459595,3211780096.0,0.0007,66578.46668561001,-1.1920928955078125e-07,7999
-12.812838554382324,10.57,19076.755859375,8100,387,162000,417,1.0055747032165527,2821040896.0,0.0007,16535.52849469,0.0,8099
-12.826525688171387,19.69,-503020.5,8200,387,164000,422,1.0066362619400024,2955466496.0,0.0007,-215328.31126086,-1.1920928955078125e-07,8199
-12.829965591430664,14.79,-112210.578125,8300,388,166000,427,1.0070550441741943,4698244608.0,0.0007,-61579.81519008,0.0,8299
-12.835650444030762,8.86,134261.96875,8400,388,168000,432,1.0077139139175415,2916108288.0,0.0007,58965.443508640004,0.0,8399
-12.850817680358887,12.04,190408.453125,8500,388,170000,438,1.0098644495010376,2449679104.0,0.0007,-348.4202551900037,-1.1920928955078125e-07,8499
-12.879870414733887,9.78,359704.625,8600,388,172000,443,1.0130846500396729,3894502144.0,0.0007,46584.76534003,0.0,8599
-12.870877265930176,17.12,-335120.65625,8700,387,174000,448,1.0120172500610352,1943123200.0,0.0007,-84840.82561309001,0.0,8699
-12.869366645812988,14.74,137480.921875,8800,387,176000,454,1.0116795301437378,2843290368.0,0.0007,-64861.1511279,0.0,8799
-12.873018264770508,9.17,67070.3359375,8900,387,178000,459,1.0121203660964966,2954287104.0,0.0007,-4235.079438260001,0.0,8899
