train/policy_loss,time/iterations,time/total_timesteps,train/entropy_loss,train/value_loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/learning_rate,train/explained_variance,rollout/ep_len_mean,train/n_updates,train/std
-1.3949259519577026,100,8000,-8.82822322845459,0.5060685276985168,29,-85131.0913825625,272,0.00244,0.8039969205856323,174.9375,99,1.055057168006897
-0.34927424788475037,,10000,-9.008453369140625,0.0017304009525105357,36,-78183.61985235897,276,0.00244,0.1855596899986267,239.05128205128204,124,1.089787244796753
0.3084155023097992,200,16000,-10.021231651306152,0.0013881881022825837,56,-70567.49827822727,283,0.00244,-1.3622300624847412,313.3863636363636,199,1.2888373136520386
0.6347727179527283,,20000,-10.640089988708496,0.004068333189934492,69,-63961.71717170833,285,0.00244,-0.03514719009399414,370.6041666666667,249,1.429856777191162
0.717677116394043,300,24000,-11.155291557312012,0.004793164785951376,83,-58372.8831585,287,0.00244,-0.029155492782592773,419.0192307692308,299,1.558716058731079
0.30291450023651123,,30000,-11.959940910339355,0.0007702577277086675,103,-51726.35121708197,288,0.00244,-0.4228498935699463,481.9016393442623,374,1.7822229862213135
-0.455219566822052,400,32000,-12.23995590209961,0.0015851211501285434,110,-51726.35121708197,289,0.00244,0.011880815029144287,481.9016393442623,399,1.8677985668182373
0.17885665595531464,,40000,-13.275439262390137,0.00020474505436141044,137,-48012.08228113889,289,0.00244,0.1517435908317566,531.0694444444445,499,2.220705032348633
,500,40000,,,137,-48012.08228113889,289,,,531.0694444444445,,
6.8141655921936035,600,48000,-13.801547050476074,1.0014734268188477,163,-53679.451980519996,293,0.00244,0.7421581745147705,473.11,599,2.425529956817627
-157781.328125,,50000,-13.799040794372559,705464960.0,169,-52765.61864719,294,0.00244,8.07642936706543e-05,480.66,624,2.4199609756469727
1.6419273614883423,700,56000,-13.815829277038574,0.5099995732307434,188,-55484.061547640005,297,0.00244,0.3152947425842285,448.74,699,2.4298300743103027
0.7922127842903137,,60000,-13.919283866882324,0.6486399173736572,200,-57951.32583335,298,0.00244,-0.24163448810577393,428.74,749,2.4693100452423096
0.6758069396018982,800,64000,-14.190635681152344,0.7262044548988342,214,-59835.415833349995,298,0.00244,0.004159688949584961,418.0,799,2.592825412750244
