rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/n_updates
126.2,1,-98758.88888888335,17,8192,470,,,,,,,,,,,
157.25,2,-97168.5925,39,16384,415,0.0041315556,-0.002113701704365667,132083392.0,0.2,2.384185791015625e-06,1.001150131225586,0.0003,631460604.725,-8.517801842838526,0.01480712890625,10
175.78,3,-95477.7025,65,24576,377,0.0031981547,-0.0018368726185144623,119581136.0,0.2,-2.5033950805664062e-06,1.0010743141174316,0.0003,468953866.0109375,-8.521596911549569,0.00654296875,20
165.03,4,-96458.46416666999,90,32768,362,0.0047582155,-0.0025046672039025,232776608.0,0.2,-9.5367431640625e-07,1.0016766786575317,0.0003,514473440.965625,-8.522627487778664,0.017724609375,30
144.52,5,-96311.30833333998,113,40960,360,0.0043568183,-0.0024019173237320502,343920064.0,0.2,-1.1920928955078125e-07,1.0012431144714355,0.0003,535500991.4125,-8.522671946883202,0.01453857421875,40
141.04,6,-95653.1625,135,49152,361,0.004513159,-0.0037290049163857474,571069760.0,0.2,5.960464477539063e-08,1.001088261604309,0.0003,629094425.81875,-8.520324763655662,0.0241455078125,50
161.13,7,-94808.58749999001,157,57344,363,0.003483316,-0.0020564123478834517,261006080.0,0.2,0.0,0.9988236427307129,0.0003,606858633.61875,-8.513873413950204,0.0086669921875,60
183.94,8,-94784.12946969,181,65536,360,0.004088734,-0.0034988130748388356,209322016.0,0.2,0.0,0.9983428716659546,0.0003,402373734.2109375,-8.50364101678133,0.02626953125,70
178.01,9,-95737.77066016998,204,73728,359,0.0031662309,-0.0020647518467740156,127398032.0,0.2,-1.1920928955078125e-07,0.9963735938072205,0.0003,492646574.25625,-8.49818636700511,0.00560302734375,80
194.62,10,-95921.72809524,225,81920,363,0.004701728,-0.0037698508400353602,201918304.0,0.2,-1.1920928955078125e-07,0.9979619979858398,0.0003,481930808.16875,-8.496973351389169,0.02225341796875,90
204.34,11,-94517.3182759,246,90112,364,0.0037093437,-0.002436387735360768,175630336.0,0.2,0.0,0.9969768524169922,0.0003,366146609.390625,-8.499163454025984,0.01109619140625,100
211.91,12,-94590.29486318999,268,98304,365,0.0044565946,-0.003304924094118178,210787056.0,0.2,0.0,0.996330738067627,0.0003,438838436.6375,-8.492572484910488,0.024560546875,110
215.96,13,-95411.79904429,290,106496,366,0.0032831556,-0.0021529384226596448,238642736.0,0.2,0.0,0.9957675933837891,0.0003,416790846.2828125,-8.489554435759782,0.0097412109375,120
204.47,14,-95612.19803031,314,114688,364,0.004206384,-0.0023933056014357134,81955696.0,0.2,-1.1920928955078125e-07,0.994539737701416,0.0003,351165905.40625,-8.483673333376647,0.0171875,130
177.54,15,-95739.17484849,335,122880,366,0.0051242057,-0.0038796967037342256,388272128.0,0.2,5.960464477539063e-08,0.9967160224914551,0.0003,489544507.9625,-8.487793941795825,0.0299560546875,140
192.28,16,-93239.33376263,356,131072,367,0.004953269,-0.0035858020739397032,311576256.0,0.2,-1.1920928955078125e-07,0.9951638579368591,0.0003,481701869.225,-8.488347879052162,0.02615966796875,150
204.82,17,-93195.28881312002,378,139264,367,0.0046668015,-0.0030712513434991706,144045568.0,0.2,0.0,0.9937891960144043,0.0003,369884514.8140625,-8.479499067366124,0.02547607421875,160
206.61,18,-95903.19499999001,401,147456,366,0.005643406,-0.0038342931893566856,93377352.0,0.2,0.0,0.9932078123092651,0.0003,430751813.0171875,-8.474125109612942,0.03082275390625,170
199.87,19,-96064.71599927999,424,155648,366,0.004664437,-0.0036683843543869445,146924320.0,0.2,0.0,0.9942069053649902,0.0003,408762942.98125,-8.475636385381222,0.02293701171875,180
196.95,20,-96030.44099927999,448,163840,365,0.004692014,-0.0028397021029377355,322462432.0,0.2,0.0,0.9935569763183594,0.0003,430290783.7484375,-8.475980052351952,0.0163330078125,190
205.22,21,-96807.15416666999,471,172032,364,0.004065304,-0.0028538679936900733,177877456.0,0.2,0.0,0.9934212565422058,0.0003,425635802.021875,-8.475026199966669,0.01529541015625,200
