,Setting,Algorithm,Mean,SD,Max,Range
0,AB,A2C,-0.08215684411399148,0.015762409614475538,-0.015861408203125,0.085116060546875
1,AB,PPO,-0.09406370685654009,0.0057759312808041375,-0.0688873828125,0.0324259296875
2,AB,TRPO,-0.06056836525353541,0.02834891623694351,-0.002673670166015625,0.09787157202148437
3,AB,ARS,-0.012290467382710349,0.022145981017156098,0.02393103515625,0.11365978515625
4,AB,CrossQ,-0.06658139918360521,0.02397499611703517,0.0010140256958007814,0.10204777569580079
5,AB,TQC,-0.0897197147539692,0.014373440287143196,-0.0007002857055664062,0.1048090658569336
