,Setting,Algorithm,Mean,SD,Max,Range
0,AB,A2C,-0.016639304361779572,0.02500390110948636,0.019253529296875,0.120209716796875
1,AB,PPO,-0.06300664723283954,0.036231456837445906,0.018938625,0.122545625
2,AB,TRPO,-0.04333655033063677,0.029397484177989,0.061124765625,0.1638485625
3,AB,ARS,-0.0034613417242584468,0.013888308514413241,0.019592947265625,0.114719587890625
4,AB,CrossQ,0.0847401730736019,0.0838322822865792,0.139911265625,0.2406224921875
5,AB,TQC,-0.06727720187224405,0.023495390191924516,0.02346355859375,0.12512480859375
