rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/kl_divergence_loss,train/std,train/is_line_search_success,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/policy_objective
-613605.8659782822,176.69230769230768,12,8192,680,1,,,,,,,,
-487230.5616427498,154.2,29,16384,559,2,0.005853930953890085,0.9936521649360657,1.0,2.4437904357910156e-06,3341184470.8,1,0.001,0.05937443673610687
-376282.9519266,145.59,47,24576,520,3,0.005844662431627512,0.9842594861984253,1.0,-1.1920928955078125e-07,2366053619.8,2,0.001,0.05629036948084831
-309212.9864070399,134.61,65,32768,498,4,0.004746690392494202,0.9826281070709229,1.0,0.0,1697875705.2,3,0.001,0.047083280980587006
-253292.28667283,113.52,83,40960,488,5,0.004241629503667355,0.979350209236145,1.0,-1.1920928955078125e-07,1603789394.4,4,0.001,0.040543217211961746
-241338.49082104006,110.86,101,49152,483,6,0.004216879140585661,0.970880925655365,1.0,0.0,1643199921.6,5,0.001,0.04179009795188904
-225410.18803061996,103.86,117,57344,488,7,0.004273740109056234,0.9692257642745972,1.0,0.0,1550501986.6,6,0.001,0.037724439054727554
-233515.46795693997,113.28,133,65536,489,8,0.005300985649228096,0.9693016409873962,1.0,1.1920928955078125e-07,1603774579.2,7,0.001,0.04561930149793625
-251379.07491566,132.43,150,73728,489,9,0.004679085686802864,0.9648159146308899,1.0,-1.1920928955078125e-07,1241254087.5,8,0.001,0.042244210839271545
-217938.87884740997,105.1,167,81920,489,10,0.004598580300807953,0.9655649662017822,1.0,0.0,1330972111.7,9,0.001,0.042952463030815125
-203178.96141401,98.55,183,90112,491,11,0.004909639246761799,0.9575719833374023,1.0,0.0,1536630959.9,10,0.001,0.04566097632050514
-208822.03201914995,104.69,200,98304,490,12,0.0048707593232393265,0.9615681767463684,1.0,-1.1920928955078125e-07,1472592700.1,11,0.001,0.0457555428147316
-217895.86781531,115.18,217,106496,489,13,0.005531257949769497,0.9625430703163147,1.0,-1.1920928955078125e-07,1337691460.9,12,0.001,0.049635905772447586
