rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/kl_divergence_loss,train/std,train/is_line_search_success,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/policy_objective
-282377.91203926003,44.87,14,8192,558,1,,,,,,,,
-206959.49833043,33.15,33,16384,491,2,0.006095527205616236,1.0017906427383423,1.0,1.6093254089355469e-06,7126159376.0,1,0.001,0.05069747567176819
-193818.74024114,34.64,51,24576,475,3,0.005473940633237362,0.9941673278808594,1.0,1.1920928955078125e-07,6266962820.0,2,0.001,0.0331401489675045
-189450.60606761998,32.83,70,32768,467,4,0.004694493021816015,0.9891712665557861,1.0,-2.384185791015625e-07,5771902742.4,3,0.001,0.030980689451098442
-178537.14856530997,31.24,88,40960,461,5,0.004957498051226139,0.975592315196991,1.0,1.7881393432617188e-07,5175728460.0,4,0.001,0.03586260974407196
-166707.03005453,32.29,107,49152,458,6,0.005705680698156357,0.955089807510376,1.0,0.0,5264190760.0,5,0.001,0.03627414256334305
-178385.34129781,34.16,126,57344,454,7,0.006329907104372978,0.9467371106147766,1.0,1.7881393432617188e-07,4826581157.6,6,0.001,0.04066496342420578
-161635.00197254,32.99,144,65536,453,8,0.006432425696402788,0.933821976184845,1.0,0.0,4760453914.0,7,0.001,0.03972136229276657
-147181.05639109,31.71,163,73728,450,9,0.005376587156206369,0.9247453808784485,1.0,0.0,4534589975.6,8,0.001,0.03751276433467865
-147033.4972631,28.97,181,81920,450,10,0.006025697570294142,0.9191199541091919,1.0,0.0,4109072728.0,9,0.001,0.04195382446050644
-153808.33349254998,37.98,200,90112,450,11,0.00630599120631814,0.9137795567512512,1.0,0.0,4451009342.0,10,0.001,0.038186319172382355
-149162.07159754,36.78,219,98304,448,12,0.0059671103954315186,0.9059060215950012,1.0,0.0,3981712744.4,11,0.001,0.04203362390398979
-131894.33373759,36.77,238,106496,447,13,0.00590133061632514,0.907355010509491,1.0,0.0,3801151377.6,12,0.001,0.0431019589304924
-147854.30098925,38.36,257,114688,445,14,0.0067282915115356445,0.8976158499717712,1.0,0.0,3561302146.8,13,0.001,0.049202851951122284
-130774.35474734001,44.51,276,122880,445,15,0.00651895347982645,0.9004641771316528,1.0,0.0,3590748668.0,14,0.001,0.04564625769853592
-133048.31967173997,47.4,295,131072,444,16,0.006409803405404091,0.8916674852371216,1.0,-1.1920928955078125e-07,3081963961.2,15,0.001,0.045022230595350266
-118562.72675504001,45.91,314,139264,443,17,0.0060718609020113945,0.8909963965415955,1.0,0.0,3029910898.4,16,0.001,0.043448712676763535
-135607.27434821,45.71,333,147456,442,18,0.006604498717933893,0.8949049115180969,1.0,5.960464477539063e-08,2841590120.0,17,0.001,0.04382363706827164
-142855.79062007,50.39,352,155648,441,19,0.007038536015897989,0.8841875791549683,1.0,-1.1920928955078125e-07,3093242566.0,18,0.001,0.04633493721485138
-122628.97949400998,52.93,370,163840,441,20,0.007301044184714556,0.8781598210334778,1.0,0.0,2848304346.0,19,0.001,0.045673735439777374
-101238.43572875999,52.01,389,172032,441,21,0.007153082173317671,0.8679550290107727,1.0,5.960464477539063e-08,2595928098.4,20,0.001,0.052108004689216614
-91973.00542122003,58.75,408,180224,440,22,0.007498994469642639,0.8528204560279846,1.0,0.0,2452473797.2,21,0.001,0.04354539141058922
-94675.21297727,54.44,427,188416,440,23,0.007815279997885227,0.8454165458679199,1.0,-1.1920928955078125e-07,2239640701.0,22,0.001,0.04519883543252945
-98498.38325705999,55.83,445,196608,440,24,0.006607230752706528,0.8436973690986633,1.0,0.0,2279354378.8,23,0.001,0.048936627805233
-42770.49230087,58.69,464,204800,440,25,0.00790712982416153,0.840546190738678,1.0,0.0,2187803187.2,24,0.001,0.05284375697374344
-41109.35220913,59.72,483,212992,440,26,0.007093837950378656,0.8318084478378296,1.0,0.0,1687969980.7,25,0.001,0.04108821973204613
-21028.37416437,56.49,502,221184,440,27,0.008045115508139133,0.8201011419296265,1.0,0.0,1746969355.4,26,0.001,0.04391026869416237
30517.245444140004,50.98,522,229376,439,28,0.009041104465723038,0.8082831501960754,1.0,0.0,1642720330.2,27,0.001,0.044176533818244934
25110.5117764,46.08,541,237568,439,29,0.008793412707746029,0.812983512878418,1.0,0.0,1574910633.7,28,0.001,0.04130607843399048
39144.80004462001,50.36,560,245760,438,30,0.007900004275143147,0.8061520457267761,1.0,-1.1920928955078125e-07,1797194778.4,29,0.001,0.048333194106817245
53922.445705189995,46.89,579,253952,438,31,0.007887003943324089,0.804286777973175,1.0,0.0,1696666433.4,30,0.001,0.049982838332653046
