time/episodes,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,train/n_updates,rollout/ep_len_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/ent_coef
4,350.6708984375,2044.7510986328125,-360389.3508495,0.0003,5,158,82.0,143,736,-0.6582789421081543,0.9536167979240417
8,3532.35107421875,2864.71533203125,-768880.447764125,0.0003,7,243,96.625,138,1076,-0.8036929965019226,0.9325622916221619
12,30099.05859375,3645.563232421875,-1850866.214629,0.0003,17,566,130.58333333333334,133,2368,0.2683350741863251,0.9609705805778503
16,56886.68359375,4233.1875,-4175377.5644950625,0.0003,25,836,198.9375,133,3448,-0.052334658801555634,1.0255625247955322
20,171133.46875,4613.87939453125,-7187201.35032445,0.0003,54,1835,294.15,135,7444,-2.972105026245117,1.3632570505142212
24,178895.15625,4603.181640625,-8197090.681223624,0.0003,57,1913,321.9583333333333,135,7756,-2.874600410461426,1.3898310661315918
28,232639.03125,5097.44580078125,-7953683.3891415,0.0003,72,2398,308.89285714285717,134,9696,-5.588325023651123,1.6350486278533936
32,232292.125,5065.47900390625,-7487634.899109031,0.0003,73,2425,289.40625,134,9804,-5.687363147735596,1.6482902765274048
36,284009.0625,4877.0146484375,-7296291.724017944,0.0003,86,2864,279.5,133,11560,-8.968729019165039,1.876017451286316
40,332699.8125,4569.90087890625,-8134073.919990474,0.0003,96,3183,305.9,133,12836,-8.61324691772461,2.1216225624084473
44,348033.9375,4608.80908203125,-7952284.709288045,0.0003,101,3353,297.45454545454544,132,13516,-8.702333450317383,2.229780673980713
48,362132.0625,5632.59033203125,-7515529.614748813,0.0003,106,3498,281.375,132,14096,-9.149075508117676,2.321488618850708
52,418795.71875,5156.3837890625,-7523283.164492077,0.0003,119,3945,280.36538461538464,132,15884,-8.917227745056152,2.653545379638672
56,524780.0,4604.59765625,-8501356.051305858,0.0003,148,4945,312.23214285714283,134,19884,-12.048273086547852,3.4864094257354736
60,566065.0,4894.1826171875,-9119256.644154068,0.0003,162,5429,332.78333333333336,134,21820,-12.63337516784668,3.950233221054077
64,583025.875,4724.0712890625,-8989083.361886,0.0003,170,5708,330.1875,134,22936,-11.466552734375,4.223615646362305
68,609598.25,6405.486328125,-9264047.82542253,0.0003,178,5962,340.6470588235294,134,23952,-14.517241477966309,4.505154132843018
72,629034.6875,6353.74169921875,-9410991.080897542,0.0003,189,6354,345.19444444444446,134,25520,-19.06083106994629,5.1258769035339355
76,674501.625,5304.85546875,-9454985.036110183,0.0003,206,6913,349.2105263157895,134,27756,-22.335996627807617,6.302594184875488
80,768428.5,7576.01220703125,-9706932.611740964,0.0003,232,7807,361.3125,134,31332,-20.3751220703125,7.889380931854248
84,751388.25,7178.9306640625,-9593100.312798798,0.0003,233,7868,356.4047619047619,134,31576,-19.803871154785156,8.022720336914062
88,741403.0,6689.0390625,-9487314.300384568,0.0003,235,7929,352.53409090909093,134,31820,-18.274105072021484,8.155471801757812
92,782289.8125,6621.43994140625,-9182025.70226865,0.0003,241,8104,342.6521739130435,134,32520,-23.528207778930664,8.580520629882812
96,776064.75,7258.724609375,-9094717.326209782,0.0003,245,8245,339.0729166666667,134,33084,-22.975095748901367,8.976469039916992
100,790315.125,6228.37109375,-8735630.87117688,0.0003,246,8282,325.88,134,33232,-25.854690551757812,9.08669662475586
104,810482.375,7770.07568359375,-8750033.692128468,0.0003,251,8427,324.05,134,33812,-29.151813507080078,9.534223556518555
108,795184.0,6578.87060546875,-8897292.58725832,0.0003,251,8453,326.65,134,33916,-25.20064926147461,9.617439270019531
112,799480.75,6262.1240234375,-8874437.111466022,0.0003,252,8469,323.76,134,33980,-28.192691802978516,9.668468475341797
116,846552.0,9700.67578125,-9037570.98927106,0.0003,271,9151,328.22,135,36708,-25.96526336669922,12.22953987121582
120,847353.0625,9042.3740234375,-8481242.026330821,0.0003,272,9162,308.58,135,36752,-27.59364891052246,12.265877723693848
124,854118.25,7219.0595703125,-7957006.087335741,0.0003,272,9179,290.58,134,36820,-25.738122940063477,12.322083473205566
