rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/kl_divergence_loss,train/std,train/is_line_search_success,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/policy_objective
-143087.4042286,15.06,14,8192,582,1,,,,,,,,
-126781.25095064999,13.06,32,16384,502,2,0.006450665649026632,0.9963139295578003,1.0,0.0,8469954860.0,1,0.001,0.04482658952474594
-130447.79269052003,14.07,50,24576,484,3,0.007675700820982456,0.9958159327507019,1.0,0.0,7631823868.0,2,0.001,0.027985217049717903
-113482.72203407,12.77,69,32768,472,4,0.005990115460008383,0.9924395084381104,1.0,0.0,7574328468.0,3,0.001,0.028443636372685432
-103668.03050159002,11.34,87,40960,466,5,0.005316787399351597,0.9825980067253113,1.0,0.0,6925801878.4,4,0.001,0.027520127594470978
-102995.80751391001,11.88,106,49152,462,6,0.004838602617383003,0.9855285286903381,1.0,0.0,6912281695.2,5,0.001,0.022628391161561012
-106646.13449458,11.45,124,57344,460,7,0.008813654072582722,0.9895051121711731,1.0,0.0,7016839454.4,6,0.001,0.042569637298583984
-96157.23871184001,12.71,143,65536,455,8,0.008884121663868427,0.9704692959785461,1.0,0.0,6740349516.0,7,0.001,0.04416245222091675
-75300.60738187,13.15,162,73728,453,9,0.007201625499874353,0.9656658172607422,1.0,0.0,6366327680.8,8,0.001,0.04061824083328247
-76977.15898468,12.9,181,81920,451,10,0.005371133331209421,0.9643555879592896,1.0,5.960464477539063e-08,6064663842.4,9,0.001,0.02600015327334404
-61634.53217754001,11.92,200,90112,450,11,0.006692348513752222,0.9520109295845032,1.0,5.960464477539063e-08,5813577222.4,10,0.001,0.039882078766822815
-50069.053985239996,12.74,218,98304,449,12,0.008490820415318012,0.9397682547569275,1.0,0.0,5800402598.4,11,0.001,0.03684733808040619
-33967.41816924001,13.14,237,106496,448,13,0.006751171313226223,0.9340588450431824,1.0,0.0,5068100120.0,12,0.001,0.04045719653367996
-26919.744934479993,13.28,256,114688,447,14,0.006057463586330414,0.9216648936271667,1.0,0.0,4958959923.6,13,0.001,0.03685438260436058
-2841.5772217999993,13.66,275,122880,446,15,0.006445050239562988,0.9085294008255005,1.0,1.1920928955078125e-07,5321835193.2,14,0.001,0.03897787630558014
20450.131317249998,11.34,294,131072,444,16,0.006661820691078901,0.8943928480148315,1.0,1.1920928955078125e-07,4514966600.4,15,0.001,0.03910622000694275
29452.403608680004,11.32,313,139264,443,17,0.008629288524389267,0.8742029070854187,1.0,0.0,4780576562.4,16,0.001,0.04258064180612564
59048.35060897,12.08,332,147456,443,18,0.0066837104968726635,0.8530517816543579,1.0,0.0,4697214176.0,17,0.001,0.04794503375887871
