train/entropy_loss,rollout/ep_len_mean,train/policy_loss,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/std,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/explained_variance,train/n_updates
-12.923418998718262,37.916666666666664,-181060.125,100,431,2000,4,1.0175272226333618,310937664.0,0.0007,-304526.9367704792,-9.5367431640625e-07,99
-12.909339904785156,41.90217391304348,-119511.6640625,200,437,4000,9,1.0158357620239258,224931488.0,0.0007,-271186.05261439126,-1.9073486328125e-06,199
-12.92801570892334,46.1,-255630.125,300,440,6000,13,1.0179264545440674,1907153280.0,0.0007,-246876.51419498998,-1.1920928955078125e-07,299
-12.919075012207031,40.2,91389.625,400,433,8000,18,1.016713261604309,1530224768.0,0.0007,-214141.15672982004,5.960464477539063e-08,399
-12.917981147766113,35.55,-183411.53125,500,432,10000,23,1.0164551734924316,499302400.0,0.0007,-166135.78560739002,0.0,499
-12.953386306762695,39.09,-336084.0,600,432,12000,27,1.0209882259368896,2291592960.0,0.0007,-173721.74515573002,0.0,599
-12.99936580657959,41.72,-10805.1748046875,700,431,14000,32,1.025723934173584,16989334.0,0.0007,-174430.87187603,-2.384185791015625e-07,699
-13.014335632324219,40.39,-25134.86328125,800,433,16000,36,1.0279842615127563,23883494.0,0.0007,-159606.03938978002,1.1920928955078125e-07,799
-13.031634330749512,32.62,-282219.59375,900,435,18000,41,1.029523253440857,1009363648.0,0.0007,-140055.19172029,0.0,899
-13.046220779418945,34.81,-159374.40625,1000,437,20000,45,1.0317106246948242,351523456.0,0.0007,-171526.85018039003,-1.1920928955078125e-07,999
-13.050799369812012,37.67,-26479.076171875,1100,436,22000,50,1.0322636365890503,25556650.0,0.0007,-177208.04888443,1.1920928955078125e-07,1099
-13.123906135559082,31.59,-307837.34375,1200,437,24000,54,1.0406326055526733,2201892608.0,0.0007,-139001.59451418,0.0,1199
-13.147994995117188,31.99,-204199.921875,1300,437,26000,59,1.0430692434310913,1046603776.0,0.0007,-148340.09755505002,0.0,1299
-13.17821979522705,35.64,-158602.421875,1400,437,28000,64,1.047153115272522,317085536.0,0.0007,-179221.69426329996,0.0,1399
-13.17358684539795,35.39,-64299.5625,1500,435,30000,68,1.0465730428695679,96964080.0,0.0007,-184596.09020246996,0.0,1499
-13.206705093383789,34.81,-209517.328125,1600,435,32000,73,1.050313949584961,409368640.0,0.0007,-160430.75066885998,0.0,1599
-13.243884086608887,41.78,-19565.431640625,1700,432,34000,78,1.0548275709152222,25741844.0,0.0007,-170715.29630809,0.0,1699
-13.3004789352417,35.58,-117887.578125,1800,432,36000,83,1.061299204826355,183850288.0,0.0007,-145649.76333023,0.0,1799
-13.276179313659668,30.51,-97342.25,1900,431,38000,88,1.0585155487060547,141625888.0,0.0007,-134283.62972025,0.0,1899
-13.232843399047852,30.8,-24429.8828125,2000,431,40000,92,1.0541719198226929,92500944.0,0.0007,-136300.7204887,0.0,1999
-13.243324279785156,38.11,-193006.359375,2100,432,42000,97,1.0547174215316772,1470364416.0,0.0007,-151958.99149493998,1.1920928955078125e-07,2099
-13.23779582977295,39.71,-193830.234375,2200,432,44000,101,1.054030179977417,1105090176.0,0.0007,-144029.90165696,1.1920928955078125e-07,2199
-13.263397216796875,27.86,39757.62109375,2300,432,46000,106,1.0568100214004517,23281846.0,0.0007,-126065.39620512999,0.0,2299
-13.300976753234863,27.11,-168589.421875,2400,433,48000,110,1.0614689588546753,240952144.0,0.0007,-133731.83834967,0.0,2399
-13.316441535949707,31.49,-349417.21875,2500,432,50000,115,1.0638893842697144,2180605952.0,0.0007,-144226.72028053997,2.980232238769531e-07,2499
-13.331854820251465,31.8,-891301.625,2600,432,52000,120,1.0650355815887451,6167140864.0,0.0007,-134223.24496957,1.1920928955078125e-07,2599
-13.32133674621582,29.5,-535.7008056640625,2700,433,54000,124,1.0642528533935547,33589768.0,0.0007,-121504.47068825,0.0,2699
-13.341011047363281,28.49,-50078.08203125,2800,433,56000,129,1.0662178993225098,70211152.0,0.0007,-112007.25790913997,-1.1920928955078125e-07,2799
-13.34259033203125,27.05,-173687.328125,2900,434,58000,133,1.0665918588638306,1487067776.0,0.0007,-115608.29510812,0.0,2899
-13.349365234375,30.0,-34470.12109375,3000,433,60000,138,1.0674866437911987,62939132.0,0.0007,-110275.01013134001,1.1920928955078125e-07,2999
-13.370131492614746,27.59,-52142.02734375,3100,432,62000,143,1.0698851346969604,37941420.0,0.0007,-104645.03045771999,0.0,3099
-13.413653373718262,27.53,-140972.625,3200,432,64000,147,1.0752155780792236,1006504128.0,0.0007,-116975.35551391,0.0,3199
-13.465304374694824,26.49,-85320.359375,3300,432,66000,152,1.0810296535491943,593592128.0,0.0007,-114849.62413038,-2.384185791015625e-07,3299
-13.497110366821289,20.5,-51867.65625,3400,432,68000,157,1.0847322940826416,58697780.0,0.0007,-111862.94532571002,1.1920928955078125e-07,3399
-13.504915237426758,24.07,-114130.5234375,3500,431,70000,162,1.0857609510421753,980355264.0,0.0007,-114903.2453266,-1.1920928955078125e-07,3499
-13.547894477844238,27.63,-85048.7421875,3600,431,72000,166,1.0912386178970337,159486832.0,0.0007,-117200.91921031002,-1.1920928955078125e-07,3599
-13.511682510375977,34.3,-9525.7314453125,3700,431,74000,171,1.0868927240371704,46442476.0,0.0007,-132157.79911269,0.0,3699
-13.536584854125977,29.83,-87272.9375,3800,431,76000,176,1.0897680521011353,165565664.0,0.0007,-132900.6640289,0.0,3799
-13.571619033813477,33.94,-19865.318359375,3900,431,78000,180,1.0940271615982056,39297228.0,0.0007,-149642.7360311,0.0,3899
-13.5954008102417,33.71,-173051.625,4000,431,80000,185,1.0968782901763916,1048306304.0,0.0007,-133465.45023869,0.0,3999
-13.619580268859863,28.51,-498224.84375,4100,430,82000,190,1.0997529029846191,3339800320.0,0.0007,-115229.3640831,1.1920928955078125e-07,4099
-13.640551567077637,23.58,-46925.14453125,4200,431,84000,194,1.1022382974624634,34944060.0,0.0007,-112401.21612402998,0.0,4199
-13.6627836227417,32.81,-318218.9375,4300,430,86000,199,1.1051126718521118,2376973056.0,0.0007,-121991.71645599003,0.0,4299
-13.670145988464355,29.85,-32117.333984375,4400,430,88000,204,1.1059954166412354,47647888.0,0.0007,-122657.77599969001,0.0,4399
-13.669543266296387,20.72,-327162.59375,4500,429,90000,209,1.1063154935836792,2477772800.0,0.0007,-109285.848133,0.0,4499
-13.658533096313477,26.58,-129354.625,4600,429,92000,214,1.1049954891204834,1021223104.0,0.0007,-119753.57696766999,0.0,4599
-13.699655532836914,26.32,-341190.40625,4700,429,94000,218,1.110609531402588,2512814592.0,0.0007,-123324.34241926,5.960464477539063e-08,4699
-13.712933540344238,24.9,-19143.177734375,4800,429,96000,223,1.1126126050949097,44069888.0,0.0007,-110811.44808046997,-1.1920928955078125e-07,4799
-13.725171089172363,30.4,-512109.09375,4900,428,98000,228,1.1142313480377197,3709304832.0,0.0007,-123209.79976312,0.0,4899
-13.734234809875488,26.3,27844.544921875,5000,428,100000,233,1.115081548690796,13856079.0,0.0007,-115011.03609947996,-1.1920928955078125e-07,4999
-13.743624687194824,26.88,-84372.1640625,5100,428,102000,238,1.1165721416473389,557230464.0,0.0007,-105563.46468143,0.0,5099
-13.777338027954102,28.1,-55700.26171875,5200,428,104000,242,1.120735764503479,49311208.0,0.0007,-132109.35261904,1.7881393432617188e-07,5199
-13.80908489227295,22.79,-160416.203125,5300,429,106000,247,1.1250076293945312,322812224.0,0.0007,-132475.08129059,0.0,5299
-13.838610649108887,19.02,-393981.15625,5400,429,108000,251,1.1288195848464966,2698016256.0,0.0007,-125703.43101821,-1.1920928955078125e-07,5399
-13.863263130187988,22.33,-504134.40625,5500,429,110000,256,1.1320676803588867,2525729536.0,0.0007,-140061.69389815998,-1.1920928955078125e-07,5499
-13.872369766235352,27.66,-176292.40625,5600,428,112000,261,1.1328647136688232,314573472.0,0.0007,-149578.86174065,0.0,5599
-13.899252891540527,31.68,-74910.1484375,5700,429,114000,265,1.1364277601242065,74197624.0,0.0007,-132626.60702823,0.0,5699
-13.873129844665527,28.68,-116768.828125,5800,429,116000,270,1.1332746744155884,203278160.0,0.0007,-122272.00432801999,5.960464477539063e-08,5799
-13.88000202178955,31.4,-24438.53515625,5900,429,118000,274,1.1340481042861938,23529510.0,0.0007,-117191.8122669,0.0,5899
-13.871634483337402,24.84,-447277.71875,6000,429,120000,279,1.133166790008545,2931448832.0,0.0007,-113261.00330166,0.0,5999
-13.853137016296387,30.22,-38103.7578125,6100,429,122000,283,1.1312596797943115,504658688.0,0.0007,-119083.19673603002,-1.1920928955078125e-07,6099
-13.8616361618042,31.6,-155175.03125,6200,430,124000,288,1.1325973272323608,1456592896.0,0.0007,-111652.52347561,0.0,6199
-13.87462043762207,32.34,296255.4375,6300,429,126000,293,1.1334718465805054,2026525696.0,0.0007,-116135.60802456998,-1.1920928955078125e-07,6299
-13.883740425109863,33.68,-133064.15625,6400,429,128000,298,1.1347997188568115,194242640.0,0.0007,-133701.00669268,1.7881393432617188e-07,6399
-13.921551704406738,30.53,-397602.25,6500,428,130000,303,1.139670968055725,2775307520.0,0.0007,-132952.60693795,0.0,6499
-13.931235313415527,32.54,-403911.6875,6600,429,132000,307,1.1404558420181274,2488429312.0,0.0007,-123377.64340977998,1.7881393432617188e-07,6599
-13.953119277954102,34.9,-176665.15625,6700,428,134000,312,1.1431299448013306,1470308864.0,0.0007,-124975.48403050001,0.0,6699
-13.9945707321167,28.61,-255292.984375,6800,429,136000,316,1.1486244201660156,1944634240.0,0.0007,-110871.04211858,0.0,6799
-14.0418062210083,23.37,-188244.125,6900,428,138000,321,1.1542818546295166,1017368256.0,0.0007,-108360.06765717,-1.1920928955078125e-07,6899
-14.0380220413208,23.88,31567.458984375,7000,428,140000,326,1.1546320915222168,31421454.0,0.0007,-110416.88672163998,0.0,6999
-14.0563325881958,27.68,-571428.0625,7100,428,142000,331,1.156908631324768,3854229248.0,0.0007,-106695.97335787,-1.1920928955078125e-07,7099
-14.055554389953613,22.6,-349600.46875,7200,427,144000,336,1.1570078134536743,2410207232.0,0.0007,-100767.22787584,-1.1920928955078125e-07,7199
-14.036419868469238,22.83,22440.56640625,7300,427,146000,341,1.1544748544692993,7982105.0,0.0007,-108451.84256262,0.0,7299
-14.042853355407715,28.83,-219164.359375,7400,425,148000,347,1.1554056406021118,1515837184.0,0.0007,-115032.41597645,0.0,7399
-14.025891304016113,29.68,-347740.5625,7500,425,150000,352,1.1530805826187134,1960428800.0,0.0007,-120740.06880123001,1.1920928955078125e-07,7499
-14.036786079406738,27.15,-346742.75,7600,425,152000,357,1.154746174812317,2521777408.0,0.0007,-114027.27691939,-1.1920928955078125e-07,7599
-14.030535697937012,18.8,-163002.359375,7700,425,154000,361,1.1546549797058105,1438120960.0,0.0007,-96441.65649131998,0.0,7699
-14.060989379882812,17.68,-289784.15625,7800,424,156000,367,1.1579052209854126,1961503616.0,0.0007,-96237.23131024,0.0,7799
-14.033042907714844,21.68,-422290.90625,7900,424,158000,372,1.1546701192855835,3361688320.0,0.0007,-106951.08101112997,0.0,7899
-14.031023979187012,26.31,-58769.84375,8000,424,160000,376,1.1536835432052612,522967648.0,0.0007,-131211.26924519998,0.0,7999
-14.045211791992188,17.77,11882.7919921875,8100,423,162000,382,1.155552625656128,13779243.0,0.0007,-99163.03048913,0.0,8099
-14.069060325622559,22.54,-231427.203125,8200,422,164000,388,1.159085988998413,1913311232.0,0.0007,-109873.18712593999,-1.1920928955078125e-07,8199
-14.072222709655762,26.23,-132617.359375,8300,421,166000,393,1.159069299697876,991934272.0,0.0007,-119035.58379391,0.0,8299
-14.095736503601074,30.9,-141479.828125,8400,420,168000,399,1.1615830659866333,1000395968.0,0.0007,-124218.73854195,0.0,8399
-14.08219051361084,33.25,-602314.5625,8500,419,170000,404,1.159902572631836,4319670784.0,0.0007,-117162.00600993999,0.0,8499
-14.105257987976074,28.91,-133730.25,8600,418,172000,410,1.1633083820343018,584485504.0,0.0007,-113927.9528169,0.0,8599
-14.11877727508545,27.32,-405854.5625,8700,417,174000,416,1.1644922494888306,2135780352.0,0.0007,-107834.67148103,1.7881393432617188e-07,8699
-14.172574043273926,27.85,10561.6328125,8800,416,176000,422,1.1711387634277344,25612070.0,0.0007,-106082.78618994002,0.0,8799
-14.189966201782227,26.63,-306552.75,8900,415,178000,428,1.1734510660171509,1907693824.0,0.0007,-98600.16136451,0.0,8899
-14.251031875610352,32.1,-176513.53125,9000,415,180000,433,1.1819230318069458,1021299328.0,0.0007,-109755.73938521002,0.0,8999
-14.261456489562988,28.91,19354.671875,9100,414,182000,439,1.1827940940856934,6273204.0,0.0007,-111074.36197141,0.0,9099
-14.27475643157959,25.81,-189660.15625,9200,413,184000,444,1.1851871013641357,1459847168.0,0.0007,-101445.90689888003,1.7881393432617188e-07,9199
-14.319851875305176,23.64,-247647.921875,9300,412,186000,450,1.1903345584869385,1471504640.0,0.0007,-100616.48967024998,0.0,9299
-14.332592964172363,28.31,-410423.28125,9400,412,188000,455,1.1928869485855103,2805090048.0,0.0007,-109263.41073684001,-1.1920928955078125e-07,9399
-14.3684663772583,26.62,-388234.0625,9500,411,190000,461,1.197465419769287,2497855232.0,0.0007,-111963.0330605,0.0,9499
-14.397892951965332,32.99,-80137.765625,9600,411,192000,467,1.2023820877075195,128364824.0,0.0007,-136390.35831369,0.0,9599
-14.400545120239258,35.26,-489781.3125,9700,410,194000,472,1.2013452053070068,3264630016.0,0.0007,-140138.13145869,1.1920928955078125e-07,9699
-14.4196195602417,28.61,20020.958984375,9800,409,196000,478,1.2038938999176025,17461438.0,0.0007,-110949.90271351,0.0,9799
-14.387286186218262,23.58,-6414.0126953125,9900,409,198000,483,1.2001652717590332,19117888.0,0.0007,-104185.99273169001,0.0,9899
-14.405336380004883,24.38,-60427.40625,10000,408,200000,489,1.2029024362564087,64136412.0,0.0007,-110910.56520954001,5.960464477539063e-08,9999
