train/entropy_loss,rollout/ep_len_mean,train/policy_loss,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/std,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/explained_variance,train/n_updates
-12.939471244812012,63.714285714285715,-60801.75,100,420,2000,4,1.019087314605713,89564056.0,0.0007,-384140.5563510357,7.152557373046875e-07,99
-12.976252555847168,56.25757575757576,-139699.59375,200,418,4000,9,1.0234042406082153,292049280.0,0.0007,-289447.6999990606,-3.5762786865234375e-07,199
-12.962900161743164,62.252747252747255,-126388.4296875,300,426,6000,14,1.0219093561172485,235749328.0,0.0007,-293678.6729025495,-9.5367431640625e-07,299
-12.958908081054688,66.96,-10783.2763671875,400,422,8000,18,1.0211873054504395,26078032.0,0.0007,-273887.23445672,0.0,399
-12.973673820495605,62.98,-137412.859375,500,428,10000,23,1.0231564044952393,257523376.0,0.0007,-252220.52778140004,0.0,499
-12.968484878540039,46.5,-158668.921875,600,428,12000,28,1.0227723121643066,1019183552.0,0.0007,-186639.89298094,0.0,599
-12.939963340759277,46.82,-34537.98046875,700,424,14000,32,1.0193674564361572,36436684.0,0.0007,-180279.23515550996,0.0,699
-12.926132202148438,49.5,-504404.09375,800,425,16000,37,1.0177675485610962,3874779904.0,0.0007,-192022.56093641,-2.384185791015625e-07,799
-12.936139106750488,49.84,-283284.21875,900,423,18000,42,1.0185116529464722,1927239296.0,0.0007,-199646.60126181997,5.960464477539063e-08,899
-12.932950019836426,44.58,-12160.3544921875,1000,422,20000,47,1.019040584564209,14620863.0,0.0007,-178488.3673157,-1.1920928955078125e-07,999
-12.962496757507324,40.65,-120573.9609375,1100,418,22000,52,1.0221081972122192,539972224.0,0.0007,-156207.62883196,0.0,1099
-12.95995807647705,38.55,-318547.84375,1200,418,24000,57,1.021610140800476,1845576960.0,0.0007,-152112.39709916004,0.0,1199
-12.977398872375488,35.46,-18940.615234375,1300,417,26000,62,1.0239042043685913,39837804.0,0.0007,-146347.77834937,0.0,1299
-12.963373184204102,39.04,22261.16015625,1400,417,28000,67,1.022281289100647,4662229.5,0.0007,-151308.60694576,-1.1920928955078125e-07,1399
