time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/approx_kl
1,127.0,16384,62,-98062.80405982998,260,,,,,,,,,,,
2,145.37,32768,150,-94466.91005493999,217,-8.549581000953912,0.02587890625,0.2,0.0011,780237248.0,10,967927732.8625,1.0103706121444702,-0.002808064034252311,1.9669532775878906e-06,0.0041805073
3,169.27,49152,237,-88499.30463979,206,-8.624624057859183,0.01435546875,0.2,0.0011,721726208.0,20,875789911.875,1.0248262882232666,-0.0017389542454111506,-1.1920928955078125e-07,0.0030543471
4,167.99,65536,325,-95911.81027777,201,-8.699132394790649,0.02357177734375,0.2,0.0011,335300608.0,30,712007802.90625,1.0370488166809082,-0.002617440304493357,-1.1920928955078125e-07,0.0039526043
5,179.97,81920,412,-94318.85696969001,198,-8.777351148426533,0.02437744140625,0.2,0.0011,588722304.0,40,741149160.14375,1.0512123107910156,-0.0026511843914704515,0.0,0.00404333
6,201.09,98304,500,-94830.47055944,196,-8.875709538161754,0.022686767578125,0.2,0.0011,684571136.0,50,672676349.746875,1.0697169303894043,-0.002171586372605816,0.0,0.003415437
7,182.61,114688,587,-96111.06871795001,195,-8.967476426437496,0.024493408203125,0.2,0.0011,437390656.0,60,615648746.975,1.085434913635254,-0.0024078058151644653,-1.430511474609375e-06,0.003839837
8,202.68,131072,675,-96620.36257936001,194,-9.080581414327025,0.02884521484375,0.2,0.0011,711052928.0,70,671732729.978125,1.1084833145141602,-0.002021070931732538,-1.1920928955078125e-07,0.004798593
9,193.77,147456,763,-94759.78643467,193,-9.196708853170275,0.031134033203125,0.2,0.0011,544903040.0,80,584572241.971875,1.1279749870300293,-0.002648636457888642,-1.1920928955078125e-07,0.004600178
10,218.16,163840,850,-96342.54687064,192,-9.29836361259222,0.02716064453125,0.2,0.0011,451978624.0,90,644172342.153125,1.1475472450256348,-0.0024701334876226612,5.960464477539063e-08,0.0044278232
