train/entropy_loss,rollout/ep_len_mean,train/policy_loss,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/std,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/explained_variance,train/n_updates
-12.903231620788574,82.82352941176471,-139861.703125,100,411,2000,4,1.0149333477020264,274713920.0,0.0007,-423548.8225977647,-1.0728836059570312e-06,99
-12.914834976196289,119.83333333333333,-74775.8984375,200,404,4000,9,1.0164841413497925,90121400.0,0.0007,-504813.0273637916,-3.5762786865234375e-07,199
-12.934883117675781,161.36363636363637,-72873.4921875,300,401,6000,14,1.0190508365631104,90214504.0,0.0007,-566384.7272836666,-1.1920928955078125e-07,299
-12.941400527954102,169.27272727272728,-217435.40625,400,400,8000,19,1.0187753438949585,1014669952.0,0.0007,-549920.3950803409,0.0,399
-12.947897911071777,147.33333333333334,-37762.38671875,500,396,10000,25,1.020405650138855,72078736.0,0.0007,-475983.8433114393,-1.1920928955078125e-07,499
-12.963467597961426,130.632183908046,-194804.921875,600,397,12000,30,1.0219995975494385,376789984.0,0.0007,-426278.5410628619,-1.1920928955078125e-07,599
-12.985588073730469,132.13,-71415.109375,700,397,14000,35,1.024230718612671,80752888.0,0.0007,-406371.8616058098,0.0,699
-12.99240779876709,125.97,-127136.7890625,800,397,16000,40,1.025236964225769,130198680.0,0.0007,-359558.93129498995,0.0,799
-13.002463340759277,104.42,-142.04811096191406,900,394,18000,45,1.0266895294189453,32905.83984375,0.0007,-306704.23871774005,2.384185791015625e-07,899
-13.033734321594238,104.65,-92610.8046875,1000,394,20000,50,1.0302573442459106,90808824.0,0.0007,-308342.77238032,0.0,999
-13.032098770141602,111.59,-23289.494140625,1100,394,22000,55,1.030661702156067,25217418.0,0.0007,-314116.46578325,0.0,1099
-13.04710578918457,106.31,-424858.5,1200,394,24000,60,1.031312346458435,2435541504.0,0.0007,-295878.90275153005,0.0,1199
-13.010775566101074,91.38,7912.32958984375,1300,395,26000,65,1.0277214050292969,2145996.75,0.0007,-252483.91401423997,0.0,1299
-13.025461196899414,69.07,-48637.234375,1400,394,28000,70,1.0292822122573853,96118048.0,0.0007,-193695.98035940004,1.1920928955078125e-07,1399
-13.0415678024292,68.46,-63083.51953125,1500,395,30000,75,1.0315978527069092,103060256.0,0.0007,-188251.36100793,1.1920928955078125e-07,1499
-13.049018859863281,69.08,-79990.2734375,1600,395,32000,80,1.0326875448226929,514454944.0,0.0007,-184442.86017750992,0.0,1599
-13.054313659667969,77.05,-101842.1171875,1700,395,34000,86,1.0326597690582275,149151088.0,0.0007,-198115.20299972,-1.1920928955078125e-07,1699
-13.0808687210083,89.19,-242830.046875,1800,395,36000,91,1.036292552947998,1518259584.0,0.0007,-218068.03314505,-2.384185791015625e-07,1799
-13.10961627960205,86.85,-110433.578125,1900,394,38000,96,1.0397977828979492,144752880.0,0.0007,-210621.30097410997,-1.1920928955078125e-07,1899
-13.12682819366455,89.37,-35102.98046875,2000,394,40000,101,1.0420267581939697,55972788.0,0.0007,-213610.42210258,5.960464477539063e-08,1999
-13.160613059997559,87.16,1775.3172607421875,2100,394,42000,106,1.0457640886306763,129095.6484375,0.0007,-208293.2678849,0.0,2099
-13.155728340148926,85.28,-201483.046875,2200,394,44000,111,1.0447802543640137,1074107264.0,0.0007,-204780.83072723,0.0,2199
-13.162493705749512,87.95,-9396.3134765625,2300,393,46000,116,1.0456624031066895,11049567.0,0.0007,-209575.93105060005,0.0,2299
-13.158973693847656,83.92,-81379.9140625,2400,393,48000,121,1.0453025102615356,78927552.0,0.0007,-198890.99992541003,0.0,2399
-13.163909912109375,84.29,-391222.59375,2500,393,50000,126,1.0461722612380981,2463856640.0,0.0007,-198054.45333152,0.0,2499
-13.170605659484863,87.19,-40454.10546875,2600,394,52000,131,1.046783208847046,29115476.0,0.0007,-198802.62479913,-1.1920928955078125e-07,2599
-13.251843452453613,70.05,-69762.6953125,2700,394,54000,137,1.0565204620361328,65320948.0,0.0007,-171800.37343250003,1.1920928955078125e-07,2699
-13.2567777633667,53.19,-1013.0048828125,2800,394,56000,141,1.0570526123046875,7927.59228515625,0.0007,-150241.19568413,0.0,2799
-13.293646812438965,44.43,-368.8412780761719,2900,394,58000,147,1.0612943172454834,43826.25390625,0.0007,-138865.29449367002,1.7881393432617188e-07,2899
-13.287894248962402,44.47,-23760.615234375,3000,394,60000,152,1.060667634010315,26529354.0,0.0007,-139872.81858135998,-1.1920928955078125e-07,2999
-13.296542167663574,50.65,-217674.40625,3100,394,62000,157,1.061484694480896,1477693312.0,0.0007,-145673.07623634,-1.1920928955078125e-07,3099
-13.287704467773438,54.95,1329.0706787109375,3200,394,64000,162,1.060487985610962,156999.859375,0.0007,-152193.92143038,1.1920928955078125e-07,3199
