time/time_elapsed,train/critic_loss,train/ent_coef,train/n_updates,train/actor_loss,train/ent_coef_loss,time/fps,train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
2,199.24867248535156,1.006065011024475,79,73.09557342529297,-0.1389128565788269,151,0.0001,420,4,54.75,-100537.5
6,198.48252868652344,1.0150398015975952,207,76.54020690917969,-0.25755539536476135,139,0.0001,932,8,79.375,-100783.75
11,3.3688008785247803,1.0257705450057983,369,81.63252258300781,-0.309981107711792,136,0.0001,1580,12,89.58333333333333,-100043.75
14,588.711181640625,1.03135085105896,461,91.2830581665039,-0.3944869637489319,135,0.0001,1948,16,113.0,-98439.2331730625
19,3.5408899784088135,1.0430924892425537,635,105.82205963134766,-0.5303763747215271,134,0.0001,2644,20,110.3,-98424.38653845
23,198.67709350585938,1.053481101989746,774,118.21065521240234,-0.6148592233657837,134,0.0001,3200,24,125.58333333333333,-98576.884615375
28,23.29085922241211,1.065479040145874,924,130.56427001953125,-0.7408271431922913,133,0.0001,3800,28,127.07142857142857,-98239.47252746428
31,978.9710083007812,1.0734283924102783,1018,140.12088012695312,-0.8362725377082825,133,0.0001,4176,32,124.25,-98588.91346153125
36,803.5341186523438,1.0869863033294678,1172,150.9630584716797,-0.9264175295829773,133,0.0001,4792,36,126.30555555555556,-98903.20085469444
43,978.9552612304688,1.1109925508499146,1427,171.2736053466797,-1.2380132675170898,132,0.0001,5812,40,132.825,-99203.380769225
48,218.37301635742188,1.1251821517944336,1570,179.91787719726562,-1.295534610748291,132,0.0001,6384,44,133.0681818181818,-99398.07342656818
52,4.1771159172058105,1.1398521661758423,1715,190.26376342773438,-1.4182145595550537,131,0.0001,6964,48,138.77083333333334,-99615.3173076875
58,23.803617477416992,1.1589514017105103,1898,203.11361694335938,-1.7269132137298584,131,0.0001,7696,52,141.8846153846154,-99397.11982248077
61,199.3155059814453,1.171584963798523,2015,209.1968231201172,-1.8601500988006592,131,0.0001,8164,56,141.80357142857142,-99175.37614467856
65,413.7330017089844,1.18375563621521,2125,216.84786987304688,-1.916387677192688,131,0.0001,8604,60,136.95,-99109.01773503333
69,199.3945770263672,1.1997898817062378,2268,225.54527282714844,-2.094205856323242,131,0.0001,9176,64,139.34375,-99273.61037659374
77,4.743908405303955,1.229328989982605,2524,245.04052734375,-2.5466866493225098,131,0.0001,10200,68,139.14705882352942,-99395.75094267646
82,4.841794013977051,1.2475656270980835,2678,246.99392700195312,-2.469515800476074,131,0.0001,10816,72,146.91666666666666,-99428.46964030556
89,199.7188262939453,1.2768527269363403,2918,262.3882141113281,-2.9118452072143555,131,0.0001,11776,76,145.1315789473684,-99517.49755397368
93,589.3555908203125,1.2925437688827515,3043,267.11468505859375,-3.0699820518493652,131,0.0001,12276,80,150.45,-99666.872676275
97,219.4234619140625,1.310774803161621,3187,273.2548522949219,-2.975083351135254,131,0.0001,12852,84,148.78571428571428,-99617.3192155
102,200.07276916503906,1.3310093879699707,3343,280.93743896484375,-2.963892936706543,131,0.0001,13476,88,145.6590909090909,-99670.62288752272
106,589.603271484375,1.3489593267440796,3480,287.1296081542969,-3.483968734741211,131,0.0001,14024,92,147.9673913043478,-99770.92189241304
110,394.6065979003906,1.365037202835083,3602,291.230224609375,-3.6337504386901855,131,0.0001,14512,96,148.33333333333334,-99735.72723022917
113,394.9192810058594,1.3780909776687622,3699,295.593994140625,-3.640401840209961,131,0.0001,14900,100,147.16,-99486.65369657999
118,5.4412407875061035,1.3985377550125122,3848,301.3442077636719,-3.9649949073791504,131,0.0001,15496,104,150.94,-99424.45369658
124,414.53021240234375,1.4271245002746582,4052,309.78143310546875,-4.118087291717529,131,0.0001,16312,108,153.1,-99346.05369658001
130,590.2335205078125,1.4566748142242432,4259,319.5361328125,-4.348361015319824,131,0.0001,17140,112,155.06,-99062.64536325
136,395.1913146972656,1.4873892068862915,4469,326.1952209472656,-4.454613208770752,131,0.0001,17980,116,158.49,-99424.81805556
143,784.8455810546875,1.5186877250671387,4678,335.27056884765625,-4.616026878356934,131,0.0001,18816,120,163.52,-99479.91805555999
148,1368.451904296875,1.5451915264129639,4852,345.02490234375,-5.18757963180542,131,0.0001,19512,124,163.56,-99265.79861111999
155,784.9326171875,1.5784063339233398,5066,348.5629577636719,-4.864926338195801,131,0.0001,20368,128,164.28,-99274.28611112
160,220.63072204589844,1.6014288663864136,5212,356.77752685546875,-4.891894340515137,130,0.0001,20952,132,167.36,-99196.33611112
170,396.12689208984375,1.6508162021636963,5517,365.6603088378906,-5.545382499694824,129,0.0001,22172,136,169.82,-98909.18611112
177,590.4984130859375,1.6832576990127563,5712,372.7944030761719,-5.9538679122924805,129,0.0001,22952,140,173.26,-98619.67361112
181,590.5736694335938,1.706499457359314,5849,379.1790771484375,-6.614566802978516,129,0.0001,23500,144,173.54,-98413.50861112
187,610.2691650390625,1.7404152154922485,6046,389.069091796875,-7.09177303314209,129,0.0001,24288,148,170.81,-98286.20861112
194,415.6366271972656,1.7810618877410889,6277,395.0244445800781,-7.412700176239014,129,0.0001,25212,152,171.82,-98392.20861112
198,202.29161071777344,1.8040872812271118,6406,397.45556640625,-6.478442192077637,129,0.0001,25728,156,175.45,-98431.17527779
205,590.9503173828125,1.8428646326065063,6620,403.5706481933594,-7.000893592834473,129,0.0001,26584,160,179.39,-98570.57527779
208,396.64947509765625,1.859291672706604,6710,406.0218200683594,-6.775978088378906,129,0.0001,26944,164,179.21,-98568.77527779
215,8.099553108215332,1.9006240367889404,6930,413.0350646972656,-7.269381523132324,129,0.0001,27824,168,179.91,-98474.02527779
220,27.4702205657959,1.933701753616333,7103,422.7645263671875,-8.504888534545898,129,0.0001,28516,172,176.21,-98439.61277779
227,202.5433807373047,1.97464120388031,7313,426.2806396484375,-7.512519836425781,128,0.0001,29356,176,178.1,-98358.51277779
231,416.96978759765625,2.001774311065674,7450,435.596435546875,-8.2909517288208,128,0.0001,29904,180,176.3,-98139.26277779
235,8.544683456420898,2.0256597995758057,7569,442.0681457519531,-9.29339599609375,128,0.0001,30380,184,176.64,-98243.41277779
241,202.81134033203125,2.062148332595825,7748,444.12359619140625,-8.050817489624023,128,0.0001,31096,188,181.09,-98180.46277779
248,9.063758850097656,2.102854013442993,7943,453.02398681640625,-8.490234375,128,0.0001,31876,192,179.3,-98054.68777779
254,397.8692626953125,2.143319606781006,8133,464.14947509765625,-7.991014003753662,128,0.0001,32636,196,180.67,-98173.63777779
260,203.4849090576172,2.1798183917999268,8302,467.828125,-9.10626220703125,127,0.0001,33312,200,183.86,-98411.50722223
264,397.9566955566406,2.2118752002716064,8448,473.7767333984375,-9.007997512817383,127,0.0001,33896,204,181.9,-98391.00722223
267,417.3192443847656,2.23325777053833,8544,478.43743896484375,-9.095069885253906,127,0.0001,34280,208,181.68,-98388.80722222998
272,612.205078125,2.266082286834717,8691,486.0287170410156,-9.673568725585938,127,0.0001,34868,212,179.83,-98774.36555556
278,9.877739906311035,2.306976556777954,8870,493.4207763671875,-10.405750274658203,127,0.0001,35584,216,176.28,-98333.62805556
283,203.98980712890625,2.3379766941070557,9004,494.954345703125,-9.861922264099121,127,0.0001,36120,220,174.64,-98417.22805555999
290,10.399091720581055,2.392547130584717,9235,508.786865234375,-10.28516960144043,127,0.0001,37044,224,173.29,-98522.36
294,224.48121643066406,2.419806957244873,9349,510.4427490234375,-9.739019393920898,127,0.0001,37500,228,172.93,-98620.5475
300,204.25552368164062,2.4629526138305664,9526,523.3392333984375,-10.141838073730469,127,0.0001,38208,232,171.62,-98516.1975
309,205.52093505859375,2.535618543624878,9817,530.61865234375,-10.220391273498535,127,0.0001,39372,236,173.02,-98639.9975
314,11.297499656677246,2.577054977416992,9979,540.937744140625,-10.979084014892578,127,0.0001,40020,240,171.36,-98947.31
320,224.8293914794922,2.624648332595825,10162,549.4010009765625,-11.69853401184082,127,0.0001,40752,244,171.2,-99052.725
326,418.9210510253906,2.6789252758026123,10366,552.2237548828125,-10.339987754821777,127,0.0001,41568,248,175.38,-99194.525
330,399.57110595703125,2.7106244564056396,10484,565.5079345703125,-12.62302017211914,127,0.0001,42040,252,172.79,-99272.875
336,846.8226318359375,2.766186237335205,10688,574.9739990234375,-12.044267654418945,127,0.0001,42856,256,170.0,-99345.35
340,787.9868774414062,2.7985808849334717,10804,574.9013671875,-11.859066009521484,127,0.0001,43320,260,169.94,-99244.75
344,206.6085662841797,2.8342912197113037,10931,590.9360961914062,-11.962265014648438,127,0.0001,43828,264,166.65,-99211.85
348,206.4713897705078,2.8784310817718506,11086,598.527587890625,-11.871936798095703,127,0.0001,44448,268,166.78,-99214.5
356,401.1298522949219,2.9485085010528564,11328,601.3087158203125,-12.26370620727539,127,0.0001,45416,272,165.35,-99309.425
359,207.2696990966797,2.985128879547119,11452,615.736572265625,-12.233070373535156,127,0.0001,45912,276,169.63,-99452.225
369,246.00880432128906,3.072312593460083,11741,628.92236328125,-12.4312162399292,127,0.0001,47068,280,166.71,-99522.7
377,420.97265625,3.148548126220703,11987,647.5084228515625,-13.351766586303711,127,0.0001,48052,284,170.03,-99347.325
382,227.06875610351562,3.1958956718444824,12137,652.3882446289062,-14.121458053588867,127,0.0001,48652,288,174.71,-99199.285
387,208.68545532226562,3.246163845062256,12293,658.5148315429688,-13.399253845214844,127,0.0001,49276,292,173.55,-99295.56
395,810.6658325195312,3.315547227859497,12504,673.0157470703125,-14.039532661437988,126,0.0001,50120,296,173.24,-99090.485
402,14.50117015838623,3.3844430446624756,12710,680.794921875,-14.64188003540039,126,0.0001,50944,300,172.45,-98978.3475
409,402.8615417480469,3.4633405208587646,12941,696.3619384765625,-13.965892791748047,126,0.0001,51868,304,177.04,-99024.4475
415,15.666834831237793,3.522794485092163,13111,710.7598876953125,-15.043266296386719,126,0.0001,52548,308,180.13,-98734.74290597999
427,15.956171989440918,3.649707317352295,13465,724.4583740234375,-14.721357345581055,126,0.0001,53964,312,187.56,-98709.04290598
434,617.57275390625,3.725938320159912,13672,738.350341796875,-15.347399711608887,126,0.0001,54792,316,192.27,-98948.98540598
439,984.3653564453125,3.755409002304077,13835,657.5191650390625,-1.6161917448043823,126,0.0001,55444,320,191.36,-98939.88540597999
444,33.640323638916016,3.761632204055786,14010,629.5570068359375,-0.8555276989936829,126,0.0001,56144,324,193.01,-99059.09790598
449,402.1863098144531,3.767934799194336,14187,617.5975952148438,0.8284740447998047,126,0.0001,56852,328,192.61,-99050.67290598
452,207.22970581054688,3.7715437412261963,14285,611.0640869140625,-1.1577671766281128,126,0.0001,57244,332,191.43,-99238.87290598
460,13.499064445495605,3.7813918590545654,14530,591.3995361328125,-0.2728279232978821,126,0.0001,58224,336,188.92,-99415.72290598
466,227.2828369140625,3.789902687072754,14732,578.1033935546875,-0.9453597068786621,126,0.0001,59032,340,187.4,-99200.07846153999
475,401.6135559082031,3.8046112060546875,15037,555.68701171875,-1.5871514081954956,126,0.0001,60252,344,194.25,-99270.52846154
480,790.12158203125,3.813403844833374,15202,549.37890625,-1.1950243711471558,126,0.0001,60912,348,193.31,-99060.6840171
484,208.61468505859375,3.8195712566375732,15316,547.5194091796875,-1.325458288192749,126,0.0001,61368,352,194.36,-98970.3340171
