rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/is_line_search_success,train/policy_objective,train/kl_divergence_loss,train/n_updates,train/explained_variance,train/std,train/value_loss,train/learning_rate
-100520.96698113208,1,8192,545,15,148.69811320754718,,,,,,,,
-99761.76257490803,2,16384,512,31,176.0,1.0,0.026670033112168312,0.003985061775892973,1,-1.9073486328125e-06,0.9994871020317078,559701287.05,0.001
-99100.24316238999,3,24576,505,48,195.83,1.0,0.023915469646453857,0.0037809282075613737,2,-3.5762786865234375e-07,0.9927121996879578,352248071.7875,0.001
-98434.71431623999,4,32768,500,65,211.68,1.0,0.025139303877949715,0.003202723804861307,3,-4.76837158203125e-07,0.998745322227478,451890914.525,0.001
-99028.36559829001,5,40960,497,82,211.97,1.0,0.023773327469825745,0.0028432514518499374,4,0.0,0.9917437434196472,394721181.9875,0.001
-99066.77948718,6,49152,497,98,239.01,1.0,0.02021654322743416,0.0028137164190411568,5,-4.76837158203125e-07,0.9890424013137817,326487031.2375,0.001
-99402.25,7,57344,495,115,231.0,1.0,0.025146588683128357,0.003337686415761709,6,-2.384185791015625e-07,0.9987819194793701,364152416.925,0.001
-99319.41416667,8,65536,494,132,232.93,1.0,0.02492334693670273,0.003730264026671648,7,0.0,1.0056734085083008,397589620.85,0.001
-99447.23916667,9,73728,494,149,235.31,1.0,0.028025105595588684,0.003023469354957342,8,-1.1920928955078125e-07,1.0081591606140137,375109761.5875,0.001
-98622.76,10,81920,493,166,260.25,1.0,0.02620571292936802,0.0034716855734586716,9,0.0,1.0136187076568604,292607384.3625,0.001
-98386.77916666999,11,90112,494,182,279.28,1.0,0.02686070092022419,0.0035758602898567915,10,-1.1920928955078125e-07,1.015554428100586,290062201.5125,0.001
-97909.55568181998,12,98304,493,199,294.38,1.0,0.022785808891057968,0.0033104117028415203,11,0.0,1.0092666149139404,270613824.1,0.001
-97395.12512626,13,106496,493,215,309.99,1.0,0.02886621654033661,0.0036629815585911274,12,-1.1920928955078125e-07,1.0102266073226929,279750103.50625,0.001
-97337.99845959,14,114688,493,232,316.31,1.0,0.028242990374565125,0.00391728337854147,13,-1.1920928955078125e-07,0.9977919459342957,240866184.325,0.001
