rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/n_updates
76.29,1,-99316.83011904001,14,8192,547,,,,,,,,,,,
89.5,2,-99635.375,39,16384,410,0.002451756,-0.0010824411385328859,846680192.0,0.2,-9.5367431640625e-07,1.000046968460083,0.0003,1124527551.35,-8.51405875980854,0.00078125,10
95.59,3,-99487.50454545,65,24576,373,0.003791075,-0.0016902724353712983,342994368.0,0.2,0.0,1.000038504600525,0.0003,897108791.25,-8.514447541534901,0.0056396484375,20
89.9,4,-100185.15,90,32768,360,0.0022286344,-0.0012438503523299004,702692672.0,0.2,-1.1920928955078125e-07,0.9987756609916687,0.0003,1024948399.875,-8.51006057113409,0.00042724609375,30
92.23,5,-99902.275,116,40960,352,0.004934338,-0.00318391651235288,651686784.0,0.2,0.0,0.9967098236083984,0.0003,916513594.95,-8.500505962222814,0.01868896484375,40
89.52,6,-99279.25,141,49152,346,0.0036832108,-0.0016526447336218553,387987680.0,0.2,0.0,0.9965847730636597,0.0003,923989194.225,-8.49376925751567,0.00506591796875,50
98.02,7,-98833.2375,167,57344,342,0.0030249539,-0.001499247131869197,569514240.0,0.2,0.0,0.9955548644065857,0.0003,925843185.7,-8.49004307091236,0.00250244140625,60
112.42,8,-99287.455,192,65536,340,0.0026892833,-0.0011891499489138369,644920064.0,0.2,1.1920928955078125e-07,0.9962170124053955,0.0003,846560859.5,-8.489120066165924,0.0018798828125,70
111.5,9,-100191.3175,217,73728,338,0.0037509797,-0.0016916613734792919,402865024.0,0.2,0.0,0.9963509440422058,0.0003,716606966.3875,-8.492116150259971,0.00670166015625,80
99.38,10,-100154.89166667,242,81920,337,0.0025279764,-0.0012657217048399616,409680736.0,0.2,0.0,0.9965031147003174,0.0003,767173632.225,-8.492092718929053,0.0014892578125,90
