time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/n_updates,train/value_loss,train/std,train/policy_gradient_loss,train/explained_variance,train/approx_kl
37,225.2,606208,3069,-99802.12416667,197,-12.2084531635046,0.044195556640625,0.2,0.0011,340252640.0,360,475934252.1171875,1.8656442165374756,-0.0008568108660256257,0.0,0.0056647803
38,211.66,622592,3153,-99373.75,197,-12.34081186503172,0.044970703125,0.2,0.0011,262517344.0,370,463151317.8421875,1.9099690914154053,-0.0006851893609564286,0.0,0.0066763824
39,210.78,638976,3237,-99254.43333333,197,-12.457185816392302,0.050982666015625,0.2,0.0011,258614656.0,380,499504515.796875,1.9454078674316406,-0.0010552332645602292,0.0,0.006934469
40,229.23,655360,3321,-99854.55,197,-12.552603109553456,0.046478271484375,0.2,0.0011,454670880.0,390,495830862.20625,1.9732892513275146,-0.0005599942602202646,0.0,0.0063810367
41,228.27,671744,3404,-99922.75416667,197,-12.674944835901261,0.062921142578125,0.2,0.0011,316801856.0,400,450326200.3921875,2.019749641418457,-0.0005449512880659313,5.960464477539063e-08,0.007841812
42,242.29,688128,3487,-99251.6875,197,-12.786871901899577,0.088031005859375,0.2,0.0011,205664032.0,410,450006810.7796875,2.0536601543426514,0.0008825839089695364,0.0,0.008175988
43,186.28,704512,3572,-100087.44166667,197,-12.878327488154174,0.20850830078125,0.2,0.0011,271228448.0,420,429558376.09375,2.0793871879577637,0.007575274816190358,0.0,0.011595285
44,209.45,720896,3656,-99951.64583333001,197,-12.955285554379225,0.024322509765625,0.2,0.0011,524620928.0,430,576384162.5,2.1116175651550293,-0.001534767678276694,-1.1920928955078125e-07,0.0041980157
45,205.11,737280,3740,-100703.7,197,-13.054959411546587,0.044110107421875,0.2,0.0011,391037280.0,440,462937492.38125,2.148808002471924,-0.002166453152494796,0.0,0.0057509607
46,202.88,753664,3824,-99007.6,197,-13.157425579801203,0.037994384765625,0.2,0.0011,281678080.0,450,519656174.865625,2.1862199306488037,-0.0007563403163658222,5.960464477539063e-08,0.004718339
47,203.14,770048,3907,-98751.28333333999,197,-13.2721333976835,0.03436279296875,0.2,0.0011,402091840.0,460,490495118.421875,2.2316017150878906,-0.00027655634130496765,0.0,0.0046017813
48,234.33,786432,3990,-97413.98333333999,197,-13.393686885759234,0.040576171875,0.2,0.0011,376036160.0,470,483498224.834375,2.274742841720581,-0.0012415274475642945,0.0,0.005782
49,192.92,802816,4075,-99629.4,197,-13.520974814146758,0.058740234375,0.2,0.0011,527491520.0,480,419168128.8546875,2.325765371322632,0.000375242433801759,0.0,0.0066879946
50,208.1,819200,4159,-100089.575,196,-13.627566754817963,0.03409423828125,0.2,0.0011,265115936.0,490,550727199.553125,2.3665807247161865,-0.001930286641982093,-1.1920928955078125e-07,0.0053602196
51,204.33,835584,4242,-99293.88333333,196,-13.762348806485534,0.043572998046875,0.2,0.0011,140735328.0,500,469907694.64375,2.4222211837768555,-0.0009743212358443998,0.0,0.005876493
52,215.02,851968,4326,-98991.12321428001,196,-13.898590013757348,0.049639892578125,0.2,0.0011,164820624.0,510,479412158.875,2.478611469268799,-0.0009535069892081082,0.0,0.006851051
53,208.41,868352,4409,-97351.65654762,196,-14.025308607518673,0.03353271484375,0.2,0.0011,236212960.0,520,466484313.203125,2.530242919921875,-0.0004007078259746777,5.960464477539063e-08,0.004903515
54,214.56,884736,4493,-98989.99166667,196,-14.15323454067111,0.05015869140625,0.2,0.0011,477124896.0,530,481191176.40625,2.5845649242401123,-0.002195552679586399,5.960464477539063e-08,0.00697817
55,229.39,901120,4576,-99085.24166667,196,-14.282504370063544,0.057843017578125,0.2,0.0011,380583584.0,540,449882716.7421875,2.6424291133880615,-0.0013507242514606333,0.0,0.0076210275
56,193.41,917504,4660,-98780.60916667,196,-14.407323756814003,0.150079345703125,0.2,0.0011,188491824.0,550,396357922.6796875,2.7086455821990967,0.003972741378856881,0.0,0.011116181
57,191.23,933888,4744,-99283.2,196,-14.557969210669398,0.0408447265625,0.2,0.0011,493295104.0,560,525713106.028125,2.772246837615967,-0.0018820113526089699,-1.1920928955078125e-07,0.005888854
58,211.93,950272,4827,-98442.99083333001,196,-14.681101443618536,0.03546142578125,0.2,0.0011,385933696.0,570,502783345.4765625,2.826512336730957,-0.0009695720618765336,-1.1920928955078125e-07,0.004726303
59,205.01,966656,4911,-99401.35416666999,196,-14.858424083143472,0.0827392578125,0.2,0.0011,352654560.0,580,408608745.071875,2.91508150100708,0.0008415010785029154,0.0,0.008533075
60,206.35,983040,4995,-99530.56666667,196,-14.988340929150581,0.048284912109375,0.2,0.0011,254598032.0,590,489940667.240625,2.9767985343933105,-0.0013757587043073728,0.0,0.006144316
61,190.86,999424,5078,-98783.96964286,196,-15.122449942678212,0.0479736328125,0.2,0.0011,230436096.0,600,470754207.15,3.0426025390625,-0.00018250884313602,5.960464477539063e-08,0.005451354
62,204.66,1015808,5162,-98936.01964285999,196,-15.223360352963208,0.0326171875,0.2,0.0011,241704592.0,610,474255738.93125,3.0873382091522217,-0.00045694813725276616,0.0,0.0047354307
63,211.2,1032192,5245,-98908.5375,196,-15.343747583031654,0.045269775390625,0.2,0.0011,410451008.0,620,464048539.93125,3.1574459075927734,-0.0008047235281992471,-1.1920928955078125e-07,0.006567873
64,222.17,1048576,5328,-98626.27321429997,196,-15.465599739924073,0.045025634765625,0.2,0.0011,357154144.0,630,436832262.93125,3.2163169384002686,-0.00031134395412664163,0.0,0.005230098
65,163.89,1064960,5412,-98016.80166665999,196,-15.579731433466076,0.434332275390625,0.2,0.0011,326770496.0,640,387394655.4078125,3.2718091011047363,0.027541778926024562,0.0,0.026952038
66,175.2,1081344,5496,-98313.87999999002,196,-15.655185536667705,0.017840576171875,0.2,0.0011,279325088.0,650,560463259.54375,3.3178882598876953,-0.001818277669372037,0.0,0.0038922774
67,190.68,1097728,5580,-98831.92083333,196,-15.75799133554101,0.031689453125,0.2,0.0011,176484032.0,660,512133944.515625,3.382192611694336,-0.0012168303082944476,1.1920928955078125e-07,0.0053120917
68,194.98,1114112,5664,-98884.15833333001,196,-15.907754977792502,0.052001953125,0.2,0.0011,252300032.0,670,494121059.9875,3.474393844604492,-0.0016471157301566563,5.960464477539063e-08,0.007425031
69,210.73,1130496,5747,-98562.97916666999,196,-16.057221437618136,0.0350830078125,0.2,0.0011,395329088.0,680,486030255.625,3.5554771423339844,-0.001394588280527387,5.960464477539063e-08,0.0051667755
70,197.12,1146880,5830,-98782.76666666001,196,-16.20767050087452,0.070361328125,0.2,0.0011,345547968.0,690,421482965.759375,3.642927885055542,-0.00016444423854409252,5.960464477539063e-08,0.008395903
71,158.97,1163264,5914,-98958.87083333,196,-16.367548479884864,0.1207275390625,0.2,0.0011,129274416.0,700,470943472.3296875,3.747225284576416,0.002801366485073231,0.0,0.013184874
72,154.88,1179648,5998,-97945.94583333,196,-16.481301184743643,0.020404052734375,0.2,0.0011,241248176.0,710,571392736.4625,3.814640760421753,-0.0009009521616462734,0.0,0.0037516556
73,167.69,1196032,6081,-98894.13214285999,196,-16.59802239984274,0.02318115234375,0.2,0.0011,279039232.0,720,567226763.99375,3.8887624740600586,-0.0005273575832688948,0.0,0.0040167314
74,196.03,1212416,6164,-98062.87916667,196,-16.716872892528773,0.03428955078125,0.2,0.0011,436295616.0,730,517704702.296875,3.966099500656128,-0.0010986684384988621,-1.1920928955078125e-07,0.0048154546
75,192.57,1228800,6248,-99107.88333333,196,-16.859013562649487,0.087579345703125,0.2,0.0011,403991680.0,740,440326828.146875,4.056607723236084,0.0012124740262152045,0.0,0.00916411
76,201.14,1245184,6331,-98348.49583333998,196,-16.96036076247692,0.054364013671875,0.2,0.0011,260813376.0,750,480606242.021875,4.125397205352783,-0.0007199815121566644,0.0,0.0062128906
77,163.76,1261568,6414,-98387.12,196,-17.07828481197357,0.102935791015625,0.2,0.0011,249912800.0,760,397396584.765625,4.20603084564209,0.0027064303552833736,-1.1920928955078125e-07,0.012962866
78,159.27,1277952,6498,-98992.70833334,196,-17.16685789823532,0.017108154296875,0.2,0.0011,310243200.0,770,550609398.046875,4.2830424308776855,-0.0012074904585460899,5.960464477539063e-08,0.0034815553
79,189.81,1294336,6582,-98750.57916667,196,-17.281584022939207,0.03887939453125,0.2,0.0011,239087120.0,780,532645948.125,4.362264633178711,-0.001116571497550467,5.960464477539063e-08,0.005065321
80,150.33,1310720,6665,-98868.15,196,-17.45166034847498,0.179522705078125,0.2,0.0011,423397632.0,790,432333843.85625,4.462881088256836,0.00963626298453164,-1.1920928955078125e-07,0.014441884
81,152.17,1327104,6749,-98693.29166666999,196,-17.504834605008362,0.00946044921875,0.2,0.0011,454720000.0,800,575440647.95,4.530689239501953,-0.0014471073000095203,-1.1920928955078125e-07,0.0028609196
82,148.49,1343488,6834,-99411.8875,196,-17.605942356586457,0.02635498046875,0.2,0.0011,266340576.0,810,560979632.215625,4.606171607971191,-0.0016815823833894682,-1.1920928955078125e-07,0.0040291534
83,156.18,1359872,6918,-98653.94166666002,196,-17.726555894315243,0.01763916015625,0.2,0.0011,472399104.0,820,575695950.775,4.706593990325928,-0.0007344258641751366,5.960464477539063e-08,0.004302141
84,175.8,1376256,7001,-98867.32083334,196,-17.850330530107023,0.01915283203125,0.2,0.0011,495422624.0,830,517003668.30625,4.798135280609131,-0.0005410030362327234,-1.1920928955078125e-07,0.0036131924
85,118.21,1392640,7084,-96061.1,196,-18.00772277265787,0.316064453125,0.2,0.0011,234563200.0,840,486462239.1921875,4.940812110900879,0.035608086650972835,-1.1920928955078125e-07,0.09081583
86,119.15,1409024,7168,-96776.13333333,196,-18.08362369462848,0.006365966796875,0.2,0.0011,472043840.0,850,702496319.94375,4.96496057510376,-0.0013415374109172263,0.0,0.0018494199
87,125.63,1425408,7252,-96932.08690476998,196,-18.127488722652195,0.006146240234375,0.2,0.0011,269092288.0,860,689430100.44375,5.014400482177734,-0.0008956395598943345,0.0,0.0016336099
88,127.47,1441792,7335,-97284.29166666999,196,-18.212396445125343,0.00799560546875,0.2,0.0011,460652096.0,870,652257025.575,5.103245258331299,-0.0007556172035037889,0.0,0.0024677662
89,121.29,1458176,7419,-98027.21666666001,196,-18.31040029525757,0.015814208984375,0.2,0.0011,380621728.0,880,613498084.14375,5.177227020263672,-0.0010595245274089393,0.0,0.003077603
90,144.26,1474560,7503,-97973.35833333999,196,-18.417093148827554,0.016644287109375,0.2,0.0011,409130368.0,890,646857187.55,5.28594970703125,-0.0015199111752735917,0.0,0.0037624324
91,151.07,1490944,7586,-97760.83888889,196,-18.551455149799587,0.028106689453125,0.2,0.0011,224957616.0,900,556828150.2125,5.409053802490234,-0.0009914669903082541,0.0,0.005078113
92,128.18,1507328,7670,-98281.43333333,196,-18.664373494684696,0.01856689453125,0.2,0.0011,225497648.0,910,533611018.4875,5.504781246185303,-0.000544913567500771,5.960464477539063e-08,0.0036932996
93,134.49,1523712,7754,-97938.66583333,196,-18.79317687228322,0.01968994140625,0.2,0.0011,475620032.0,920,598293476.5,5.641541957855225,-0.0009689189502751106,-1.1920928955078125e-07,0.004112508
94,136.54,1540096,7838,-97656.55416667,196,-18.91263852491975,0.012530517578125,0.2,0.0011,460350816.0,930,597489365.99375,5.741033554077148,-0.0009160508519926225,0.0,0.0030243383
95,127.49,1556480,7920,-96745.85416666999,196,-19.014010103791954,0.009771728515625,0.2,0.0011,446776960.0,940,566297666.15625,5.840740203857422,-0.00021118200311320834,0.0,0.0026096173
96,150.08,1572864,8004,-96953.14333333001,196,-19.12234476581216,0.008978271484375,0.2,0.0011,360312800.0,950,591643977.871875,5.95127010345459,-0.0003701112465932965,0.0,0.0025685648
97,154.5,1589248,8088,-98941.90833333001,196,-19.26044379249215,0.0182373046875,0.2,0.0011,480872704.0,960,524784967.090625,6.096259117126465,-0.0002787719429761637,0.0,0.0040300563
98,146.01,1605632,8172,-97294.02916666999,196,-19.404602053761483,0.0265380859375,0.2,0.0011,378212416.0,970,512872715.63125,6.251391410827637,-0.0011868340530782006,0.0,0.005369184
99,145.32,1622016,8255,-97217.775,196,-19.559926950931548,0.02796630859375,0.2,0.0011,408127040.0,980,524941845.478125,6.418487548828125,-0.001388140718336217,0.0,0.005370138
100,158.76,1638400,8339,-97466.72,196,-19.713553939014673,0.030108642578125,0.2,0.0011,218734736.0,990,528501636.625,6.576714992523193,-0.0007087663892889395,0.0,0.005093644
101,135.72,1654784,8422,-97806.52083332,196,-19.857941421866418,0.068756103515625,0.2,0.0011,289491360.0,1000,489583859.140625,6.724202632904053,0.0021193033237068446,0.0,0.007815781
102,160.48,1671168,8506,-97527.08333333001,196,-19.96903478875756,0.014410400390625,0.2,0.0011,488446432.0,1010,564152085.55,6.855737686157227,-0.0005864136826858157,5.960464477539063e-08,0.0032981057
103,135.86,1687552,8589,-97951.46333333,196,-20.097997391223906,0.020501708984375,0.2,0.0011,149758144.0,1020,473378390.384375,6.987394332885742,-1.2640105524042156e-05,0.0,0.0037367658
104,136.9,1703936,8673,-99090.925,196,-20.21552745774388,0.015155029296875,0.2,0.0011,588282240.0,1030,566879000.2125,7.147942543029785,-0.0006288444406891358,-1.1920928955078125e-07,0.0037510064
105,155.88,1720320,8757,-97824.49166667,196,-20.362436175346375,0.024365234375,0.2,0.0011,252406240.0,1040,543670423.165625,7.3231306076049805,-0.0010768259859105455,0.0,0.0046592983
106,166.64,1736704,8841,-99003.57083333,196,-20.501679514348506,0.0207763671875,0.2,0.0011,315587392.0,1050,483395254.9875,7.497664451599121,-0.0001692252408247441,0.0,0.004004134
107,153.15,1753088,8925,-97704.96416666001,196,-20.707103941589594,0.09913330078125,0.2,0.0011,240483760.0,1060,443875287.25625,7.719396114349365,0.003212356763651769,0.0,0.009515129
108,144.92,1769472,9009,-98765.89583333001,196,-20.805842892080545,0.014166259765625,0.2,0.0011,188582672.0,1070,490631599.171875,7.894664764404297,-0.0005847097087098519,5.960464477539063e-08,0.0036293017
109,163.77,1785856,9093,-97860.18452381999,196,-20.940566361695527,0.01136474609375,0.2,0.0011,522343456.0,1080,515159085.990625,8.058944702148438,-0.00021373316631070338,-1.1920928955078125e-07,0.00290698
110,164.87,1802240,9177,-99082.0975,196,-21.087290508300065,0.093536376953125,0.2,0.0011,252122400.0,1090,458405697.890625,8.223211288452148,0.0027862192710017553,-1.1920928955078125e-07,0.007645311
111,142.6,1818624,9261,-98337.605,196,-21.19814844429493,0.02315673828125,0.2,0.0011,409616288.0,1100,442365879.91875,8.394433975219727,-0.000420142794973799,0.0,0.004504861
112,141.76,1835008,9346,-98318.34583333001,196,-21.298033699393272,0.009100341796875,0.2,0.0011,287938240.0,1110,526267707.221875,8.556781768798828,-0.000337465831762529,-1.1920928955078125e-07,0.0027326683
113,141.88,1851392,9429,-98526.05833333,196,-21.434190711379053,0.02171630859375,0.2,0.0011,313269568.0,1120,511277857.515625,8.761104583740234,-0.0008010533412743826,-1.1920928955078125e-07,0.0043763053
114,160.08,1867776,9514,-98467.25416666002,196,-21.582248024642467,0.019696044921875,0.2,0.0011,303801696.0,1130,501104604.284375,8.957376480102539,-0.00025350608266307975,-1.1920928955078125e-07,0.003689344
115,142.76,1884160,9597,-97684.68583333999,196,-21.740940733253957,0.045318603515625,0.2,0.0011,255640544.0,1140,444063016.76875,9.177756309509277,0.0013723601334277192,-1.1920928955078125e-07,0.005705052
116,138.45,1900544,9681,-98699.50416667,196,-21.850381152331828,0.02178955078125,0.2,0.0011,314877312.0,1150,518820793.721875,9.365728378295898,-2.507842582417652e-05,5.960464477539063e-08,0.0034340934
117,161.19,1916928,9765,-98650.75416667,196,-21.963523433357476,0.015411376953125,0.2,0.0011,257322880.0,1160,498908722.815625,9.560477256774902,-0.0005686237906047609,0.0,0.0038261767
118,138.93,1933312,9849,-99496.2625,196,-22.159485894441605,0.071533203125,0.2,0.0011,227082768.0,1170,447210058.51875,9.923266410827637,0.001189511892334849,1.7881393432617188e-07,0.012288904
119,152.05,1949696,9933,-99099.77083334,196,-22.30033073350787,0.009356689453125,0.2,0.0011,230525952.0,1180,505687213.15,10.11098861694336,-2.8570569520525167e-05,0.0,0.002850583
120,142.02,1966080,10017,-99336.6375,196,-22.432394172996283,0.03717041015625,0.2,0.0011,193853072.0,1190,460928144.68125,10.281814575195312,0.0007897274874267169,-1.1920928955078125e-07,0.005643511
121,144.12,1982464,10101,-98677.89583333001,196,-22.51493833810091,0.01397705078125,0.2,0.0011,327952192.0,1200,492542269.4375,10.473774909973145,-0.0008213488454202889,-1.1920928955078125e-07,0.003654243
122,115.67,1998848,10185,-99913.975,196,-22.696220042556526,0.08436279296875,0.2,0.0011,384484704.0,1210,462302120.271875,10.737648010253906,0.0037286688948370283,0.0,0.0074769286
123,150.04,2015232,10268,-98985.6275,196,-22.758865060657264,0.00433349609375,0.2,0.0011,247051392.0,1220,568412032.259375,10.908737182617188,-0.0007536240946137696,0.0,0.0020962218
