train/policy_loss,time/iterations,time/total_timesteps,train/entropy_loss,train/value_loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/learning_rate,train/explained_variance,rollout/ep_len_mean,train/n_updates,train/std
-268.26995849609375,100,8000,-8.61741828918457,1567.6595458984375,31,-96389.56521739131,255,0.00244,0.0,89.18840579710145,99,1.020877480506897
-277.98681640625,200,16000,-8.692130088806152,1207.361572265625,62,-90232.53086419753,256,0.00244,1.1920928955078125e-07,179.679012345679,199,1.0360217094421387
-203.54539489746094,300,24000,-8.689610481262207,615.62548828125,96,-83020.61797752809,249,0.00244,0.0,253.41573033707866,299,1.034783124923706
-121.8773193359375,400,32000,-8.684785842895508,230.99844360351562,127,-76998.29896907216,251,0.00244,0.0,314.9896907216495,399,1.0348047018051147
-46.70082473754883,500,40000,-8.759051322937012,32.458431243896484,158,-70462.75,252,0.00244,-1.1920928955078125e-07,382.93,499,1.0463353395462036
-0.0,600,48000,-9.646013259887695,0.0,189,-63338.85,253,0.00244,1.0,460.46,599,1.2185237407684326
1.313315749168396,700,56000,-11.187433242797852,0.016264453530311584,220,-58207.75,253,0.00244,0.0,547.29,699,1.5742149353027344
1.9335300922393799,800,64000,-12.513561248779297,0.027776306495070457,253,-53845.75,252,0.00244,1.1920928955078125e-07,611.04,799,1.9628207683563232
-0.6381866931915283,900,72000,-13.637062072753906,0.0025108063127845526,287,-49624.05,250,0.00244,5.960464477539063e-08,688.82,899,2.369344711303711
-0.5985257029533386,1000,80000,-14.891992568969727,0.0018561631441116333,318,-44391.35,251,0.00244,3.5762786865234375e-07,765.49,999,2.9220292568206787
1.8808479309082031,1100,88000,-15.541943550109863,0.016867345198988914,349,-52760.875,251,0.00244,-1.1920928955078125e-07,709.72,1099,3.2557716369628906
-91099.390625,1200,96000,-15.623321533203125,491127520.0,379,-76301.925,253,0.00244,0.0,512.32,1199,3.3045873641967773
194.76605224609375,1300,104000,-16.519989013671875,650.8045654296875,410,-86503.125,253,0.00244,3.802776336669922e-05,443.33,1299,3.845529556274414
0.011369512416422367,1400,112000,-16.9973201751709,5.273250280879438e-07,441,-84513.525,253,0.00244,0.0013352632522583008,469.81,1399,4.169075965881348
-22.684507369995117,1500,120000,-17.306842803955078,1.9914134740829468,473,-83792.025,253,0.00244,0.0,464.81,1499,4.38179874420166
-0.09781046956777573,1600,128000,-17.599515914916992,3.518213634379208e-05,503,-85550.55,254,0.00244,6.020069122314453e-06,464.11,1599,4.612330436706543
206.8546905517578,1700,136000,-18.080896377563477,647.106201171875,534,-79992.825,254,0.00244,0.0,507.07,1699,4.9994611740112305
17.301605224609375,1800,144000,-18.71184539794922,491.15362548828125,565,-79062.7,254,0.00244,-2.384185791015625e-07,537.1,1799,5.589463710784912
63.8385124206543,1900,152000,-19.198841094970703,462.8628845214844,595,-74065.275,255,0.00244,0.1697765588760376,596.03,1899,6.039665222167969
-138883.375,2000,160000,-19.786314010620117,531243328.0,626,-72371.395,255,0.00244,-8.821487426757812e-06,601.75,1999,6.6637773513793945
234.0414276123047,2100,168000,-20.159168243408203,652.6840209960938,657,-76901.695,255,0.00244,0.0037636160850524902,538.95,2099,7.1068115234375
-1.4936447143554688,2200,176000,-20.425878524780273,0.006214185617864132,687,-85348.745,255,0.00244,0.0,457.42,2199,7.473793983459473
231.859375,2300,184000,-20.994239807128906,511.9359436035156,718,-90456.045,255,0.00244,0.297798216342926,411.99,2299,8.229667663574219
125.56258392333984,2400,192000,-21.57398223876953,288.3177185058594,749,-95800.375,256,0.00244,0.6323331594467163,334.6,2399,9.096050262451172
6.351314544677734,2500,200000,-21.556026458740234,1.9088184833526611,779,-95159.565,256,0.00244,-0.9974448680877686,346.1,2499,9.08383560180664
248.8852081298828,2600,208000,-21.94282341003418,635.1357421875,810,-93628.215,256,0.00244,-0.008687973022460938,341.02,2599,9.687660217285156
-266562.40625,2700,216000,-22.4556941986084,706772672.0,840,-93022.99,256,0.00244,-1.430511474609375e-06,333.49,2699,10.527347564697266
2.068551778793335,2800,224000,-22.529531478881836,3.4213356971740723,871,-93421.515,257,0.00244,-0.4001283645629883,339.15,2799,10.685171127319336
14910.6279296875,2900,232000,-22.852741241455078,5347589.0,900,-93398.605,257,0.00244,0.0029774904251098633,373.04,2899,11.318633079528809
-0.3608327805995941,3000,240000,-23.026647567749023,0.0002755068417172879,930,-94149.88,257,0.00244,7.748603820800781e-07,351.05,2999,11.659269332885742
5737.00341796875,3100,248000,-23.303382873535156,2284270.0,960,-93337.665,258,0.00244,0.0,368.54,3099,12.239985466003418
-117637.5,3200,256000,-23.364349365234375,442678080.0,990,-95133.905,258,0.00244,0.0,316.41,3199,12.454462051391602
-141138.8125,3300,264000,-23.5175838470459,491127136.0,1021,-95850.575,258,0.00244,1.4901161193847656e-06,281.2,3299,12.730672836303711
-0.16387848556041718,3400,272000,-24.0692195892334,5.459566818899475e-05,1052,-97488.9,258,0.00244,2.4139881134033203e-05,276.76,3399,14.047846794128418
175.17918395996094,3500,280000,-24.347707748413086,239.731201171875,1083,-98418.645,258,0.00244,0.6798860430717468,276.9,3499,14.711193084716797
180.527587890625,3600,288000,-24.637699127197266,422.67608642578125,1113,-97584.52,258,0.00244,0.366033136844635,303.54,3599,15.491633415222168
3.546884298324585,3700,296000,-25.10790252685547,0.022800683975219727,1146,-97188.07,258,0.00244,5.960464477539063e-08,298.39,3699,16.74290657043457
9.343019485473633,3800,304000,-25.323413848876953,0.1560094803571701,1176,-95925.83,258,0.00244,0.0,221.26,3799,17.360122680664062
199.00662231445312,3900,312000,-25.52175521850586,262.8284912109375,1206,-96599.62,258,0.00244,0.7276490926742554,205.42,3899,18.061302185058594
-5.372227668762207,4000,320000,-25.51283073425293,0.05026986822485924,1235,-95639.185,258,0.00244,1.1920928955078125e-07,221.56,3999,18.07598304748535
-234704.328125,4100,328000,-25.547786712646484,649282304.0,1265,-94384.67,259,0.00244,-0.0008119344711303711,269.1,4099,18.199501037597656
-150852.625,4200,336000,-25.849409103393555,491091360.0,1297,-94485.45,258,0.00244,4.291534423828125e-06,270.32,4199,19.265762329101562
541.5753784179688,4300,344000,-25.848709106445312,1022.3531494140625,1330,-95661.145,258,0.00244,0.3019259572029114,189.82,4299,19.12051010131836
270.450927734375,4400,352000,-25.8820858001709,688.362548828125,1360,-95672.005,258,0.00244,0.3853657841682434,142.27,4399,19.27572250366211
-32171.052734375,4500,360000,-25.92717933654785,124710552.0,1391,-96615.40333333,258,0.00244,7.152557373046875e-07,155.9,4499,19.37222671508789
-293792.59375,4600,368000,-26.00397300720215,694264128.0,1421,-97060.54833333,258,0.00244,-0.00023984909057617188,158.44,4599,19.67064666748047
320.0346984863281,4700,376000,-25.991830825805664,657.9674682617188,1451,-97168.24,259,0.00244,-0.002410888671875,177.96,4699,19.621929168701172
-172599.1875,4800,384000,-26.030780792236328,531225504.0,1486,-97443.49,258,0.00244,0.0001443624496459961,172.46,4799,19.75616455078125
-279911.90625,4900,392000,-26.06488609313965,694195904.0,1520,-96073.58,257,0.00244,-9.5367431640625e-07,148.77,4899,19.90496253967285
