train/n_updates,time/fps,train/explained_variance,rollout/ep_rew_mean,train/entropy_loss,train/std,train/policy_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,time/iterations,train/value_loss
99,405,-7.748603820800781e-06,-98302.25961538461,-8.550447463989258,1.0063152313232422,17051.419921875,64.92307692307692,4,2000,0.0007,100,19311908.0
199,408,5.960464477539063e-08,-98355.82738095714,-8.570121765136719,1.0095996856689453,-244.95974731445312,56.55714285714286,9,4000,0.0007,200,1026.8353271484375
299,400,1.1920928955078125e-07,-100270.3,-8.602457046508789,1.014883279800415,-45639.44140625,28.03,14,6000,0.0007,300,499768128.0
399,398,0.0,-100301.7,-8.607016563415527,1.0155458450317383,-264.5511779785156,31.17,20,8000,0.0007,400,1008.2024536132812
499,394,1.1920928955078125e-07,-100208.8375,-8.625091552734375,1.01887845993042,-297719.09375,31.98,25,10000,0.0007,500,3391348480.0
599,395,0.0,-100131.5625,-8.623106956481934,1.0183912515640259,-260.7120056152344,34.53,30,12000,0.0007,600,989.8333129882812
699,396,0.0,-100066.8125,-8.64006233215332,1.0217034816741943,-235.28086853027344,38.51,35,14000,0.0007,700,981.1277465820312
799,397,0.0,-99831.0,-8.65527057647705,1.0242729187011719,-120050.75,45.62,40,16000,0.0007,800,1469300480.0
899,398,-2.384185791015625e-07,-99421.4375,-8.660030364990234,1.0244414806365967,15490.822265625,57.36,45,18000,0.0007,900,19311774.0
999,397,1.1920928955078125e-07,-98908.1375,-8.663359642028809,1.0251433849334717,-260.14898681640625,68.18,50,20000,0.0007,1000,955.8683471679688
1099,398,0.0,-98354.6375,-8.664087295532227,1.025887131690979,-199484.484375,74.15,55,22000,0.0007,1100,2400622336.0
1199,399,0.0,-96994.02,-8.6590576171875,1.024875521659851,-239.471435546875,81.44,60,24000,0.0007,1200,941.4324340820312
1299,399,-2.384185791015625e-07,-96272.86658119998,-8.688055992126465,1.029905080795288,-239.2312469482422,82.06,65,26000,0.0007,1300,934.0391845703125
1399,400,1.823902130126953e-05,-95249.14190948001,-8.636181831359863,1.021407961845398,-117.1668472290039,80.56,69,28000,0.0007,1400,464.9996032714844
1499,401,5.841255187988281e-06,-94067.19735680001,-8.665637969970703,1.0262932777404785,-176.77305603027344,89.16,74,30000,0.0007,1500,691.5784301757812
1599,402,0.0,-94146.53409922,-8.695474624633789,1.0317797660827637,-113989.4375,91.39,79,32000,0.0007,1600,1468438144.0
1699,403,6.318092346191406e-06,-94551.84326589,-8.706743240356445,1.0335109233856201,-79.28871154785156,93.75,84,34000,0.0007,1700,245.3609161376953
1799,404,0.0,-94776.516877,-8.716900825500488,1.0354716777801514,-114.287841796875,102.87,89,36000,0.0007,1800,450.4088439941406
1899,404,0.0,-95143.54357863002,-8.736255645751953,1.0381453037261963,-250.041015625,113.67,93,38000,0.0007,1900,890.3187866210938
1999,404,-1.1920928955078125e-07,-95095.41718975,-8.724364280700684,1.036327838897705,16468.111328125,121.75,98,40000,0.0007,2000,19321590.0
2099,404,2.980232238769531e-07,-94701.51123738001,-8.720622062683105,1.0355135202407837,-72.12285614013672,127.49,103,42000,0.0007,2100,220.08042907714844
2199,403,0.0003477334976196289,-94339.69305556998,-8.720819473266602,1.0354708433151245,-7.628805637359619,132.41,108,44000,0.0007,2200,0.8463175892829895
2299,405,-1.1920928955078125e-07,-93968.68472222998,-8.712272644042969,1.0338964462280273,-96646.578125,139.49,113,46000,0.0007,2300,988070848.0
2399,405,0.0,-93279.33472223,-8.732830047607422,1.0381217002868652,-111.2894515991211,144.4,118,48000,0.0007,2400,428.3988952636719
2499,405,0.0,-93220.64305556,-8.751945495605469,1.0408568382263184,-124.57823944091797,146.81,123,50000,0.0007,2500,424.2704772949219
2599,405,0.0,-93125.40555555999,-8.78134822845459,1.0457861423492432,-145970.21875,146.38,128,52000,0.0007,2600,1467303808.0
2699,405,-1.1920928955078125e-07,-93811.55555555999,-8.78855037689209,1.0475233793258667,-221.64622497558594,140.35,133,54000,0.0007,2700,832.5097045898438
