train/actor_loss,time/total_timesteps,time/fps,train/critic_loss,train/n_updates,train/learning_rate,train/ent_coef,rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,time/episodes,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
-79.63214874267578,40416,261,14326.17578125,5039,0.001,1.5010093450546265,424.5,154,0.14665770530700684,88,-13922.886366840907,,
-82.7701416015625,42336,263,9876.2880859375,5279,0.001,1.490522027015686,430.04347826086956,160,0.13488689064979553,92,-13538.367073347823,,
-208.2945556640625,46440,268,104948.0,5792,0.001,1.4778141975402832,449.3958333333333,173,-0.11021248251199722,96,-13056.342133541664,,
-333.8070068359375,48640,270,10043.95703125,6067,0.001,1.479543685913086,453.0,180,0.14362314343452454,100,-12701.124527139998,,
-291.7074890136719,50000,271,20479.375,6237,0.001,1.4653269052505493,461.5,184,-0.04328291118144989,101,-12471.551129619998,,
,50000,,,,,,,,,,,663.0,-26495.1490068
-352.07098388671875,50552,263,19301.51953125,6306,0.001,1.472423791885376,472.94,192,-0.39556217193603516,104,-11823.042406160002,,
-314.4942626953125,51800,264,12963.3046875,6462,0.001,1.5177841186523438,480.67,195,0.07663781940937042,108,-10298.12365972,,
-394.85443115234375,53560,265,16597.80859375,6682,0.001,1.5076240301132202,481.11,201,-0.0974620059132576,112,-9358.260517400002,,
-305.89398193359375,56176,268,7588.083984375,7009,0.001,1.5077747106552124,491.06,209,-0.05996716395020485,116,-7878.76148633,,
-372.58013916015625,59752,270,124207.9296875,7456,0.001,1.484417200088501,499.8,220,-0.08078937977552414,120,-7303.39392665,,
-358.029052734375,60000,271,123326.890625,7487,0.001,1.4886687994003296,495.97,221,-0.06851065158843994,121,-7281.10504138,,
,60000,,,,,,,,,,,794.4,-22978.2564186
-443.37469482421875,60488,262,11146.146484375,7548,0.001,1.5003730058670044,499.48,230,-0.6334027647972107,124,-6976.11154684,,
-409.83331298828125,61752,263,12730.5166015625,7706,0.001,1.553834319114685,478.23,233,0.006244495511054993,128,-6483.473308410001,,
-541.515625,64552,265,10478.2421875,8056,0.001,1.5057424306869507,479.61,242,0.02961181104183197,132,-6371.671395300001,,
-445.0711669921875,67240,267,9138.73046875,8392,0.001,1.4953854084014893,493.16,251,0.0330267995595932,136,-6124.3713311,,
-446.19635009765625,68200,268,11328.0830078125,8512,0.001,1.4991368055343628,504.63,254,-0.22078509628772736,140,-6004.593015739999,,
-462.6449890136719,69224,268,52347.3046875,8640,0.001,1.5440627336502075,504.36,257,0.10823856294155121,144,-6053.625076039999,,
-456.342529296875,70000,269,12607.1337890625,8737,0.001,1.5453457832336426,499.57,259,0.05048897862434387,147,-5927.294482429999,,
,70000,,,,,,,,,,,636.4,-2924.7929348000002
-506.36993408203125,71136,263,14856.640625,8879,0.001,1.526933193206787,499.15,269,0.1519024521112442,148,-5784.62929829,,
-590.0001831054688,73448,265,6836.546875,9168,0.001,1.4561599493026733,494.67,276,-0.01084369421005249,152,-5794.153501320001,,
-605.007568359375,75560,266,237879.53125,9432,0.001,1.4287840127944946,503.65,283,0.02718781679868698,156,-5575.472027940001,,
-631.6150512695312,79208,268,116643.640625,9888,0.001,1.3699607849121094,516.79,294,0.10785245895385742,160,-5449.23952618,,
-568.6138916015625,80000,269,27786.41796875,9987,0.001,1.3568397760391235,516.79,297,-0.27943041920661926,160,-5449.23952618,,
,80000,,,,,,,,,,,527.4,-2777.6582626000004
-625.5130615234375,81224,265,18692.75390625,10140,0.001,1.383847713470459,532.67,306,0.06762073934078217,164,-5328.215341659999,,
-571.893310546875,83240,266,13900.8056640625,10392,0.001,1.4059566259384155,518.27,312,0.029744185507297516,168,-4454.232903069999,,
-568.1871948242188,85272,267,9420.2119140625,10646,0.001,1.4374854564666748,521.46,318,-0.2025684416294098,172,-4148.20815984,,
-650.2806396484375,87208,268,9599.78125,10888,0.001,1.4492161273956299,519.93,324,0.2744051218032837,176,-3917.92039764,,
-723.9339599609375,90000,269,10857.0703125,11237,0.001,1.3684322834014893,523.39,333,0.13076338171958923,179,-3661.04045999,,
,90000,,,,,,,,,,,621.8,-42588.2730208
-711.1787109375,90416,265,16219.76953125,11289,0.001,1.3647570610046387,518.44,340,-0.018000662326812744,180,-3552.1615798,,
-671.5291748046875,93272,266,17759.88671875,11646,0.001,1.3578683137893677,537.47,349,-0.20321068167686462,184,-3529.09653899,,
-681.2901000976562,95288,267,11878.8681640625,11898,0.001,1.4047549962997437,555.93,355,0.14566631615161896,188,-3890.0971861299995,,
-683.3494262695312,98600,269,145447.78125,12312,0.001,1.3366607427597046,566.17,366,-0.19558215141296387,192,-4119.01210577,,
-746.15771484375,100000,269,10606.8447265625,12487,0.001,1.3996672630310059,566.17,370,0.0818544551730156,192,-4119.01210577,,
,100000,,,,,,,,,,,1000.0,2507.9647932
-736.9179077148438,102336,264,130722.640625,12779,0.001,1.3442105054855347,562.82,387,0.08163028210401535,196,-4010.2588775400004,,
-697.5980834960938,104848,265,12028.453125,13093,0.001,1.3353590965270996,559.47,394,-4.511326551437378e-05,200,-3868.8771869,,
-789.74072265625,106416,266,10036.6884765625,13289,0.001,1.3332793712615967,565.18,399,0.04810101538896561,204,-4071.46087231,,
-699.3262939453125,109128,267,12438.30078125,13628,0.001,1.3022561073303223,560.38,408,0.15132872760295868,208,-4210.14749872,,
-601.930419921875,110000,267,102184.359375,13737,0.001,1.2725417613983154,576.33,411,0.05393277108669281,210,-4073.1086293200005,,
,110000,,,,,,,,,,,898.2,-17656.1877202
-746.5070190429688,113232,263,15296.404296875,14141,0.001,1.195377230644226,583.98,429,-0.06857293099164963,212,-3970.4125806,,
-652.0589599609375,116392,264,7322.556640625,14536,0.001,1.2810122966766357,592.97,439,0.020829681307077408,216,-3944.1242112500004,,
-711.5260009765625,118288,265,8287.083984375,14773,0.001,1.2443498373031616,588.46,445,0.02015068754553795,220,-3785.37379296,,
-668.296630859375,119392,265,138621.625,14911,0.001,1.2210723161697388,584.95,449,0.14448416233062744,224,-3771.5547093299992,,
-642.8202514648438,120000,266,156169.0625,14987,0.001,1.1800862550735474,584.95,451,0.05402019992470741,224,-3771.5547093299992,,
,120000,,,,,,,,,,,645.0,-21354.4195636
-791.7760009765625,121568,263,10550.4482421875,15183,0.001,1.1699352264404297,601.39,461,-0.022868724539875984,228,-3662.5254679299996,,
-826.88427734375,125712,264,9876.5947265625,15701,0.001,1.1640517711639404,609.48,475,0.053790658712387085,232,-3696.03821004,,
-677.0393676757812,126776,264,15067.5126953125,15834,0.001,1.1626076698303223,600.98,478,0.005823468789458275,236,-3875.99769577,,
-673.393798828125,130000,266,13863.8056640625,16237,0.001,1.2617652416229248,615.21,488,0.005373919382691383,239,-4034.2202571400003,,
,130000,,,,,,,,,,,964.2,-35983.1779468
