train/actor_loss,time/total_timesteps,time/fps,train/critic_loss,train/n_updates,train/learning_rate,train/ent_coef,rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,time/episodes,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
-4265.5,1639944,253,55705.14453125,204980,0.001,2.112581968307495,61.12,6477,-0.15147987008094788,7220,10785.088523240001,,
-4401.91943359375,1640000,253,66306.859375,204987,0.001,2.114978075027466,61.12,6477,-0.10096600651741028,7220,10785.088523240001,,
,1640000,,,,,,,,,,,55.4,10768.7720528
-4391.68603515625,1640152,253,59310.67578125,205006,0.001,2.12270188331604,63.05,6479,0.04023715853691101,7224,10772.952772339999,,
-4478.30908203125,1640424,253,57515.2109375,205040,0.001,2.1292858123779297,63.05,6479,0.06397933512926102,7228,10774.906909319998,,
-4314.2568359375,1640728,253,76010.46875,205078,0.001,2.1336820125579834,63.72,6480,0.09369867295026779,7232,10771.24328737,,
-4506.04345703125,1640768,253,59062.6015625,205083,0.001,2.1343352794647217,63.46,6481,-0.005629535764455795,7236,10771.594299030001,,
-4398.29541015625,1641232,253,62033.15625,205141,0.001,2.1266727447509766,63.75,6482,0.33407050371170044,7240,10773.0594772,,
-4447.15673828125,1641488,253,69560.015625,205173,0.001,2.1026875972747803,64.3,6483,0.29210540652275085,7244,10776.995049059999,,
-4145.1923828125,1641672,253,72341.6953125,205196,0.001,2.082205057144165,64.45,6484,0.036988966166973114,7248,10777.973566339999,,
-4245.2958984375,1642056,253,62971.171875,205244,0.001,2.053586721420288,65.17,6485,0.047080155462026596,7252,10763.840293639998,,
-4065.542236328125,1642648,253,70655.0078125,205318,0.001,2.0357444286346436,66.26,6487,-0.04471983760595322,7256,10748.41893654,,
-4291.33740234375,1642952,253,109781.4140625,205356,0.001,2.0298800468444824,73.98,6487,0.12247104942798615,7260,9580.98048687,,
-4091.55029296875,1643176,253,53981.89453125,205384,0.001,2.0195062160491943,73.91,6488,0.0879087895154953,7264,9581.80935757,,
-4224.3232421875,1643328,253,53265.4140625,205403,0.001,2.012274980545044,74.32,6489,0.12617653608322144,7268,9573.53110702,,
-4109.37109375,1643600,253,76629.78125,205437,0.001,2.0017943382263184,74.36,6490,0.43478870391845703,7272,9572.50029612,,
-3872.15673828125,1643856,253,62316.71875,205469,0.001,1.9842668771743774,74.05,6491,0.2025015503168106,7276,9569.86240066,,
-4182.1845703125,1644096,253,70405.3671875,205499,0.001,1.9680830240249634,73.03,6491,0.0766521766781807,7280,9586.616069540001,,
-4507.62890625,1644600,253,51571.66015625,205562,0.001,1.934442400932312,73.3,6493,0.29979193210601807,7284,9587.277890000001,,
-3999.34423828125,1644816,253,46738.109375,205589,0.001,1.9131735563278198,74.25,6494,0.356020450592041,7288,9567.761587740002,,
-4201.3984375,1645208,253,45720.6015625,205638,0.001,1.884170651435852,74.37,6495,0.1024491935968399,7292,9553.106885379999,,
-4481.8935546875,1645840,253,67514.6640625,205717,0.001,1.8788009881973267,75.02,6498,-0.05181387811899185,7296,9537.33323736,,
-3948.889404296875,1645976,253,68704.359375,205734,0.001,1.880105972290039,72.87,6498,-0.29365891218185425,7300,9552.40835123,,
-4063.078125,1646192,253,95434.265625,205761,0.001,1.8874019384384155,73.52,6499,-0.28511589765548706,7304,9550.01262357,,
-4222.697265625,1646304,253,81786.7109375,205775,0.001,1.8935599327087402,68.99,6499,-0.16953310370445251,7308,9541.45600491,,
-4193.5986328125,1646592,253,58840.69140625,205811,0.001,1.9111980199813843,67.78,6500,-0.22472934424877167,7312,9545.875470390001,,
-4343.24755859375,1646904,253,64822.71875,205850,0.001,1.9273542165756226,66.97,6501,-0.10789825022220612,7316,9592.435151040003,,
-4124.28857421875,1646984,253,47714.8671875,205860,0.001,1.9296395778656006,67.62,6501,-0.1905541718006134,7320,9579.13547756,,
-4366.77197265625,1647320,253,135493.359375,205902,0.001,1.9364490509033203,65.97,6503,0.06718169152736664,7324,9597.421819579999,,
-4359.1708984375,1647496,253,52430.7265625,205924,0.001,1.9409278631210327,65.63,6504,0.164143905043602,7328,9594.82778643,,
-4155.283203125,1647704,253,87122.5625,205950,0.001,1.9475407600402832,65.18,6504,-0.2505776286125183,7332,9597.26823647,,
-4109.99365234375,1647816,253,71621.125,205964,0.001,1.9544895887374878,65.87,6505,-0.18219153583049774,7336,9595.84269093,,
-4190.1513671875,1648304,253,56232.234375,206025,0.001,1.9792747497558594,66.43,6506,0.03896455094218254,7340,9596.51036581,,
-4484.98486328125,1648504,253,67318.03125,206050,0.001,1.9813967943191528,74.44,6507,-0.11703650653362274,7344,9374.94102625,,
-4476.28466796875,1648648,253,292850.75,206068,0.001,1.9813942909240723,75.86,6508,0.21565786004066467,7348,9364.49214851,,
-4140.9814453125,1649008,253,46748.58984375,206113,0.001,1.9813666343688965,75.43,6509,-0.13322404026985168,7352,9374.697774189997,,
-4316.962890625,1649240,253,85639.8125,206142,0.001,1.9893687963485718,75.08,6509,0.0959835797548294,7356,9388.219153229998,,
-4126.6806640625,1649496,253,78323.171875,206174,0.001,2.0062451362609863,67.11,6510,-0.10894756019115448,7360,10564.38936059,,
-4243.7587890625,1650000,253,91525.3359375,206237,0.001,2.0494182109832764,66.48,6512,-0.22758972644805908,7363,10568.227946480001,,
,1650000,,,,,,,,,,,40.2,10979.3079068
-4408.5322265625,1650024,253,41555.74609375,206240,0.001,2.0516269207000732,66.48,6512,-0.26321280002593994,7364,10567.40988684,,
-4396.564453125,1651160,253,44291.6875,206382,0.001,2.081216335296631,66.2,6516,0.2938079237937927,7368,10564.7815347,,
-4403.21337890625,1652240,253,246184.65625,206517,0.001,2.066283702850342,73.14,6520,0.19228217005729675,7372,10442.557874810002,,
-4131.654296875,1652536,253,63200.2265625,206554,0.001,2.069018840789795,90.07,6522,-0.11922414600849152,7376,10242.02449389,,
-4181.84375,1652992,253,61857.7578125,206611,0.001,2.0866875648498535,90.64,6523,0.018031783401966095,7380,10240.184615360002,,
-4161.62109375,1653392,253,55570.6328125,206661,0.001,2.092665195465088,90.19,6524,-0.21232861280441284,7384,10237.76217102,,
-4174.35400390625,1653888,253,95341.03125,206723,0.001,2.0915188789367676,90.2,6526,0.27045780420303345,7388,10247.38995785,,
-4421.4228515625,1654296,253,58670.50390625,206774,0.001,2.0695886611938477,90.61,6527,0.1945234090089798,7392,10260.37849399,,
-4205.60546875,1654752,253,74972.34375,206831,0.001,2.0462348461151123,90.33,6529,0.031792208552360535,7396,10260.632966699999,,
-4273.2548828125,1655024,253,95899.125,206865,0.001,2.0349860191345215,86.61,6529,-0.08942554891109467,7400,10101.11211626,,
