time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
8192,746,59.16,10,-298492.96298697,1,,,,,,,,,,,
10000,347,62.64,28,-302542.32263470994,,5223035031.8,3.662109375e-05,1.0000076293945312,0.2,10,0.0009361757,2589140224.0,-4.76837158203125e-07,-12.770499024540186,0.0003,-0.0018547905980085488
16384,448,53.82,36,-279962.80722996,2,,,,,,,,,,,
20000,357,68.86,55,-332502.29921037,,5045537568.0,0.00020751953125,1.0000336170196533,0.2,20,0.0016767974,2647685632.0,0.0,-12.770626504719257,0.0003,-0.0028873197981738484
24576,396,70.39,61,-334308.44002327,3,,,,,,,,,,,
30000,343,58.85,87,-285218.84145333996,,4858715350.0,0.0,0.9998276233673096,0.2,30,0.00042987854,2169902080.0,0.0,-12.769775580614805,0.0003,-0.0012529106767033226
32768,358,67.66,91,-315823.59068108,4,,,,,,,,,,,
40000,331,55.42,120,-269707.12700796,,4905796045.6,0.0,0.9996795654296875,0.2,40,0.00047189317,2222179328.0,0.0,-12.7681661054492,0.0003,-0.0012470972393202827
40960,335,54.29,122,-269722.46531670005,5,,,,,,,,,,,
49152,319,59.99,153,-282562.03332811,6,4730047033.2,0.0,0.999226450920105,0.2,50,0.0003637001,2033148672.0,-2.384185791015625e-07,-12.765435679256916,0.0003,-0.0012609083012648625
50000,288,60.58,173,-288406.45514324,,4927971202.8,0.0,0.9991234540939331,0.2,60,0.0001252715,2670552576.0,0.0,-12.762944169342518,0.0003,-0.000896468386054039
57344,310,55.38,184,-258570.40366877,7,,,,,,,,,,,
60000,287,63.35,208,-279521.95290022,,4472024565.8,0.0,0.9988595247268677,0.2,70,0.00046095563,2151124736.0,0.0,-12.761409721523524,0.0003,-0.0011424128017097246
65536,301,59.97,217,-268359.26337144995,8,,,,,,,,,,,
70000,289,50.41,241,-252444.12991138,,4254992308.6,0.0,0.9987137317657471,0.2,80,0.0007018335,1978814848.0,-2.384185791015625e-07,-12.759532868862152,0.0003,-0.0015133545071876141
73728,298,55.99,247,-268042.30598917,9,,,,,,,,,,,
80000,290,59.8,275,-264665.88036983,,4865437868.4,0.0,0.9983132481575012,0.2,90,0.0009837023,2011055616.0,-1.1920928955078125e-07,-12.757021977007389,0.0003,-0.0019679630182508844
81920,294,63.53,278,-272606.86467375,10,,,,,,,,,,,
90000,291,54.0,309,-254178.86196238006,,4285625589.0,0.0,0.998128354549408,0.2,100,0.00063487235,2443156480.0,5.960464477539063e-08,-12.7543649867177,0.0003,-0.00125355919735739
90112,291,53.68,309,-252594.51184943,11,,,,,,,,,,,
98304,288,59.26,341,-268835.70194936,12,4569369204.0,0.0,0.9978836178779602,0.2,110,0.00045850314,2241495296.0,0.0,-12.752472612261773,0.0003,-0.0011193248275958468
100000,276,61.35,361,-279689.06966872,,4522604706.2,0.0,0.9976921081542969,0.2,120,0.0007012866,2158630912.0,0.0,-12.750499086081982,0.0003,-0.001384794823025004
106496,286,56.99,372,-256564.75723922998,13,,,,,,,,,,,
110000,277,55.85,395,-258992.78456509003,,4410292213.4,0.0,0.9977635145187378,0.2,130,0.00035870267,2397774848.0,0.0,-12.74989411085844,0.0003,-0.0009640646738262148
114688,284,62.62,403,-275452.07012286,14,,,,,,,,,,,
120000,278,50.5,431,-232335.91223559997,,4489143779.2,0.0,0.9977779388427734,0.2,140,0.00024315472,1998890880.0,0.0,-12.750287202000617,0.0003,-0.0008652920956592425
122880,281,54.41,436,-240435.71750715002,15,,,,,,,,,,,
130000,276,53.67,469,-234313.06641956003,,4279658722.2,0.0,0.9975684285163879,0.2,150,0.00048547066,2265757184.0,-1.1920928955078125e-07,-12.749464257061481,0.0003,-0.001024564755425672
131072,277,52.89,471,-232209.90367919003,16,,,,,,,,,,,
139264,275,62.03,504,-268336.49536496,17,4074949724.2,0.0,0.9972456693649292,0.2,160,0.0005001041,2518707712.0,0.0,-12.74710945636034,0.0003,-0.0012103751345421188
140000,266,62.64,525,-270184.21452711,,4131514737.2,0.0,0.9974945783615112,0.2,170,0.0005126137,2074446336.0,1.1920928955078125e-07,-12.746707674115896,0.0003,-0.0013356787254451773
147456,274,59.31,537,-258886.83429343998,18,,,,,,,,,,,
150000,267,67.8,559,-281239.50458959,,4043016260.4,0.0,0.9970295429229736,0.2,180,0.00049760303,1787765888.0,1.1920928955078125e-07,-12.74573722705245,0.0003,-0.0010414892156404675
155648,273,72.07,569,-306344.30773454,19,,,,,,,,,,,
