time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
352256,251,66.64,1401,-236505.25995309002,43,3158949596.5,0.0,0.9920749664306641,0.2,420,0.0007388395,1301225728.0,1.1920928955078125e-07,-12.699137368798256,0.0003,-0.0009507507827947847
360448,251,69.75,1433,-247329.94897836994,44,3144742242.6,4.8828125e-05,0.9916704297065735,0.2,430,0.0016338627,1502268288.0,0.0,-12.69697067514062,0.0003,-0.0018303203436516925
368640,251,79.45,1465,-266181.406876,45,3247659289.8,3.662109375e-05,0.9910047650337219,0.2,440,0.0013098994,1727803136.0,-1.1920928955078125e-07,-12.692044773697853,0.0003,-0.0016434440480225022
376832,251,71.51,1495,-246081.44376360002,46,3044682795.8,0.0,0.9907003045082092,0.2,450,0.0008354928,1679453312.0,-1.1920928955078125e-07,-12.687558475881815,0.0003,-0.0011911048353795196
385024,252,67.82,1527,-237656.23966395998,47,3009391086.6,8.544921875e-05,0.9910933375358582,0.2,460,0.0015230456,1577477120.0,-1.1920928955078125e-07,-12.68798214122653,0.0003,-0.001617142208124278
393216,252,63.28,1559,-224958.13444671,48,3128437646.5,0.00010986328125,0.9911560416221619,0.2,470,0.0014276353,1366876160.0,1.1920928955078125e-07,-12.690084373950958,0.0003,-0.0015240010623529087
401408,252,56.7,1591,-208777.95369040995,49,3047595800.2,0.0,0.9914902448654175,0.2,480,0.00051327836,1485479424.0,0.0,-12.691851641237736,0.0003,-0.000863064113582368
409600,252,65.84,1622,-233108.80704261002,50,3144354815.6,0.0,0.9911206364631653,0.2,490,0.0009816625,1302668160.0,1.1920928955078125e-07,-12.691652134805917,0.0003,-0.001306478808328393
417792,252,80.37,1653,-266001.59611163003,51,3161527163.2,1.220703125e-05,0.9909811019897461,0.2,500,0.0013368204,1519452544.0,0.0,-12.689360202103853,0.0003,-0.0014713586864672835
425984,252,66.1,1685,-229215.81884301995,52,2900556170.8,0.0,0.9910779595375061,0.2,510,0.0012679868,1389958656.0,0.0,-12.68919380530715,0.0003,-0.0014867117821268038
434176,252,64.8,1717,-225821.07515663002,53,3174230624.4,0.0,0.9911577701568604,0.2,520,0.0006883519,1893507584.0,0.0,-12.690056452155114,0.0003,-0.001070220020483248
442368,252,69.14,1748,-235845.29239326998,54,3119755378.8,0.0,0.9907868504524231,0.2,530,0.0006126951,1793868032.0,0.0,-12.688561388105153,0.0003,-0.0008628146082628518
450560,253,66.21,1780,-225070.62200281996,55,2983532348.1,0.0,0.9906508326530457,0.2,540,0.0007675429,1715157760.0,0.0,-12.686297780275344,0.0003,-0.0010897301479417365
458752,253,57.75,1811,-211173.95582264,56,2972872970.3,3.662109375e-05,0.9906274080276489,0.2,550,0.0014375105,1547699712.0,0.0,-12.685555950552224,0.0003,-0.0015881771854765248
466944,253,58.92,1843,-197848.33548501998,57,3232449053.0,0.0,0.9904241561889648,0.2,560,0.00052842236,1365206400.0,0.0,-12.684515136480332,0.0003,-0.0007933262168080546
475136,253,65.57,1875,-222015.01537172002,58,2897420626.8,0.0,0.9901767373085022,0.2,570,0.00057508243,1163924480.0,0.0,-12.682555171847344,0.0003,-0.0007606180130096618
483328,253,64.58,1908,-226679.98684303998,59,3039979226.6,3.662109375e-05,0.9903337955474854,0.2,580,0.001176283,1342797184.0,-1.1920928955078125e-07,-12.682079758495092,0.0003,-0.001317279648355907
491520,253,59.74,1942,-204787.26587236996,60,3168876836.8,3.662109375e-05,0.9900580644607544,0.2,590,0.0012297861,1887300864.0,-1.1920928955078125e-07,-12.681603543460369,0.0003,-0.0013548678092774936
499712,252,61.79,1976,-213722.52205641998,61,2958760393.2,0.0,0.989818274974823,0.2,600,0.00040706093,1323972864.0,-1.1920928955078125e-07,-12.679254442453384,0.0003,-0.000768690243785386
507904,252,67.74,2008,-223700.76557780002,62,2952360360.7,0.0,0.9895962476730347,0.2,610,0.0008547156,1696440576.0,-1.1920928955078125e-07,-12.677017208188772,0.0003,-0.0011850044051243459
516096,252,67.71,2041,-225804.79403651998,63,2788558381.1,4.8828125e-05,0.9897936582565308,0.2,620,0.0013547319,1146991488.0,-1.1920928955078125e-07,-12.6768221616745,0.0003,-0.001413866578877787
524288,252,60.13,2072,-217867.12660437997,64,2867896927.6,0.0,0.9894037246704102,0.2,630,0.00096226914,1497873664.0,0.0,-12.676047077775001,0.0003,-0.0011274992713879329
532480,252,74.38,2106,-232515.10497145006,65,3250300301.6,0.000390625,0.9889174699783325,0.2,640,0.002075237,1689691904.0,1.1920928955078125e-07,-12.672082556039095,0.0003,-0.0022448107480158796
540672,252,68.0,2142,-211823.65849573002,66,2651799193.7,0.0,0.9888184070587158,0.2,650,0.00063952256,1319989248.0,0.0,-12.66935499086976,0.0003,-0.0008729687211598503
548864,251,65.89,2178,-228865.71856664005,67,2594443454.6,0.0,0.9888023734092712,0.2,660,0.0007041925,1395494656.0,0.0,-12.66873752847314,0.0003,-0.0009621759923902573
557056,251,67.6,2213,-227238.71121860002,68,3001336694.5,0.0,0.9883023500442505,0.2,670,0.0007986515,1394445952.0,0.0,-12.666478005051612,0.0003,-0.0011438266046752688
565248,251,74.31,2247,-242435.37798597998,69,2868902503.1,0.0,0.987583577632904,0.2,680,0.0010258632,1465320448.0,0.0,-12.660907407104968,0.0003,-0.0012027458225929877
573440,251,70.58,2280,-226210.37942583003,70,2829722708.1,0.0,0.9875335693359375,0.2,690,0.0005121008,1941917696.0,0.0,-12.657351056486368,0.0003,-0.0007486441008950351
581632,251,65.38,2312,-208903.95716071996,71,2771486947.5,0.0,0.9868891835212708,0.2,700,0.0006005233,1584426240.0,0.0,-12.65413713902235,0.0003,-0.0008777941362495767
589824,251,69.77,2343,-228093.35608483,72,2857498003.8,0.00030517578125,0.9862980246543884,0.2,710,0.002009003,1427909120.0,0.0,-12.64858241006732,0.0003,-0.0018129666743334383
598016,251,65.43,2375,-224793.88277141002,73,2845000895.1,0.0,0.9859180450439453,0.2,720,0.0007599269,1302757120.0,0.0,-12.644064627587795,0.0003,-0.0011252928285102825
606208,251,70.93,2407,-223442.75020011998,74,2941176421.0,0.0,0.9855237603187561,0.2,730,0.0004197179,1470255488.0,0.0,-12.640481786429882,0.0003,-0.0007953749158332357
614400,251,65.61,2439,-213031.50177336,75,2665566292.2,0.0,0.9853836894035339,0.2,740,0.00084904244,1182039040.0,0.0,-12.638064689934254,0.0003,-0.001009328854343039
622592,251,62.69,2472,-202372.94980518,76,2734414403.3,1.220703125e-05,0.9852426648139954,0.2,750,0.0012366825,1357854208.0,-2.384185791015625e-07,-12.63680581599474,0.0003,-0.0012208131520310417
630784,251,62.53,2507,-205063.83347928,77,2696765941.7,6.103515625e-05,0.9851887822151184,0.2,760,0.0014561056,1095094144.0,-1.1920928955078125e-07,-12.635729721933604,0.0003,-0.0015163149560976307
638976,251,66.18,2541,-214329.84111709998,78,2798191115.7,4.8828125e-05,0.9851371049880981,0.2,770,0.0012597202,1421184128.0,-2.384185791015625e-07,-12.635180618613958,0.0003,-0.0012536153582914267
647168,251,67.45,2575,-216315.48235293,79,2820956172.9,0.0,0.984936535358429,0.2,780,0.00089573866,1244677120.0,-1.1920928955078125e-07,-12.634110446274281,0.0003,-0.00105226739506179
655360,251,69.55,2609,-210562.67313141,80,2891741580.6,0.0,0.9842608571052551,0.2,790,0.0006773423,1740524544.0,1.1920928955078125e-07,-12.63009654134512,0.0003,-0.0009542332740238635
663552,250,58.9,2644,-200921.91998771002,81,2531371136.6,9.765625e-05,0.9842407703399658,0.2,800,0.0015529137,1433483008.0,0.0,-12.62675808519125,0.0003,-0.0015730003324279096
671744,250,62.95,2678,-210864.19894059002,82,2810058432.6,0.0,0.9839733839035034,0.2,810,0.0011094194,1544740352.0,1.1920928955078125e-07,-12.625577979534864,0.0003,-0.0012801309560018126
679936,250,62.58,2713,-211356.67652197005,83,2882497002.5,6.103515625e-05,0.9837676286697388,0.2,820,0.0013800211,1355498368.0,1.1920928955078125e-07,-12.623371113836765,0.0003,-0.0013836875052220421
688128,250,69.9,2748,-208824.30667802002,84,2871313872.4,0.0,0.9839625954627991,0.2,830,0.000999355,1190923264.0,1.1920928955078125e-07,-12.623101116716862,0.0003,-0.0011814461942776689
696320,250,57.81,2782,-201923.48157466,85,2591100581.8,0.00010986328125,0.9839518070220947,0.2,840,0.0015969304,1129041408.0,1.7881393432617188e-07,-12.62397920563817,0.0003,-0.0014629389723268104
704512,250,59.3,2815,-201283.24666596,86,2905982337.7,0.0,0.9836705327033997,0.2,850,0.0006705506,1246776704.0,0.0,-12.622590406984092,0.0003,-0.0008594865139457397
712704,250,62.84,2849,-213872.5069979,87,2827059942.8,1.220703125e-05,0.9835203886032104,0.2,860,0.0010633292,1430927744.0,1.1920928955078125e-07,-12.62058176472783,0.0003,-0.0013212601646955592
720896,250,59.12,2882,-196731.92360111006,88,2901934072.7,0.0,0.9830998182296753,0.2,870,0.0008464119,1170892672.0,0.0,-12.61809294000268,0.0003,-0.0010514475776290054
729088,249,62.19,2916,-196443.67150504998,89,2819382493.9,0.0,0.9827499389648438,0.2,880,0.00062664365,1189830912.0,0.0,-12.614510709792375,0.0003,-0.000919040324879461
737280,249,60.85,2950,-198817.17331009,90,2676807630.4,0.000390625,0.9824315309524536,0.2,890,0.0018551517,1334796800.0,1.1920928955078125e-07,-12.611376656591892,0.0003,-0.001824293278332334
745472,249,70.04,2983,-209902.29738151,91,2762151889.3,3.662109375e-05,0.9823253750801086,0.2,900,0.0012470514,1278966016.0,0.0,-12.609444687515497,0.0003,-0.0012829055194742978
753664,249,58.0,3016,-191728.48197521002,92,2576826966.4,9.765625e-05,0.9822084903717041,0.2,910,0.0014080594,1355531520.0,0.0,-12.60839002802968,0.0003,-0.001360152508277679
761856,249,56.46,3049,-180104.24079083,93,2873996102.2,0.000146484375,0.9821779727935791,0.2,920,0.0014441684,1574388864.0,1.1920928955078125e-07,-12.607693815976381,0.0003,-0.0014208173430233727
770048,249,56.12,3084,-185020.41759347997,94,2732701931.7,8.544921875e-05,0.9818714261054993,0.2,930,0.001295925,1177290240.0,0.0,-12.60615311935544,0.0003,-0.0013751899354247144
778240,249,56.57,3118,-189093.28918486997,95,2796064224.2,2.44140625e-05,0.9814548492431641,0.2,940,0.0011099942,1191740416.0,1.7881393432617188e-07,-12.602742613106965,0.0003,-0.0013027137963945278
786432,249,76.7,3152,-225365.62952463,96,2623870943.3,0.0001220703125,0.9811050891876221,0.2,950,0.0019144473,1477742720.0,1.1920928955078125e-07,-12.599156172573567,0.0003,-0.0018584876987006282
794624,249,68.66,3186,-215998.84169193,97,2442245712.2,7.32421875e-05,0.9811275601387024,0.2,960,0.0012470922,940481984.0,0.0,-12.597648729383945,0.0003,-0.0013489522669260622
802816,249,61.43,3220,-194371.81632239,98,2783013772.1,1.220703125e-05,0.9806900024414062,0.2,970,0.0008932261,1370682112.0,-1.1920928955078125e-07,-12.595760541409254,0.0003,-0.001039165885958937
811008,249,61.99,3253,-198587.14751699,99,2529358379.2,0.00184326171875,0.9801934361457825,0.2,980,0.0028411534,1203320064.0,0.0,-12.591391046345233,0.0003,-0.0024625269070384093
819200,249,61.98,3287,-189887.99188616005,100,2660166942.6,0.0,0.979610025882721,0.2,990,0.0005133572,1333480704.0,0.0,-12.586456983536483,0.0003,-0.0008902509573090356
827392,249,62.65,3321,-190604.15274987006,101,2572246215.3,2.44140625e-05,0.979330837726593,0.2,1000,0.0009656735,1197466752.0,0.0,-12.582571268081665,0.0003,-0.0011175502451806097
835584,249,60.83,3355,-188714.79032632,102,2548011315.2,0.00057373046875,0.9790299534797668,0.2,1010,0.0018773836,1259830272.0,0.0,-12.57985270768404,0.0003,-0.0015623937000782463
843776,248,66.77,3390,-205556.62071323,103,2663683106.6,6.103515625e-05,0.9793347120285034,0.2,1020,0.0012628265,1361648896.0,1.1920928955078125e-07,-12.579910229891539,0.0003,-0.001262163285718998
851968,248,65.94,3424,-195207.22511204996,104,2571841565.7,9.765625e-05,0.9794132709503174,0.2,1030,0.0012745953,1226226176.0,1.1920928955078125e-07,-12.581421195715667,0.0003,-0.0012053215228661428
860160,248,67.95,3458,-202404.52426245,105,2474706635.3,0.0,0.9788322448730469,0.2,1040,0.00082349824,1021062592.0,0.0,-12.579119218885898,0.0003,-0.0010095205663674279
868352,248,61.53,3492,-187804.92404724995,106,2655102787.8,1.220703125e-05,0.9779747724533081,0.2,1050,0.00091705436,1219369344.0,0.0,-12.572466541826724,0.0003,-0.0011298783570964587
876544,248,59.79,3526,-194784.28056927,107,2528454923.8,0.0006103515625,0.9778851270675659,0.2,1060,0.0021977192,1322140928.0,0.0,-12.568096435070037,0.0003,-0.0018888401627918938
884736,248,69.77,3559,-217150.46837683005,108,2707972294.2,6.103515625e-05,0.9774551391601562,0.2,1070,0.0012431226,1430441856.0,-1.1920928955078125e-07,-12.565617919713258,0.0003,-0.0013154039617802483
892928,248,68.12,3593,-212311.70609246,109,2638712919.2,0.000390625,0.9773814082145691,0.2,1080,0.0018534651,1270218880.0,0.0,-12.563236191868782,0.0003,-0.0017652000202360795
901120,248,49.21,3627,-168785.60210373,110,2549439096.7,0.00028076171875,0.9770737886428833,0.2,1090,0.0020072695,1313649920.0,0.0,-12.561471474915743,0.0003,-0.0020605901114322477
909312,248,66.5,3661,-193825.89494658995,111,2726353205.8,2.44140625e-05,0.9766018986701965,0.2,1100,0.0012463392,1353099264.0,1.1920928955078125e-07,-12.557746058702469,0.0003,-0.0013116231948515633
917504,248,60.41,3695,-184137.26322615,112,2386485249.1,0.0001220703125,0.9762399792671204,0.2,1110,0.0014143772,1065246464.0,0.0,-12.553976614028215,0.0003,-0.0013092511129798368
925696,248,75.08,3729,-207377.66055112003,113,2546886540.2,0.0,0.9759186506271362,0.2,1120,0.00044178104,1093596800.0,0.0,-12.550794932991266,0.0003,-0.0007536806777352467
933888,248,59.23,3764,-190077.53123445,114,2285017379.2,0.00020751953125,0.9756661653518677,0.2,1130,0.0014570394,1281023744.0,0.0,-12.548127344995738,0.0003,-0.0013818445822835201
942080,248,61.66,3796,-177499.54842501,115,2633126526.3,0.0,0.9751977920532227,0.2,1140,0.0006741504,1207779712.0,0.0,-12.544765567034483,0.0003,-0.0009766048289748142
950272,248,70.92,3829,-197885.10124975,116,2453674246.0,1.220703125e-05,0.9750750064849854,0.2,1150,0.0013317865,1394712960.0,0.0,-12.541875223070383,0.0003,-0.0014091024286244647
958464,248,64.38,3861,-190815.43511080006,117,2310297695.1,0.00032958984375,0.9749619364738464,0.2,1160,0.0016171352,1053125376.0,0.0,-12.5407550342381,0.0003,-0.0016345965668733697
966656,248,68.96,3892,-203937.61206175,118,2447981529.5,0.00020751953125,0.9747539162635803,0.2,1170,0.0016979952,1182444288.0,-1.1920928955078125e-07,-12.539263981580735,0.0003,-0.0015248374533257448
974848,248,61.27,3922,-187767.86973017003,119,2396868314.1,8.544921875e-05,0.9744179248809814,0.2,1180,0.001430308,1328736256.0,0.0,-12.536671039462089,0.0003,-0.0013862714058632264
983040,248,67.51,3953,-193627.26918201003,120,2507251365.9,0.00072021484375,0.9741524457931519,0.2,1190,0.0019045973,1097157760.0,0.0,-12.533774825930596,0.0003,-0.0015333059047407005
991232,248,57.21,3982,-188767.19797549,121,2358920143.1,0.0,0.973786473274231,0.2,1200,0.00042957562,1443806464.0,0.0,-12.530895194411277,0.0003,-0.0007244534366691368
999424,249,73.49,4012,-205259.76255208004,122,2634505937.2,0.0,0.973709762096405,0.2,1210,0.0010023284,1149788416.0,0.0,-12.528785728663205,0.0003,-0.0013390324522333686
1007616,249,64.53,4043,-187342.57985957002,123,2271498303.6,0.0001220703125,0.9734789729118347,0.2,1220,0.0015253696,1249049088.0,0.0,-12.527279169857502,0.0003,-0.0014759507488633973
