train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/n_updates,time/episodes,train/actor_loss,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean
8954619.0,-11.876304626464844,145.18,39.40802764892578,0.001,13779,844,24003.193359375,376,55220,146,-98179.6125
12198368.0,-17.140796661376953,145.7,40.60955047607422,0.001,13987,848,26246.93359375,381,56052,146,-98394.5625
11433794.0,-11.770023345947266,148.08,41.85163497924805,0.001,14205,852,28808.91796875,387,56924,146,-98317.0625
12503852.0,-11.793954849243164,146.38,42.61099624633789,0.001,14337,856,30149.8828125,391,57452,146,-98159.4875
10377460.0,-7.129522323608398,159.6,45.89651107788086,0.001,14962,860,29427.0546875,408,59952,146,-98292.5125
8158876.0,-4.772187232971191,174.24,47.05714797973633,0.001,15220,864,31065.41015625,415,60984,146,-98182.5125
14099435.0,-5.247069358825684,184.25,48.44380569458008,0.001,15613,868,30976.6484375,425,62556,146,-98246.025
8427506.0,-5.619601726531982,190.37,49.28492736816406,0.001,15840,872,31909.525390625,431,63464,146,-98192.3
11717928.0,-2.4787402153015137,203.6,50.6242561340332,0.001,16332,876,31674.796875,445,65432,147,-98102.025
13705577.0,-2.245994806289673,208.52,51.1639289855957,0.001,16707,880,31411.857421875,455,66932,147,-97923.85
6322944.5,-4.209795951843262,209.89,51.36642074584961,0.001,16864,884,28267.9609375,459,67560,147,-97939.875
6628248.5,-1.8167539834976196,219.22,51.48149490356445,0.001,17017,888,34246.265625,463,68172,147,-97136.275
6635747.5,0.04991418123245239,224.15,51.71578598022461,0.001,17289,892,29664.65234375,470,69260,147,-97076.2
9921778.0,-0.37359941005706787,228.92,51.8966064453125,0.001,17477,896,33547.3671875,476,70012,147,-96917.675
5989211.0,1.054152488708496,233.14,52.05387878417969,0.001,17716,900,33852.0703125,482,70968,147,-96959.8
6614795.0,-0.5139240622520447,240.6,52.028072357177734,0.001,18089,904,32164.6015625,492,72460,147,-97238.175
7118455.5,-1.9426708221435547,249.61,52.090118408203125,0.001,18373,908,36912.2890625,500,73596,147,-97197.0125
7527583.0,-0.06814667582511902,252.12,51.8905029296875,0.001,18763,912,37040.3984375,510,75156,147,-97007.6375
2895903.0,0.04913941025733948,261.21,51.46870803833008,0.001,19181,916,33558.84375,522,76828,147,-97083.9875
9217666.0,2.049111843109131,269.31,51.25764846801758,0.001,19318,920,38881.97265625,525,77376,147,-97273.3125
5144094.0,2.267944574356079,270.74,50.85797119140625,0.001,19509,924,35055.01171875,531,78140,147,-97706.0125
10977289.0,2.553623676300049,276.66,50.19507598876953,0.001,19833,928,39076.421875,539,79436,147,-97864.9125
