rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/n_updates
142.87755102040816,1,-98476.38605442856,17,8192,472,,,,,,,,,,,
147.09,2,-99093.49722222,40,16384,405,0.004372221,-0.0028590130277734715,419172000.0,0.2,-2.7418136596679688e-06,0.9988218545913696,0.0003,514322164.790625,-8.510570848733186,0.01995849609375,10
169.31,3,-98912.40583333,63,24576,385,0.003948907,-0.0019412446028582054,272820480.0,0.2,-1.1920928955078125e-07,0.9965475797653198,0.0003,609214956.61875,-8.499771855026484,0.00880126953125,20
179.5,4,-98608.30416667,87,32768,375,0.0040432066,-0.0018264199439727235,153844544.0,0.2,-7.033348083496094e-06,0.9958833456039429,0.0003,448149809.1,-8.491990561038255,0.01558837890625,30
195.96,5,-98446.58305556,110,40960,370,0.0038712698,-0.0027097603102447464,205707136.0,0.2,1.1324882507324219e-06,0.9937379360198975,0.0003,395644940.775,-8.482356955111026,0.0216796875,40
175.49,6,-98993.2625,133,49152,367,0.0043842634,-0.0026963168958900495,274582272.0,0.2,-1.3113021850585938e-06,0.9940509796142578,0.0003,498863660.696875,-8.476970538496971,0.02279052734375,50
186.45,7,-99835.7625,157,57344,365,0.004465584,-0.0023476223526813556,446102752.0,0.2,-1.1920928955078125e-07,0.9937433004379272,0.0003,518978615.5,-8.478510409593582,0.01944580078125,60
196.25,8,-99295.26555555999,181,65536,361,0.005260732,-0.003412135365215363,339756928.0,0.2,1.1920928955078125e-07,0.9924283027648926,0.0003,387925959.15625,-8.472205390781165,0.03079833984375,70
184.34,9,-99175.86555556,204,73728,360,0.0031219816,-0.0009996019449317827,57119604.0,0.2,-1.1920928955078125e-07,0.989639163017273,0.0003,439537185.653125,-8.460207504034042,0.00316162109375,80
181.97,10,-99462.59230769,228,81920,359,0.004067283,-0.0022400308032956675,249476896.0,0.2,5.960464477539063e-08,0.9894668459892273,0.0003,521424154.0125,-8.451130331307649,0.0141845703125,90
184.29,11,-99776.07980769001,250,90112,359,0.0042104935,-0.002692185827254434,176858096.0,0.2,5.960464477539063e-08,0.9895181655883789,0.0003,428635562.565625,-8.451007705181837,0.016748046875,100
186.57,12,-99480.68611111,274,98304,358,0.0033078915,-0.0019171948588336818,171278592.0,0.2,0.0,0.9890012741088867,0.0003,446529768.2109375,-8.448847081512213,0.01158447265625,110
178.25,13,-99189.31277778,299,106496,355,0.0037499194,-0.001261502336274134,251649216.0,0.2,0.0,0.9894261360168457,0.0003,460653323.19375,-8.449222174286842,0.00582275390625,120
181.57,14,-99211.53916667,322,114688,355,0.004608509,-0.0027146101485413963,169690144.0,0.2,-1.1920928955078125e-07,0.9903395175933838,0.0003,505578468.40625,-8.452788765728474,0.01905517578125,130
185.89,15,-99263.93416666001,344,122880,356,0.0038751368,-0.0025640931933594404,249873344.0,0.2,5.960464477539063e-08,0.990433394908905,0.0003,457347422.7921875,-8.455892204493285,0.01329345703125,140
199.31,16,-99265.56749999002,368,131072,355,0.005368927,-0.0033450569353590254,78389304.0,0.2,1.7881393432617188e-07,0.9901784658432007,0.0003,425933844.5125,-8.455442263185978,0.03486328125,150
192.97,17,-99226.90416666001,391,139264,355,0.0037298827,-0.0029166744912799913,200043856.0,0.2,0.0,0.9853255152702332,0.0003,417868524.634375,-8.439170650392771,0.0118408203125,160
198.99,18,-99906.7825,415,147456,355,0.0036264374,-0.0016334754734998568,239827360.0,0.2,0.0,0.9855963587760925,0.0003,426917238.39375,-8.4255396053195,0.01209716796875,170
197.7,19,-100017.3575,438,155648,354,0.0045050858,-0.0021551999172515933,218167616.0,0.2,0.0,0.9868316650390625,0.0003,438443262.834375,-8.431266035139561,0.02054443359375,180
