time/time_elapsed,train/critic_loss,train/ent_coef,train/n_updates,train/actor_loss,train/ent_coef_loss,time/fps,train/learning_rate,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean
2,414.4844055175781,1.0063655376434326,75,54.87891387939453,-0.05141385272145271,146,0.0001,404,4,79.75,-98287.5
5,42.186363220214844,1.008563756942749,157,48.76484680175781,-0.05248153582215309,138,0.0001,732,8,71.625,-96872.03125
8,2.8726143836975098,1.0117236375808716,261,58.39944076538086,-0.0766277015209198,136,0.0001,1148,12,77.75,-98211.35416666667
13,822.704345703125,1.01828932762146,427,70.7237548828125,-0.11942113190889359,134,0.0001,1812,16,89.75,-97710.390625
16,588.5051879882812,1.022778034210205,523,77.66668701171875,-0.14535382390022278,134,0.0001,2196,20,99.7,-97945.3125
18,607.8701171875,1.0263197422027588,594,82.69625091552734,-0.17648372054100037,133,0.0001,2480,24,101.04166666666667,-98465.67708333333
24,393.09698486328125,1.0306378602981567,787,81.83912658691406,-0.019565032795071602,133,0.0001,3252,28,102.82142857142857,-98107.23214285714
28,607.7277221679688,1.0317935943603516,910,86.29766845703125,-0.030520986765623093,133,0.0001,3744,32,110.65625,-97570.9375
31,588.257080078125,1.0331330299377441,1028,92.15205383300781,-0.029852410778403282,132,0.0001,4216,36,107.16666666666667,-97360.625
35,392.9809265136719,1.034549593925476,1146,97.12179565429688,-0.02863810583949089,131,0.0001,4688,40,111.875,-97777.8125
43,607.6570434570312,1.037563681602478,1370,105.70360565185547,-0.044997088611125946,129,0.0001,5584,44,119.70454545454545,-96713.36101397728
48,197.9688262939453,1.040108323097229,1538,110.55416870117188,-0.049532078206539154,129,0.0001,6256,48,125.1875,-97140.99759614584
51,783.2932739257812,1.0420397520065308,1654,115.35282897949219,-0.05710740014910698,129,0.0001,6720,52,125.38461538461539,-97458.42085798077
54,22.425683975219727,1.0437167882919312,1752,117.47735595703125,-0.04716387018561363,130,0.0001,7112,56,122.44642857142857,-97513.19883241072
60,22.501873016357422,1.0469213724136353,1929,120.815673828125,-0.04369821399450302,130,0.0001,7820,60,123.76666666666667,-97432.94391025
65,471.1648864746094,1.0507527589797974,2103,124.76411437988281,-0.07168033719062805,130,0.0001,8516,64,128.6875,-97045.23046875
68,607.7401123046875,1.053313136100769,2221,127.8428955078125,-0.052086979150772095,130,0.0001,8988,68,129.52941176470588,-97117.80882352941
73,588.251708984375,1.0574305057525635,2385,131.5528564453125,-0.04353885352611542,130,0.0001,9644,72,129.36111111111111,-97049.9560185139
79,412.7384948730469,1.0621633529663086,2559,136.30691528320312,-0.08740754425525665,130,0.0001,10340,76,133.1315789473684,-97177.62280701316
83,237.1507110595703,1.0667970180511475,2717,137.1122589111328,-0.06411342322826385,130,0.0001,10972,80,132.8625,-97122.7416666625
88,198.11276245117188,1.0718978643417358,2881,142.29051208496094,-0.07979600131511688,130,0.0001,11628,84,134.75,-97341.42063491668
93,22.724763870239258,1.0769295692443848,3029,141.19235229492188,-0.05680329352617264,130,0.0001,12220,88,135.3068181818182,-97184.83143938637
98,198.21067810058594,1.0820982456207275,3174,145.72630310058594,-0.09185361862182617,130,0.0001,12800,92,135.41304347826087,-97136.17028984784
100,393.2033386230469,1.0843851566314697,3236,147.65951538085938,-0.17902350425720215,130,0.0001,13048,96,135.39583333333334,-96770.18836805208
103,198.26060485839844,1.0888835191726685,3346,147.69349670410156,-0.05571713298559189,129,0.0001,13488,100,133.64,-96733.05583333
107,802.5980834960938,1.094264030456543,3472,152.05967712402344,-0.0789535790681839,129,0.0001,13992,104,134.23,-96633.90583333
111,432.2974853515625,1.0983830690383911,3574,151.65109252929688,-0.037402112036943436,129,0.0001,14400,108,137.64,-96455.59093434
114,237.25767517089844,1.1043452024459839,3690,154.05166625976562,-0.03542335703969002,129,0.0001,14864,112,137.7,-95951.25760101
117,217.7693634033203,1.1083829402923584,3772,151.4864501953125,-0.07984071224927902,129,0.0001,15192,116,136.23,-95935.87010101
121,607.8524780273438,1.1158653497695923,3909,158.21615600585938,-0.1586381494998932,129,0.0001,15740,120,133.88,-95910.09510101
123,393.3874206542969,1.1195321083068848,3972,157.08834838867188,-0.09277020394802094,129,0.0001,15992,124,132.03,-95790.45760101
127,22.806100845336914,1.1261779069900513,4096,159.00511169433594,-0.09725934267044067,129,0.0001,16488,128,134.21,-95800.62010101
130,802.7662353515625,1.1318073272705078,4193,159.30917358398438,-0.1635996550321579,129,0.0001,16876,132,129.79,-95867.62010101
131,198.367431640625,1.1356201171875,4257,159.24258422851562,-0.10923558473587036,129,0.0001,17132,136,131.6,-95888.17843434
137,393.5356750488281,1.1460957527160645,4412,160.80825805664062,-0.19196295738220215,129,0.0001,17752,140,128.89,-95559.22010101
141,218.1074981689453,1.153671383857727,4528,162.77886962890625,-0.17384794354438782,129,0.0001,18216,144,127.44,-95772.14125485999
144,393.3518371582031,1.1610252857208252,4634,164.85829162597656,-0.1812027096748352,129,0.0001,18640,148,124.61,-95634.74125486
147,393.52197265625,1.1694726943969727,4750,166.72445678710938,-0.09577508270740509,129,0.0001,19104,152,123.31,-95509.92875486
150,3.533998966217041,1.1751879453659058,4828,166.43951416015625,-0.10455508530139923,129,0.0001,19416,156,124.0,-95621.11625486
154,218.1737060546875,1.1845006942749023,4951,168.58779907226562,-0.15987789630889893,129,0.0001,19908,160,122.01,-95701.22875486
156,608.0753173828125,1.1923741102218628,5048,167.75222778320312,-0.059710364788770676,129,0.0001,20296,164,120.11,-95598.76760101
159,23.186967849731445,1.1995136737823486,5132,171.01890563964844,-0.12275724858045578,129,0.0001,20632,168,116.62,-95487.40510101002
161,803.3317260742188,1.2046152353286743,5197,167.42984008789062,-0.14147453010082245,129,0.0001,20892,172,114.68,-95378.40926768
166,588.7222290039062,1.218840479850769,5358,170.27090454101562,-0.13222739100456238,129,0.0001,21536,176,110.82,-95025.03426768
168,218.46017456054688,1.226353645324707,5447,173.58218383789062,-0.1556715965270996,129,0.0001,21892,180,111.23,-95004.87176768002
170,413.2120056152344,1.230986475944519,5507,171.9206085205078,-0.22215741872787476,129,0.0001,22132,184,107.09,-94756.90926768
174,588.7572021484375,1.2433245182037354,5644,175.99404907226562,-0.2887066602706909,129,0.0001,22680,188,105.04,-94730.60926768002
177,237.8282928466797,1.2531013488769531,5742,175.9573974609375,-0.15534843504428864,129,0.0001,23072,192,103.07,-94609.33426768
181,413.5414123535156,1.2635365724563599,5847,175.60983276367188,-0.30137765407562256,129,0.0001,23492,196,102.75,-94816.89260101
186,198.91046142578125,1.2796084880828857,6004,178.32559204101562,-0.18868669867515564,129,0.0001,24120,200,105.26,-94734.04260101
189,218.3876953125,1.2928508520126343,6135,178.78152465820312,-0.05606251209974289,129,0.0001,24644,204,105.06,-94732.89260101
193,199.19325256347656,1.3050802946090698,6249,178.31663513183594,-0.11306332051753998,129,0.0001,25100,208,102.71,-95027.9325
199,43.46004104614258,1.3265578746795654,6445,182.14974975585938,-0.2761441767215729,129,0.0001,25884,212,107.12,-95036.73275252001
202,4.230566501617432,1.336361289024353,6535,185.64186096191406,-0.12997236847877502,129,0.0001,26244,216,109.74,-94832.48775252
207,608.5562133789062,1.3569415807724,6727,183.07638549804688,-0.26129350066185,129,0.0001,27012,220,111.7,-94733.18775252
