time/episodes,train/n_updates,train/critic_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/learning_rate,train/ent_coef_loss,time/fps,train/ent_coef
4,68,199.01321411132812,376,1,-100412.5,42.25,94.83949279785156,0.0003,-0.484113872051239,241,1.0169404745101929
8,108,393.98828125,536,2,-100581.25,59.125,101.03870391845703,0.0003,-0.7325912117958069,233,1.027111291885376
12,195,589.2901000976562,884,3,-100531.66666666667,54.166666666666664,107.97067260742188,0.0003,-1.1248879432678223,228,1.0484813451766968
16,278,784.7623901367188,1216,5,-99406.25,69.0625,123.53952026367188,0.0003,-1.595487117767334,214,1.0699591636657715
20,447,590.1511840820312,1892,8,-99748.5,77.8,155.00375366210938,0.0003,-2.4287590980529785,214,1.1178165674209595
24,598,200.324462890625,2496,12,-99964.16666666667,82.375,187.0351104736328,0.0003,-3.4185428619384766,206,1.164959192276001
28,656,590.6406860351562,2728,13,-99828.21428571429,92.64285714285714,200.16941833496094,0.0003,-3.6619625091552734,207,1.1837897300720215
32,702,200.59854125976562,2912,14,-99930.3125,89.25,209.63372802734375,0.0003,-4.273063659667969,203,1.1990457773208618
36,785,610.0625,3244,16,-99749.23611111111,89.36111111111111,230.88316345214844,0.0003,-4.704183101654053,194,1.2271926403045654
40,887,785.4725952148438,3652,18,-99844.8125,87.575,249.37710571289062,0.0003,-5.037260055541992,196,1.2635923624038696
44,983,980.4810791015625,4036,20,-99699.375,86.47727272727273,275.7655944824219,0.0003,-5.805916786193848,198,1.2986887693405151
48,1043,1565.03173828125,4276,21,-99793.38541666667,86.25,290.01800537109375,0.0003,-6.271627902984619,199,1.3213438987731934
52,1185,999.9666748046875,4844,24,-99682.93269230769,86.51923076923077,327.7204284667969,0.0003,-7.030595779418945,199,1.3765588998794556
56,1232,221.8405303955078,5032,25,-99603.97321428571,88.10714285714286,339.7619323730469,0.0003,-7.376668930053711,200,1.3954616785049438
60,1335,591.7803344726562,5444,28,-99675.875,86.85,366.89019775390625,0.0003,-7.9293975830078125,194,1.4379892349243164
64,1433,397.2226257324219,5836,29,-99772.6953125,89.140625,390.35400390625,0.0003,-9.157649993896484,194,1.4797310829162598
68,1517,786.838623046875,6172,31,-99822.97794117648,87.6470588235294,417.97528076171875,0.0003,-10.091422080993652,194,1.5168408155441284
72,1724,651.1277465820312,7000,35,-99471.20370370832,88.84722222222223,477.8819580078125,0.0003,-10.66752815246582,197,1.611800193786621
76,1917,399.59271240234375,7772,39,-99310.28508772368,91.76315789473684,537.5989990234375,0.0003,-11.850641250610352,196,1.7063580751419067
80,1995,438.22088623046875,8084,41,-99085.14583333749,99.075,561.8096923828125,0.0003,-11.848886489868164,196,1.7463059425354004
84,2101,613.5762329101562,8508,43,-98938.74007936905,99.58333333333333,592.2959594726562,0.0003,-12.902124404907227,194,1.8020455837249756
88,2203,613.6888427734375,8916,45,-98907.67518939772,98.70454545454545,620.466796875,0.0003,-13.313791275024414,195,1.8572627305984497
92,2305,401.0510559082031,9324,48,-98893.64583333695,99.17391304347827,660.7284545898438,0.0003,-14.789618492126465,192,1.9141616821289062
96,2372,207.16412353515625,9592,49,-98973.59809028124,98.46875,662.959228515625,0.0003,-10.997644424438477,193,1.9510955810546875
100,2494,594.22705078125,10080,51,-98864.20416667,99.61,600.559814453125,0.0003,2.9498367309570312,193,1.975197196006775
104,2650,594.0391235351562,10704,54,-98788.94166667,102.11,611.0408325195312,0.0003,2.9455418586730957,194,1.955488920211792
108,2795,13.208416938781738,11284,57,-98810.14166667,104.23,617.2012329101562,0.0003,2.8699259757995605,195,1.9350852966308594
112,2887,594.4077758789062,11652,60,-98448.24166667,108.75,605.6600341796875,0.0003,6.541763782501221,193,1.918233871459961
116,3071,420.40679931640625,12388,63,-98447.54166666999,108.4,609.5462036132812,0.0003,6.128661155700684,194,1.857261300086975
120,3200,614.55078125,12904,66,-98254.66666666999,109.69,609.9586181640625,0.0003,5.888791084289551,193,1.813452124595642
124,3305,207.6534423828125,13324,68,-97973.94166667,111.86,601.403564453125,0.0003,5.747682094573975,193,1.7773147821426392
128,3406,15.454305648803711,13728,71,-97950.24166667,109.41,615.1112060546875,0.0003,5.477734565734863,192,1.7421919107437134
132,3517,811.6915283203125,14172,73,-97864.61666667,111.35,623.4177856445312,0.0003,5.231578826904297,192,1.7032829523086548
136,3633,210.96139526367188,14636,75,-97873.54166666999,112.49,623.81982421875,0.0003,4.963565826416016,193,1.6624783277511597
140,3746,404.8362121582031,15088,78,-97883.74166667,113.51,631.8944091796875,0.0003,4.749406814575195,192,1.6226246356964111
144,3832,407.5989074707031,15432,79,-97688.68333333998,114.36,641.591552734375,0.0003,4.524669647216797,193,1.5922696590423584
148,3942,829.9699096679688,15872,81,-97596.48333333999,115.25,628.8533325195312,0.0003,4.293554306030273,193,1.5535210371017456
152,4049,214.16473388671875,16300,84,-97604.55833333998,116.5,644.415283203125,0.0003,4.0463480949401855,192,1.5160256624221802
156,4138,21.44797706604004,16656,86,-97601.28333333999,116.3,649.4977416992188,0.0003,3.7807600498199463,192,1.4850075244903564
160,4247,814.632080078125,17092,88,-97098.87500000998,116.96,649.1378784179688,0.0003,3.5353407859802246,193,1.44729745388031
164,4317,433.1129455566406,17372,89,-96884.05000001,115.62,667.2821655273438,0.0003,3.3515050411224365,193,1.4232873916625977
168,4465,24.96558380126953,17964,92,-96789.22500001,116.49,661.023193359375,0.0003,3.007720470428467,194,1.3731571435928345
172,4553,607.5978393554688,18316,94,-96989.93333333998,117.35,673.274658203125,0.0003,2.7595624923706055,194,1.3438910245895386
176,4689,1033.08203125,18860,96,-97078.75833334,116.66,692.8908081054688,0.0003,2.4039504528045654,195,1.2994533777236938
180,4804,225.4033203125,19320,98,-97136.83333334,112.45,693.1400146484375,0.0003,2.134671211242676,195,1.2627365589141846
184,5007,424.4045715332031,20132,103,-97367.50833334,115.21,716.4508056640625,0.0003,1.6469943523406982,195,1.200026512145996
188,5143,417.46478271484375,20676,106,-97487.69583334,117.08,711.7384643554688,0.0003,1.3325729370117188,194,1.1597634553909302
192,5268,446.10858154296875,21176,109,-97495.49583333998,118.01,752.314453125,0.0003,0.9942449331283569,194,1.1239829063415527
196,5352,419.4837341308594,21512,111,-97191.39583334,119.64,726.47802734375,0.0003,0.8192787170410156,193,1.100610613822937
