train/actor_loss,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/episodes,train/n_updates,train/ent_coef_loss,train/learning_rate
-12.620697021484375,90.0,656,255.0135498046875,0.9954043626785278,5,-100890.0,118,4,138,-0.044626615941524506,0.0001
-10.589288711547852,104.375,1048,38889136.0,0.9920223951339722,9,-101033.75,114,8,236,-0.07380512356758118,0.0001
-14.436014175415039,122.66666666666667,1616,116550752.0,0.9873369336128235,14,-99510.0,112,12,378,-0.11504270881414413,0.0001
-15.481070518493652,120.25,2316,116128232.0,0.981891930103302,20,-99287.5,111,16,553,-0.13717852532863617,0.0001
-18.79839324951172,118.1,2608,78137408.0,0.9799390435218811,23,-98626.08333334999,110,20,626,-0.13754385709762573,0.0001
-29.878488540649414,118.04166666666667,3044,2289.198974609375,0.9773005247116089,27,-98588.61111112499,110,24,735,-0.13001778721809387,0.0001
-37.12118148803711,111.96428571428571,3516,39355400.0,0.9748400449752808,31,-98533.09523810714,109,28,853,-0.09924280643463135,0.0001
-45.913047790527344,112.15625,3748,116523576.0,0.9738773703575134,34,-98543.17708334375,109,32,911,-0.09328364580869675,0.0001
-62.89971923828125,108.41666666666667,4376,114885008.0,0.9716454148292542,39,-98791.15740741667,109,36,1068,-0.07957294583320618,0.0001
-55.82948303222656,118.725,4976,78300864.0,0.9700376987457275,45,-99122.541666675,109,40,1218,-0.059212084859609604,0.0001
-50.86296463012695,117.27272727272727,5424,38703176.0,0.9690216779708862,49,-99294.81060606817,109,44,1330,-0.05139627307653427,0.0001
-35.0213737487793,116.10416666666667,5868,38808904.0,0.9682347774505615,53,-99438.78472222916,109,48,1441,-0.021403837949037552,0.0001
-7.745692253112793,119.07692307692308,6764,39470784.0,0.9673139452934265,62,-99407.91666667306,108,52,1665,-0.0319938138127327,0.0001
-12.511870384216309,116.26785714285714,7168,38624564.0,0.9670183062553406,65,-99506.45833333928,108,56,1766,0.0022209733724594116,0.0001
-3.962646245956421,123.51666666666667,7772,37393088.0,0.9669284224510193,71,-98994.6388889,108,60,1917,0.0016396064311265945,0.0001
28.901447296142578,126.75,8884,37159752.0,0.967250645160675,81,-98810.28645834375,109,64,2195,0.024781595915555954,0.0001
37.17174530029297,129.35294117647058,9692,33568.09375,0.96868896484375,88,-98663.02696079412,109,68,2397,0.045691393315792084,0.0001
38.222469329833984,131.81944444444446,10928,74311440.0,0.9729253649711609,100,-98833.27546297222,109,72,2706,0.07227127254009247,0.0001
35.336456298828125,136.1578947368421,11540,53059.3046875,0.9762998223304749,105,-99006.91885965789,109,76,2859,0.06780101358890533,0.0001
34.83779525756836,145.3625,12156,36691704.0,0.9803490042686462,111,-97613.58333333749,108,80,3013,0.07349757850170135,0.0001
139.34454345703125,171.5595238095238,15772,128591.03125,1.0148346424102783,145,-95514.7817460357,108,84,3917,-0.08465135842561722,0.0001
145.88433837890625,209.2159090909091,19772,626613.875,1.0652282238006592,182,-91433.058712125,108,88,4917,-0.5095889568328857,0.0001
188.48915100097656,214.18478260869566,20732,32726306.0,1.0783294439315796,191,-90858.90398551086,108,92,5157,-0.6951632499694824,0.0001
213.36312866210938,217.15625,22284,299383.65625,1.099527359008789,205,-91233.45486111457,108,96,5545,-0.79361891746521,0.0001
248.33999633789062,233.76,24784,69962688.0,1.1326243877410889,228,-89725.11666667,108,100,6170,-1.2445207834243774,0.0001
275.2569885253906,231.83,25120,74436640.0,1.1371403932571411,231,-89705.81666667,108,104,6254,-1.3837791681289673,0.0001
268.49163818359375,238.69,25704,282096.1875,1.1450797319412231,237,-88774.51666667,108,108,6400,-1.3805387020111084,0.0001
279.96173095703125,245.06,26284,37696480.0,1.1527860164642334,242,-88043.11666667,108,112,6545,-1.580420970916748,0.0001
358.6060791015625,251.15,28004,203791.15625,1.1749937534332275,258,-88204.01666667,108,116,6975,-1.8146661520004272,0.0001
