time/fps,rollout/ep_len_mean,time/time_elapsed,train/step_size,train/iterations,train/learning_rate,train/delta_std,rollout/ep_rew_mean,time/total_timesteps,rollout/return_std
1708,4.875,562,2.950717430394434e-07,270,0.02,0.05,-85615.414716125,961128,8472.515625
1708,4.875,562,4.139651991863502e-06,271,0.02,0.05,-83451.3648595,961440,603.9154663085938
1708,5.0,563,0.0002083253930322826,272,0.02,0.05,-83414.60761537499,961760,12.000456809997559
1707,5.0,563,3.0134544886095682e-06,273,0.02,0.05,-83570.943993375,962080,829.6126098632812
1707,5.0,563,1.466285903006792e-05,274,0.02,0.05,-83351.05362518749,962400,170.49880981445312
1707,4.75,563,2.99104021905805e-06,275,0.02,0.05,-83771.69287356251,962704,835.82958984375
1707,4.5625,563,1.8212807617601356e-06,276,0.02,0.05,-84022.0639765,962996,1372.660400390625
1707,5.0,564,0.0009992319392040372,277,0.02,0.05,-83411.201955375,963316,2.5019214153289795
1707,5.0,564,7.557615049336164e-07,278,0.02,0.05,-84564.23258543751,963636,3307.921875
1706,67.1875,567,3.3297706258927917e-10,279,0.02,0.05,-1962133.4273825,967936,7508024.5
1706,5.0,567,5.3455278248293325e-06,280,0.02,0.05,-83528.2417763125,968256,467.6806335449219
1706,5.0,567,0.08991183340549469,281,0.02,0.05,-83411.56663062499,968576,0.027804890647530556
1706,5.0,567,0.0015423521399497986,282,0.02,0.05,-83411.03142656249,968896,1.6209007501602173
1706,5.0,568,3.788743924815208e-05,283,0.02,0.05,-83428.01969081249,969216,65.98493194580078
1706,5.0,568,5.385144049796509e-06,284,0.02,0.05,-83536.7128983125,969536,464.2401428222656
1705,5.0,568,6.998604658292606e-05,285,0.02,0.05,-83419.2191315625,969856,35.721405029296875
1705,5.0,568,8.194774068215338e-07,286,0.02,0.05,-84173.5227003125,970176,3050.724609375
1705,5.0,569,0.025522492825984955,287,0.02,0.05,-83411.54317825,970496,0.09795267879962921
1705,5.0,569,0.001045314478687942,288,0.02,0.05,-83410.8859099375,970816,2.391624689102173
1705,5.0,569,8.483420970151201e-07,289,0.02,0.05,-84296.60255412498,971136,2946.92431640625
1705,5.0,569,8.023966415748873e-07,290,0.02,0.05,-84227.1743403125,971456,3115.666015625
1705,5.0,569,8.971529496193398e-06,291,0.02,0.05,-83341.8804058125,971776,278.6592712402344
1704,5.0,570,8.184852049453184e-07,292,0.02,0.05,-84173.2893096875,972096,3054.4228515625
1704,4.875,570,4.520892161963275e-06,293,0.02,0.05,-83473.03380368749,972408,552.9882202148438
1704,5.0,570,1.136692299041897e-05,294,0.02,0.05,-83337.011277125,972728,219.93638610839844
1704,4.8125,570,2.070061327685835e-06,295,0.02,0.05,-83821.453366375,973036,1207.693603515625
1703,5.0,571,0.0005120770074427128,296,0.02,0.05,-83409.8560540625,973356,4.882078170776367
1703,4.625,571,3.134914095426211e-06,297,0.02,0.05,-83750.270308875,973652,797.469970703125
1703,4.875,571,5.167622930457583e-06,298,0.02,0.05,-83531.833544625,973964,483.7814025878906
1703,5.0,572,0.12331963330507278,299,0.02,0.05,-83411.5770753125,974284,0.020272396504878998
1703,5.0,572,0.014950430952012539,300,0.02,0.05,-83411.5258358125,974604,0.1672191321849823
1702,4.9375,572,2.208171736128861e-06,301,0.02,0.05,-83693.84338875,974920,1132.1583251953125
1702,5.0,572,0.0009496441925875843,302,0.02,0.05,-83410.91271425,975240,2.6325645446777344
1702,5.0,573,0.0004973980830982327,303,0.02,0.05,-83410.2782225,975560,5.0261549949646
1702,5.0,573,1.0401236977486406e-05,304,0.02,0.05,-83472.8479643125,975880,240.35601806640625
1702,5.0,573,5.500952511283685e-07,305,0.02,0.05,-85071.86402625,976200,4544.66748046875
1701,5.0,573,0.00012768368469551206,306,0.02,0.05,-83416.4458383125,976520,19.579633712768555
1701,5.0,574,0.0022980226203799248,307,0.02,0.05,-83411.30072043749,976840,1.087891697883606
1701,5.0,574,0.0002161104348488152,308,0.02,0.05,-83408.6623251875,977160,11.568159103393555
1701,5.0,574,7.401317816402297e-07,309,0.02,0.05,-84254.48809649999,977480,3377.77685546875
1701,4.875,574,5.525679398488137e-07,310,0.02,0.05,-85271.6705699375,977792,4524.33056640625
1701,5.125,574,3.761493303500174e-07,311,0.02,0.05,-85007.7685463125,978120,6646.296875
1701,5.0,575,0.00882443506270647,312,0.02,0.05,-83411.5020063125,978440,0.2833041250705719
1701,5.0,575,2.704660437302664e-05,313,0.02,0.05,-83388.18599856249,978760,92.43304443359375
1700,4.875,575,5.1732513384195045e-06,314,0.02,0.05,-83532.1423983125,979072,483.2550964355469
1700,4.875,575,5.167955350771081e-06,315,0.02,0.05,-83532.508888125,979384,483.7502746582031
1700,5.0,576,0.1549181342124939,316,0.02,0.05,-83411.5769435625,979704,0.01613743044435978
1700,5.0,576,0.05313675105571747,317,0.02,0.05,-83411.58470574999,980024,0.04704828932881355
1700,5.0,576,0.024143751710653305,318,0.02,0.05,-83411.5985385625,980344,0.10354632884263992
1699,5.0,576,20000.0,319,0.02,0.05,-83411.57295424999,980664,0.0
1699,5.0,577,20000.0,320,0.02,0.05,-83411.5727179375,980984,0.0
1699,5.0,577,0.0018207677640020847,321,0.02,0.05,-83411.2293703125,981304,1.3730469942092896
1699,5.0,577,0.032762352377176285,322,0.02,0.05,-83411.59179537499,981624,0.07630696892738342
1699,5.0,577,0.31999486684799194,323,0.02,0.05,-83411.5722594375,981944,0.0078125
1699,5.0,578,0.0005709854885935783,324,0.02,0.05,-83410.47568199999,982264,4.378395080566406
1699,5.0,578,2.9186514439061284e-05,325,0.02,0.05,-83432.9869965,982584,85.65599060058594
1699,5.0,578,0.001978348707780242,326,0.02,0.05,-83411.2568101875,982904,1.2636799812316895
1699,5.0,578,3.114885475952178e-05,327,0.02,0.05,-83431.637549125,983224,80.259765625
1698,5.0,578,2.343778032809496e-05,328,0.02,0.05,-83384.81661149999,983544,106.66539001464844
1698,5.0,579,0.09737242758274078,329,0.02,0.05,-83411.56658906251,983864,0.025674493983387947
1698,5.0,579,0.0493769496679306,330,0.02,0.05,-83411.58114550001,984184,0.05063078552484512
1697,5.0,579,0.061660006642341614,331,0.02,0.05,-83411.5662696875,984504,0.040544793009757996
1697,5.0,580,0.0005221642204560339,332,0.02,0.05,-83409.7199105625,984824,4.7877655029296875
1697,5.0,580,7.534743531323329e-07,333,0.02,0.05,-84278.78174718749,985144,3317.962890625
1697,5.0,580,0.0008178537827916443,334,0.02,0.05,-83410.8156290625,985464,3.0567808151245117
1697,5.0,580,5.445600663733785e-07,335,0.02,0.05,-85110.762393375,985784,4590.86181640625
1697,5.0,580,0.28432342410087585,336,0.02,0.05,-83411.57144056249,986104,0.008792678825557232
1697,5.0,581,0.020981892943382263,337,0.02,0.05,-83411.5430961875,986424,0.11915022879838943
1697,5.0,581,3.610358544392511e-05,338,0.02,0.05,-83428.87174375,986744,69.24519348144531
1696,5.0,581,20000.0,339,0.02,0.05,-83411.57237025,987064,0.0
1696,5.0,581,0.05313675105571747,340,0.02,0.05,-83411.5612850625,987384,0.04704828932881355
1696,5.0,582,0.003368520177900791,341,0.02,0.05,-83411.35251674999,987704,0.7421655654907227
1696,5.0,582,6.311382776402752e-07,342,0.02,0.05,-84858.668579625,988024,3961.0966796875
1696,5.0,582,0.0014213856775313616,343,0.02,0.05,-83411.1031235625,988344,1.7588468790054321
1696,5.0,582,0.008651594631373882,344,0.02,0.05,-83411.505693375,988664,0.2889639437198639
1695,5.0,583,5.468110089168476e-07,345,0.02,0.05,-85083.7831396875,988984,4571.96337890625
1695,5.0,583,0.019004110246896744,346,0.02,0.05,-83411.5864686875,989304,0.1315503716468811
1695,5.0,583,0.001484088832512498,347,0.02,0.05,-83411.7876945,989624,1.6845351457595825
1695,5.0,583,20000.0,348,0.02,0.05,-83411.5729473125,989944,0.0
1694,5.0,584,7.453992907358042e-07,349,0.02,0.05,-84249.8278539375,990264,3353.9072265625
1694,5.0,584,0.3312259614467621,350,0.02,0.05,-83411.5714279375,990584,0.007547592278569937
1694,5.0,584,1.1686316611303482e-05,351,0.02,0.05,-83464.88679125,990904,213.92538452148438
1693,5.0,585,0.28432342410087585,352,0.02,0.05,-83411.57142225,991224,0.008792678825557232
1693,5.0,585,0.0005984290037304163,353,0.02,0.05,-83410.527400375,991544,4.177605152130127
1693,5.0,585,0.002168722916394472,354,0.02,0.05,-83411.220344875,991864,1.1527519226074219
1693,5.0,585,0.0015243072994053364,355,0.02,0.05,-83411.03061875,992184,1.6400891542434692
1693,4.875,586,5.168743427930167e-06,356,0.02,0.05,-83532.208775625,992496,483.6765441894531
1693,5.0,586,2.2743830413674004e-05,357,0.02,0.05,-83384.0922264375,992816,109.919921875
1693,5.0,586,7.2747693593555596e-06,358,0.02,0.05,-83325.48153525,993136,343.65350341796875
1692,4.875,586,4.57177338830661e-06,359,0.02,0.05,-83603.214205875,993448,546.833740234375
1692,4.75,587,3.6347041714179795e-06,360,0.02,0.05,-83620.87294212499,993752,687.8138427734375
1692,5.0,587,0.0002514775551389903,361,0.02,0.05,-83409.0015165,994072,9.941245079040527
1692,4.875,587,4.953646566718817e-06,362,0.02,0.05,-83502.6944043125,994384,504.6787109375
1692,4.9375,587,2.141641061825794e-06,363,0.02,0.05,-83714.184511875,994700,1167.3291015625
1691,4.875,588,5.167894869373413e-06,364,0.02,0.05,-83532.495708125,995012,483.7559814453125
1691,5.0,588,7.443794629580225e-07,365,0.02,0.05,-84258.1578845625,995332,3358.501953125
1691,5.0,588,1.2392778396606445,366,0.02,0.05,-83411.5731405,995652,0.0020171788055449724
1690,5.0,589,0.11266797035932541,367,0.02,0.05,-83411.57755249999,995972,0.02218896709382534
1690,5.0,589,0.25297901034355164,368,0.02,0.05,-83411.570757,996292,0.009882117621600628
1690,5.0,589,1.0971287338179536e-05,369,0.02,0.05,-83468.38447299998,996612,227.86752319335938
1690,5.0,589,0.17354285717010498,370,0.02,0.05,-83411.5691406875,996932,0.014405538327991962
1690,5.0,589,20000.0,371,0.02,0.05,-83411.57293999998,997252,0.0
1690,5.0,590,20000.0,372,0.02,0.05,-83411.572746375,997572,0.0
1690,5.0,590,2.2120451831142418e-05,373,0.02,0.05,-83439.82727356249,997892,113.017578125
1689,5.0,590,20000.0,374,0.02,0.05,-83411.57266912499,998212,0.0
1689,5.0,591,0.02723359316587448,375,0.02,0.05,-83411.54994856249,998532,0.09179826080799103
1689,5.0,591,20000.0,376,0.02,0.05,-83411.57295162498,998852,0.0
1689,5.0,591,20000.0,377,0.02,0.05,-83411.572949,999172,0.0
1689,5.0,591,0.3098338544368744,378,0.02,0.05,-83411.5747195,999492,0.00806871522217989
1689,5.0,591,0.31999486684799194,379,0.02,0.05,-83411.572450375,999812,0.0078125
1688,5.0,592,20000.0,380,0.02,0.05,-83411.57294649999,1000132,0.0
