train/actor_loss,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/episodes,train/n_updates,train/ent_coef_loss,train/learning_rate
-5.082820415496826,42.25,176,102343696.0,0.9994987845420837,1,-97912.5,168,4,18,-0.00411998201161623,0.0001
-14.166109085083008,34.875,284,468481856.0,0.9985882043838501,2,-99088.75,137,8,45,-0.01275165006518364,0.0001
-15.23766040802002,30.0,364,273194368.0,0.9978729486465454,2,-99456.66666666667,130,12,65,-0.018981995061039925,0.0001
-20.844160079956055,30.3125,496,234063232.0,0.9967394471168518,4,-99668.125,123,16,98,-0.029660683125257492,0.0001
-13.843503952026367,32.95,692,382533184.0,0.9950850009918213,5,-99819.5,118,20,147,-0.047029897570610046,0.0001
1.0739779472351074,35.583333333333336,880,272711104.0,0.9934475421905518,7,-99508.125,116,24,194,-0.06035822629928589,0.0001
2.6581802368164062,36.67857142857143,1100,187557376.0,0.9916788935661316,9,-98911.33928571429,115,28,249,-0.0700671523809433,0.0001
-3.729999303817749,37.8125,1288,350657152.0,0.9901820421218872,11,-99103.359375,113,32,296,-0.07931705564260483,0.0001
-10.888646125793457,38.166666666666664,1500,272919360.0,0.9886349439620972,13,-99247.43055555556,111,36,349,-0.07925045490264893,0.0001
-10.45113468170166,41.609756097560975,1712,116972240.0,0.987254798412323,15,-98419.62398373171,109,40,402,-0.08842673897743225,0.0001
-11.444700241088867,40.54545454545455,1824,116635408.0,0.9864283204078674,16,-98544.42234847728,108,44,430,-0.09553639590740204,0.0001
-15.231851577758789,39.142857142857146,1928,272675008.0,0.9857640862464905,17,-98719.27721087757,107,48,456,-0.09910240769386292,0.0001
-15.55357551574707,38.23076923076923,2024,155522784.0,0.9851056337356567,18,-98806.04967948078,107,52,480,-0.10450289398431778,0.0001
-10.656907081604004,37.160714285714285,2108,388865152.0,0.9845255017280579,19,-98907.22470237501,107,56,501,-0.10376979410648346,0.0001
-17.671276092529297,36.233333333333334,2212,78193072.0,0.9837921261787415,20,-98994.90972221667,106,60,527,-0.10607022047042847,0.0001
-19.74846649169922,35.4375,2300,272291200.0,0.983231246471405,21,-99071.79036457813,106,64,549,-0.10074270516633987,0.0001
-21.96918296813965,34.61764705882353,2380,271550816.0,0.982683539390564,22,-99138.44975489707,107,68,569,-0.10804146528244019,0.0001
-18.58628273010254,34.02777777777778,2476,156395200.0,0.9820643663406372,23,-99199.09143518057,107,72,593,-0.10756021738052368,0.0001
-22.079465866088867,33.46052631578947,2564,155406880.0,0.9815357327461243,23,-99252.95504385527,107,76,615,-0.10730620473623276,0.0001
-20.622562408447266,32.7875,2640,311012160.0,0.9810194969177246,24,-99299.80729166251,107,80,634,-0.10248848795890808,0.0001
-21.629863739013672,32.273809523809526,2736,310699072.0,0.9804392457008362,25,-99343.14980158333,107,84,658,-0.10336132347583771,0.0001
-23.38216781616211,31.727272727272727,2816,420666336.0,0.9800171256065369,26,-99381.7566287841,107,88,678,-0.10658137500286102,0.0001
-25.65185546875,31.27173913043478,2892,660541824.0,0.979539155960083,26,-99417.44112318479,107,92,697,-0.10579397529363632,0.0001
-22.225627899169922,30.802083333333332,2976,426678720.0,0.9790835976600647,27,-99449.63107638543,107,96,718,-0.10164935886859894,0.0001
-20.117420196533203,30.19,3064,271219456.0,0.978641152381897,28,-99477.44583333,107,100,740,-0.0992930680513382,0.0001
-23.701095581054688,29.56,3156,232974848.0,0.9781586527824402,29,-99571.14583333001,107,104,763,-0.09427036345005035,0.0001
-13.965376853942871,29.53,3268,348854368.0,0.9776310920715332,30,-99570.84583333001,107,108,791,-0.0996619313955307,0.0001
-28.771177291870117,29.63,3348,348616736.0,0.977228581905365,31,-99571.84583333001,107,112,811,-0.0826645940542221,0.0001
-26.271766662597656,29.26,3432,426308480.0,0.9768370389938354,31,-99568.14583333001,107,116,832,-0.09585356712341309,0.0001
-36.97752380371094,28.44,3560,271232256.0,0.9762890934944153,33,-99559.94583333,107,120,864,-0.08900485932826996,0.0001
-37.63069152832031,27.38,3676,348461312.0,0.9758051037788391,34,-99650.39583333001,107,124,893,-0.07746995985507965,0.0001
-33.952125549316406,27.19,3764,232198080.0,0.975508451461792,34,-99749.39583333001,107,128,915,-0.04490194842219353,0.0001
-33.04609680175781,26.14,3844,309616064.0,0.9752530455589294,35,-99738.89583333001,107,132,935,-0.031647760421037674,0.0001
-37.642494201660156,25.35,3928,541139392.0,0.9750559329986572,36,-99730.99583333,107,136,956,-0.03726627677679062,0.0001
-34.815208435058594,24.08,4008,116047064.0,0.9748891592025757,37,-99923.2,107,140,976,-0.027726246044039726,0.0001
-33.9260368347168,22.87,4088,426221504.0,0.974768340587616,37,-100115.925,107,144,996,-0.025911882519721985,0.0001
-36.08120346069336,22.56,4168,619422720.0,0.9746496677398682,38,-100112.825,107,148,1016,-0.015045272186398506,0.0001
-35.66731262207031,22.41,4244,270521088.0,0.9745481014251709,39,-100111.325,107,152,1035,-0.0214805006980896,0.0001
-32.20414733886719,22.3,4324,347516736.0,0.9744348526000977,40,-100110.225,107,156,1055,-0.023365527391433716,0.0001
-39.219505310058594,22.15,4404,301211840.0,0.9743261337280273,40,-100108.725,107,160,1075,-0.02522265538573265,0.0001
-42.77019119262695,21.97,4480,540836480.0,0.9742445349693298,41,-100106.925,107,164,1094,-0.007844651117920876,0.0001
-44.9473876953125,21.92,4564,462718976.0,0.9741787314414978,42,-100106.425,107,168,1115,-0.010339017026126385,0.0001
-44.668968200683594,21.83,4648,346879776.0,0.9741443395614624,43,-100105.525,107,172,1136,0.01599600911140442,0.0001
-44.77490234375,21.75,4740,231270208.0,0.9741449952125549,43,-100104.725,107,176,1159,0.022635288536548615,0.0001
-43.045677185058594,21.86,4824,306934400.0,0.9741785526275635,44,-100105.825,107,180,1180,0.026996945962309837,0.0001
-47.45749282836914,21.81,4904,499858240.0,0.9742125272750854,45,-100105.325,107,184,1200,0.012301990762352943,0.0001
-38.96582794189453,21.9,5008,191425536.0,0.9743086099624634,46,-100106.225,107,188,1226,0.03912222385406494,0.0001
-47.20258331298828,22.26,5164,345691008.0,0.9745495319366455,47,-100109.825,107,192,1265,0.0472688227891922,0.0001
-45.86425018310547,22.78,5272,499636352.0,0.9747606515884399,48,-100115.025,107,196,1292,0.0380047969520092,0.0001
-47.41780090332031,23.23,5428,345736576.0,0.9750677943229675,50,-100119.525,107,200,1331,0.0277184396982193,0.0001
-42.47785186767578,23.75,5544,345187136.0,0.9752796292304993,51,-100124.725,107,204,1360,0.04574818164110184,0.0001
-44.21931457519531,23.65,5676,305969856.0,0.9754834771156311,52,-100123.725,107,208,1393,0.02164568193256855,0.0001
-33.75509262084961,23.82,5848,343239936.0,0.9756776690483093,54,-100125.425,107,212,1436,0.03654208779335022,0.0001
-20.686691284179688,24.01,5992,229500112.0,0.9758279919624329,55,-100127.325,108,216,1472,-0.0038339225575327873,0.0001
-39.68429946899414,24.38,6152,303541120.0,0.975967288017273,56,-100131.025,107,220,1512,0.006844711489975452,0.0001
-19.23035430908203,25.27,6416,228639792.0,0.9761630892753601,59,-100139.925,108,224,1578,0.016268040984869003,0.0001
-31.33838653564453,25.24,6608,266564768.0,0.9764112234115601,61,-100242.4,108,228,1626,0.016319626942276955,0.0001
-22.997161865234375,25.92,6836,379840448.0,0.9768058657646179,63,-100249.2,108,232,1683,0.03887288272380829,0.0001
-36.614662170410156,27.03,7084,496947488.0,0.9773815274238586,65,-100159.55,108,236,1745,0.0369565449655056,0.0001
-15.656968116760254,28.31,7336,302078400.0,0.978002667427063,67,-100071.65,108,240,1808,0.03528199344873428,0.0001
-29.1522216796875,29.1,7596,188184592.0,0.9786966443061829,70,-100079.55,108,244,1873,0.03059650957584381,0.0001
-24.613658905029297,29.88,7736,377844736.0,0.9790734052658081,71,-100087.35,108,248,1908,0.027856798842549324,0.0001
-13.690884590148926,30.15,7940,419665280.0,0.9797555208206177,73,-100090.05,108,252,1959,0.04790536314249039,0.0001
-3.393498420715332,30.84,8116,258108992.0,0.9804973006248474,75,-100096.95,108,256,2003,0.04583363980054855,0.0001
-15.690374374389648,31.61,8364,190867472.0,0.9816768765449524,77,-100002.625,108,260,2065,0.057721905410289764,0.0001
9.708930015563965,41.78,9516,224775296.0,0.9889443516731262,87,-99104.425,108,264,2353,0.05153216794133186,0.0001
25.495264053344727,41.69,9804,225792304.0,0.9915047883987427,90,-99103.525,108,268,2425,0.04899054393172264,0.0001
46.671592712402344,41.58,10108,301598176.0,0.9946255087852478,93,-99102.425,108,272,2501,0.027746357023715973,0.0001
60.186038970947266,41.46,10400,260790464.0,0.9975538849830627,96,-99101.225,108,276,2574,0.013921793550252914,0.0001
23.515209197998047,41.32,10708,298300896.0,1.00082528591156,98,-99099.825,108,280,2651,-0.004664967302232981,0.0001
58.941131591796875,41.23,11004,222008928.0,1.0041786432266235,101,-99098.925,108,284,2725,-0.02452903613448143,0.0001
53.88666534423828,41.1,11312,222212848.0,1.0076543092727661,104,-99097.625,108,288,2802,-0.04728249832987785,0.0001
81.88507080078125,40.67,11624,336977344.0,1.0113766193389893,107,-99093.325,108,292,2880,-0.07270108163356781,0.0001
80.81499481201172,40.16,11948,299490496.0,1.0153945684432983,110,-99088.225,108,296,2961,-0.11731752753257751,0.0001
67.33554077148438,49.47,12176,299097248.0,1.0183161497116089,112,-98181.425,108,300,3018,-0.12565241754055023,0.0001
85.45700073242188,58.81,12364,258459664.0,1.0208882093429565,114,-97274.925,108,304,3065,-0.1614798903465271,0.0001
79.074462890625,58.58,12448,294584832.0,1.0220296382904053,115,-97272.625,108,308,3086,-0.1800258457660675,0.0001
81.38697814941406,68.06,12520,260579776.0,1.0230097770690918,115,-96367.525,108,312,3104,-0.15666861832141876,0.0001
58.88422393798828,67.72,12592,144468656.0,1.0239861011505127,116,-96364.125,108,316,3122,-0.19393539428710938,0.0001
48.89816665649414,67.22,12668,324940064.0,1.0249751806259155,117,-96359.125,108,320,3141,-0.20586319267749786,0.0001
85.6123046875,66.49,12796,291952352.0,1.026786208152771,118,-96351.825,108,324,3173,-0.2440534383058548,0.0001
58.99127197265625,66.23,12904,109372360.0,1.0282840728759766,119,-96349.225,108,328,3200,-0.22968266904354095,0.0001
78.20175170898438,65.59,12988,372232960.0,1.0294222831726074,120,-96342.825,108,332,3221,-0.21700993180274963,0.0001
83.84362030029297,64.5,13076,258186976.0,1.0305445194244385,120,-96432.675,108,336,3243,-0.24263222515583038,0.0001
108.04519653320312,63.2,13156,147133408.0,1.0316718816757202,121,-96520.375,108,340,3263,-0.305658221244812,0.0001
68.91496276855469,62.51,13240,219933200.0,1.0328483581542969,122,-96513.475,108,344,3284,-0.2869457006454468,0.0001
123.87123107910156,61.67,13316,145654944.0,1.0338395833969116,123,-96505.075,108,348,3303,-0.3128587007522583,0.0001
124.35720825195312,61.38,13388,334828512.0,1.0348310470581055,123,-96502.175,108,352,3321,-0.33905109763145447,0.0001
94.53060150146484,60.61,13464,146896288.0,1.035976529121399,124,-96494.475,108,356,3340,-0.2857416570186615,0.0001
91.53579711914062,59.84,13548,292453440.0,1.0370984077453613,125,-96588.8,108,360,3361,-0.2987123727798462,0.0001
125.0130615234375,49.67,13624,330750720.0,1.0380674600601196,126,-97487.0,108,364,3380,-0.3711998462677002,0.0001
