train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/n_updates,time/episodes,train/actor_loss,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean
38872744.0,-0.1653725951910019,57.75,0.9819756150245667,0.001,56,4,51.077552795410156,1,328,165,-100567.5
151690336.0,-0.16694964468479156,62.0,0.9522517323493958,0.001,149,8,61.617279052734375,5,700,138,-100610.0
152097232.0,0.03442901372909546,66.5,0.9453410506248474,0.001,190,12,-56.59857177734375,6,864,132,-98976.66666666667
146837408.0,0.36671265959739685,63.9375,0.9487107396125793,0.001,253,16,-383.1401672363281,8,1116,131,-99370.625
143598016.0,0.25165262818336487,61.6,0.9709495902061462,0.001,337,20,-547.6818237304688,11,1452,130,-99096.8125
140858240.0,0.0700361430644989,59.625,0.9947595596313477,0.001,400,24,-910.882568359375,13,1704,129,-99328.59375
171496768.0,-0.3278105854988098,64.64285714285714,1.022957682609558,0.001,459,28,-1034.341796875,15,1940,128,-98820.49107142857
25939406.0,-0.5256295204162598,62.5,1.0408371686935425,0.001,492,32,-1124.720458984375,16,2072,128,-98079.8046875
101755112.0,-0.739193856716156,59.5,1.0538339614868164,0.001,515,36,-1158.6842041015625,16,2164,127,-97769.375
163625056.0,-0.8344361782073975,56.0,1.0665268898010254,0.001,539,40,-956.8847045898438,17,2260,127,-98015.9375
199730176.0,-0.9356870651245117,53.59090909090909,1.0829405784606934,0.001,572,44,-822.365966796875,18,2392,127,-98222.21590909091
271693760.0,-1.3283635377883911,52.666666666666664,1.1040645837783813,0.001,616,48,-440.81988525390625,20,2568,128,-98404.94791666667
119258984.0,-1.6266582012176514,51.40384615384615,1.1269090175628662,0.001,665,52,-611.468994140625,21,2764,128,-98554.75961538461
57772568.0,-2.0496633052825928,51.142857142857146,1.1545820236206055,0.001,723,56,-433.3297119140625,23,2996,128,-98508.79464285714
114625152.0,-2.199418067932129,52.18333333333333,1.207868218421936,0.001,829,60,46.774314880371094,26,3420,128,-98652.04166666667
72360288.0,-3.7534008026123047,54.609375,1.2960952520370483,0.001,1022,64,1962.968505859375,32,4192,129,-98792.5390625
65317832.0,-6.383646011352539,55.5,1.4688583612442017,0.001,1301,68,1098.6341552734375,40,5308,129,-98904.00735294117
65498028.0,-9.380324363708496,66.68055555555556,1.6717257499694824,0.001,1614,72,2311.19580078125,50,6560,129,-99106.97916666667
88426544.0,-10.349105834960938,66.34210526315789,1.7071703672409058,0.001,1665,76,1115.09765625,52,6764,129,-99046.4802631579
29432476.0,-12.11398696899414,80.4625,1.8287732601165771,0.001,1829,80,3126.47021484375,57,7420,130,-97500.33333333749
60106420.0,-12.07406997680664,78.14285714285714,1.8521490097045898,0.001,1859,84,2929.14990234375,57,7540,130,-97634.0079365119
27084618.0,-12.723407745361328,86.85227272727273,1.8805274963378906,0.001,1894,88,2774.66455078125,58,7680,130,-96534.73484848863
36567116.0,-12.846290588378906,87.47311827956989,2.007659912109375,0.001,2055,92,3149.44091796875,64,8324,129,-96662.24910394623
