time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/n_updates,train/policy_objective,train/learning_rate,train/std,train/explained_variance,train/kl_divergence_loss,train/is_line_search_success,train/value_loss
16384,-100311.21666666999,258,63,105.56,1,,,,,,,,
32768,-99919.5375,250,130,126.59,2,1,0.025068799033761024,0.0001,0.974725604057312,1.6689300537109375e-06,0.0077769560739398,1.0,448274637.84375
49152,-99289.0,248,198,161.5,3,2,0.01914764940738678,0.0001,0.9643484950065613,-1.6689300537109375e-06,0.0033335774205625057,1.0,385888645.0625
65536,-99783.875,246,265,174.73,4,3,0.018691055476665497,0.0001,0.9502426981925964,-3.5762786865234375e-07,0.0038702101446688175,1.0,298124811.7125
81920,-98873.69583333,245,333,188.48,5,4,0.02138902060687542,0.0001,0.9408661723136902,-2.384185791015625e-07,0.003843385726213455,1.0,266980686.28125
98304,-97388.67083333,245,399,187.5,6,5,0.01727614924311638,0.0001,0.9432074427604675,0.0,0.003997352439910173,1.0,255266951.90390626
114688,-97572.96666666999,245,466,181.95,7,6,0.01779847778379917,0.0001,0.9386086463928223,0.0,0.003859006566926837,1.0,256040963.115625
131072,-96339.59166666999,246,531,230.8,8,7,0.018119797110557556,0.0001,0.9333281517028809,-1.1920928955078125e-07,0.0055017657577991486,1.0,258517495.225
147456,-96939.05,246,597,225.89,9,8,0.01624394580721855,0.0001,0.9293626546859741,0.0,0.0045492686331272125,1.0,189139516.55625
163840,-96669.61666667,246,663,228.05,10,9,0.013437111862003803,0.0001,0.9373807907104492,-1.1920928955078125e-07,0.004329040180891752,1.0,215095472.53046876
180224,-96099.1625,247,728,221.63,11,10,0.018235210329294205,0.0001,0.9331123232841492,-1.1920928955078125e-07,0.0036768000572919846,1.0,218132583.7203125
196608,-95341.63333333,247,794,260.74,12,11,0.020329372957348824,0.0001,0.9356751441955566,0.0,0.004994908347725868,1.0,203205986.121875
212992,-96036.0875,247,860,300.17,13,12,0.02018830180168152,0.0001,0.9346501231193542,0.0,0.005479492247104645,1.0,177434962.05546874
229376,-96859.625,247,925,341.59,14,13,0.018558982759714127,0.0001,0.9388959407806396,0.0,0.006257267203181982,1.0,144701893.29921874
245760,-95630.74166667,248,990,352.07,15,14,0.018789328634738922,0.0001,0.939825713634491,1.1920928955078125e-07,0.005697458982467651,1.0,141535978.1640625
262144,-92351.96833333999,248,1054,371.95,16,15,0.020227577537298203,0.0001,0.9433015584945679,1.1920928955078125e-07,0.0057755522429943085,1.0,115388229.80175781
278528,-95521.00166667,248,1120,337.87,17,16,0.018510647118091583,0.0001,0.9333195686340332,0.0,0.00418900465592742,1.0,123665117.60429688
294912,-95392.00166667,248,1184,372.87,18,17,0.018330775201320648,0.0001,0.9404693841934204,0.0,0.0043851095251739025,1.0,141565028.56308594
311296,-92989.2,249,1249,424.31,19,18,0.019762102514505386,0.0001,0.9342252612113953,0.0,0.005646463483572006,1.0,115424591.13867188
327680,-92733.525,249,1313,439.67,20,19,0.013298826292157173,0.0001,0.9343726634979248,0.0,0.00422096811234951,1.0,94671162.02885742
344064,-94660.225,249,1378,433.63,21,20,0.014987080357968807,0.0001,0.9378921389579773,0.0,0.004479311406612396,1.0,114987704.93105468
360448,-94194.05833333,249,1442,439.31,22,21,0.020971883088350296,0.0001,0.9420236349105835,0.0,0.00579904904589057,1.0,114648987.45693359
376832,-93478.49166666,250,1506,432.2,23,22,0.016807634383440018,0.0001,0.9390656352043152,0.0,0.005000056698918343,1.0,96497487.03066406
393216,-92024.95952380002,250,1569,465.49,24,23,0.020665079355239868,0.0001,0.9338979721069336,0.0,0.0054731122218072414,1.0,106426540.66953126
409600,-91774.39285714,250,1633,483.23,25,24,0.01574624516069889,0.0001,0.937391996383667,0.0,0.004787599667906761,1.0,100616080.19160156
425984,-87584.79285714001,251,1696,537.06,26,25,0.02000788412988186,0.0001,0.9314754009246826,0.0,0.00515076145529747,1.0,88838194.07412109
442368,-88191.725,251,1759,531.21,27,26,0.015026361681520939,0.0001,0.9280562400817871,1.1920928955078125e-07,0.005414715968072414,1.0,71086025.39987794
