time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/policy_gradient_loss
8192,632,14.19,12,-139977.58227154997,1,,,,,,,,,,,
16384,373,13.7,43,-142768.92585812998,2,8318857242.8,0.00020751953125,0.9997223019599915,0.2,10,0.0019215338,3813086720.0,8.344650268554688e-07,-12.769268529117108,0.0003,-0.002236217098470661
24576,329,13.27,74,-138404.08741774,3,8035084305.2,6.103515625e-05,0.9993259906768799,0.2,20,0.0015868325,4264468480.0,0.0,-12.766227950155734,0.0003,-0.0018641905680851778
32768,308,13.85,106,-131552.52528846997,4,7732739858.0,1.220703125e-05,0.9992145895957947,0.2,30,0.0012783133,3544215040.0,0.0,-12.763839553296567,0.0003,-0.0014950957542168909
40960,300,13.49,136,-129321.11276414999,5,7901583216.0,0.0005126953125,0.9993396401405334,0.2,40,0.0021781172,3572635136.0,0.0,-12.763938276469707,0.0003,-0.002509216554972227
49152,295,14.7,166,-134026.38748488,6,7744540594.4,1.220703125e-05,0.999415397644043,0.2,50,0.0011026314,3911015936.0,-1.1920928955078125e-07,-12.764846569299698,0.0003,-0.0012140660724980989
57344,291,11.95,196,-115567.47908135,7,7562157636.4,0.0,0.9992004036903381,0.2,60,0.0009237613,3602056704.0,0.0,-12.764203425496817,0.0003,-0.0010320047133063782
65536,287,15.69,227,-129463.05430135998,8,7671575791.2,2.44140625e-05,0.9989069104194641,0.2,70,0.0013680814,3548033024.0,0.0,-12.761935497820378,0.0003,-0.0014976759630371816
73728,285,12.28,257,-122473.68233307998,9,7230314315.6,2.44140625e-05,0.9988047480583191,0.2,80,0.0014687774,3514941440.0,0.0,-12.760152442753315,0.0003,-0.0015340030116931303
81920,283,12.75,289,-125923.86541186998,10,7848547466.8,8.544921875e-05,0.9986700415611267,0.2,90,0.0017193543,3801132288.0,0.0,-12.759007598459721,0.0003,-0.0019065518357820111
90112,281,13.16,320,-100883.63014727998,11,7193535957.6,0.0,0.9986646771430969,0.2,100,0.0006114699,3324487424.0,0.0,-12.758337476849556,0.0003,-0.0006851177578937496
98304,279,12.89,352,-124320.57477205,12,7221177552.8,0.00015869140625,0.9988657832145691,0.2,110,0.0016546812,3678400512.0,0.0,-12.759294198453427,0.0003,-0.0016904612592043122
106496,277,12.49,383,-116610.32957104001,13,7496309023.2,4.8828125e-05,0.9985818862915039,0.2,120,0.0015216211,3109747712.0,0.0,-12.758927850425243,0.0003,-0.001554821362151415
114688,275,13.46,415,-119047.91187140997,14,7266917393.6,0.0,0.9984291791915894,0.2,130,0.0014024836,3128335360.0,0.0,-12.756962642073631,0.0003,-0.00140214877355902
122880,273,12.7,449,-100419.92657712,15,7176217436.4,8.544921875e-05,0.9983460307121277,0.2,140,0.001629678,3714242816.0,0.0,-12.755920354276896,0.0003,-0.0015046124844957376
131072,270,12.99,483,-117421.97788432,16,7117336151.2,7.32421875e-05,0.9984016418457031,0.2,150,0.0014503733,3854875136.0,0.0,-12.755855453014373,0.0003,-0.0013616292668302775
139264,269,11.94,517,-102147.10415769,17,7332802522.0,0.0008544921875,0.9984230399131775,0.2,160,0.0025987574,3481563392.0,-1.1920928955078125e-07,-12.75616383627057,0.0003,-0.0025094578122661915
147456,267,12.01,551,-100554.70442468,18,7100271969.2,9.765625e-05,0.9983765482902527,0.2,170,0.0015302554,3769271808.0,0.0,-12.756019125133752,0.0003,-0.0014633178121584932
155648,265,12.74,585,-113647.98675343001,19,7371974973.2,4.8828125e-05,0.9981642961502075,0.2,180,0.0013582668,4333195776.0,0.0,-12.754870995134116,0.0003,-0.0012933383502968354
163840,264,12.73,618,-111674.62891146,20,6837079133.6,1.220703125e-05,0.9979887008666992,0.2,190,0.0010016601,3243945984.0,0.0,-12.753071365505457,0.0003,-0.0008923099812818691
172032,264,12.2,651,-116593.56952765999,21,7100752874.0,0.0004150390625,0.9975308179855347,0.2,200,0.0020099683,3010043392.0,5.960464477539063e-08,-12.750228402763605,0.0003,-0.0017886334582726704
180224,263,13.49,683,-108972.39608892001,22,7353115672.8,0.00084228515625,0.9970493316650391,0.2,210,0.0024366735,3150589952.0,0.0,-12.7459735609591,0.0003,-0.002222655753575964
188416,263,12.09,715,-90899.42623578,23,7051331481.2,0.0,0.9970046281814575,0.2,220,0.0012850164,3155658240.0,0.0,-12.743549217283725,0.0003,-0.0011396291811252013
196608,262,11.15,747,-97912.60866874998,24,7001926154.4,0.0,0.9967615604400635,0.2,230,0.00097324356,3285833728.0,0.0,-12.742278129607438,0.0003,-0.0008062859764322638
204800,263,12.82,778,-94004.96398732999,25,6766533022.0,0.00303955078125,0.9966983795166016,0.2,240,0.003471383,3036149760.0,0.0,-12.741015009582043,0.0003,-0.002886043758917367
212992,263,13.34,808,-101007.55178472999,26,7729492179.6,0.0,0.9965283274650574,0.2,250,0.0011555944,4044081152.0,0.0,-12.73976502120495,0.0003,-0.0010714356554672121
221184,263,15.33,839,-103843.11576045,27,6736902309.6,0.00079345703125,0.996755838394165,0.2,260,0.0023870175,3337136128.0,0.0,-12.740176984667778,0.0003,-0.0018137292921892368
229376,263,12.3,870,-83474.61401392001,28,7286566124.4,1.220703125e-05,0.9964489340782166,0.2,270,0.0012585527,3809176576.0,-1.1920928955078125e-07,-12.739795527607203,0.0003,-0.0009915892493154387
237568,263,11.84,900,-93377.37878217001,29,6859697185.2,8.544921875e-05,0.9967007040977478,0.2,280,0.0018882819,3605229568.0,0.0,-12.739464774727821,0.0003,-0.0015044485648104456
245760,263,12.82,930,-103996.91013789996,30,7117239143.2,0.0003173828125,0.9964364171028137,0.2,290,0.0020757962,3358064128.0,0.0,-12.739386846125125,0.0003,-0.00161756924171641
253952,264,12.1,961,-105752.26248928998,31,6973310494.4,0.00010986328125,0.9959985017776489,0.2,300,0.0018531579,3346378752.0,0.0,-12.736211403459311,0.0003,-0.0013884937987313605
262144,264,12.55,992,-101149.32193327001,32,7019938851.6,0.00050048828125,0.9959118962287903,0.2,310,0.0022487766,3222775808.0,0.0,-12.733836570382119,0.0003,-0.0016387262559874217
270336,264,12.88,1022,-95891.5947502,33,6908767837.2,7.32421875e-05,0.9957831501960754,0.2,320,0.0015781389,3519779840.0,-1.1920928955078125e-07,-12.732928202301263,0.0003,-0.001199877294129692
278528,264,12.31,1054,-97394.46016076997,34,7028046365.2,0.00091552734375,0.9953509569168091,0.2,330,0.0025113872,3256555008.0,0.0,-12.730371215939522,0.0003,-0.0018876466478104704
286720,264,11.86,1085,-95051.78195344997,35,7327531517.6,2.44140625e-05,0.9950423836708069,0.2,340,0.0013192245,3722122240.0,0.0,-12.727021280676126,0.0003,-0.0009903645244776272
294912,263,11.73,1117,-100832.68891781001,36,6834024586.8,0.0006591796875,0.9948282241821289,0.2,350,0.0022392978,3549046016.0,0.0,-12.724669761955738,0.0003,-0.0015511970086663496
303104,263,15.16,1148,-93088.96035517,37,7029962468.0,0.0013671875,0.9944177269935608,0.2,360,0.002864344,3192629248.0,-1.1920928955078125e-07,-12.721868509054184,0.0003,-0.0020704132330138236
311296,263,13.17,1179,-95464.69686633999,38,6870614932.4,0.0002197265625,0.9940531253814697,0.2,370,0.0018808986,2697285888.0,5.960464477539063e-08,-12.718266781419516,0.0003,-0.0012462947517633439
319488,264,12.69,1210,-94087.06990559999,39,7038226122.4,0.00018310546875,0.993952751159668,0.2,380,0.0019564948,3546556160.0,-1.1920928955078125e-07,-12.71613418161869,0.0003,-0.0012033259838062805
327680,263,13.57,1241,-74726.72560284,40,6826666332.8,0.0018310546875,0.9937536716461182,0.2,390,0.0028303054,3348612096.0,0.0,-12.714920917898416,0.0003,-0.00205082053616934
335872,263,11.64,1273,-73347.69812889,41,6715070750.8,0.00655517578125,0.9930322766304016,0.2,400,0.0041349316,3169401600.0,1.1920928955078125e-07,-12.71088777333498,0.0003,-0.0028881439684482757
344064,263,13.3,1304,-74597.43932077,42,8067851430.0,3.662109375e-05,0.99268639087677,0.2,410,0.0012892971,4069960192.0,0.0,-12.705806559324264,0.0003,-0.0008778500952757895
352256,263,13.34,1335,-82143.97284864,43,7259847906.4,0.00172119140625,0.9924541115760803,0.2,420,0.0027976518,3368508928.0,1.1920928955078125e-07,-12.703223577141761,0.0003,-0.0016450306371552869
360448,263,13.24,1366,-61385.401456709995,44,7247796823.2,0.00125732421875,0.9920080304145813,0.2,430,0.0027714917,3990686976.0,0.0,-12.700145521759987,0.0003,-0.0017893695916427533
368640,263,15.05,1396,-67709.90186380001,45,8266652896.4,0.00152587890625,0.9918787479400635,0.2,440,0.0028829405,4206845952.0,0.0,-12.697524704039097,0.0003,-0.0019232046623073984
376832,264,16.0,1426,-79188.55222012999,46,7164639989.2,0.00418701171875,0.9914149045944214,0.2,450,0.0035776712,3439250688.0,-1.1920928955078125e-07,-12.695073306560516,0.0003,-0.0020470554700295907
385024,264,14.83,1458,-95776.51492163,47,7575244272.0,0.0,0.9914122819900513,0.2,460,0.00087661773,4875469312.0,0.0,-12.692540007829667,0.0003,-0.0006548778557771584
393216,263,14.07,1489,-64480.11235154,48,8161402007.6,0.0044921875,0.9906936287879944,0.2,470,0.0037061006,4669926912.0,0.0,-12.689645451307296,0.0003,-0.0024273079696286006
401408,263,13.03,1520,-66309.10590688999,49,7385956277.2,0.0,0.9905268549919128,0.2,480,0.0011845892,3514532864.0,1.1920928955078125e-07,-12.685324352234602,0.0003,-0.0007916053429653403
409600,264,12.99,1549,-78813.98323244,50,7663177308.8,0.002490234375,0.9900793433189392,0.2,490,0.0032714005,3818713600.0,0.0,-12.682647973299026,0.0003,-0.0018359233446972212
417792,264,13.76,1581,-67476.95023392,51,7506743726.4,0.0010986328125,0.9896494746208191,0.2,500,0.002547577,3447159552.0,0.0,-12.678572618216275,0.0003,-0.0013665991398738697
425984,264,13.02,1611,-71696.14606465,52,7677390825.6,0.00201416015625,0.989445149898529,0.2,510,0.0030346634,3452877824.0,0.0,-12.675835694372655,0.0003,-0.0014849974104436114
434176,264,12.48,1640,-66395.90135521999,53,7886122773.2,0.00018310546875,0.9889906644821167,0.2,520,0.0020740153,4375669760.0,0.0,-12.672789511084556,0.0003,-0.0010139448626432569
442368,264,14.19,1671,-84104.47668321,54,8310414332.8,0.00047607421875,0.9881342649459839,0.2,530,0.0022639148,5392367104.0,0.0,-12.666682389378547,0.0003,-0.0012717120349407195
450560,264,11.72,1700,-53295.39509296,55,8301726780.4,0.00411376953125,0.9875484108924866,0.2,540,0.003416933,4088913408.0,0.0,-12.660301522910595,0.0003,-0.0018831292167305947
458752,265,11.7,1730,-71663.07974853,56,8728689533.2,0.0065185546875,0.9869576692581177,0.2,550,0.0039451104,6299482112.0,0.0,-12.655139936506748,0.0003,-0.002567570753308246
466944,265,12.19,1760,-68636.94685318001,57,8461052692.8,0.00693359375,0.9868422746658325,0.2,560,0.0040420284,3021662208.0,0.0,-12.65204431116581,0.0003,-0.0024037366536504125
475136,265,12.07,1789,-20102.331805830003,58,9402565776.8,0.001123046875,0.986527144908905,0.2,570,0.0026188423,4963474432.0,0.0,-12.649810395389796,0.0003,-0.0015163436732109404
483328,265,11.86,1818,-46758.49378874,59,8397447301.6,0.00411376953125,0.9864271879196167,0.2,580,0.0033483123,3511107584.0,0.0,-12.648240854591132,0.0003,-0.0017990428012126358
491520,265,13.98,1847,-74919.82861961,60,8506882063.6,0.0002197265625,0.9867613315582275,0.2,590,0.0016238869,3972585984.0,0.0,-12.649129218608142,0.0003,-0.0011642485947959357
499712,266,12.93,1877,-54774.398830000006,61,9313428114.0,1.220703125e-05,0.986440896987915,0.2,600,0.001181294,4861158400.0,-1.1920928955078125e-07,-12.649138782918453,0.0003,-0.0007678923608182231
507904,266,10.99,1906,-38119.62369587,62,8145533401.4,0.12166748046875,0.986395537853241,0.2,610,0.014222821,3359558656.0,0.0,-12.646165315806865,0.0003,0.005815880285081221
516096,266,11.94,1935,-37904.41469595,63,8711531663.6,0.0045654296875,0.9861990809440613,0.2,620,0.0035495241,3643676672.0,-1.1920928955078125e-07,-12.64618497788906,0.0003,-0.0019118222524411976
524288,266,11.74,1965,-27861.601368409996,64,9718964947.2,0.009912109375,0.9858856201171875,0.2,630,0.003389475,4741216256.0,0.0,-12.644741110503674,0.0003,-0.0015317237841372844
532480,266,11.21,1995,-37829.197552779995,65,7683469862.4,0.0135009765625,0.9849380850791931,0.2,640,0.0047879517,3477079808.0,0.0,-12.637982641905547,0.0003,-0.003010609843840939
540672,267,12.86,2023,-51611.92236342001,66,9196837444.8,0.00166015625,0.9837738871574402,0.2,650,0.0026199888,6231097856.0,0.0,-12.628593297302723,0.0003,-0.0016826561270136154
548864,267,12.14,2052,-31060.38597609,67,10599403569.2,0.00052490234375,0.9838070273399353,0.2,660,0.0020198594,4910825472.0,0.0,-12.622948455065488,0.0003,-0.0009834230335400208
557056,267,11.89,2082,-32171.094695580003,68,8933889908.0,0.008984375,0.9836370944976807,0.2,670,0.0037314428,4349748736.0,1.7881393432617188e-07,-12.621863393485546,0.0003,-0.0021318801685993095
565248,267,11.48,2113,-25757.479999270006,69,8402664233.2,0.01461181640625,0.9826372861862183,0.2,680,0.00396786,5320587264.0,0.0,-12.61785673648119,0.0003,-0.0019517591928888578
573440,267,13.53,2143,-64620.074755069996,70,9019827175.6,0.0395263671875,0.9815533757209778,0.2,690,0.008459197,5112964096.0,5.960464477539063e-08,-12.611503350734711,0.0003,-0.002137087713344954
581632,267,11.81,2172,-33059.0292694,71,9779124682.8,0.0099365234375,0.980725109577179,0.2,700,0.0043397434,4300538880.0,0.0,-12.598886998742818,0.0003,-0.003161374007322593
589824,267,11.19,2203,-50925.55463318,72,9031366439.6,0.4764404296875,0.9848681688308716,0.2,710,0.19478361,4424013824.0,-1.1920928955078125e-07,-12.599165792018175,0.0003,0.07815935661601543
598016,267,10.77,2233,-44520.64841120001,73,10320183808.0,2.44140625e-05,0.9849904179573059,0.2,720,0.0012354741,5516468224.0,5.960464477539063e-08,-12.633203621208668,0.0003,-0.0017136248552560573
606208,267,12.43,2263,-83533.96126557,74,10414444342.0,0.0002197265625,0.9848342537879944,0.2,730,0.0018640393,3805297152.0,5.960464477539063e-08,-12.633213997632264,0.0003,-0.002013256614736747
614400,267,9.84,2295,-29971.40897298,75,10403285320.0,0.0,0.9846106767654419,0.2,740,0.001403442,5661239296.0,0.0,-12.631347230821849,0.0003,-0.0013251216034404934
622592,267,13.11,2326,-57567.665662830004,76,9290124960.8,0.014404296875,0.984125554561615,0.2,750,0.0045843795,3676723968.0,0.0,-12.628208996355534,0.0003,-0.003941946656050277
630784,267,10.93,2357,-28014.826718279997,77,8918907243.6,0.01370849609375,0.9833736419677734,0.2,760,0.0045769215,4664733184.0,0.0,-12.622866586595773,0.0003,-0.002532561132829869
638976,267,10.42,2386,-2025.9641994100007,78,7883707393.2,0.03016357421875,0.9813079833984375,0.2,770,0.005250342,3597515264.0,0.0,-12.609510378539563,0.0003,-0.00316616519321542
647168,267,10.88,2416,-26740.40270933,79,9367367983.6,0.030859375,0.9798664450645447,0.2,780,0.0059923586,4025827328.0,0.0,-12.595530992001295,0.0003,-0.0030679767438414273
655360,268,11.35,2445,-26135.858051810003,80,9009054060.4,0.04197998046875,0.9781230092048645,0.2,790,0.0034784358,5072380928.0,0.0,-12.57570039704442,0.0003,-0.0025032578188984187
663552,268,11.17,2474,-20197.408678300002,81,9651325199.2,0.01851806640625,0.9765799045562744,0.2,800,0.0040603974,4676378624.0,1.1920928955078125e-07,-12.56430641040206,0.0003,-0.002522630172461504
671744,268,12.15,2505,-29423.336057290006,82,10388737747.2,0.09908447265625,0.9744804501533508,0.2,810,0.021190401,5821900288.0,0.0,-12.550365798175335,0.0003,-0.001087838257808471
679936,268,11.78,2536,-28243.91180323,83,9035040285.2,0.1197509765625,0.9720999598503113,0.2,820,0.0056044366,4268855296.0,0.0,-12.525187700986862,0.0003,0.00396845779287105
688128,268,11.76,2567,-23920.65792324,84,8717618822.4,0.12908935546875,0.9697952270507812,0.2,830,0.011874933,5457443840.0,0.0,-12.505371447652578,0.0003,0.005647182506800163
696320,268,10.12,2597,-4677.097689340001,85,10185653499.6,0.02989501953125,0.9689483642578125,0.2,840,0.003910645,5002795008.0,0.0,-12.49000612720847,0.0003,-0.0012535059468063992
704512,268,10.82,2628,-13679.378297489995,86,7976447864.8,0.10418701171875,0.9661152362823486,0.2,850,0.0075820857,3933200384.0,5.960464477539063e-08,-12.474775939434767,0.0003,0.0006899854248331394
712704,267,11.5,2659,9561.4241447,87,8825743668.4,0.06270751953125,0.9640715718269348,0.2,860,0.006140885,4615284736.0,0.0,-12.450926266610622,0.0003,-0.00306190852279542
720896,267,11.57,2690,-20157.21569496,88,7747380520.0,0.19007568359375,0.9590214490890503,0.2,870,0.011925758,4258842624.0,0.0,-12.414698582142591,0.0003,0.010764644932714873
729088,267,10.48,2721,37054.7858894,89,7229964916.8,0.17333984375,0.9558902382850647,0.2,880,0.016755894,4944138240.0,0.0,-12.371800606697798,0.0003,0.007455325791670475
737280,268,11.18,2750,3843.388898700001,90,7706097242.4,0.3119873046875,0.9552116394042969,0.2,890,0.010773892,3355952896.0,0.0,-12.355245605111122,0.0003,0.023855645143339644
745472,268,10.27,2780,20713.430592800003,91,7376303337.2,0.30606689453125,0.9557849168777466,0.2,900,0.00973694,3957332992.0,0.0,-12.363052257150411,0.0003,0.030901679800444982
753664,268,10.07,2810,25780.284249620003,92,6670310220.2,0.18934326171875,0.9530861377716064,0.2,910,0.01755647,3935890176.0,0.0,-12.346199783682824,0.0003,0.007133541717485059
761856,268,10.01,2839,17676.39879567,93,6875739782.0,0.40755615234375,0.9552841186523438,0.2,920,0.8425224,3454801408.0,0.0,-12.339160280674696,0.0003,0.11514544666861184
770048,268,8.9,2871,16543.82163949,94,10082545411.4,0.09388427734375,0.9526745676994324,0.2,930,0.031724107,3681467904.0,0.0,-12.353386601805687,0.0003,-0.0014465372674749232
778240,268,9.64,2901,4767.5083404299985,95,8958212089.2,0.09764404296875,0.952026903629303,0.2,940,0.005562771,3882066944.0,0.0,-12.330737779289484,0.0003,-0.0017721061525662663
786432,268,14.95,2932,-66849.54797027,96,8174814525.8,0.562841796875,0.9606998562812805,0.2,950,1.0042305,3782347264.0,0.0,-12.325375052541494,0.0003,0.09080151209927863
794624,268,13.35,2962,-43389.537852400004,97,21840789046.4,0.0,0.9606855511665344,0.2,960,9.183326e-05,11774033920.0,0.0,-12.408683376014233,0.0003,-0.0005276252148178173
802816,268,13.39,2991,-36593.93062928999,98,17106233534.4,0.0,0.9605896472930908,0.2,970,0.00029178016,9558107136.0,-1.1920928955078125e-07,-12.408187351375819,0.0003,-0.0007297146737982984
811008,268,13.08,3020,-20222.497499139998,99,14330867697.2,1.220703125e-05,0.9605906009674072,0.2,980,0.0008107419,6706556928.0,0.0,-12.407764175534249,0.0003,-0.001348664930628729
819200,268,12.45,3051,-14461.30922052,100,12591215318.8,0.01502685546875,0.9603263139724731,0.2,990,0.003916498,5556135936.0,0.0,-12.406744078546762,0.0003,-0.002297885778534692
827392,268,12.97,3082,-12637.346177029998,101,13167577498.0,0.01898193359375,0.95972740650177,0.2,1000,0.0053135497,7037980160.0,0.0,-12.402479702234269,0.0003,-0.004487037306535058
835584,268,11.89,3114,-7397.224437340001,102,13604875478.4,0.21280517578125,0.9567387104034424,0.2,1010,0.011453321,7063680000.0,5.960464477539063e-08,-12.380496408045293,0.0003,0.01129219878821459
843776,268,12.4,3144,-17554.66581275,103,11894850666.0,0.304052734375,0.9546790719032288,0.2,1020,0.120403394,5719154688.0,0.0,-12.349394039064645,0.0003,0.019003618543138145
851968,268,10.28,3175,32279.12842222,104,11453916418.0,0.0509765625,0.9528196454048157,0.2,1030,0.02399806,5236677120.0,0.0,-12.350184432417155,0.0003,-0.0042888758041954135
860160,268,9.66,3206,37519.88584293,105,11254463222.6,0.272802734375,0.9485384821891785,0.2,1040,0.0323764,6803396096.0,0.0,-12.312224574387074,0.0003,0.01124227227846859
868352,268,9.47,3235,41103.90586679,106,5307292525.0,0.1615478515625,0.9475818276405334,0.2,1050,0.010830067,2622371328.0,0.0,-12.289102783799171,0.0003,0.005540985232801177
876544,268,8.86,3264,51101.13189792,107,11828632162.2,0.18782958984375,0.9442435503005981,0.2,1060,0.014030427,6545089024.0,1.7881393432617188e-07,-12.266312368959188,0.0003,0.0015851236250455259
884736,268,12.66,3294,-33321.909910760005,108,6348262451.0,0.837744140625,0.9464734196662903,0.2,1070,1.3528731,4321567744.0,-1.1920928955078125e-07,-12.2586161673069,0.0003,0.31031397275655764
892928,268,12.4,3323,-31338.23313487,109,20095432930.8,0.00018310546875,0.9465391635894775,0.2,1080,0.0018155742,9005957120.0,-1.1920928955078125e-07,-12.27371901422739,0.0003,-0.002347557282701018
901120,268,11.01,3352,18164.78238954,110,16194151762.8,0.5551025390625,0.9492272138595581,0.2,1090,0.03737291,7319698432.0,0.0,-12.298375394940376,0.0003,0.05232780569313036
909312,268,10.94,3383,18496.900511679996,111,9070705247.4,0.222412109375,0.9444866180419922,0.2,1100,0.007668993,4830857216.0,0.0,-12.265354581177235,0.0003,0.004742621467448771
917504,268,9.78,3413,36330.864332599995,112,8006100920.2,0.21517333984375,0.9432955980300903,0.2,1110,0.008407883,4187204864.0,0.0,-12.243799705058336,0.0003,0.0061177091381978245
