rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/is_line_search_success,train/policy_objective,train/kl_divergence_loss,train/n_updates,train/explained_variance,train/std,train/value_loss,train/learning_rate
-100198.89705882352,1,8192,543,15,116.54411764705883,,,,,,,,
-100218.0125,2,16384,514,31,114.75,1.0,0.029474738985300064,0.004148885607719421,1,-7.152557373046875e-07,0.9931459426879883,716316874.55,0.001
-100331.6,3,24576,503,48,117.62,1.0,0.02459295094013214,0.003807422239333391,2,-1.1920928955078125e-07,0.987494707107544,736885880.3,0.001
-99567.60416666999,4,32768,499,65,132.43,1.0,0.021170727908611298,0.002965474035590887,3,-1.1920928955078125e-07,0.9867398738861084,737390862.5,0.001
-98937.725,5,40960,497,82,155.54,1.0,0.02756262943148613,0.00425886083394289,4,0.0,0.9862813949584961,613829312.75,0.001
-99586.35833333,6,49152,494,99,169.95,1.0,0.027610458433628082,0.0035624909214675426,5,-1.1920928955078125e-07,0.9791535139083862,502820726.425,0.001
-99947.3625,7,57344,492,116,172.79,1.0,0.0256984643638134,0.0049004945904016495,6,1.7881393432617188e-07,0.9816560745239258,501472005.6,0.001
-99316.8125,8,65536,491,133,192.79,1.0,0.026315132156014442,0.0038956960197538137,7,1.7881393432617188e-07,0.9767362475395203,460717763.3875,0.001
-99123.5,9,73728,490,150,214.9,1.0,0.024683967232704163,0.006745622958987951,8,1.1920928955078125e-07,0.9624733924865723,406737501.825,0.001
-99294.62083333998,10,81920,490,167,212.71,1.0,0.031116236001253128,0.004961356054991484,9,0.0,0.9661792516708374,403561765.325,0.001
-99907.40416666999,11,90112,489,184,214.88,1.0,0.02103506401181221,0.0037342607975006104,10,0.0,0.9759529829025269,388269622.325,0.001
-100114.69583333,12,98304,488,201,203.3,1.0,0.03081236407160759,0.0049865879118442535,11,5.960464477539063e-08,0.9966526031494141,430931216.7125,0.001
-99959.61666666,13,106496,488,218,215.21,1.0,0.026541247963905334,0.004269734025001526,12,0.0,0.9980790019035339,383698034.0125,0.001
-99577.25,14,114688,487,235,216.77,1.0,0.031822413206100464,0.005021801218390465,13,0.0,1.0035934448242188,382584165.725,0.001
-98926.82083334,15,122880,487,252,227.89,1.0,0.019588198512792587,0.0035931558813899755,14,0.0,1.0004534721374512,416044007.35,0.001
-98993.67916667,16,131072,487,269,225.72,1.0,0.023891469463706017,0.003728080540895462,15,1.1920928955078125e-07,1.00644850730896,340410818.9,0.001
-99069.42083333999,17,139264,486,286,218.62,1.0,0.023187575861811638,0.004194171633571386,16,0.0,1.0012277364730835,394062387.25,0.001
-99415.99583333998,18,147456,486,302,223.64,1.0,0.02564806491136551,0.004900310188531876,17,0.0,0.9994039535522461,382221769.3,0.001
-99577.07083334,19,155648,486,319,229.99,1.0,0.02512824907898903,0.0035544063430279493,18,0.0,1.0031081438064575,364802420.525,0.001
-99336.70000000998,20,163840,486,337,236.06,1.0,0.031665097922086716,0.005747492425143719,19,0.0,1.0150010585784912,342897658.43125,0.001
-99092.07083334,21,172032,485,354,232.33,1.0,0.020252469927072525,0.003970792051404715,20,0.0,1.0081331729888916,368059204.1125,0.001
-99114.00000000998,22,180224,485,371,256.16,1.0,0.022166650742292404,0.0037674298509955406,21,-1.1920928955078125e-07,1.005305290222168,360709117.325,0.001
