train/actor_loss,rollout/ep_len_mean,time/total_timesteps,train/critic_loss,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/episodes,train/n_updates,train/ent_coef_loss,train/learning_rate
28.18204116821289,57.5,332,117063728.0,0.9981763958930969,2,-100565.0,140,4,57,-0.016283124685287476,0.0001
26.463520050048828,48.625,480,234072384.0,0.996829092502594,3,-100476.25,131,8,94,-0.028647655621170998,0.0001
26.233856201171875,43.75,604,273092928.0,0.9957879781723022,4,-100427.5,126,12,125,-0.038923680782318115,0.0001
19.381338119506836,46.4375,784,429047712.0,0.9942327737808228,6,-100454.375,123,16,170,-0.05327167361974716,0.0001
15.5380220413208,43.25,1004,272779328.0,0.9924115538597107,8,-100422.5,121,20,225,-0.06656767427921295,0.0001
10.5519437789917,43.416666666666664,1180,233989024.0,0.9909493327140808,9,-100003.95833333333,120,24,269,-0.07983244955539703,0.0001
3.6333813667297363,41.107142857142854,1372,155985408.0,0.9894101023674011,11,-100040.89285714286,119,28,317,-0.0919058695435524,0.0001
-5.958949089050293,49.15625,1688,233147200.0,0.9869869351387024,14,-99832.65625,118,32,396,-0.1037352979183197,0.0001
-15.091525077819824,51.138888888888886,1896,77685184.0,0.9854018688201904,16,-99924.58333333333,118,36,448,-0.10759919136762619,0.0001
-16.371858596801758,49.55,2024,233462992.0,0.9845670461654663,17,-99966.375,117,40,480,-0.1102789044380188,0.0001
-15.762054443359375,47.04545454545455,2116,194280320.0,0.9839112162590027,18,-99988.52272727272,117,44,503,-0.10890913754701614,0.0001
-21.859638214111328,45.333333333333336,2212,194652288.0,0.983268678188324,18,-100010.72916666667,117,48,527,-0.11007404327392578,0.0001
-24.588722229003906,44.03846153846154,2324,193860128.0,0.9825741648674011,19,-100031.05769230769,116,52,555,-0.11274969577789307,0.0001
-22.156681060791016,42.607142857142854,2452,233352912.0,0.9817555546760559,20,-100045.26785714286,116,56,587,-0.10113813728094101,0.0001
-29.130176544189453,42.06666666666667,2648,389516480.0,0.9806723594665527,22,-100064.58333333333,116,60,636,-0.09486179798841476,0.0001
-25.457775115966797,42.875,2800,194025824.0,0.9798879027366638,24,-100094.296875,116,64,674,-0.08245305716991425,0.0001
-25.323095321655273,43.11764705882353,3000,271355648.0,0.9789847135543823,25,-100115.80882352941,116,68,724,-0.06492504477500916,0.0001
-36.709815979003906,43.888888888888886,3256,115810720.0,0.9781701564788818,28,-100140.48611111111,115,72,788,-0.024697374552488327,0.0001
-44.083030700683594,45.276315789473685,3536,192552576.0,0.9777615666389465,30,-100037.96052631579,115,76,858,0.004125955514609814,0.0001
-44.95478439331055,46.35,3788,309012448.0,0.9777170419692993,32,-100068.9375,115,80,921,0.016709495335817337,0.0001
-35.528564453125,46.70238095238095,4052,153817472.0,0.9779248833656311,35,-99971.72619047618,115,84,987,0.03514336794614792,0.0001
-49.16122055053711,48.04545454545455,4300,154342208.0,0.9783348441123962,37,-100007.21590909091,115,88,1049,0.02335227094590664,0.0001
-47.50353240966797,48.09782608695652,4572,191664816.0,0.9789614081382751,39,-100027.88043478261,114,92,1117,0.05373735725879669,0.0001
-43.011329650878906,47.864583333333336,4796,232365440.0,0.9796978235244751,41,-100044.01041666667,114,96,1173,0.061545804142951965,0.0001
-43.699214935302734,47.0,4984,232078704.0,0.9805036783218384,43,-100052.35,114,100,1220,0.054733775556087494,0.0001
-34.523048400878906,46.02,5200,385088000.0,0.9815474152565002,45,-100042.55,114,104,1274,0.07129271328449249,0.0001
-24.246065139770508,45.93,5304,115368368.0,0.9821358323097229,46,-100041.65,114,108,1300,0.06778214126825333,0.0001
-25.34018325805664,46.11,5524,191731296.0,0.9833983778953552,48,-100043.45,114,112,1355,0.07153862714767456,0.0001
-17.335487365722656,45.29,5688,75900936.0,0.9845468997955322,49,-100035.25,114,116,1396,0.07934746146202087,0.0001
-16.559085845947266,45.34,5904,230038288.0,0.9861172437667847,51,-100035.75,114,120,1450,0.07339581847190857,0.0001
-25.02531623840332,44.92,6040,229262736.0,0.9871146082878113,52,-100132.4,114,124,1484,0.06439883261919022,0.0001
-6.96177864074707,50.23,6244,115657192.0,0.9886611104011536,54,-100185.5,114,128,1535,0.05941760540008545,0.0001
-9.52553939819336,47.79,6424,153473600.0,0.9900646805763245,56,-100167.9,114,132,1580,0.05998430401086807,0.0001
-1.2544379234313965,46.65,6608,191367088.0,0.9915172457695007,57,-100156.5,114,136,1626,0.04286680370569229,0.0001
3.2040491104125977,47.61,6852,268668736.0,0.9934946894645691,59,-99963.7375,114,140,1687,0.0339730903506279,0.0001
-15.212356567382812,48.85,7292,229937056.0,0.9968311190605164,63,-99976.1375,114,144,1797,0.015542514622211456,0.0001
8.837421417236328,52.36,7664,114673216.0,0.9998803734779358,67,-100011.2375,114,148,1890,0.0007138904184103012,0.0001
31.1550350189209,56.58,8348,267324096.0,1.0060322284698486,73,-99951.1625,114,152,2061,-0.04046785831451416,0.0001
43.42665100097656,59.69,9032,342754112.0,1.0128093957901,79,-99982.2625,114,156,2232,-0.08478044718503952,0.0001
20.338939666748047,62.26,9220,190417264.0,1.0147944688796997,80,-99906.5625,114,160,2279,-0.10568846017122269,0.0001
26.88217544555664,64.05,9892,189901920.0,1.0219594240188599,86,-99924.4625,114,164,2447,-0.16495579481124878,0.0001
55.21902847290039,77.37,11436,114385976.0,1.0389078855514526,99,-98890.9125,114,168,2833,-0.3121227025985718,0.0001
86.04681396484375,83.06,12700,72730992.0,1.05316960811615,110,-98727.9125,114,172,3149,-0.46149128675460815,0.0001
92.5736312866211,84.17,13236,187743504.0,1.0596718788146973,115,-98738.575,114,176,3283,-0.5766677260398865,0.0001
83.38375091552734,83.67,13724,36296128.0,1.0656179189682007,119,-98733.575,114,180,3405,-0.6477823257446289,0.0001
112.48218536376953,105.83,14852,38140592.0,1.0798230171203613,129,-97952.3,114,184,3687,-0.8471061587333679,0.0001
136.0083770751953,111.08,15624,186127008.0,1.0900702476501465,136,-98004.8,114,188,3880,-0.9584423303604126,0.0001
134.29888916015625,114.0,16520,145870080.0,1.1016000509262085,144,-98034.0,114,192,4104,-1.1388417482376099,0.0001
170.86660766601562,121.44,17292,34316552.0,1.1116349697113037,151,-97996.55,114,196,4297,-1.3036282062530518,0.0001
197.822265625,122.82,17464,75764608.0,1.113765835762024,152,-98010.35,114,200,4340,-1.2470805644989014,0.0001
174.31983947753906,127.31,18992,105897872.0,1.1324855089187622,166,-98055.25,114,204,4722,-1.5788609981536865,0.0001
171.92575073242188,141.22,19736,283582.3125,1.1418867111206055,172,-97087.85,114,208,4908,-1.642278790473938,0.0001
228.88514709472656,143.38,20696,73654928.0,1.1539783477783203,181,-97008.9,114,212,5148,-1.8931331634521484,0.0001
240.64175415039062,156.14,21444,37893712.0,1.163619041442871,188,-96136.6,114,216,5335,-2.0689537525177,0.0001
285.18536376953125,158.12,22412,69772176.0,1.1758581399917603,196,-96156.4,113,220,5577,-2.158003330230713,0.0001
310.20025634765625,177.0,23864,104503744.0,1.194112777709961,209,-96245.2,113,224,5940,-2.6443727016448975,0.0001
262.20391845703125,173.47,24408,820149.75,1.201123833656311,214,-96109.9,113,228,6076,-2.649691104888916,0.0001
374.2969970703125,179.24,24996,102864296.0,1.2085267305374146,219,-96167.6,113,232,6223,-2.794048309326172,0.0001
357.0881652832031,182.52,25712,99940984.0,1.217265248298645,225,-96200.4,113,236,6402,-2.7024831771850586,0.0001
399.28778076171875,193.25,27020,32991876.0,1.2333049774169922,237,-95510.1625,113,240,6729,-3.230098247528076,0.0001
492.2960205078125,207.05,28668,145852512.0,1.25406014919281,251,-94283.3125,113,244,7141,-3.297924518585205,0.0001
442.77960205078125,232.69,31984,105216208.0,1.296029806137085,281,-91540.0125,113,248,7970,-3.9564123153686523,0.0001
600.4136962890625,237.98,32928,98492608.0,1.308241367340088,289,-90695.2875,113,252,8206,-4.508935451507568,0.0001
580.1876220703125,240.45,33300,58092308.0,1.313164234161377,292,-90719.9875,113,256,8299,-4.330870628356934,0.0001
542.1720581054688,237.51,33668,63026724.0,1.317941427230835,296,-90791.9875,113,260,8391,-4.730088710784912,0.0001
692.5625,236.96,35044,52197520.0,1.33633291721344,308,-90786.4875,113,264,8735,-4.820428848266602,0.0001
773.6967163085938,244.07,36124,1767645.5,1.3511415719985962,317,-90924.4375,113,268,9005,-5.165960788726807,0.0001
741.0231323242188,253.85,38656,57246472.0,1.3856254816055298,340,-90042.2375,113,272,9638,-5.775457382202148,0.0001
780.3155517578125,261.82,39240,97016496.0,1.393646478652954,345,-89222.475,113,276,9784,-5.849018096923828,0.0001
828.2935791015625,261.78,39668,66158852.0,1.399478793144226,349,-89222.075,113,280,9891,-6.157753944396973,0.0001
922.5916748046875,239.35,40032,118612256.0,1.4046801328659058,352,-90100.65,113,284,9982,-6.223951816558838,0.0001
838.1168212890625,244.25,41312,100294672.0,1.4225627183914185,363,-89149.75,113,288,10302,-6.815430164337158,0.0001
821.1146850585938,250.91,41832,1549095.125,1.4301263093948364,368,-88216.45,113,292,10432,-6.89826774597168,0.0001
803.26953125,243.82,42204,1171787.625,1.4354792833328247,371,-88257.4,113,296,10525,-7.161635875701904,0.0001
922.99462890625,242.81,42460,54880320.0,1.4391289949417114,374,-88247.3,113,300,10589,-7.107321262359619,0.0001
887.86669921875,237.83,42628,36694160.0,1.4415605068206787,375,-88197.5,113,304,10631,-7.482950687408447,0.0001
965.5855102539062,223.46,42856,69855840.0,1.4448535442352295,377,-89160.3,113,308,10688,-7.592441558837891,0.0001
972.697021484375,229.82,43276,1624050.625,1.4509187936782837,381,-89324.45,113,312,10793,-7.0855889320373535,0.0001
956.07080078125,218.72,43856,27029178.0,1.4593082666397095,386,-90213.35,113,316,10938,-7.887789726257324,0.0001
892.3954467773438,229.08,44964,37624568.0,1.475380301475525,395,-89317.05,113,320,11215,-7.511289596557617,0.0001
955.8218994140625,220.28,47672,1854896.5,1.5130572319030762,419,-88329.15,113,324,11892,-8.169193267822266,0.0001
998.5440673828125,238.05,48124,1336939.75,1.5194406509399414,423,-86341.725,113,328,12005,-8.191842079162598,0.0001
937.9677734375,233.29,48616,39095232.0,1.5262324810028076,427,-86394.125,113,332,12128,-7.735051155090332,0.0001
965.763671875,231.57,49204,844421.0,1.5343412160873413,432,-86376.925,113,336,12275,-8.45794677734375,0.0001
1133.52197265625,234.65,50120,37343356.0,1.5471147298812866,440,-86407.725,113,340,12504,-8.098733901977539,0.0001
915.409912109375,224.37,50328,1716446.5,1.5501072406768799,442,-87569.775,113,344,12556,-8.563934326171875,0.0001
1185.0523681640625,196.62,50776,59213280.0,1.5563170909881592,446,-90191.975,113,348,12668,-8.263986587524414,0.0001
901.7323608398438,193.01,51508,2297838.5,1.5666531324386597,453,-91055.775,113,352,12851,-8.940814971923828,0.0001
