time/episodes,train/n_updates,train/critic_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/actor_loss,train/learning_rate,train/ent_coef_loss,time/fps,train/ent_coef
4,44,199.15760803222656,280,1,-100317.5,32.75,78.05308532714844,0.0003,-0.2620653510093689,227,1.0113906860351562
8,112,608.7457885742188,552,2,-97987.03125,50.375,89.17838287353516,0.0003,-0.6662853956222534,192,1.0305302143096924
12,163,979.8798828125,756,4,-97947.1875,47.666666666666664,100.18624877929688,0.0003,-1.0574283599853516,183,1.0456236600875854
16,213,823.4103393554688,956,5,-98630.390625,53.0,109.61297607421875,0.0003,-1.3515366315841675,181,1.0609585046768188
20,274,628.54052734375,1200,6,-98497.8125,51.95,117.28224182128906,0.0003,-1.6398545503616333,179,1.079979658126831
24,349,648.33984375,1500,8,-98879.84375,56.625,137.90687561035156,0.0003,-2.2911431789398193,178,1.1039775609970093
28,399,980.1231689453125,1700,9,-99116.29464285714,56.32142857142857,147.18051147460938,0.0003,-2.6558752059936523,178,1.1203583478927612
32,453,785.0791625976562,1916,10,-99304.2578125,57.15625,156.84176635742188,0.0003,-3.1273324489593506,177,1.138380527496338
36,561,1175.2332763671875,2348,13,-99466.84027777778,59.44444444444444,181.348876953125,0.0003,-3.6443655490875244,174,1.175429105758667
40,663,590.537841796875,2756,15,-99359.65625,62.55,203.6478271484375,0.0003,-4.535525321960449,173,1.2117576599121094
44,719,1019.5421752929688,2980,17,-99243.55113636363,62.25,212.0784149169922,0.0003,-4.465831756591797,173,1.2321580648422241
48,771,220.62884521484375,3188,18,-99371.171875,63.604166666666664,225.82952880859375,0.0003,-5.140775203704834,173,1.2512120008468628
52,833,980.9078369140625,3436,19,-99468.19711538461,63.65384615384615,242.83074951171875,0.0003,-5.570637226104736,173,1.2745310068130493
56,878,416.0600891113281,3616,20,-99369.39732142857,63.517857142857146,251.4986572265625,0.0003,-5.882034778594971,173,1.2916009426116943
60,967,786.2965087890625,3972,22,-99443.77083333333,62.583333333333336,271.82916259765625,0.0003,-5.662889003753662,173,1.3261783123016357
64,1024,397.0387268066406,4200,24,-99520.56640625,62.9375,289.88458251953125,0.0003,-6.373599529266357,173,1.3488199710845947
68,1085,806.2454223632812,4444,25,-99446.41544117648,64.26470588235294,305.508544921875,0.0003,-7.079808712005615,173,1.37359619140625
72,1137,786.8705444335938,4652,26,-99505.36458333333,63.56944444444444,322.54071044921875,0.0003,-7.482564449310303,172,1.3950109481811523
76,1182,786.8115234375,4832,27,-99552.31907894737,62.36842105263158,327.87091064453125,0.0003,-7.698267936706543,172,1.4138139486312866
80,1264,981.7813110351562,5160,29,-99611.328125,62.9625,358.89324951171875,0.0003,-8.07880973815918,172,1.4486662149429321
84,1340,592.8303833007812,5464,31,-99667.8125,63.80952380952381,376.7950439453125,0.0003,-8.990947723388672,172,1.4819499254226685
88,1414,1371.0194091796875,5760,33,-99596.54829545454,63.68181818181818,398.82879638671875,0.0003,-9.32513427734375,172,1.5148500204086304
92,1467,807.0066528320312,5972,34,-99638.00271739131,63.34782608695652,413.15850830078125,0.0003,-9.849296569824219,172,1.5390385389328003
96,1526,787.9632568359375,6208,35,-99681.10677083333,63.552083333333336,430.84326171875,0.0003,-10.25146770477295,172,1.566351294517517
100,1584,1371.50439453125,6440,37,-99718.8625,63.55,444.236328125,0.0003,-10.493735313415527,172,1.5937416553497314
104,1690,788.7655639648438,6864,40,-99737.2625,65.39,480.3957214355469,0.0003,-11.444293022155762,171,1.6451101303100586
108,1836,399.8153381347656,7448,43,-99636.86527778,66.05,457.216552734375,0.0003,-3.103328227996826,171,1.6931979656219482
112,1889,788.6682739257812,7660,44,-99753.06527778,67.49,466.6825256347656,0.0003,-3.691638231277466,171,1.701073169708252
116,1988,400.5163269042969,8056,47,-99462.33611111,69.76,483.29180908203125,0.0003,-4.011332988739014,171,1.7166458368301392
120,2039,789.1129760742188,8260,48,-99576.93611111,71.22,491.5705871582031,0.0003,-3.73848819732666,170,1.725022315979004
124,2123,983.7119750976562,8596,50,-99563.93611111,69.92,510.0783996582031,0.0003,-3.605719566345215,169,1.7396125793457031
128,2242,828.8226928710938,9072,53,-99284.33611111,73.7,528.4114990234375,0.0003,-3.7249412536621094,170,1.7613131999969482
132,2294,1760.3397216796875,9280,54,-99280.23611111,73.29,539.6300659179688,0.0003,-4.022078514099121,170,1.7714009284973145
136,2319,809.5508422851562,9380,55,-99266.83611111,71.95,543.3887329101562,0.0003,-3.552675724029541,170,1.776343822479248
140,2382,420.7995300292969,9632,56,-99345.03611111,69.77,529.314697265625,0.0003,-0.8606294393539429,170,1.7859619855880737
144,2462,440.28240966796875,9952,58,-99242.12361111,69.82,503.4937438964844,0.0003,4.450492858886719,169,1.7805192470550537
148,2530,829.0518188476562,10224,60,-99146.19861111,70.64,506.536376953125,0.0003,5.566275596618652,169,1.7596009969711304
152,2617,1372.829345703125,10572,62,-99144.19861111,70.44,512.3106689453125,0.0003,5.439424991607666,169,1.7296481132507324
156,2724,402.79559326171875,11000,65,-99156.17361111,71.81,515.1310424804688,0.0003,5.175302505493164,169,1.6923911571502686
160,2790,1179.748046875,11264,66,-99068.72361111,73.26,522.16552734375,0.0003,5.063129901885986,169,1.6692399978637695
164,2939,792.47216796875,11860,70,-98787.49861111,75.39,530.3449096679688,0.0003,4.750850677490234,169,1.6166882514953613
168,3042,37.45939254760742,12272,72,-98701.46111111,76.7,535.8018798828125,0.0003,4.549100399017334,169,1.5802706480026245
172,3144,600.578857421875,12680,74,-98418.09861111,78.54,537.2898559570312,0.0003,4.263041019439697,169,1.5442092418670654
176,3246,989.2509155273438,13088,77,-98154.31111111,82.22,543.6443481445312,0.0003,4.044751167297363,169,1.5082383155822754
180,3341,20.69223976135254,13468,79,-98152.11111111,82.0,548.885009765625,0.0003,3.77856183052063,169,1.4749877452850342
184,3465,1186.08251953125,13964,82,-98066.66111111,83.91,557.5928344726562,0.0003,3.453862190246582,169,1.4320482015609741
188,3685,800.1898803710938,14844,87,-98100.98611111,87.43,574.014892578125,0.0003,2.925046920776367,169,1.357561469078064
192,3771,238.06076049804688,15188,89,-97948.86111111,92.27,576.153564453125,0.0003,2.695472240447998,169,1.3290818929672241
196,3955,803.0183715820312,15924,93,-97658.69861111,93.77,586.8618774414062,0.0003,2.2384772300720215,169,1.2697573900222778
200,4039,820.3113403320312,16260,95,-97492.77361111,97.37,593.1644287109375,0.0003,1.994565486907959,169,1.243468999862671
204,4127,997.9677124023438,16612,98,-97505.57361111,98.65,597.946533203125,0.0003,1.7745074033737183,169,1.216551423072815
208,4297,1194.30078125,17292,102,-97733.35833333,100.78,628.1121215820312,0.0003,1.391467809677124,168,1.1659483909606934
212,4433,637.9484252929688,17836,105,-97630.74583333,100.65,652.78955078125,0.0003,1.0224751234054565,168,1.1269629001617432
216,4753,622.3945922851562,19116,113,-97783.44166667,105.06,676.10302734375,0.0003,0.3296458125114441,168,1.040745496749878
220,4996,472.25958251953125,20088,119,-97343.61666667,114.34,728.2141723632812,0.0003,-0.1447046995162964,168,0.9809744954109192
224,5227,1016.5870971679688,21012,125,-97102.51666667,120.74,750.3771362304688,0.0003,-0.5347304940223694,168,0.9277159571647644
228,5415,272.3419189453125,21764,129,-96850.12166666999,125.45,754.044677734375,0.0003,-0.8208892345428467,168,0.8876283168792725
232,6134,876.1451416015625,24640,146,-97029.12166666999,143.35,828.8966674804688,0.0003,-1.599123239517212,168,0.7560211420059204
236,6930,851.2345581054688,27824,165,-95284.62166666999,168.88,866.9951171875,0.0003,-2.080660820007324,168,0.6381258368492126
240,7930,130.9523162841797,31824,190,-92503.32166666999,200.72,928.66162109375,0.0003,-2.381974697113037,167,0.511289656162262
244,8273,282.6650085449219,33196,198,-90909.33416667,220.96,962.6492309570312,0.0003,-2.1021714210510254,167,0.47341614961624146
248,8609,458.09881591796875,34540,206,-90127.75916666999,232.38,996.7434692382812,0.0003,-2.5314574241638184,167,0.43796566128730774
252,9057,480.96282958984375,36332,219,-88328.25916666999,252.41,951.9647216796875,0.0003,-2.6106972694396973,165,0.39497917890548706
256,9283,1225.3912353515625,37236,224,-88445.18416666999,253.84,919.3359985351562,0.0003,-3.6772654056549072,165,0.37493377923965454
260,9404,270.64715576171875,37720,227,-88624.93416666999,261.62,978.173583984375,0.0003,-2.8514795303344727,165,0.36434292793273926
264,9541,463.004638671875,38268,231,-88919.05916666999,260.78,1028.9344482421875,0.0003,-2.226400852203369,165,0.35269060730934143
268,9671,637.25390625,38788,234,-89111.09666667,259.73,1029.926513671875,0.0003,-3.559596300125122,165,0.34196698665618896
272,9805,809.1092529296875,39324,237,-89415.85916667,260.03,978.3602294921875,0.0003,-2.9337680339813232,165,0.3312934935092926
276,9966,435.3472595214844,39968,242,-89710.74666666999,259.46,1053.0697021484375,0.0003,-2.586554527282715,164,0.31903496384620667
280,10066,473.48858642578125,40368,244,-89811.54666667,269.54,1080.410888671875,0.0003,-2.0902600288391113,164,0.31206730008125305
284,10143,445.7662658691406,40676,246,-89899.89666667,267.92,1053.483154296875,0.0003,-2.8000776767730713,164,0.3064381778240204
288,10257,666.47412109375,41132,249,-89980.87166666999,265.93,1089.6953125,0.0003,-2.6502795219421387,164,0.29782089591026306
292,10438,444.04156494140625,41856,254,-90173.09666667,265.1,986.4590454101562,0.0003,-4.05890417098999,164,0.28515762090682983
296,10540,1202.0572509765625,42264,256,-90485.15916667,265.79,1222.9039306640625,0.0003,-2.980332374572754,164,0.2778974771499634
300,10630,452.12005615234375,42624,258,-90662.08416667,263.29,958.3609619140625,0.0003,-4.420026779174805,164,0.27183815836906433
304,10731,431.76483154296875,43028,261,-90669.88416666999,264.07,833.3450927734375,0.0003,-4.264866352081299,164,0.26494723558425903
308,10825,282.7652587890625,43404,263,-90754.43416666999,262.42,952.9471435546875,0.0003,-4.516632556915283,164,0.2587079405784607
312,10952,283.7872009277344,43912,266,-90869.04666667,263.75,1081.783203125,0.0003,-3.323068141937256,164,0.2506740689277649
316,11069,108.60871887207031,44380,269,-91029.08,259.27,1010.093994140625,0.0003,-4.670174598693848,164,0.2434765100479126
320,11171,483.30413818359375,44788,272,-91478.005,250.9,1032.8330078125,0.0003,-3.708418846130371,164,0.23726685345172882
324,11262,463.8168640136719,45152,274,-91737.705,246.36,1052.9886474609375,0.0003,-3.375845193862915,164,0.23191632330417633
328,11374,60.28818893432617,45600,277,-92290.8,239.98,903.163818359375,0.0003,-3.8532092571258545,164,0.22555285692214966
332,11478,442.1077880859375,46016,280,-92128.2,223.72,913.2152099609375,0.0003,-2.9655208587646484,164,0.21974046528339386
336,11590,309.6575622558594,46464,283,-93897.7,200.69,1241.365966796875,0.0003,-1.6633033752441406,163,0.21388863027095795
340,11712,846.4180908203125,46952,286,-96711.2,172.07,1009.5662841796875,0.0003,-4.553391933441162,163,0.20744234323501587
344,11841,283.9667663574219,47468,289,-98526.9,153.66,1126.131591796875,0.0003,-2.8022842407226562,163,0.2008051574230194
348,11971,457.3997802734375,47988,292,-99444.9,145.47,1013.1405029296875,0.0003,-2.493300199508667,163,0.1943877786397934
352,12061,263.1920166015625,48348,295,-101261.7,127.17,994.2975463867188,0.0003,-3.610910415649414,163,0.1903381049633026
356,12269,830.6536865234375,49180,299,-101252.4,126.24,1025.652587890625,0.0003,-3.706723213195801,163,0.1813250333070755
360,12519,265.0538024902344,50180,306,-101214.6,122.46,1056.5557861328125,0.0003,-3.06655216217041,163,0.17098958790302277
364,12789,431.7064208984375,51260,312,-101312.9,132.29,1075.9537353515625,0.0003,-3.1439108848571777,163,0.16068045794963837
368,13580,440.8373107910156,54424,331,-101405.0,141.5,906.8336181640625,0.0003,-3.2360854148864746,163,0.13485346734523773
372,14385,456.976318359375,57644,351,-98714.8,172.45,996.5601196289062,0.0003,-2.6781740188598633,164,0.1155383437871933
376,14948,574.5694580078125,59896,364,-96004.5,201.39,1042.105712890625,0.0003,-6.151066780090332,164,0.10697393119335175
380,15602,444.6972961425781,62512,380,-95053.1875,216.45,932.5562744140625,0.0003,-3.586153507232666,164,0.09807746112346649
384,16374,262.6217041015625,65600,398,-95236.6875,234.8,1044.3392333984375,0.0003,-0.48900532722473145,164,0.08731362968683243
388,16714,443.33984375,66960,407,-94440.9875,255.22,948.2738037109375,0.0003,-0.7384952902793884,164,0.0840822160243988
392,17337,296.3451843261719,69452,424,-94504.6875,261.59,1322.701416015625,0.0003,1.068176507949829,163,0.07880844920873642
396,17544,58.478492736816406,70280,429,-93605.0875,271.62,880.3196411132812,0.0003,-3.9132840633392334,163,0.07804632931947708
400,17761,613.8499145507812,71148,434,-92708.4875,281.95,1338.474365234375,0.0003,-1.0635298490524292,163,0.07651739567518234
404,17919,71.19706726074219,71780,438,-92705.1875,281.62,1100.1715087890625,0.0003,0.12036329507827759,163,0.07553759962320328
408,18121,372.98687744140625,72588,443,-92717.4875,282.85,1996.13232421875,0.0003,0.1171998381614685,163,0.07314446568489075
412,18365,270.50592041015625,73564,449,-92807.4875,291.85,1162.5731201171875,0.0003,2.492194175720215,163,0.07129368185997009
416,18626,228.7112274169922,74608,455,-92773.4875,298.45,1021.5526123046875,0.0003,-2.633497953414917,163,0.0697808787226677
420,18779,150.76283264160156,75220,459,-92776.2875,298.73,1671.284912109375,0.0003,0.6040098667144775,163,0.06981026381254196
