rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/kl_divergence_loss,train/std,train/is_line_search_success,train/explained_variance,train/value_loss,train/n_updates,train/learning_rate,train/policy_objective
-264913.14579321,53.35,12,8192,639,1,,,,,,,,
-209670.09026765,49.65,29,16384,555,2,0.0050389114767313,1.0020999908447266,1.0,-2.384185791015625e-07,5424810670.4,1,0.001,0.05823861435055733
-193149.77681155998,50.96,46,24576,529,3,0.005064974073320627,0.9910843968391418,1.0,0.0,4138207048.8,2,0.001,0.04387829825282097
-168218.92748057,45.31,62,32768,526,4,0.004466652870178223,0.9800660014152527,1.0,1.7881393432617188e-07,3595647922.0,3,0.001,0.03560565412044525
-162692.74337426003,42.03,77,40960,526,5,0.004902939777821302,0.9680252075195312,1.0,0.0,3219638654.4,4,0.001,0.03974882513284683
-166917.18520914,44.62,93,49152,527,6,0.005850149318575859,0.9550087451934814,1.0,1.1920928955078125e-07,3375657686.4,5,0.001,0.04244885593652725
-169742.87625618,56.31,108,57344,527,7,0.005062478594481945,0.9422785639762878,1.0,0.0,3198714731.2,6,0.001,0.039885301142930984
-149550.71843094,45.47,124,65536,525,8,0.005774429999291897,0.9439877271652222,1.0,0.0,2706439994.8,7,0.001,0.05047506466507912
-138878.03727772,42.55,141,73728,522,9,0.005315519403666258,0.9440720081329346,1.0,-1.1920928955078125e-07,2953226757.6,8,0.001,0.04210948199033737
-143071.34212302,46.13,158,81920,517,10,0.005096320062875748,0.934106171131134,1.0,0.0,2683565317.2,9,0.001,0.03961306810379028
-151409.76856442998,52.76,174,90112,515,11,0.005269932094961405,0.924957811832428,1.0,0.0,2727106893.8,10,0.001,0.04826698452234268
-143701.84825414998,54.96,191,98304,512,12,0.005560222547501326,0.920836329460144,1.0,0.0,2514852172.2,11,0.001,0.04686690494418144
-145142.00040041,57.99,208,106496,510,13,0.0058119953610002995,0.9182242155075073,1.0,0.0,2337604243.6,12,0.001,0.0499398373067379
-147906.79913265,66.81,225,114688,507,14,0.005031065549701452,0.8973345160484314,1.0,5.960464477539063e-08,2112361628.4,13,0.001,0.04488004744052887
-131353.52012616,66.26,242,122880,506,15,0.006599067244678736,0.8884970545768738,1.0,0.0,2007323305.8,14,0.001,0.049100447446107864
-137227.53769351,62.22,259,131072,504,16,0.006021503824740648,0.8782318830490112,1.0,-1.1920928955078125e-07,1872828111.0,15,0.001,0.05189906805753708
-132077.9072077,72.0,276,139264,504,17,0.005955194588750601,0.8649002313613892,1.0,5.960464477539063e-08,1864456143.6,16,0.001,0.049961015582084656
-120549.89676621002,78.87,292,147456,503,18,0.0062197004444897175,0.8677279353141785,1.0,1.1920928955078125e-07,1788884425.2,17,0.001,0.05225605145096779
-124918.02962047,78.21,310,155648,501,19,0.006252281367778778,0.8683832287788391,1.0,0.0,1499172340.1,18,0.001,0.05850864201784134
-125196.02971936,89.03,327,163840,500,20,0.006236902438104153,0.8585147261619568,1.0,0.0,1505069738.8,19,0.001,0.05255000293254852
-112880.22530494997,91.68,344,172032,498,21,0.007034643553197384,0.8527105450630188,1.0,0.0,1407970026.9,20,0.001,0.055357567965984344
-105076.40898563,94.43,362,180224,497,22,0.007445196155458689,0.8528556227684021,1.0,0.0,1300728425.1,21,0.001,0.06682231277227402
-85021.20341611,100.38,379,188416,496,23,0.006581687368452549,0.8477518558502197,1.0,0.0,1212163009.2,22,0.001,0.052200257778167725
-63309.144887439994,99.78,397,196608,494,24,0.007344572804868221,0.8434736728668213,1.0,0.0,1049498168.3,23,0.001,0.05641022324562073
-41469.91860551,120.03,415,204800,493,25,0.007026894949376583,0.8383569717407227,1.0,-1.1920928955078125e-07,980203248.3,24,0.001,0.05122203007340431
-38894.91527226,129.48,433,212992,491,26,0.0072458419017493725,0.8374655842781067,1.0,1.1920928955078125e-07,726527593.45,25,0.001,0.054128482937812805
-13582.497442930005,127.12,451,221184,489,27,0.0069978851824998856,0.8332498669624329,1.0,0.0,807267205.85,26,0.001,0.057132672518491745
723.5182166000004,112.35,469,229376,488,28,0.007845905609428883,0.8366037011146545,1.0,0.0,819499800.45,27,0.001,0.0529981404542923
-15453.82349484,117.16,486,237568,488,29,0.007500533480197191,0.8321296572685242,1.0,0.0,846474371.05,28,0.001,0.056824151426553726
2712.3639078200013,112.31,503,245760,487,30,0.007600652053952217,0.8223685622215271,1.0,0.0,809839333.05,29,0.001,0.04996402561664581
1880.6018834499991,126.48,520,253952,487,31,0.007509132381528616,0.8207237720489502,1.0,0.0,795569967.6,30,0.001,0.05355192720890045
-4726.004709149999,132.43,537,262144,488,32,0.007749546784907579,0.8111347556114197,1.0,0.012403011322021484,743839502.3,31,0.001,0.05470171943306923
-3660.1882578099985,142.38,554,270336,487,33,0.007938426919281483,0.8040019869804382,1.0,0.017796874046325684,641798721.0,32,0.001,0.04295317456126213
1118.1656856199995,148.69,569,278528,488,34,0.00800991803407669,0.7973220944404602,1.0,0.017319798469543457,700155182.1,33,0.001,0.056259769946336746
18573.6566183,166.22,584,286720,490,35,0.007296116091310978,0.7930135726928711,1.0,0.02118682861328125,591735306.175,34,0.001,0.05309193953871727
20587.787907430004,193.06,600,294912,491,36,0.008531022816896439,0.7919337153434753,1.0,0.023438572883605957,525724919.55,35,0.001,0.0462811216711998
27898.664011189998,197.67,615,303104,492,37,0.008245469070971012,0.7948386073112488,1.0,0.028895676136016846,398180293.7,36,0.001,0.05468415468931198
37575.957312750004,199.4,631,311296,493,38,0.007667942903935909,0.7966598868370056,1.0,0.025746047496795654,481588561.775,37,0.001,0.05625294893980026
41472.65357804,211.93,647,319488,493,39,0.00862364936619997,0.793549656867981,1.0,0.031028270721435547,475487720.9,38,0.001,0.05318065732717514
41923.16660768,225.37,662,327680,494,40,0.008228512480854988,0.7909053564071655,1.0,0.0406530499458313,380045844.3,39,0.001,0.04918702691793442
38931.68115783,245.65,678,335872,495,41,0.008315572515130043,0.7833272814750671,1.0,0.029073119163513184,324744962.6625,40,0.001,0.05175907164812088
28407.177069020003,236.35,695,344064,494,42,0.008820797316730022,0.7848483920097351,1.0,0.04172694683074951,420935282.2,41,0.001,0.0563492551445961
46479.899832719995,192.7,711,352256,494,43,0.0074035353027284145,0.7740517258644104,1.0,0.03441518545150757,442196794.775,42,0.001,0.054913539439439774
67704.31575382,156.97,728,360448,494,44,0.008007881231606007,0.7741689682006836,1.0,0.031223058700561523,536534598.95,43,0.001,0.05141138657927513
88013.21243710998,124.86,743,368640,495,45,0.008123744279146194,0.7717152833938599,1.0,0.013448476791381836,664757650.65,44,0.001,0.04926523566246033
76782.66462517,133.95,759,376832,496,46,0.0086942994967103,0.7749860882759094,1.0,0.025017261505126953,637227604.35,45,0.001,0.04705427587032318
84196.8381399,124.29,774,385024,496,47,0.008236105553805828,0.7794948816299438,1.0,0.005871295928955078,626785285.4,46,0.001,0.04688151553273201
86749.83212861001,113.48,790,393216,497,48,0.008606838062405586,0.7767832279205322,1.0,0.004834353923797607,751850864.2,47,0.001,0.057026900351047516
70901.17848398,122.23,805,401408,498,49,0.008328496478497982,0.7713109850883484,1.0,0.0018877983093261719,747685262.85,48,0.001,0.04831390455365181
85527.10225201999,120.28,821,409600,498,50,0.00803393591195345,0.7673677206039429,1.0,0.002210676670074463,540109416.5,49,0.001,0.05328848212957382
103010.92589945001,104.94,836,417792,499,51,0.00849441159516573,0.7729353308677673,1.0,0.006281912326812744,747023951.45,50,0.001,0.05120496451854706
79802.33091153,125.47,854,425984,498,52,0.008687559515237808,0.7739660143852234,1.0,0.012004852294921875,728222370.1,51,0.001,0.05061180144548416
78930.18977100999,104.66,871,434176,498,53,0.00791904702782631,0.7752216458320618,1.0,-4.8041343688964844e-05,644948824.025,52,0.001,0.05228365212678909
83932.0819728,101.08,886,442368,499,54,0.008357563056051731,0.7742031812667847,1.0,5.7220458984375e-06,876055260.75,53,0.001,0.053909096866846085
90728.89698195999,101.21,901,450560,499,55,0.008626424707472324,0.767412006855011,1.0,0.00039255619049072266,892949627.65,54,0.001,0.05428633838891983
85881.81467844,103.37,916,458752,500,56,0.008436886593699455,0.7695752382278442,1.0,0.0006679892539978027,785328534.8,55,0.001,0.04904612898826599
87722.20701868,106.8,932,466944,500,57,0.0084900027140975,0.7673628926277161,1.0,1.1920928955078125e-07,844496670.2,56,0.001,0.05025019124150276
85734.12147553999,83.61,947,475136,501,58,0.00787223968654871,0.7677780985832214,1.0,1.1920928955078125e-07,761999212.4,57,0.001,0.05044805258512497
67416.51778805001,75.36,964,483328,500,59,0.008002357557415962,0.7644619345664978,1.0,5.960464477539063e-08,1028955679.9,58,0.001,0.04972340911626816
66456.93591681999,84.23,980,491520,501,60,0.008036169223487377,0.7647014260292053,1.0,1.1920928955078125e-07,1154187675.2,59,0.001,0.04675743728876114
73079.96900733,70.84,995,499712,501,61,0.008935964666306973,0.7618311047554016,1.0,6.556510925292969e-07,1052062654.3,60,0.001,0.046186093240976334
74223.69348124,78.76,1010,507904,502,62,0.008526653051376343,0.7609251141548157,1.0,5.960464477539063e-08,1250859229.0,61,0.001,0.04872019588947296
80381.8656812,83.78,1026,516096,502,63,0.008869404904544353,0.7538942098617554,1.0,5.960464477539063e-08,1067952371.3,62,0.001,0.04581418260931969
83953.75211468,100.98,1042,524288,502,64,0.008450426161289215,0.7564204335212708,1.0,0.0,960764879.3,63,0.001,0.05141628161072731
87336.70885863001,120.3,1058,532480,503,65,0.008548259735107422,0.7591988444328308,1.0,0.0,871352973.8,64,0.001,0.058670561760663986
77573.55279001,130.68,1075,540672,502,66,0.00821111910045147,0.7591479420661926,1.0,0.0,604378363.025,65,0.001,0.050862133502960205
84073.07878823,98.73,1090,548864,503,67,0.00868093129247427,0.7548050284385681,1.0,1.1920928955078125e-07,731888165.7,66,0.001,0.04908841848373413
102532.51051144,75.08,1106,557056,503,68,0.008376085199415684,0.7588716149330139,1.0,4.172325134277344e-07,841417823.5,67,0.001,0.04351399466395378
82347.46930045,78.45,1121,565248,503,69,0.008833966217935085,0.7570126056671143,1.0,0.0007944703102111816,1073547585.8,68,0.001,0.05638669431209564
81271.88311364,77.97,1136,573440,504,70,0.008126993663609028,0.7514809370040894,1.0,2.9802322387695312e-06,1100378597.4,69,0.001,0.05271202325820923
84948.19680055,84.18,1152,581632,504,71,0.00885350164026022,0.7526162266731262,1.0,5.960464477539063e-08,1138487353.3,70,0.001,0.05718141421675682
97799.97975782,76.34,1168,589824,504,72,0.008139108307659626,0.7531487345695496,1.0,5.960464477539063e-08,999799736.8,71,0.001,0.054080262780189514
94409.30654587,73.5,1184,598016,504,73,0.008375434204936028,0.7486932873725891,1.0,0.0,1105558087.1,72,0.001,0.0494270995259285
91651.04044802,64.21,1199,606208,505,74,0.008965520188212395,0.7487552165985107,1.0,0.0,1112068963.2,73,0.001,0.047311391681432724
90763.17982897999,59.28,1214,614400,505,75,0.008770669810473919,0.745585024356842,1.0,2.980232238769531e-07,1341752208.7,74,0.001,0.04919896274805069
78161.07539829,61.54,1230,622592,506,76,0.007939307019114494,0.7399290204048157,1.0,4.0531158447265625e-06,1463451760.2,75,0.001,0.04511363431811333
95807.11677988,57.12,1246,630784,506,77,0.00875284243375063,0.7423237562179565,1.0,2.384185791015625e-07,1406822282.0,76,0.001,0.049471206963062286
86872.7426456,75.72,1262,638976,506,78,0.008283567614853382,0.7427547574043274,1.0,6.556510925292969e-07,1388965123.7,77,0.001,0.055409129709005356
108149.03724603001,65.1,1278,647168,506,79,0.00925823301076889,0.7438830137252808,1.0,4.172325134277344e-07,1176935835.2,78,0.001,0.053315091878175735
110969.0250795,59.63,1293,655360,506,80,0.007967854849994183,0.7413200736045837,1.0,0.0,1417939194.3,79,0.001,0.04851384088397026
101024.35072539,50.92,1309,663552,506,81,0.009027911350131035,0.7391367554664612,1.0,5.960464477539063e-08,1336950036.9,80,0.001,0.05265869200229645
95856.91773103,56.04,1325,671744,506,82,0.0096179423853755,0.7355665564537048,1.0,1.1920928955078125e-07,1655478989.0,81,0.001,0.048369958996772766
103521.4792562,58.99,1341,679936,506,83,0.009098378010094166,0.7353712916374207,1.0,-1.1920928955078125e-07,1512926378.7,82,0.001,0.056323036551475525
110289.70400589998,53.55,1357,688128,507,84,0.00831883866339922,0.7342225313186646,1.0,3.5762786865234375e-07,1456046945.0,83,0.001,0.04937995970249176
108438.33360613998,42.16,1373,696320,507,85,0.009191902354359627,0.7356255650520325,1.0,0.0034254789352416992,1572240047.5,84,0.001,0.05531688034534454
103239.74690940998,47.74,1389,704512,507,86,0.008297688327729702,0.7321406602859497,1.0,-1.1920928955078125e-07,1951288682.6,85,0.001,0.04205538332462311
101115.05811109,56.96,1404,712704,507,87,0.009599094279110432,0.7270040512084961,1.0,0.0,1689888386.6,86,0.001,0.049043066799640656
107352.09312185999,44.24,1420,720896,507,88,0.008774482645094395,0.7252845764160156,1.0,5.960464477539063e-08,1569115917.5,87,0.001,0.04226002097129822
107241.07819377001,50.06,1436,729088,507,89,0.008856345899403095,0.7220682501792908,1.0,-1.1920928955078125e-07,1814017236.4,88,0.001,0.043407686054706573
111619.88819849999,41.21,1452,737280,507,90,0.008858227171003819,0.7228478789329529,1.0,5.960464477539063e-08,1726932931.0,89,0.001,0.027989208698272705
109080.08757467,40.03,1469,745472,507,91,0.008922251872718334,0.7201693654060364,1.0,5.960464477539063e-08,1980821328.8,90,0.001,0.05007297545671463
104995.24582168002,47.38,1484,753664,507,92,0.008742213249206543,0.7174034118652344,1.0,0.0,2106779450.2,91,0.001,0.050386492162942886
107591.25645552002,36.13,1501,761856,507,93,0.008541521616280079,0.7172437906265259,1.0,0.0,1829032646.8,92,0.001,0.04377730190753937
109635.45886891999,33.67,1517,770048,507,94,0.008382413536310196,0.718125581741333,1.0,-1.1920928955078125e-07,2376026417.8,93,0.001,0.0425930954515934
109419.84392726001,34.02,1533,778240,507,95,0.009561476297676563,0.7151546478271484,1.0,5.960464477539063e-08,2272415091.2,94,0.001,0.049443550407886505
114009.57510591998,35.39,1549,786432,507,96,0.009636991657316685,0.7157170176506042,1.0,5.960464477539063e-08,2406360606.6,95,0.001,0.04506324976682663
110539.67726262,36.18,1566,794624,507,97,0.00927138514816761,0.7129185795783997,1.0,0.0,2397954573.0,96,0.001,0.04237569868564606
114709.26691939999,29.84,1581,802816,507,98,0.006608895026147366,0.7091473937034607,1.0,-1.1920928955078125e-07,2495109395.0,97,0.001,0.03482361137866974
